SA4_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
101,0,0,0,0,3,0,0,0,0,3,0,5,0,0,21,0,0,0,0,34,3,8,0,0,26,0,0,0,3,45,0,8,0,0,23,0,0,0,0,32,0,6,0,3,26,7,0,3,0,47,0,17,0,6,51,11,0,0,0,81,7,4,0,6,66,12,4,3,0,101,3,15,0,7,104,14,0,4,5,150,10,39,10,19,212,6,0,0,12,302,24,43,12,28,142,0,3,3,11,275,46,49,10,29,65,3,0,3,6,205,44,45,3,15,29,0,0,0,6,152,176,87,8,20,24,0,0,0,10,325,81,28,0,4,5,0,0,0,0,121,3,3,0,6,8,0,0,0,0,18,394,362,53,152,804,52,5,22,49,1896,0,5,0,0,0,0,0,0,0,7,0,3,3,14,4,0,0,0,0,28,7,26,4,44,16,0,0,3,0,102,0,36,3,43,19,0,3,10,0,110
102,0,0,0,0,3,0,0,0,0,3,0,7,0,0,18,3,0,0,0,27,0,8,0,5,8,0,0,0,0,19,0,15,0,9,17,0,0,0,0,41,0,11,0,7,9,3,0,0,0,34,3,23,6,3,49,6,3,0,0,93,0,23,0,3,62,3,4,0,0,97,3,29,0,4,114,6,6,0,0,168,9,30,8,5,213,5,11,0,12,289,14,50,17,12,178,4,3,0,8,275,18,67,8,8,78,0,0,0,5,180,14,69,0,0,24,0,0,0,0,108,13,59,3,0,20,0,0,0,0,102,9,15,0,3,0,0,0,0,0,27,0,0,0,0,9,0,0,0,4,11,80,396,45,60,797,35,25,8,31,1486,0,7,0,3,0,0,0,0,0,15,4,11,4,22,4,0,0,4,0,49,0,36,5,49,26,0,3,15,0,148,11,52,6,67,39,0,3,10,3,186
103,3,0,0,0,9,0,0,0,0,15,0,6,0,10,7,0,0,0,0,21,3,12,3,15,31,0,3,3,0,68,0,9,0,10,19,0,0,0,0,44,3,8,0,14,26,0,0,3,5,60,3,35,3,21,45,8,3,4,0,125,0,29,3,41,40,3,3,6,0,141,0,45,9,24,77,10,0,5,9,172,15,76,20,23,133,12,3,0,3,279,18,80,19,8,119,3,0,0,4,249,33,100,10,11,50,0,3,3,0,208,17,107,6,7,28,0,0,0,3,171,41,133,3,3,27,0,0,0,3,209,23,29,0,0,4,0,0,0,0,51,3,6,0,0,7,0,0,0,0,24,174,653,81,188,620,39,13,32,34,1838,0,3,0,7,0,0,0,0,0,9,3,10,0,25,3,3,0,10,0,52,0,37,5,43,8,0,0,20,0,118,3,47,8,52,20,0,3,20,0,145
104,0,0,0,0,3,0,0,0,0,6,0,0,0,3,5,0,0,0,0,6,0,3,0,3,9,6,0,0,0,18,0,8,0,4,17,3,0,0,0,36,0,3,0,3,17,4,0,3,0,35,0,10,3,3,30,5,0,0,0,49,0,16,0,3,48,3,0,0,0,80,0,19,0,0,91,9,0,0,0,126,6,22,3,7,164,0,0,0,4,211,8,34,5,0,155,3,0,0,5,223,22,48,4,5,41,0,0,0,5,135,14,21,7,4,11,0,0,0,4,58,22,38,3,0,15,0,0,0,0,78,3,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,86,228,33,44,619,29,11,12,32,1081,0,0,0,0,3,0,0,3,0,8,0,8,0,3,3,0,0,3,0,25,0,24,0,27,8,0,0,5,0,62,0,27,0,29,11,3,0,5,0,75
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,3,11,0,0,0,0,18,0,0,0,0,3,0,0,3,0,11,0,3,0,3,9,3,0,0,0,21,3,0,0,3,8,4,0,4,0,28,0,10,0,3,25,0,0,3,3,43,0,9,0,0,28,4,0,3,0,49,3,20,0,9,43,3,0,4,0,87,3,36,3,8,47,0,0,3,0,105,12,27,9,4,29,3,0,3,3,85,3,27,0,4,3,0,0,0,0,37,14,22,3,4,6,0,0,0,0,47,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,41,156,31,40,227,21,5,20,16,549,0,5,0,4,0,0,0,0,0,13,0,14,0,13,3,0,0,3,0,33,0,20,0,29,3,0,0,5,0,63,0,17,0,30,10,0,0,9,0,65
106,0,0,0,0,9,0,0,0,0,11,0,0,0,0,10,4,0,0,3,20,0,3,0,3,9,0,0,4,0,26,0,3,0,3,15,0,0,0,4,32,4,3,0,3,23,0,0,0,0,35,6,14,0,47,32,9,4,3,3,117,14,17,8,190,50,13,7,3,3,294,23,24,20,116,88,15,14,3,12,305,46,69,125,155,156,3,24,7,11,601,73,81,224,148,155,3,19,0,15,714,98,128,252,106,70,0,3,3,14,679,114,98,121,53,26,0,4,0,3,418,182,169,73,49,51,0,0,4,8,535,46,60,8,4,12,0,0,0,0,131,0,4,4,6,9,0,0,0,0,28,618,668,834,892,710,40,74,31,80,3939,0,3,0,3,0,0,0,0,0,9,0,17,0,28,8,0,0,5,0,62,0,28,0,61,19,0,3,16,0,133,3,45,7,71,24,0,0,19,3,181
107,0,5,0,0,0,0,0,0,0,7,0,70,4,6,26,0,0,3,3,108,3,92,0,12,28,3,0,3,3,152,3,68,0,15,43,3,0,7,3,139,5,105,6,12,67,7,0,9,4,214,5,136,8,12,133,11,3,3,6,312,15,111,7,12,163,8,4,11,0,333,20,139,18,11,247,11,8,3,5,469,30,155,35,17,376,6,8,3,21,644,46,222,50,17,362,4,5,0,10,716,67,312,43,18,154,3,3,0,12,608,60,242,14,7,57,0,0,0,0,378,131,478,7,12,44,3,0,0,7,681,75,127,0,0,7,0,0,0,0,210,3,16,0,0,12,0,0,0,0,34,453,2262,202,147,1719,65,36,40,80,5014,0,11,0,3,3,0,0,3,3,21,0,28,0,25,13,0,0,12,0,75,3,31,5,56,26,3,4,17,0,152,3,59,7,79,32,0,3,19,3,210
108,0,0,0,0,8,0,0,0,0,10,0,3,0,0,14,0,0,0,0,17,0,8,0,0,20,0,0,0,0,28,0,3,0,3,28,0,0,0,0,36,0,3,0,8,24,4,0,0,0,43,3,8,0,7,34,10,0,0,0,62,0,9,3,4,44,3,0,0,0,67,3,19,3,8,87,10,0,0,0,134,0,16,7,0,136,5,0,0,8,182,15,38,7,4,134,3,0,0,3,211,16,48,3,5,33,0,0,0,3,110,4,41,3,3,12,0,0,0,0,66,9,25,0,0,9,0,0,0,0,44,3,4,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,63,224,30,44,584,41,4,13,23,1021,0,0,0,0,0,0,0,0,0,3,0,9,0,17,3,0,0,5,0,38,0,24,0,32,19,0,0,10,0,79,0,38,9,47,19,3,0,14,0,130
109,0,0,0,0,3,0,0,0,0,5,0,0,0,4,7,0,0,0,0,12,0,9,0,0,14,0,0,4,0,28,0,0,0,3,29,0,0,0,0,36,0,6,0,9,65,3,0,3,0,91,0,17,3,4,85,0,0,3,5,119,5,18,0,6,79,5,0,3,0,124,3,24,6,7,122,11,3,3,8,183,5,48,7,13,170,3,3,0,11,260,13,84,12,3,153,0,0,0,10,275,22,78,8,6,60,0,0,0,8,186,20,65,4,3,19,0,0,0,4,115,43,70,3,0,20,0,0,0,3,140,4,15,0,0,0,0,0,0,0,21,0,3,0,0,6,3,0,0,0,13,113,445,42,69,838,29,14,15,42,1608,0,3,0,0,0,0,0,0,0,7,0,4,3,10,0,0,0,0,0,18,0,13,3,13,5,0,0,7,0,42,0,19,3,28,11,0,0,21,0,86
110,0,0,0,0,3,0,0,0,0,6,0,16,0,3,12,0,0,0,0,37,3,32,5,0,29,0,0,3,3,76,0,24,3,3,23,3,0,0,0,59,0,27,5,3,21,5,0,0,0,74,0,42,0,7,42,3,0,4,5,109,3,30,9,3,41,3,3,10,0,106,8,52,17,8,65,20,0,4,0,180,18,100,40,23,153,4,0,3,3,333,25,118,41,15,136,0,3,3,3,347,47,195,21,7,62,0,0,0,7,337,40,141,7,9,23,0,0,0,3,217,47,275,11,0,17,0,3,0,3,354,34,70,0,0,3,0,0,0,0,107,0,3,0,0,3,0,0,0,0,12,234,1122,160,86,641,36,9,30,31,2349,0,4,3,4,3,0,0,0,0,11,0,23,0,26,5,0,0,5,0,61,0,18,3,31,15,0,3,16,0,84,6,39,3,59,23,0,0,28,0,157
