SA4_CODE_2016,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Zimbabwe_E,M_Zimbabwe_OM_IE,M_Zimbabwe_OM_UIE,M_Zimbabwe_CFW,M_Zimbabwe_ES_NS,M_Zimbabwe_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_FYROM_E,F_FYROM_OM_IE,F_FYROM_OM_UIE,F_FYROM_CFW,F_FYROM_ES_NS,F_FYROM_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Malta_E,F_Malta_OM_IE,F_Malta_OM_UIE,F_Malta_CFW,F_Malta_ES_NS,F_Malta_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW
101,22,3,3,112,34,0,8,0,0,39,764,93,112,26,10,1003,490,64,108,36,29,721,25785,3592,4888,1158,522,35940,23159,1349,2441,956,290,28195,60,6,3,3,0,70,152,12,26,7,3,207,23,4,3,0,0,28,19,0,0,0,3,19,71,3,3,3,3,81,33,3,6,0,0,37,107,7,28,15,0,152,15,0,3,0,0,15,39,0,8,0,0,54,276,9,6,3,3,294,42,0,3,0,0,45,15,0,0,0,0,23,22,3,0,0,0,29,54,3,10,0,0,67,34,4,7,6,0,54,19,0,7,0,0,30,63,8,3,0,0,75,22,0,4,3,0,32,64,6,6,4,0,83,14,3,0,6,0,20,51,5,13,3,3,76,433,26,48,19,3,531,17,0,3,0,0,22,245,4,16,9,3,277,32,3,4,0,3,42,21,0,3,3,0,28,95,11,11,4,0,121,48,0,0,0
102,19,6,5,97,53,8,3,0,0,65,741,148,136,25,13,1061,532,70,96,17,37,753,37017,4872,5118,646,574,48229,40908,1841,2820,631,416,46624,111,11,6,0,0,127,245,53,55,13,3,370,32,3,0,0,0,31,22,3,3,0,0,34,76,4,3,3,0,86,15,0,0,0,0,18,98,13,30,8,0,138,13,0,3,0,0,22,53,7,5,3,0,68,285,32,20,5,9,344,72,4,6,3,0,79,19,3,3,0,0,29,11,4,0,0,0,11,150,3,8,3,3,167,30,12,5,6,0,58,61,3,10,0,0,73,99,14,16,9,0,141,32,3,8,3,0,39,87,7,14,0,3,115,26,3,7,3,0,39,74,7,11,3,0,95,1034,75,92,23,6,1234,15,0,0,3,0,19,468,20,17,6,3,526,38,3,8,0,0,51,27,3,3,0,0,36,253,16,57,8,0,338,43,9,3,0
103,13,3,0,54,44,0,0,0,0,51,427,38,45,10,9,529,561,73,130,65,50,877,32380,3114,5235,1627,690,43053,29981,1286,2765,1191,439,35661,59,3,7,3,0,72,71,5,26,10,0,120,13,0,0,0,0,13,3,0,0,0,0,7,38,0,6,0,3,43,3,0,0,0,0,4,57,4,13,3,3,81,3,0,3,3,0,9,16,0,12,0,0,30,192,10,7,3,4,220,11,0,3,0,0,18,15,0,3,0,0,18,5,7,0,0,0,14,49,3,0,0,0,57,23,0,3,0,3,34,15,0,3,0,0,18,33,0,0,0,0,36,7,3,0,0,0,13,43,0,6,0,0,50,8,0,0,0,0,11,32,3,15,7,0,54,379,20,50,20,4,476,5,4,0,0,0,9,253,9,4,6,3,281,13,0,3,0,0,15,18,0,4,0,0,25,111,8,16,5,0,139,36,3,3,3
104,6,3,0,17,25,7,3,0,0,35,406,34,59,11,8,517,328,31,73,8,27,466,17891,1866,3000,665,355,23777,18144,742,1714,494,253,21348,51,3,3,4,0,67,33,8,12,3,0,60,7,0,0,0,0,7,7,0,0,0,0,6,18,4,0,0,0,25,0,0,0,0,0,0,83,13,12,6,0,110,0,0,0,0,0,4,18,3,5,0,0,30,199,18,40,38,0,304,15,0,0,0,0,21,5,0,0,0,0,5,3,0,0,0,0,0,46,0,11,0,0,51,12,3,3,0,0,20,18,0,4,0,0,25,15,3,0,3,0,23,3,0,0,0,0,3,34,0,7,0,0,41,6,0,4,0,0,4,53,5,6,3,0,63,336,15,53,11,3,413,8,0,0,0,0,5,157,8,16,0,0,185,7,3,0,0,0,10,4,0,0,0,0,5,80,6,7,0,0,107,11,3,0,0
105,5,0,0,21,32,0,0,0,0,32,320,19,28,10,5,379,379,36,86,43,44,584,17164,1648,3033,1075,462,23377,16254,631,1467,757,245,19356,18,4,0,0,0,24,63,5,9,4,0,90,5,0,0,0,0,5,0,3,0,0,0,3,26,0,0,0,0,29,0,0,0,0,0,0,47,4,5,4,0,65,3,0,3,0,0,5,10,0,8,0,0,25,142,6,3,3,3,158,13,0,0,0,0,19,4,0,0,0,0,6,3,0,0,0,0,3,25,0,8,3,0,35,7,0,0,0,0,9,7,0,0,0,0,10,17,3,3,0,0,19,3,0,0,0,0,11,18,0,4,0,0,23,3,0,0,0,0,3,20,0,4,0,0,27,219,12,17,3,7,258,9,0,0,0,0,13,167,0,4,3,0,178,5,0,0,0,0,5,13,0,0,0,0,11,64,0,3,3,0,70,44,3,6,0
106,14,0,0,77,66,0,0,0,3,70,570,54,46,17,4,695,630,63,79,26,34,833,45045,3573,3514,867,570,53567,35392,1428,2339,787,365,40312,69,3,8,4,0,84,107,13,37,8,3,174,10,0,0,0,0,12,3,6,3,0,0,10,30,0,0,0,0,31,6,0,0,0,0,6,69,3,7,4,0,88,8,0,0,0,0,8,22,3,10,0,0,39,175,20,7,8,4,218,26,0,3,0,0,26,11,0,0,0,0,11,3,0,0,0,0,4,72,3,6,3,0,75,19,3,4,0,0,27,19,3,4,0,0,30,38,3,3,0,0,44,9,0,4,0,0,16,74,10,10,0,0,86,7,6,0,0,0,14,43,0,10,3,0,66,604,32,63,19,9,726,12,7,3,0,0,19,289,3,17,5,0,314,21,0,0,0,0,25,22,3,3,0,0,27,155,4,21,12,0,196,32,3,4,0
107,36,7,3,260,36,3,3,0,0,42,1576,179,212,22,28,2019,454,59,74,12,48,649,39121,4286,4069,566,526,48575,36981,1271,2317,487,298,41363,116,8,11,0,3,137,439,32,49,26,7,548,88,5,9,0,0,98,38,10,0,0,0,43,97,0,0,0,0,99,392,15,24,5,3,442,156,8,15,5,0,194,61,0,8,0,0,66,73,10,9,0,0,84,351,37,24,5,3,415,80,8,0,4,0,97,75,8,5,0,0,90,31,5,10,0,3,47,115,9,6,0,0,128,179,10,15,4,0,215,42,0,12,0,0,58,100,10,10,4,0,128,67,8,10,0,3,88,93,8,5,3,0,113,36,0,0,0,0,40,82,5,12,0,0,100,603,14,52,8,7,680,27,5,3,0,0,39,438,8,22,3,11,475,48,3,7,0,0,56,43,3,4,0,0,49,175,17,18,4,0,217,82,4,0,0
108,9,0,0,27,25,0,9,0,0,32,330,58,56,16,6,464,474,54,111,31,38,709,24290,2641,4596,945,575,33045,25952,1088,2412,789,431,30674,60,0,6,3,3,75,66,17,18,4,3,103,7,0,0,0,0,7,13,3,0,0,0,23,29,0,0,0,0,31,6,0,0,0,0,6,70,4,16,8,0,102,4,0,3,0,0,4,14,6,6,0,0,26,112,8,3,4,5,135,17,0,3,0,0,16,13,0,0,0,0,11,8,3,0,0,0,10,58,3,5,0,0,73,17,0,0,5,0,18,21,0,4,0,0,32,28,0,3,3,0,34,11,0,0,0,0,11,36,5,9,0,0,48,14,0,0,0,0,21,41,7,8,3,0,60,466,43,49,16,4,572,6,0,0,0,0,11,226,11,16,4,11,270,14,0,3,0,0,20,14,0,4,0,0,23,96,17,17,11,0,138,11,0,3,0
109,7,0,0,25,14,0,0,0,0,14,373,18,25,8,6,425,317,52,71,38,41,518,18242,2374,2816,963,381,24777,18162,925,1465,711,236,21498,22,8,0,0,0,27,41,8,16,0,0,65,7,0,0,0,0,13,0,0,0,0,0,3,32,3,0,0,0,36,0,0,0,0,0,0,53,7,7,0,0,64,0,0,0,0,0,3,12,0,4,0,0,20,192,9,3,0,7,215,12,3,0,0,0,16,6,0,0,0,0,6,4,0,0,0,0,3,31,0,0,0,0,30,19,9,3,3,3,29,10,0,0,0,0,7,20,0,0,0,0,21,3,0,0,0,0,6,32,3,0,0,0,36,3,0,0,0,0,4,34,0,4,6,0,47,242,14,12,12,6,293,5,0,0,0,0,9,173,4,8,3,3,190,9,0,0,0,0,12,18,0,0,0,0,15,65,3,6,0,0,72,36,7,0,0
110,8,0,0,55,36,3,0,0,0,41,495,29,38,13,8,587,558,75,127,46,59,863,27773,2833,4997,1708,651,37957,26184,1150,2611,1360,422,31730,50,5,0,4,0,62,85,4,24,8,0,117,6,0,0,0,0,4,3,0,0,0,0,3,45,0,3,0,0,46,0,0,0,0,0,0,75,4,7,9,0,94,3,0,3,0,0,6,21,0,3,3,0,27,128,7,3,3,0,143,19,0,3,0,0,20,19,0,0,0,0,20,0,0,0,0,0,3,29,0,0,3,0,37,19,0,0,0,0,16,18,0,3,0,0,23,49,3,3,0,0,64,6,0,0,0,0,8,33,8,0,0,0,40,0,0,0,0,0,5,33,7,8,3,0,53,321,12,34,16,3,387,7,3,3,0,0,12,296,4,5,5,13,323,4,0,0,0,0,4,16,0,0,0,0,18,108,5,13,3,0,128,27,3,0,0
