SA4_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
111,42,9949,9570,929,614,65,57,11243,9864,1024,680,65,62,11692,9520,941,627,69,64,11225,8136,782,597,73,66,9657,4102,492,347,50,39,5037,946,228,164,30,10,1378,147,78,58,16,8,305,66,33,22,19,0,136,80130,6064,4504,486,495,91679,6696,24,38,23,48,6831,7241,24,159,21,43,7489,4195,77,237,24,30,4561,4354,132,381,71,25,4957,4473,196,474,76,13,5231,4572,238,513,81,35,5440,4423,241,492,90,24,5269,4168,253,454,96,41,5014,3854,257,455,76,28,4672,2898,251,449,73,37,3709,1235,200,292,99,21,1842,431,107,140,69,8,746,166,57,77,61,3,366,48709,2051,4153,851,363,56128,5340,134,203,64,79,5833,1872,103,129,70,290,2460,136059,8357,8985,1469,1228,156101
112,44,4435,3905,616,660,97,51,5335,4363,632,792,101,55,5948,4426,644,895,100,53,6119,4135,551,837,122,47,5693,2312,388,659,123,43,3533,588,194,332,108,18,1246,113,79,147,59,11,395,49,24,123,71,16,275,33556,3974,5715,878,428,44551,3625,3,19,29,57,3737,2625,8,84,26,36,2777,1985,40,197,38,11,2276,2152,82,287,74,24,2625,2360,152,437,72,35,3060,2665,186,550,90,30,3524,2744,187,561,78,37,3607,2803,183,585,94,42,3706,3005,197,618,127,55,3998,2351,211,633,113,35,3343,1032,137,416,145,38,1773,309,63,177,88,20,664,108,33,130,92,15,375,27763,1490,4701,1077,435,35466,2241,122,277,75,74,2792,1151,87,152,147,278,1819,64713,5672,10845,2173,1221,84622
113,33,4100,3787,425,402,71,49,4734,3957,445,503,98,61,5064,3802,477,574,177,57,5091,3423,422,619,187,51,4697,1925,317,472,155,38,2906,508,174,292,145,12,1129,97,54,148,97,14,410,31,31,117,81,13,274,34609,3072,4101,1164,443,43395,2440,3,5,44,37,2528,1971,10,42,22,8,2048,1435,21,83,19,17,1584,1533,45,125,50,11,1768,1554,61,146,52,22,1830,1570,99,184,62,22,1927,1541,76,144,52,15,1821,1547,82,200,62,20,1912,1474,87,189,80,19,1853,1171,91,201,79,22,1564,582,66,195,101,26,968,218,33,108,80,3,442,89,20,89,125,12,342,17127,690,1705,830,241,20589,2010,108,178,98,59,2449,1000,53,117,150,179,1501,54750,3919,6105,2241,918,67936
114,14,2683,2412,410,369,51,30,3272,2637,436,408,63,36,3580,2757,422,513,56,39,3790,2429,436,386,53,26,3337,1283,259,307,58,16,1927,333,148,145,46,13,684,63,60,57,39,6,220,30,36,31,24,3,132,21841,2793,2982,456,265,28338,2511,3,22,20,33,2589,1644,10,38,16,16,1722,1203,17,94,28,18,1362,1249,43,150,26,9,1479,1253,77,216,33,11,1594,1479,103,273,46,21,1923,1550,98,261,40,22,1977,1579,124,284,51,23,2067,1667,146,334,78,18,2239,1247,145,324,81,26,1827,662,137,264,81,13,1155,235,85,142,69,16,538,73,59,82,53,5,269,16348,1038,2489,631,238,20741,1499,85,154,48,43,1827,696,47,81,49,180,1057,40387,3962,5708,1188,724,51975
115,26,6064,5003,967,396,61,28,6452,4739,1004,470,46,45,6303,4261,1008,513,63,42,5885,3473,763,397,74,36,4738,1969,507,271,37,22,2814,673,304,175,28,12,1191,127,108,61,20,5,321,32,36,44,24,3,138,41131,6181,3224,453,306,51295,4386,12,48,31,11,4488,3893,14,100,13,22,4049,1766,50,145,27,21,2010,1854,132,206,65,11,2265,2031,202,276,77,18,2601,2240,306,394,102,14,3060,2109,284,362,90,14,2853,1872,300,325,81,21,2606,1658,227,341,82,19,2326,1297,273,322,81,18,1991,743,235,230,80,26,1311,285,127,104,60,7,592,117,62,66,51,4,303,24250,2220,2924,840,213,30447,1863,148,121,83,31,2249,1134,127,117,69,162,1612,68380,8672,6389,1453,720,85609
116,49,8692,7858,770,469,50,63,9202,7416,820,470,47,53,8810,7168,724,456,56,62,8460,5894,576,331,45,44,6902,3348,351,244,38,29,4015,1038,186,98,22,11,1358,187,70,29,14,0,300,27,17,16,3,3,69,62586,5084,3189,369,474,71696,4218,14,22,31,35,4314,4097,27,84,36,26,4281,2372,64,149,24,27,2639,2466,155,247,65,18,2951,2407,185,309,78,20,2998,2386,174,296,64,18,2947,2269,184,297,59,43,2850,1986,188,285,51,24,2534,1823,128,223,49,24,2243,1408,154,213,35,18,1834,685,97,141,38,14,971,246,42,69,15,5,379,80,19,32,24,0,147,26451,1426,2373,573,266,31083,2599,91,118,37,54,2901,1906,132,144,76,267,2531,93544,6730,5825,1056,1057,108208
117,235,63032,48528,3678,1832,99,225,54364,40317,3654,1794,130,228,46126,32592,3197,1776,140,204,37914,23983,2380,1480,74,167,28091,12392,1339,947,70,105,14850,4276,750,483,46,51,5605,944,292,197,14,14,1466,276,128,88,23,10,532,391097,22094,12619,956,1902,428658,6732,10,74,43,54,6914,21290,118,313,75,169,21968,16094,231,631,92,114,17161,13342,426,776,132,86,14754,12185,549,832,132,78,13773,10365,554,793,104,66,11886,8243,579,698,87,72,9685,6684,498,683,99,70,8031,5671,488,614,88,49,6914,4773,490,641,112,38,6064,2808,441,493,105,48,3891,1188,231,220,48,22,1705,468,164,142,62,24,860,109849,4776,6901,1195,881,123600,16197,371,395,112,177,17247,7848,431,435,267,990,9973,524989,27671,20352,2528,3947,579482
118,41,6641,4579,955,521,52,42,6150,4196,1018,608,75,41,5940,3938,927,613,59,47,5589,3265,643,488,58,36,4494,1997,434,349,36,22,2849,776,279,189,31,19,1293,220,134,75,13,14,464,77,67,42,10,8,206,42750,6193,4258,470,360,54032,2712,5,43,10,21,2791,5511,29,146,34,35,5755,3691,73,261,34,21,4085,2663,162,392,55,18,3294,2280,267,466,67,14,3104,2115,300,499,80,24,3016,1872,292,520,81,27,2786,1678,285,429,68,27,2485,1557,273,402,68,24,2331,1367,277,375,80,21,2114,936,239,324,86,19,1599,411,135,188,62,16,809,199,121,115,84,5,527,26993,2459,4164,805,272,34694,2139,138,184,44,33,2529,1271,130,139,60,182,1777,73146,8917,8739,1376,849,93033
119,69,10163,8476,1390,901,87,100,10953,8619,1487,954,91,84,11238,8354,1511,978,128,107,11064,7145,1133,821,96,85,9282,4098,651,519,45,42,5358,1405,341,228,47,24,2047,269,148,72,23,4,521,84,67,40,27,8,227,72697,9610,6592,766,723,90383,4900,21,45,58,35,5053,6128,66,169,57,51,6474,3940,182,352,82,40,4589,3808,308,510,106,45,4772,3775,358,566,141,50,4889,3884,418,600,141,47,5084,3793,418,636,122,48,5014,3644,384,570,111,44,4749,3192,332,513,117,48,4210,2472,294,523,91,41,3429,1317,241,315,100,25,1996,479,127,149,52,19,825,201,83,87,50,12,436,41539,3234,5034,1233,489,51530,3544,207,229,105,89,4174,2528,260,264,121,388,3556,120308,13308,12116,2218,1690,149640
120,46,8294,6521,985,565,58,45,8180,6145,1101,631,54,50,7986,6014,1026,693,71,52,7864,4954,774,502,68,47,6345,2773,503,319,37,26,3659,976,246,176,17,11,1431,209,116,67,18,10,422,75,41,31,12,3,166,55386,6653,4187,471,420,67120,3182,14,48,26,16,3285,4926,27,133,21,33,5135,3303,83,243,51,23,3709,2693,163,343,75,22,3305,2381,253,402,74,26,3129,2550,276,487,92,27,3419,2228,294,456,98,29,3101,2166,291,448,73,26,3002,1958,270,389,58,18,2693,1594,256,347,61,21,2286,874,221,289,51,24,1461,357,105,157,26,12,664,142,70,85,39,9,343,28364,2325,3823,752,285,35545,2644,105,188,44,47,3024,1585,136,164,83,229,2199,87976,9225,8354,1352,979,107890
121,77,18783,14766,1860,772,92,72,17566,13045,2038,912,121,68,16185,11231,2123,895,117,67,14434,8520,1775,861,88,70,11314,4651,1042,524,52,46,6312,1690,652,276,41,20,2683,351,244,94,34,8,729,105,110,64,32,7,320,118359,12601,6057,764,638,138423,5845,16,105,33,30,6029,8835,44,206,38,44,9177,4868,89,256,48,41,5296,4506,230,407,79,34,5256,4285,388,614,88,38,5417,4522,526,749,157,18,5979,4187,589,765,155,34,5739,3775,565,715,135,31,5225,3292,603,662,150,38,4749,2822,614,652,154,21,4269,1916,659,562,172,28,3339,832,369,323,129,27,1679,400,223,230,110,16,977,50101,4918,6252,1451,403,63123,4998,291,295,76,67,5726,2513,215,205,123,334,3392,175980,18024,12810,2407,1440,210668
122,24,5695,4304,1126,648,56,37,6173,4082,1349,749,69,40,6291,4015,1342,611,71,39,6076,3247,977,525,42,32,4828,1949,583,288,40,18,2876,685,289,150,31,12,1170,171,123,66,12,5,380,51,76,32,14,4,169,37477,7574,4342,414,283,50092,4183,8,83,29,24,4328,3881,18,124,18,19,4061,2105,60,176,28,10,2381,1948,150,309,38,18,2470,1999,237,538,84,13,2869,2211,382,595,122,23,3328,2299,390,579,78,11,3359,2035,406,522,90,30,3085,1843,385,436,84,19,2763,1592,404,435,83,22,2538,1043,327,307,98,14,1792,445,205,169,75,14,909,193,104,111,85,10,504,25759,3080,4398,913,226,34375,1897,186,178,44,36,2349,935,122,138,51,166,1408,66066,10966,9053,1424,703,88217
123,41,5389,4951,707,357,39,57,6110,4686,641,393,32,47,5797,4603,627,380,49,55,5709,3920,516,354,40,41,4878,2170,298,243,32,31,2774,661,145,97,25,7,938,108,67,35,11,3,224,23,20,16,3,3,66,40790,4313,2824,298,412,48641,4006,5,19,21,28,4081,3125,19,71,19,30,3261,1746,58,114,34,20,1966,1900,95,208,61,25,2290,1884,137,221,49,18,2302,2029,177,250,47,14,2517,1829,146,273,52,22,2316,1772,162,219,65,19,2235,1588,155,202,47,21,2018,1212,129,206,50,8,1603,571,113,116,42,12,859,197,45,53,19,6,325,66,20,34,22,3,147,21931,1264,1982,531,230,25934,2051,97,103,52,41,2341,1241,65,111,60,171,1648,66011,5746,5018,938,856,78570
124,31,6595,5803,775,574,58,54,7262,6090,795,608,52,42,7597,5758,792,600,63,53,7262,5122,659,528,63,49,6415,2834,468,384,43,27,3756,874,203,179,32,14,1306,169,86,50,15,4,323,56,31,32,8,3,127,50555,5138,4246,426,407,60775,5279,14,33,31,25,5382,4180,23,101,31,18,4352,2433,51,172,45,21,2726,2469,124,308,44,18,2963,2499,157,342,74,21,3096,2725,212,362,90,16,3400,2566,210,434,56,15,3274,2484,167,369,73,16,3111,2429,169,375,59,24,3052,1916,211,376,70,16,2592,1002,157,271,68,17,1518,322,88,121,46,10,585,125,43,57,31,10,272,30428,1628,3321,711,231,36313,2808,100,167,43,56,3171,1468,85,136,51,204,1950,85258,6953,7862,1234,901,102208
