SA4_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
111,16,4,14,21,138,64,66,57,3,378,3,8,4,14,6,15,4,16,3,73,7,49,47,35,32,24,8,6,40,242,781,3630,3295,3764,3147,1969,1029,889,304,18806,17,51,25,13,3,9,0,0,3,112,27,249,24,8,3,6,4,0,3,324,34,417,102,20,15,15,4,7,8,624,51,431,294,79,28,27,3,11,7,919,55,376,537,166,70,35,11,9,13,1278,108,319,915,585,227,128,27,19,18,2355,99,170,635,904,816,350,103,61,33,3170,148,140,391,813,1444,801,283,151,34,4198,183,97,199,515,1772,1115,414,248,32,4583,107,41,76,181,1005,646,305,194,15,2569,51,39,57,91,508,344,182,179,12,1457,30,15,23,40,219,188,90,107,3,709,31,25,27,46,179,211,138,180,0,850,17,23,22,19,30,53,51,86,3,307,17,26,35,37,68,53,7,20,24,289,971,2415,3350,3531,6394,3985,1630,1277,204,23752
112,19,4,6,8,75,37,40,40,0,235,0,3,3,3,4,3,9,11,0,37,3,42,27,39,17,14,7,0,20,168,440,2084,1928,2667,1737,830,434,571,210,10899,3,47,9,5,7,4,0,5,0,83,13,120,15,5,5,3,0,6,0,173,15,240,53,39,10,15,4,3,5,389,16,214,140,63,23,17,4,8,4,497,36,227,270,109,49,27,8,10,7,749,34,214,395,346,140,80,28,43,15,1291,50,135,257,490,470,185,59,36,16,1699,47,67,148,396,670,334,90,88,18,1851,56,61,99,230,709,291,135,110,17,1703,24,30,31,76,314,175,86,86,8,830,11,24,28,42,148,98,40,60,4,455,6,18,12,18,58,49,19,37,0,213,0,14,16,25,44,48,28,47,0,223,0,11,8,3,13,18,7,23,0,88,3,21,19,24,24,22,9,10,10,140,316,1447,1499,1875,2685,1365,516,566,103,10374
113,22,7,7,9,72,31,32,67,0,248,0,0,3,0,9,3,4,18,0,39,0,18,16,19,20,12,3,9,17,107,353,1234,1099,1372,1468,746,424,995,161,7855,6,16,8,8,3,0,3,3,3,54,5,72,3,3,3,0,0,4,9,97,11,125,45,11,10,11,0,8,6,232,19,141,96,35,15,7,3,8,3,333,12,113,161,72,31,26,10,18,3,446,32,99,263,236,126,61,20,28,11,883,49,63,152,336,327,161,56,34,12,1204,56,48,91,254,510,267,105,65,11,1411,46,52,54,131,563,299,132,91,8,1382,24,25,32,62,300,154,84,75,3,767,12,33,17,24,120,101,56,54,3,425,10,8,10,16,52,39,32,34,0,202,3,13,8,15,39,34,27,35,0,182,6,16,10,15,10,14,13,17,0,102,7,17,16,15,15,25,5,10,14,123,312,836,972,1250,2120,1208,550,499,77,7827
114,12,3,0,4,58,34,28,39,0,182,3,3,0,3,6,0,4,10,0,30,3,18,11,20,17,8,3,4,17,99,311,1337,1179,1400,1172,659,369,385,122,6930,3,15,5,4,3,6,0,0,0,48,12,77,15,3,0,0,0,0,0,105,6,175,27,13,3,3,5,8,3,244,14,174,85,35,14,6,7,5,3,342,12,131,183,62,22,20,7,11,3,464,35,128,240,220,91,34,17,21,7,790,33,95,142,265,271,124,23,24,9,985,27,45,91,201,327,171,84,53,9,1013,31,37,62,114,332,184,86,74,0,914,12,25,29,35,143,111,39,39,3,438,4,17,25,32,84,64,33,40,3,302,3,5,14,11,39,28,19,28,0,147,0,17,10,14,25,37,25,23,0,141,0,19,3,6,3,15,7,20,0,72,7,17,8,6,16,12,10,4,3,87,198,978,937,1031,1387,822,344,347,47,6083
115,4,0,3,8,31,21,18,36,0,131,3,0,4,7,3,12,3,9,0,40,3,28,25,18,13,15,5,3,21,131,305,2099,1661,1591,1365,974,384,491,125,8993,12,38,19,10,3,8,3,5,4,91,13,194,20,11,0,9,0,3,7,263,22,347,85,15,8,4,0,3,5,501,31,321,204,54,19,11,3,14,5,649,9,228,324,100,37,41,3,8,12,755,24,192,477,274,127,89,9,25,9,1222,35,149,293,399,337,206,47,42,7,1517,48,103,168,355,568,428,106,59,21,1855,55,75,105,250,631,573,150,110,14,1957,28,43,91,105,316,343,114,122,12,1168,16,30,52,71,167,228,75,133,3,784,11,15,23,32,54,101,56,68,3,363,10,25,17,31,63,174,64,118,0,495,5,20,31,22,17,35,27,81,4,245,4,20,28,17,31,28,3,14,10,160,321,1801,1934,1733,2374,2288,661,802,115,12022
116,16,0,5,16,98,49,38,50,3,278,0,6,0,3,10,3,5,10,3,42,9,14,10,10,17,8,13,7,22,112,325,1489,1508,1686,1960,1243,633,664,198,9705,4,22,13,11,11,9,0,5,3,72,5,155,18,8,8,4,0,3,9,204,11,265,94,27,9,4,0,0,10,422,19,243,197,54,20,17,6,3,7,562,28,160,272,82,54,37,7,19,8,661,28,164,398,322,161,101,17,31,8,1231,49,91,221,438,586,302,70,46,25,1821,63,62,145,390,1039,592,185,132,29,2638,76,46,94,214,1146,844,270,222,35,2941,33,26,58,106,591,464,216,229,20,1740,23,11,35,48,283,288,121,208,9,1028,14,6,11,17,110,140,72,116,8,500,17,15,10,22,80,107,81,152,3,495,3,0,7,12,25,31,18,48,3,157,3,16,23,18,42,34,13,15,23,197,384,1283,1588,1751,4163,2972,1081,1220,198,14643
117,99,25,53,131,432,374,268,363,12,1755,25,16,23,9,55,84,47,145,14,415,20,42,77,44,74,57,22,29,86,460,1612,5242,7697,5678,7253,6208,3247,3161,840,40935,51,46,47,19,42,36,11,24,19,304,59,508,104,23,29,25,3,4,27,786,85,963,388,72,50,36,4,18,30,1650,85,711,756,168,89,65,17,18,30,1939,99,585,1130,342,200,114,22,30,36,2556,171,604,1652,940,661,489,80,97,72,4768,240,403,1438,1362,2478,1528,330,200,104,8080,381,311,1094,1360,5139,3611,860,512,126,13391,555,286,764,1263,7037,5095,1548,983,141,17670,462,192,378,840,5116,3914,1495,1028,87,13524,418,127,241,554,3433,3178,1304,1080,57,10389,200,64,132,249,1586,1799,869,855,31,5787,299,68,136,356,1666,2479,1362,1771,44,8189,172,79,102,157,405,1454,925,2467,35,5789,36,48,95,76,263,244,77,129,109,1089,3329,4988,8458,7784,28183,24074,8922,9217,953,95904
118,18,13,15,24,98,102,64,115,4,451,6,5,18,19,10,27,14,46,0,153,5,31,20,15,19,21,10,14,34,172,389,2685,2521,1930,1966,1660,902,959,220,13236,8,23,10,0,4,3,0,0,0,57,14,202,10,3,5,3,0,3,5,245,11,275,86,13,10,8,3,3,9,407,11,232,149,24,6,3,4,7,8,448,17,159,208,58,22,16,7,8,11,502,34,166,339,193,74,49,5,11,13,880,37,134,263,282,260,184,42,34,25,1256,42,85,189,266,475,349,94,71,15,1595,54,83,116,214,622,483,147,94,16,1833,40,59,57,99,395,310,128,97,9,1200,29,40,54,70,268,178,74,98,9,806,8,19,22,27,117,87,43,65,0,384,14,43,38,36,100,86,46,105,0,472,4,43,26,30,14,40,19,62,3,248,0,23,17,23,28,24,4,12,13,129,322,1591,1594,1332,2393,1832,614,660,130,10467
119,27,10,6,17,143,60,84,99,0,446,9,4,8,9,16,21,10,20,3,95,4,37,34,32,42,20,14,20,53,251,560,2955,2953,2775,3093,1980,964,1194,320,16796,17,56,25,11,8,14,3,5,7,147,28,296,46,14,3,7,0,3,6,409,35,559,158,41,7,12,6,9,15,838,34,498,350,86,32,29,6,6,14,1055,27,366,532,175,74,65,3,16,14,1276,60,291,738,532,250,169,30,28,21,2123,59,211,519,661,727,431,91,84,30,2810,72,136,292,576,1237,895,206,157,37,3617,101,97,183,369,1335,1041,319,278,30,3759,75,60,81,155,711,542,194,195,18,2030,31,48,64,97,353,342,145,204,6,1286,17,26,26,41,134,166,79,144,0,631,15,21,31,38,132,179,88,165,9,672,3,28,17,28,34,45,26,79,3,258,13,23,27,33,58,57,12,12,44,277,578,2721,3091,2852,5100,3999,1209,1379,252,21192
120,6,4,10,8,71,60,39,47,0,243,0,7,4,16,14,10,3,26,0,79,3,22,21,18,25,28,6,4,26,154,353,2285,2120,1858,1876,1389,597,616,187,11268,8,33,12,3,0,7,4,4,3,78,14,192,21,9,3,0,0,3,6,243,18,303,83,21,10,8,4,4,13,465,20,282,240,35,18,16,0,4,10,628,32,183,303,100,58,40,3,14,4,728,27,174,425,288,146,111,11,23,18,1211,66,130,315,400,489,304,62,47,19,1822,76,95,222,402,1145,729,181,109,24,2994,111,105,154,278,1314,994,296,183,23,3454,76,48,73,118,679,575,207,181,15,1976,39,34,49,71,399,320,126,153,7,1199,28,16,21,32,156,169,89,76,7,605,30,21,22,41,175,247,128,155,7,821,6,23,21,16,29,99,53,107,0,350,5,24,20,17,39,44,11,20,20,205,555,1653,1983,1827,4663,3668,1183,1074,174,16781
121,13,14,15,20,90,85,63,104,0,404,0,17,11,10,15,21,11,41,0,130,8,53,37,22,34,30,11,18,39,251,585,4489,3801,2648,2673,2160,1069,1129,287,18834,17,61,17,12,6,15,4,9,3,148,25,415,48,17,9,0,0,0,11,527,46,620,179,36,11,11,3,6,9,917,27,488,375,77,35,22,4,5,17,1043,33,382,559,143,51,44,8,13,11,1244,66,350,782,443,207,150,30,24,28,2084,64,251,650,628,608,438,111,75,31,2857,116,197,439,656,1476,1147,276,166,39,4513,161,190,278,528,1864,1604,458,279,34,5395,76,100,168,288,1023,978,368,298,16,3317,62,69,112,196,639,729,270,288,22,2383,28,63,68,59,264,367,185,190,9,1232,43,63,102,106,256,539,280,389,6,1784,21,69,50,62,93,281,160,419,9,1167,8,44,37,39,44,62,17,29,40,310,797,3356,3872,3299,6581,6400,2174,2182,274,28935
122,11,10,10,14,38,32,28,49,0,191,3,5,11,9,7,10,6,22,0,77,3,18,17,16,11,20,14,6,15,119,318,2586,2085,1636,1428,1023,498,562,149,10277,7,48,15,5,5,6,0,5,0,89,10,214,16,8,0,4,0,0,3,260,15,358,79,14,4,3,0,3,5,492,18,329,185,46,10,11,0,9,5,621,17,222,294,101,21,17,0,3,7,677,34,233,520,262,84,68,10,20,13,1231,35,168,355,347,293,170,39,39,8,1463,39,128,198,343,535,388,110,57,12,1818,46,101,150,267,516,482,176,111,18,1878,29,51,103,141,322,276,151,126,12,1210,15,61,47,81,186,155,81,103,3,735,12,25,28,35,52,78,50,51,3,334,4,38,25,41,68,87,51,97,0,416,5,31,23,28,14,57,13,67,6,251,4,22,15,29,35,21,6,9,20,167,289,2017,2064,1755,2155,1831,702,694,108,11628
123,14,0,4,3,54,37,42,37,3,200,0,3,3,3,3,3,7,10,0,29,3,29,23,18,20,14,3,4,21,144,319,1627,1399,1666,1622,868,547,540,163,8747,4,32,8,9,7,3,3,6,0,67,8,159,27,10,3,0,0,3,0,208,11,239,66,19,6,7,0,3,7,362,18,226,163,52,21,13,0,9,10,512,21,141,246,100,38,34,7,9,3,598,30,140,326,294,139,85,22,11,8,1058,34,86,229,375,378,212,53,39,13,1416,43,58,132,278,583,409,99,85,8,1700,54,49,78,179,609,459,184,144,17,1769,27,19,33,64,287,239,103,96,7,872,14,23,27,32,151,136,65,90,7,543,9,12,6,19,58,50,31,56,0,239,3,11,10,20,41,49,38,58,0,226,4,7,10,5,14,14,13,26,0,98,0,14,14,11,27,18,3,3,17,114,288,1212,1375,1452,2345,1736,626,646,109,9789
124,12,3,4,5,106,68,77,57,5,338,3,3,3,6,11,11,3,18,4,63,11,38,24,20,19,26,10,8,27,188,516,2420,2087,2255,2157,1556,846,735,216,12785,8,54,20,6,7,4,0,6,0,104,11,216,20,14,5,7,0,0,3,271,20,339,88,26,8,4,8,11,9,505,21,316,217,63,21,18,4,15,4,681,22,235,313,139,53,27,9,9,8,817,45,224,520,413,162,102,19,27,13,1525,45,145,339,516,484,262,66,47,13,1917,65,104,208,454,780,495,156,105,15,2389,79,73,105,251,911,609,247,187,21,2483,53,41,62,111,517,370,157,132,10,1447,23,25,35,56,246,199,97,113,10,802,12,13,19,20,107,107,49,67,0,390,7,19,15,25,95,98,59,105,3,421,4,7,9,12,21,22,11,52,0,141,3,22,23,21,32,31,9,11,15,172,414,1824,1988,2120,3456,2363,889,888,132,14068
125,33,9,12,31,419,213,133,177,3,1017,12,5,7,13,33,33,22,45,3,181,3,29,39,43,37,27,14,14,40,252,671,3026,2803,2838,4078,2672,1386,1511,400,19390,18,59,37,13,25,23,3,10,12,203,27,293,53,18,11,13,0,4,8,414,36,534,197,46,28,16,4,4,12,878,21,476,405,107,50,37,9,9,19,1141,63,373,699,202,112,59,13,12,17,1551,104,339,1014,662,437,286,37,66,26,2967,129,232,711,935,1577,828,152,128,45,4745,192,180,501,936,2952,1771,404,236,79,7246,307,155,282,669,3880,2395,665,481,78,8903,174,88,126,290,2221,1476,538,441,32,5391,101,48,79,141,1164,877,379,386,15,3193,64,16,30,64,563,435,181,245,12,1619,56,17,32,62,443,491,257,412,10,1791,15,29,18,23,87,148,93,180,4,588,10,37,57,55,108,94,32,28,52,462,1309,2879,4239,4224,13659,8940,2771,2654,430,41096
126,3,5,0,5,34,35,26,27,0,131,0,0,3,3,3,4,3,10,0,32,4,14,21,14,18,9,3,7,15,108,263,1862,1589,1176,1301,962,456,416,128,8147,9,23,16,0,3,5,0,3,0,58,9,202,23,6,10,0,3,0,4,260,8,260,73,24,11,6,0,0,6,391,22,210,170,36,10,13,0,7,14,481,12,145,283,93,31,26,0,11,3,605,34,157,363,234,116,57,16,14,10,994,35,97,302,325,472,243,54,36,18,1575,44,94,177,335,858,488,105,73,13,2181,60,79,127,242,1128,758,220,149,10,2778,55,38,57,118,673,475,205,125,11,1767,42,25,29,75,398,383,152,147,11,1253,20,14,19,27,167,184,98,116,3,647,14,16,18,34,158,283,157,186,3,871,9,17,14,13,49,131,78,155,3,475,4,18,23,30,25,34,9,13,11,164,367,1399,1699,1596,4103,3084,1102,1044,124,14509
127,13,3,7,3,128,90,65,158,3,463,5,8,3,4,12,10,12,11,0,77,5,24,22,24,21,16,10,18,34,174,431,2072,1902,1955,2202,1529,853,1287,301,12530,10,33,19,5,13,15,4,8,3,109,11,206,34,4,10,5,0,3,9,276,16,362,107,26,15,8,0,7,8,537,17,335,265,61,33,32,3,9,13,767,29,230,384,134,75,36,3,15,10,906,46,208,487,408,244,145,23,20,20,1604,59,110,331,473,659,405,76,57,24,2204,79,97,164,477,1185,734,191,124,33,3083,74,68,130,247,1223,859,264,204,25,3087,53,46,47,108,668,486,213,239,14,1866,41,32,38,63,328,277,116,190,9,1083,12,4,14,25,97,139,60,95,0,450,8,10,28,21,92,118,68,104,8,454,0,7,16,3,18,37,13,51,0,151,3,25,25,18,48,37,5,13,16,195,453,1772,2068,2077,4691,3327,1053,1136,190,16764
128,3,8,4,4,49,42,24,30,7,169,0,9,9,3,3,6,4,7,0,55,0,26,31,17,17,16,0,3,17,133,269,2098,1748,1557,1256,915,427,433,115,8817,4,26,10,0,0,9,0,3,0,55,17,178,8,4,0,0,0,4,3,221,10,253,68,16,6,3,3,3,6,373,18,220,153,41,18,6,5,3,3,469,15,188,285,82,32,8,5,5,4,630,30,141,429,262,108,54,12,13,7,1049,39,113,269,364,260,150,28,24,10,1252,29,69,175,342,410,269,91,45,3,1429,30,57,103,197,439,417,126,85,21,1468,29,36,57,74,226,214,80,76,4,802,16,26,34,47,107,118,61,84,3,487,3,20,15,31,47,79,28,54,0,280,5,16,17,22,60,62,42,80,0,304,3,13,10,10,11,30,17,48,3,143,0,23,13,15,24,16,7,7,14,125,241,1393,1650,1496,1741,1425,514,531,81,9084
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
199,10,14,7,15,20,23,20,43,7,155,9,10,8,12,10,10,5,20,0,78,13,40,31,21,13,12,4,12,41,185,697,3860,2577,2330,1068,800,400,653,278,12664,22,40,18,10,8,6,3,6,0,116,13,108,22,12,11,4,3,3,4,182,23,171,58,30,12,12,3,8,13,325,27,160,91,48,17,17,7,11,14,395,28,120,103,70,24,30,9,14,12,403,41,114,120,144,68,57,16,37,11,614,38,59,99,146,144,112,35,55,6,695,35,47,59,115,179,166,64,90,20,769,52,40,36,83,138,199,67,107,15,736,27,21,17,26,68,102,50,88,5,406,28,22,11,18,56,98,40,86,10,369,12,13,6,7,26,39,19,50,3,166,14,7,11,9,29,40,28,79,3,223,5,7,4,8,9,20,5,29,3,87,11,17,7,15,12,21,0,20,26,128,368,949,669,739,790,929,345,674,145,5609
201,12,3,6,3,16,36,32,32,0,141,3,3,3,3,0,3,3,5,0,33,4,18,14,22,16,4,0,3,7,91,432,1642,1329,1550,1083,703,350,382,121,7600,3,27,9,11,6,9,0,4,0,62,5,108,15,4,0,6,0,3,0,147,14,168,37,18,0,8,3,3,3,259,14,178,138,29,14,4,3,0,6,395,25,125,216,90,33,10,5,9,10,520,39,127,306,222,95,40,21,24,13,878,55,83,206,323,305,153,45,41,10,1231,54,63,117,242,447,299,89,46,10,1362,45,35,46,143,450,279,124,63,11,1194,29,20,28,47,233,135,89,49,0,632,12,9,12,32,117,94,61,33,0,375,5,10,12,9,40,29,48,27,0,186,13,14,10,12,23,31,38,50,0,192,0,4,7,8,5,3,6,12,0,42,5,11,3,24,19,8,3,3,3,81,317,975,1171,1204,1804,1116,538,375,61,7558
202,12,3,0,9,14,54,28,45,3,164,0,3,4,4,3,3,3,9,0,24,3,25,16,23,16,10,0,7,10,109,411,1544,1222,1481,1069,824,375,438,101,7468,6,20,12,5,3,7,0,0,3,65,11,95,11,4,3,0,0,9,3,132,14,152,42,17,5,5,3,0,6,250,14,145,99,24,17,7,0,3,8,314,22,137,187,67,24,12,7,7,8,469,42,126,255,230,78,53,8,16,13,816,55,78,182,291,265,145,39,22,13,1100,41,53,117,261,472,231,99,66,3,1348,47,35,48,168,482,256,117,81,11,1248,38,26,22,50,233,125,85,60,7,655,20,21,19,37,120,90,47,51,3,409,7,5,9,7,37,46,17,22,0,157,11,3,10,14,24,33,50,54,3,198,3,6,4,6,3,9,11,16,0,65,6,10,10,21,29,5,4,7,4,107,328,934,1034,1210,1795,1041,492,428,73,7336
203,24,9,8,8,23,63,57,85,3,277,0,6,3,20,13,14,8,18,0,83,5,40,41,22,30,22,8,7,32,208,662,3069,2496,2668,1924,1540,667,757,222,14006,3,43,10,7,10,8,3,0,0,81,23,202,19,6,3,4,0,3,3,259,29,324,80,23,9,13,0,10,10,492,32,323,210,58,25,18,5,7,6,686,35,239,386,115,48,24,11,15,13,882,74,234,555,394,128,73,26,28,15,1525,67,139,356,507,451,236,59,47,8,1878,87,105,219,465,713,464,161,93,25,2325,96,69,124,271,841,534,182,151,20,2290,62,46,69,81,453,322,134,122,6,1301,23,30,46,66,234,189,100,86,3,784,19,17,20,23,83,93,57,71,3,383,20,13,14,19,73,81,59,95,0,380,3,24,14,11,15,27,15,47,0,156,5,16,20,18,31,34,12,4,6,161,575,1814,2144,2070,3112,2107,828,788,128,13573
204,21,3,0,6,15,80,47,65,0,233,4,5,7,8,7,6,0,17,0,49,7,41,18,29,13,9,3,9,10,136,463,1454,1268,1624,1266,998,633,702,151,8560,3,18,9,10,0,0,0,4,6,55,10,87,14,8,4,4,0,3,3,137,10,161,41,23,13,8,3,3,3,269,21,169,126,38,14,8,7,15,4,403,22,140,205,98,32,24,11,11,5,544,40,114,267,246,87,46,18,25,15,857,42,67,181,304,255,129,53,28,11,1078,40,44,114,240,391,243,97,73,4,1245,43,45,57,119,399,255,123,81,6,1122,27,24,24,52,189,140,75,49,3,586,17,17,10,35,80,96,44,51,5,353,3,6,7,13,23,26,22,37,0,138,6,6,8,9,28,31,21,39,3,153,5,8,6,7,6,7,10,11,0,56,3,15,15,10,15,26,10,7,11,107,297,913,1082,1212,1533,1060,485,445,75,7110
205,20,4,3,5,29,109,49,61,0,273,3,10,6,10,4,3,0,8,4,54,12,40,24,38,32,11,13,5,26,201,696,2399,2112,2391,1614,1106,658,673,215,11855,11,43,14,6,0,12,0,3,3,97,11,174,18,7,0,6,3,0,3,219,17,302,81,35,14,13,3,6,5,482,39,282,199,61,18,20,3,9,6,643,50,229,341,124,50,31,8,20,14,856,91,218,439,397,178,87,24,33,15,1478,79,121,313,500,465,236,82,43,9,1847,77,91,157,379,682,378,121,82,14,1980,80,75,94,217,593,407,145,106,4,1726,34,26,37,78,286,239,104,95,9,900,26,20,17,42,134,145,68,70,3,540,10,12,11,13,48,47,37,49,0,224,12,10,20,15,56,66,53,57,4,307,0,12,5,11,22,20,14,26,0,105,7,30,23,26,35,19,9,13,12,165,544,1659,1776,1910,2590,1719,663,619,102,11582
