SA4_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
101,396,14,14,14,7,445,54,7,7,3,3,79,42,4,3,3,0,58,194,33,21,9,0,263,130,8,4,0,0,143,98,10,19,6,4,131,38,3,3,5,0,42,1809,190,375,102,30,2500,188,18,41,12,0,266,140,12,45,6,3,202,67,0,8,3,0,74,1491,138,179,50,20,1873,1061,93,193,69,60,1477,53502,5230,7921,2343,907,69907
102,659,42,19,12,3,732,67,9,17,0,0,93,49,7,10,0,0,64,451,72,98,10,5,636,107,19,10,0,0,129,232,24,32,14,7,309,17,7,10,0,0,39,4047,523,624,92,57,5344,297,35,41,7,5,382,155,20,39,10,7,230,114,9,4,0,0,137,1607,220,239,59,22,2152,1221,96,152,50,76,1592,85835,7324,8816,1517,1114,104601
103,385,13,7,5,8,424,21,0,5,3,3,30,32,0,4,0,0,42,236,26,31,9,5,305,81,10,9,3,0,97,90,13,9,8,3,121,11,0,3,0,0,21,1415,114,219,78,23,1852,147,8,18,12,4,183,63,13,20,13,0,115,106,3,3,0,0,117,757,56,94,24,12,951,1202,112,224,111,94,1749,65859,4631,8456,3012,1225,83186
104,194,10,16,3,6,222,17,5,3,0,0,21,13,0,3,0,0,19,177,31,28,10,0,254,21,0,0,0,0,25,55,0,15,4,5,76,7,0,3,0,0,10,1313,130,233,55,23,1754,133,9,24,0,0,167,34,3,13,3,3,53,41,7,4,0,0,51,853,58,110,30,14,1069,704,47,123,24,51,940,38948,2797,5141,1280,682,48847
105,253,0,12,3,0,272,16,0,0,0,0,18,13,0,4,0,0,14,120,3,9,3,0,136,93,12,14,0,0,123,30,0,0,4,0,36,8,0,0,0,0,12,513,34,53,35,6,640,47,3,7,0,0,61,42,3,9,0,0,57,64,0,3,0,0,68,592,29,46,10,6,690,768,62,130,69,80,1099,35440,2387,4692,1914,770,45204
106,452,9,22,9,3,494,35,5,5,0,0,52,36,3,10,0,0,47,371,29,41,14,4,455,91,9,10,3,0,113,104,8,21,6,4,134,9,9,7,5,0,26,2273,225,304,77,24,2907,223,13,12,9,0,261,99,14,21,5,3,148,117,5,0,3,3,130,982,91,91,25,15,1200,1236,95,144,66,73,1608,84669,5295,6383,1828,1019,99196
107,647,13,26,3,8,703,93,9,17,0,0,114,56,9,5,0,0,69,348,52,51,9,6,461,198,15,6,5,4,230,268,20,46,5,0,335,141,30,36,3,5,213,3967,329,426,65,39,4828,301,24,29,6,8,364,395,46,81,15,6,548,79,3,6,0,0,91,3081,258,348,51,51,3789,1026,83,128,28,85,1349,85134,6073,7223,1236,962,100628
108,295,23,23,4,8,351,23,0,6,0,0,27,21,3,4,0,0,34,179,40,35,14,0,270,36,6,5,0,0,45,60,6,23,5,0,95,3,3,4,0,0,19,1707,197,334,86,27,2353,120,12,33,3,3,176,43,7,14,0,0,60,50,3,11,0,0,64,705,93,106,32,10,943,1104,81,181,69,74,1507,53818,4018,7478,1898,1094,68308
109,265,4,7,3,4,281,18,0,3,0,0,22,20,0,0,0,0,27,124,15,10,5,0,157,86,11,4,0,3,104,41,5,7,0,3,61,3,0,0,0,0,9,873,80,91,40,16,1095,68,7,6,0,0,84,34,7,6,0,0,45,33,0,3,0,0,33,662,27,47,19,13,760,695,77,114,70,62,1012,38699,3456,4476,1765,677,49077
110,521,4,13,3,17,559,17,3,0,0,0,17,41,5,0,0,0,46,225,21,28,10,0,275,85,12,0,0,0,100,52,6,14,4,0,79,6,0,3,0,0,9,924,101,179,86,20,1309,146,13,25,13,0,201,85,6,17,3,0,108,62,3,0,0,0,72,945,45,64,40,22,1106,1157,111,211,100,90,1673,57087,4172,7957,3264,1148,73620
