SA4_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
101,4,0,0,0,0,0,0,8,18,20,16,12,22,3,0,91,5602,8308,9456,11419,8588,1811,194,45375,1505,640,416,470,355,92,14,3491,47,106,138,248,211,114,32,903,57,47,52,66,70,15,4,319,39,51,76,80,61,4,3,309,48,74,106,114,131,72,23,569,691,776,558,735,746,261,52,3820,8194,10202,10915,13243,10261,2384,322,55532,21,24,19,14,10,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,25,13,23,10,3,0,128,38,9,4,0,0,0,0,53,0,0,0,0,0,0,0,3,117,68,36,37,25,4,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,17,24,4,3,7,3,0,0,42,3,4,0,0,0,0,0,8,25,15,11,13,12,0,0,69,71,83,67,85,67,12,5,391,214,164,115,132,100,19,5,745
102,0,0,0,0,0,0,0,3,14,14,14,17,9,3,0,77,10027,13924,15765,17821,12561,2231,160,72479,2450,742,507,626,518,107,16,4964,44,125,196,247,230,65,4,910,51,101,84,117,99,20,3,474,62,65,71,116,52,3,0,366,22,48,70,101,103,40,6,393,467,394,308,433,405,121,22,2152,13783,15785,17327,19808,14265,2632,219,83824,72,69,43,57,37,11,0,289,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,50,56,61,35,12,0,244,21,9,5,12,12,3,0,63,9,9,8,4,3,0,0,36,134,132,121,129,84,25,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,11,6,0,0,31,79,24,12,8,4,0,0,127,3,0,3,0,0,0,0,9,94,28,14,17,9,3,0,173,104,103,104,119,105,12,0,553,329,268,239,270,205,45,0,1355
103,3,0,0,0,0,0,0,4,22,37,24,30,32,7,0,163,7056,11254,12323,13464,9750,2081,288,56212,1692,808,618,667,486,95,27,4387,38,92,155,259,271,125,45,976,55,54,52,71,76,31,9,335,37,53,64,76,67,13,3,318,47,63,79,101,112,85,20,506,656,619,568,760,787,300,98,3772,9671,13061,13956,15495,11635,2750,491,67060,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,4,0,20,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,10,7,10,8,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,3,0,0,39,6,7,4,3,0,0,0,23,0,3,4,0,0,0,0,12,13,12,21,12,6,0,0,65,60,111,82,88,63,32,8,443,82,133,107,113,71,38,8,553
104,0,3,0,0,0,0,0,7,5,11,13,11,8,7,0,50,3828,5685,7241,8671,6759,1185,111,33483,1114,471,324,397,354,62,9,2727,15,62,85,118,167,47,15,500,48,50,55,88,65,8,0,319,60,66,90,116,97,12,0,434,21,37,46,69,69,29,5,277,278,280,271,398,416,126,19,1786,5441,6694,8152,9896,7959,1477,166,39776,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,12,16,4,0,3,7,0,0,30,0,0,0,0,0,0,0,3,19,5,0,11,3,0,0,38,59,53,45,66,57,8,0,286,77,70,47,74,64,10,0,347
105,0,0,0,0,0,0,0,4,14,8,17,12,15,5,0,70,3554,6454,6117,6923,5335,1220,177,29776,884,504,359,393,291,60,12,2506,30,77,100,125,130,61,20,537,56,65,56,54,84,23,17,353,24,42,51,62,38,8,4,223,30,46,68,94,94,62,19,416,342,465,415,575,547,204,39,2595,5000,7713,7242,8291,6566,1659,293,36768,5,8,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,14,5,9,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,11,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,7,6,5,7,0,0,0,27,40,58,41,57,40,16,4,255,55,75,51,65,50,17,4,324
106,0,0,0,0,0,0,0,3,8,16,13,14,16,3,0,76,9436,15528,16260,16570,10753,1820,177,70550,2189,864,615,611,412,90,15,4797,35,144,182,229,225,79,18,903,105,95,97,102,105,9,3,520,58,54,53,82,60,8,0,316,147,87,71,93,76,45,13,534,611,414,388,512,485,203,58,2670,12778,17346,17748,18293,12208,2279,284,80946,14,24,10,7,3,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,15,15,6,5,0,59,4,0,3,0,0,0,0,13,0,3,10,4,0,0,0,21,25,34,40,29,9,7,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,9,4,0,0,25,18,6,3,0,0,3,0,36,8,0,0,0,0,0,0,8,27,14,13,9,5,3,0,66,120,190,157,127,85,18,0,700,171,232,208,162,103,24,0,910
107,0,0,3,3,3,0,0,11,20,27,15,19,18,10,0,110,9622,13714,15878,16993,11201,1738,163,69309,2386,851,638,634,556,120,11,5203,53,134,180,219,167,46,0,804,76,123,85,103,94,8,0,493,80,114,151,161,88,6,0,606,26,62,90,95,80,30,6,395,799,693,532,553,415,109,14,3122,13944,16456,17996,19200,12924,2133,201,82857,80,90,51,45,37,5,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,41,46,27,5,0,175,31,16,10,14,5,0,0,73,11,10,8,7,8,0,0,47,144,154,108,114,79,17,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,8,15,11,3,0,66,42,31,10,7,12,0,0,103,8,14,8,3,4,0,0,31,74,50,30,29,19,3,0,203,132,119,89,106,59,7,0,516,343,323,232,245,160,26,0,1329
108,0,0,4,0,3,0,0,7,14,19,13,16,12,3,0,83,5004,7602,9833,12277,9845,1851,167,46581,1496,481,422,546,475,91,5,3523,20,82,124,223,209,82,10,755,72,66,74,119,97,20,7,458,70,68,92,94,66,11,0,396,22,41,66,89,102,40,17,373,361,361,398,588,608,174,38,2528,7147,8781,11059,14018,11448,2287,244,54984,3,3,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,7,7,14,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,12,11,0,3,0,0,0,0,25,0,0,0,0,0,0,0,8,19,3,9,3,3,0,0,40,50,85,75,96,62,21,0,387,78,92,88,111,68,26,0,461
109,0,0,0,0,0,0,0,3,11,8,13,9,7,3,0,44,4275,6416,6931,8067,6469,1378,162,33691,1002,418,253,301,214,62,6,2260,13,57,65,110,99,44,21,411,34,27,27,47,38,17,5,192,50,57,83,94,76,7,3,372,15,50,66,85,93,41,10,356,351,369,347,478,519,150,37,2256,5814,7459,7836,9238,7536,1705,240,39834,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,6,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,13,10,0,0,0,0,0,0,19,3,0,0,0,0,0,0,3,19,6,6,3,3,0,0,36,46,50,56,59,46,12,0,271,70,60,60,70,51,13,0,326
110,0,0,0,0,3,0,0,5,18,25,27,26,22,7,3,134,6027,9708,10276,11546,8793,1821,248,48420,1563,775,520,596,419,95,22,3986,39,125,196,250,298,180,55,1141,70,78,74,119,96,28,10,470,49,55,50,83,57,10,4,303,40,63,76,107,138,100,23,550,546,601,541,734,747,282,81,3537,8457,11510,11835,13531,10626,2540,447,58948,3,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,15,6,0,0,49,13,0,4,5,3,0,0,24,0,3,0,3,3,0,0,8,17,18,12,23,9,0,0,78,70,97,63,85,63,28,11,421,101,117,81,108,79,28,11,526
