SA4_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
111,299,113,57,5990,5231,155,585,173,88,6227,5826,261,677,144,99,7005,7265,283,710,120,101,8489,11763,512,1002,121,131,13528,15297,731,1010,100,127,17267,18029,866,1038,90,130,20164,19061,1053,1028,79,111,21330,12904,850,658,48,83,14534,10863,887,506,51,70,12374,7794,490,298,12,34,8626,10636,922,454,27,42,12083,3786,1118,536,46,29,5519,1756,106,107,54,112,2143,136059,8357,8985,1469,1228,156101
112,281,187,73,3352,2646,104,689,276,106,3816,3095,209,946,277,106,4634,4565,271,1065,217,128,6241,7566,457,1416,216,139,9799,9526,491,1358,147,135,11662,9942,633,1276,155,140,12150,8452,798,1203,101,82,10639,4891,533,664,46,55,6192,3701,588,511,51,39,4896,2753,315,296,24,15,3406,2784,507,405,44,30,3767,887,586,408,38,23,1933,925,84,186,86,125,1407,64713,5672,10845,2173,1221,84622
113,114,146,42,2399,1851,63,277,228,46,2460,2241,127,344,214,60,2992,3001,145,429,176,71,3821,5254,324,693,231,107,6609,7771,356,734,195,110,9159,8594,477,818,161,122,10180,7670,554,735,166,103,9228,4939,380,513,100,58,5984,3717,380,378,74,45,4596,2746,215,231,37,21,3258,3019,329,284,49,35,3711,790,445,311,59,13,1620,905,79,152,104,71,1310,54750,3919,6105,2241,918,67936
114,167,97,39,2366,1797,103,318,128,58,2394,2085,180,450,140,63,2916,2737,199,511,81,53,3577,4453,318,722,117,90,5696,5356,369,674,74,93,6565,5606,416,682,64,70,6839,5054,489,722,57,57,6375,3138,329,394,47,35,3953,2608,412,285,33,40,3378,2019,236,179,23,18,2477,2133,372,243,25,15,2787,617,421,200,40,21,1294,636,80,105,39,60,925,40387,3962,5708,1188,724,51975
115,241,122,33,3939,3437,154,384,132,37,4135,3250,264,408,154,51,4133,3722,294,486,110,46,4658,5526,556,675,125,53,6936,6893,657,641,108,86,8386,8164,854,708,92,88,9914,8699,1048,768,90,79,10684,6088,870,526,51,50,7591,5243,988,394,56,33,6718,3997,594,270,25,18,4906,5834,1034,350,26,36,7270,2787,1085,349,40,22,4276,999,149,111,48,68,1368,68380,8672,6389,1453,720,85609
116,194,85,30,3542,3411,114,366,105,58,4065,3483,196,425,129,63,4300,4235,246,521,93,84,5176,6796,519,693,110,112,8231,10517,600,778,75,126,12088,13709,808,707,86,149,15467,14550,935,684,40,118,16331,9769,741,430,29,61,11025,7770,682,266,32,39,8788,5552,405,169,8,34,6162,6495,651,239,14,31,7432,2260,631,200,18,25,3131,1418,115,86,31,103,1748,93544,6730,5825,1056,1057,108208
117,337,152,95,6734,10344,247,688,205,167,11657,13162,495,959,200,213,15033,16218,584,1115,194,242,18349,24167,1149,1670,207,333,27522,34298,1509,1638,186,344,37975,50323,2049,1887,178,412,54847,65553,2647,1962,154,409,70722,55227,2106,1449,79,265,59131,52623,2562,1279,81,231,56780,40458,1883,956,71,165,43524,82156,3931,1619,85,244,88035,66599,7736,4297,141,304,79071,6285,395,304,85,444,7511,524989,27671,20352,2528,3947,579482
118,239,70,25,2927,3180,119,362,98,41,3796,3423,194,429,92,60,4193,4127,224,461,85,68,4960,5924,435,774,94,65,7285,7160,573,808,80,75,8697,8453,690,962,93,100,10296,9445,1004,1037,106,102,11689,6940,826,742,76,55,8633,6223,943,700,55,55,7980,4709,606,427,38,30,5809,6641,1125,716,67,38,8586,3029,1896,821,159,31,5935,1025,146,171,40,93,1472,73146,8917,8739,1376,849,93033
119,308,149,60,4793,5331,233,684,223,99,6570,5985,404,958,229,118,7689,6984,618,1141,187,123,9054,10771,1134,1542,216,195,13866,14190,1327,1531,199,203,17449,16714,1643,1515,173,208,20248,16700,1834,1405,133,186,20254,11080,1274,800,60,95,13306,9033,1274,603,53,70,11033,6265,742,368,25,48,7455,7824,1168,467,49,46,9557,2875,1252,505,51,38,4725,1850,221,184,55,167,2477,120308,13308,12116,2218,1690,149640
120,248,79,20,3180,3502,137,379,116,49,4172,3957,282,523,119,66,4943,4374,284,600,93,76,5426,6521,598,876,132,94,8207,8367,771,912,104,111,10257,11151,925,948,94,118,13236,12301,1118,1048,93,103,14665,8655,866,735,54,66,10373,7133,1000,553,51,42,8776,5293,620,345,33,38,6327,8453,1054,525,50,42,10115,4003,1316,492,43,27,5888,1202,123,114,29,106,1577,87976,9225,8354,1352,979,107890
121,458,170,40,6071,6035,266,624,187,68,7172,6014,425,687,183,82,7396,6974,456,815,143,98,8482,9698,838,1108,184,121,11954,12707,1111,1135,153,124,15228,18070,1448,1301,118,149,21086,22057,1653,1412,145,140,25407,17459,1571,1013,105,95,20243,16156,1745,911,95,73,18975,12362,1272,626,66,68,14396,23521,2532,1020,115,94,27284,16880,4194,1375,212,100,22768,2165,268,191,66,157,2842,175980,18024,12810,2407,1440,210668
122,316,89,19,4088,3105,155,447,140,25,3880,3055,247,462,118,44,3929,3733,323,576,87,54,4769,5558,549,875,121,78,7185,7058,728,907,81,71,8853,8415,979,1020,97,78,10584,9019,1173,1058,92,73,11418,6162,1094,859,65,52,8229,4926,1297,684,58,34,6997,3301,764,438,45,27,4577,4535,1516,674,59,24,6810,2382,1826,516,84,29,4836,971,152,142,27,72,1359,66066,10966,9053,1424,703,88217
123,176,99,31,3362,2898,114,301,103,43,3467,3096,172,346,109,59,3792,3462,236,435,76,63,4271,5748,423,603,81,98,6958,8064,487,616,68,120,9356,9382,659,667,56,105,10879,9237,832,567,49,88,10763,6049,612,354,21,54,7091,4735,636,265,16,36,5683,3538,354,169,11,26,4106,4147,538,208,16,23,4927,1314,496,182,23,29,2036,1050,96,70,27,62,1296,66011,5746,5018,938,856,78570
124,242,91,39,4340,3754,126,513,121,41,4557,3883,236,590,137,72,4924,4875,253,635,107,74,5949,7788,471,929,106,99,9392,9804,603,905,102,104,11517,11821,814,928,78,111,13756,11663,1036,867,59,89,13709,7961,734,602,39,70,9411,6510,696,465,34,36,7737,4790,461,280,20,20,5573,5290,697,342,27,22,6373,1575,608,333,25,26,2563,1285,129,142,38,84,1680,85258,6953,7862,1234,901,102208
125,260,110,62,4782,5697,210,546,193,111,6755,6495,373,759,217,129,7966,7749,501,890,173,148,9453,12765,943,1248,215,209,15376,19692,1242,1124,138,235,22426,26400,1507,1220,131,265,29519,29732,1767,1163,105,208,32977,21221,1308,669,53,129,23376,17218,1279,545,40,88,19167,13017,706,310,28,62,14125,18495,1224,445,33,72,20267,7515,1416,434,29,58,9453,2561,193,187,43,226,3211,193537,12888,9890,1869,2036,220226
126,158,70,30,2770,3051,102,249,62,35,3502,2793,164,296,82,35,3379,3231,188,368,81,49,3920,4778,315,472,67,51,5681,6186,403,475,58,46,7165,8151,522,487,58,50,9274,10321,671,548,56,52,11652,8419,517,332,31,52,9350,8117,542,234,28,20,8946,6920,351,203,18,23,7523,13769,640,307,25,37,14774,9061,872,271,28,39,10271,1073,83,71,22,77,1331,88638,5483,4520,846,617,100093
127,164,112,56,3468,4448,155,418,174,91,5282,4621,329,575,147,98,5771,5160,388,708,149,119,6517,8431,743,961,157,162,10449,11945,948,1011,106,182,14185,14796,1118,996,92,185,17187,14439,1371,938,92,164,17004,10082,936,526,46,80,11670,7693,881,391,41,56,9061,5511,528,193,16,37,6292,6115,781,279,15,46,7234,1964,839,278,24,33,3140,1518,166,129,36,149,1990,100227,9299,7664,1553,1488,120230
128,204,65,37,3625,3023,96,290,95,37,3535,2907,164,364,89,29,3552,3469,174,395,67,54,4162,5021,366,541,78,55,6058,6079,541,591,69,63,7329,6803,673,641,59,69,8241,6782,868,668,69,87,8472,4515,659,423,25,32,5653,3745,771,404,27,38,4990,2781,481,238,17,22,3539,3322,757,331,26,29,4466,1134,823,311,26,17,2322,779,104,73,26,60,1040,53843,6565,5522,896,634,67454
197,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,9,0,3,0,0,12,8,0,0,0,0,10,6,3,3,0,0,14,4,0,0,0,0,4,8,0,0,0,0,9,4,0,0,0,0,4,12,0,0,0,0,11,11,0,0,0,0,16,0,0,0,0,0,0,65,7,16,0,3,90
199,939,174,77,3849,3820,260,2162,178,154,6583,4682,498,2945,203,187,8520,6261,639,3501,169,235,10803,8914,1278,4797,200,288,15476,9332,1717,4905,143,291,16387,10723,2314,5589,137,315,19077,10878,2898,5773,99,312,19961,6945,2053,3893,51,143,13076,5266,1907,2729,65,108,10075,3120,1043,1492,20,64,5739,3772,1211,1563,44,74,6653,1316,814,718,44,48,2938,1527,372,690,70,255,2913,79641,17188,41955,1991,2587,143362
201,154,137,58,2711,2377,106,325,173,51,3036,2472,157,398,154,66,3245,3221,194,438,112,71,4034,4990,343,568,125,78,6098,6304,411,542,111,100,7469,7185,428,525,85,73,8297,6684,473,464,64,76,7757,4288,383,236,40,35,4983,3304,335,175,19,28,3870,2143,186,130,23,16,2496,2202,327,174,22,16,2741,701,379,190,41,13,1330,720,59,80,47,63,963,49088,3859,4463,1422,771,59603
202,162,118,53,2804,2115,93,345,164,45,2762,2369,141,433,145,52,3136,3037,160,449,119,67,3834,5118,313,596,133,90,6242,6787,354,575,110,108,7932,7381,467,571,81,90,8591,6660,484,531,48,74,7793,4531,398,305,27,30,5282,3366,364,259,24,26,4047,2114,178,136,18,21,2473,2402,330,166,17,12,2926,727,382,175,15,15,1317,774,54,97,64,53,1039,49977,3781,4865,1329,755,60709
203,260,156,75,5200,4365,179,491,171,57,5268,4611,269,627,194,88,5788,5556,287,640,142,75,6702,8642,551,864,152,112,10321,10486,598,871,129,126,12209,12091,804,832,109,127,13960,12165,870,879,89,90,14102,8274,736,566,75,54,9702,6579,743,455,46,57,7874,4476,417,244,30,38,5193,5143,669,364,45,30,6255,1841,872,360,59,18,3147,1429,132,129,58,103,1855,90633,7251,7651,1778,1074,108389
204,189,175,55,2934,2140,118,416,288,61,3024,2469,232,516,283,75,3569,3297,251,627,204,82,4461,5329,418,850,260,114,6970,6983,551,740,143,122,8546,7856,561,832,146,111,9503,7330,630,695,124,100,8885,4898,413,456,78,36,5881,3444,425,343,49,48,4312,2341,198,198,33,30,2806,2155,339,248,41,19,2799,640,351,229,49,17,1296,923,83,147,84,81,1324,52460,4668,6599,2337,982,67050
205,314,237,78,4549,3633,151,660,328,105,4872,4039,267,870,317,113,5614,5154,323,960,245,124,6815,8128,543,1258,296,158,10388,9603,683,1172,191,153,11802,10375,702,1153,180,164,12568,9788,798,1035,140,142,11901,6336,563,693,73,66,7734,4946,556,476,61,48,6091,3485,342,220,37,33,4117,4428,477,348,50,43,5350,1971,522,302,71,34,2899,1295,151,259,129,136,1969,77348,6199,9931,2882,1431,97786
206,680,301,177,13293,17168,486,1338,413,255,19659,18915,859,1541,373,300,21980,22174,986,1738,335,351,25590,33191,1713,2463,382,456,38208,45135,2184,2558,310,477,50675,65534,2794,2925,328,546,72126,81758,3557,2967,241,528,89052,66652,2952,2229,148,329,72317,60894,3472,1842,164,292,66662,44621,2351,1284,99,183,48543,82142,4851,2174,148,267,89590,52695,8517,4345,222,318,66101,8120,589,469,152,542,9877,612964,35893,28858,4573,5124,687418
207,343,150,47,6509,6117,252,562,184,66,7182,5639,427,621,215,61,6973,6218,487,668,142,90,7606,9011,790,955,185,105,11047,11018,961,925,161,100,13158,13953,1043,1051,146,129,16313,15307,1349,1034,127,97,17920,11281,1031,741,87,64,13204,9829,1229,639,74,56,11836,7069,800,416,46,45,8374,10294,1507,614,71,46,12523,4992,2093,727,103,36,7953,1822,204,168,49,110,2359,118882,12412,9567,2179,1083,144126
208,424,196,64,7405,6688,256,734,200,73,7961,6160,452,783,211,98,7708,7021,527,918,169,100,8733,10386,872,1234,183,122,12805,13823,1163,1272,169,151,16581,16609,1346,1381,122,160,19616,16744,1765,1425,129,135,20197,11089,1389,970,68,69,13592,8557,1666,767,109,57,11160,5761,1012,508,56,45,7382,7099,1751,812,73,41,9781,3257,2162,808,131,41,6406,2025,266,230,64,157,2750,122323,14931,12411,2396,1353,153409
209,399,184,105,7636,6479,242,722,225,98,7765,6153,429,828,190,115,7712,6967,542,889,181,136,8715,10867,890,1259,179,183,13366,14092,1125,1123,163,173,16675,16458,1338,1224,122,202,19351,16459,1490,1163,113,149,19380,11170,1174,719,61,92,13217,8679,1255,526,45,66,10574,5873,673,325,31,36,6938,6139,1067,422,41,34,7709,2546,1127,442,43,32,4191,2038,229,165,70,177,2687,121288,11803,10319,2059,1623,147092
210,256,141,65,4806,4490,206,520,182,101,5500,4631,319,654,164,113,5875,5624,426,714,139,147,7055,9723,793,1023,164,165,11864,13916,1037,969,103,208,16244,17946,1180,929,95,221,20371,17961,1377,878,84,184,20485,11925,1048,556,54,87,13668,8822,1034,365,51,67,10346,5953,620,269,24,33,6891,7301,861,293,36,28,8519,3135,904,234,33,36,4344,2061,200,171,63,155,2655,118215,10165,7926,1695,1655,139656
211,552,236,98,9124,7709,273,913,317,94,9313,7248,596,1005,314,115,9271,8383,629,1124,238,127,10504,12900,995,1545,242,159,15839,16861,1351,1485,215,190,20110,20363,1653,1547,154,208,23922,19726,1929,1464,155,174,23457,12881,1510,1013,76,92,15563,9708,1593,712,78,58,12156,6350,885,442,35,42,7761,7642,1395,604,50,43,9729,3120,1402,419,58,47,5042,2460,274,228,88,174,3233,144015,14750,13182,2841,1662,176445
212,556,309,132,10425,10032,411,1163,402,165,12170,9949,761,1300,386,183,12589,12029,824,1492,303,223,14870,19972,1468,1963,370,280,24051,29040,1921,1935,281,367,33540,36502,2245,2083,243,313,41387,38074,2665,1908,175,288,43108,25660,1967,1208,106,178,29116,19976,1996,852,85,121,23035,13475,1218,494,64,69,15322,17552,1863,668,78,81,20240,7331,2207,658,90,71,10359,4101,362,304,108,273,5160,254044,20278,16775,3763,2806,297667
213,486,232,115,8937,8514,324,957,282,172,10249,8448,547,1197,301,201,10693,9806,664,1223,244,195,12132,15440,1174,1656,281,243,18797,21923,1488,1576,240,280,25504,26993,1758,1655,164,327,30892,27465,2091,1487,129,220,31393,18408,1408,880,81,130,20911,13429,1407,664,64,93,15656,8893,779,399,27,70,10171,10206,1225,485,49,65,12025,3760,1309,428,42,66,5598,3217,209,256,97,246,4026,185285,14654,13524,2829,2482,218781
214,281,142,48,4696,3563,190,513,199,54,4514,3632,295,627,175,82,4815,4459,349,750,155,101,5810,7451,636,983,136,102,9304,9079,754,934,111,123,11004,10046,968,939,108,111,12177,9142,1099,973,100,84,11401,5904,966,678,52,58,7656,4344,923,517,50,35,5873,2973,534,303,34,18,3861,2872,792,353,39,31,4089,1102,829,358,53,26,2362,1346,166,165,63,101,1840,70365,8637,8447,1736,988,90174
215,167,218,58,2597,1936,105,357,287,69,2750,2107,181,438,260,69,3054,2868,269,501,304,69,4021,4818,440,736,318,121,6432,6579,494,665,250,111,8096,7135,594,717,215,116,8771,6355,648,629,192,58,7879,3839,400,377,99,40,4758,2816,433,276,48,42,3620,1760,214,166,45,27,2207,1647,293,224,43,23,2230,498,353,189,83,14,1147,783,88,135,130,89,1228,45481,4624,5735,2973,910,59720
216,132,129,55,2319,1499,96,267,191,31,2086,1928,169,412,197,64,2771,2598,219,437,149,68,3468,4404,364,568,193,81,5608,5675,454,555,117,95,6908,6582,491,569,83,71,7793,6234,542,485,67,85,7415,3757,380,266,42,37,4480,2813,336,190,38,23,3396,1865,184,114,23,19,2205,1731,334,150,22,21,2259,573,326,187,44,27,1151,791,98,105,76,86,1164,42552,4079,4575,1715,790,53711
217,174,140,38,2276,1776,92,327,177,49,2419,1930,107,418,196,57,2708,2343,166,548,170,55,3281,3885,250,676,170,77,5064,4727,308,652,180,68,5940,5508,364,729,136,80,6817,5160,417,611,110,64,6372,3179,304,402,67,40,3989,2447,262,285,45,39,3071,1654,156,188,33,18,2049,1863,251,272,38,26,2451,645,315,283,50,24,1322,666,79,129,59,63,996,37828,3134,5844,1854,731,49392
297,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,7,4,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,9,10,0,0,0,0,7,8,0,0,0,0,8,11,0,0,0,0,11,28,0,0,0,0,28,59,0,0,0,0,60,3,0,0,3,0,5,139,3,4,3,3,155
299,719,135,66,3522,3530,222,1875,169,127,5917,3897,409,2220,159,142,6830,5299,620,2736,140,218,9016,7172,1064,3875,136,240,12486,7334,1502,4014,123,246,13207,8409,2099,4601,128,268,15509,8405,2518,4853,103,267,16146,6024,1804,3268,53,157,11307,4322,1770,2184,26,106,8413,2767,863,1196,23,56,4907,3144,1064,1089,20,63,5374,1130,636,508,36,45,2357,1595,397,640,76,216,2924,66028,15169,33979,1616,2241,119037
301,207,110,26,3549,2849,105,333,118,35,3447,2699,181,399,119,52,3446,3237,216,462,73,50,4046,5467,364,642,98,63,6626,7975,503,602,80,76,9236,9790,670,654,67,70,11250,9736,861,668,75,65,11405,6193,633,402,41,32,7295,5069,805,349,39,30,6299,3323,454,238,23,11,4049,4177,754,280,30,17,5263,1693,751,194,34,18,2694,949,116,79,27,67,1239,66539,6531,5561,1145,643,80416
302,188,82,36,3884,3435,63,341,89,48,3982,3584,154,379,75,49,4236,4448,185,415,66,56,5168,7675,333,617,68,81,8779,11996,418,567,72,114,13160,15087,547,636,60,113,16440,15800,694,655,53,77,17281,10587,576,449,34,51,11696,9108,726,364,25,34,10266,6125,417,224,24,27,6820,8870,710,297,18,33,9937,3713,820,250,32,23,4838,1386,79,94,25,89,1665,105620,5810,5549,918,830,118730
303,298,135,38,4761,4940,202,518,159,68,5889,5060,314,640,165,67,6246,6167,376,719,132,72,7463,10211,611,1011,168,127,12125,14496,788,988,141,110,16527,19033,1001,999,136,144,21311,20677,1248,1035,103,123,23188,14330,942,666,68,83,16091,11982,1143,480,64,72,13740,7548,622,288,27,31,8514,9738,1175,408,43,33,11404,3559,1298,425,56,41,5380,1676,146,120,32,107,2075,134055,10049,8706,1757,1131,155691
304,199,56,22,3396,3190,90,259,78,22,3631,2639,136,276,64,27,3144,2890,139,324,60,24,3435,4397,251,425,67,49,5192,4907,277,419,48,37,5691,5645,368,468,44,28,6555,6459,482,495,40,28,7510,5146,365,295,29,11,5852,4499,535,278,35,14,5373,2717,281,186,25,9,3226,3408,501,270,29,19,4236,1318,657,210,39,10,2237,588,52,62,15,46,765,51105,4222,4222,771,361,60680
305,291,112,43,5737,7081,159,475,129,75,7909,7781,279,590,128,87,8864,9511,341,601,115,93,10658,14650,621,848,131,142,16386,20570,734,935,105,151,22492,29318,950,1058,108,168,31601,38161,1372,1138,123,154,40941,31772,1201,851,80,111,34017,29961,1588,717,58,95,32429,22772,978,521,34,75,24387,39441,2240,877,86,103,42743,22373,3992,2053,131,116,28669,2971,202,166,46,165,3554,282339,14870,11220,1778,1603,311812
306,206,168,55,3492,2637,95,465,236,69,3503,3321,230,612,232,81,4482,4517,235,719,195,101,5759,8266,468,1008,184,120,10039,11441,556,1021,154,158,13325,13058,713,1002,139,104,15014,11601,889,930,127,113,13651,7315,615,605,66,70,8675,6008,683,490,50,52,7282,3625,356,250,39,19,4289,3913,552,340,48,39,4892,1241,622,334,55,22,2270,1244,108,187,100,135,1780,81498,6198,8296,2176,1176,99348
