SA4_CODE_2016,Mng_Mng_nfd_M,Mng_Mng_nfd_F,Mng_Mng_nfd_P,Mng_ChiefEx_GMng_legs__M,Mng_ChiefEx_GMng_legs__F,Mng_ChiefEx_GMng_legs__P,Mng_Farmers_FMng_M,Mng_Farmers_FMng_F,Mng_Farmers_FMng_P,Mng_Spec_Mng_M,Mng_Spec_Mng_F,Mng_Spec_Mng_P,Mng_Hosp_ret_svce_Mng_M,Mng_Hosp_ret_svce_Mng_F,Mng_Hosp_ret_svce_Mng_P,Mng_Tot_M,Mng_Tot_F,Mng_Tot_P,Pro_Pro_nfd_M,Pro_Pro_nfd_F,Pro_Pro_nfd_P,Pro_Arts_media_Pro_M,Pro_Arts_media_Pro_F,Pro_Arts_media_Pro_P,Pro_Busin_HR_mkting_Pro_M,Pro_Busin_HR_mkting_Pro_F,Pro_Busin_HR_mkting_Pro_P,Pro_DesEng_sci_tspt_Pro_M,Pro_DesEng_sci_tspt_Pro_F,Pro_DesEng_sci_tspt_Pro_P,Pro_Educ_Pro_M,Pro_Educ_Pro_F,Pro_Educ_Pro_P,Pro_Health_Pro_M,Pro_Health_Pro_F,Pro_Health_Pro_P,Pro_Inf_Com_Tec_ICT_Pro_M,Pro_Inf_Com_Tec_ICT_Pro_F,Pro_Inf_Com_Tec_ICT_Pro_P,Pro_Leg_soc_welf_Pro_M,Pro_Leg_soc_welf_Pro_F,Pro_Leg_soc_welf_Pro_P,Pro_Tot_M,Pro_Tot_F,Pro_Tot_P,TecTW_TecTW_nfd_M,TecTW_TecTW_nfd_F,TecTW_TecTW_nfd_P,TecTW_Eng_ICT_STecs_M,TecTW_Eng_ICT_STecs_F,TecTW_Eng_ICT_STecs_P,TecTW_Auto_eng_tds_wks_M,TecTW_Auto_eng_tds_wks_F,TecTW_Auto_eng_tds_wks_P,TecTW_Const_tds_wks_M,TecTW_Const_tds_wks_F,TecTW_Const_tds_wks_P,TecTW_EleTec_telco_tds_wks_M,TecTW_EleTec_telco_tds_wks_F,TecTW_EleTec_telco_tds_wks_P,TecTW_Food_tds_wks_M,TecTW_Food_tds_wks_F,TecTW_Food_tds_wks_P,TecTW_Sk_ani_hort_wks_M,TecTW_Sk_ani_hort_wks_F,TecTW_Sk_ani_hort_wks_P,TecTW_Oth_TecTW_M,TecTW_Oth_TecTW_F,TecTW_Oth_TecTW_P,TecTW_Tot_M,TecTW_Tot_F,TecTW_Tot_P,CoPSW_CoPSW_nfd_M,CoPSW_CoPSW_nfd_F,CoPSW_CoPSW_nfd_P,CoPSW_HlthWlfSptWs_M,CoPSW_HlthWlfSptWs_F,CoPSW_HlthWlfSptWs_P,CoPSW_Carers_aides_M,CoPSW_Carers_aides_F,CoPSW_Carers_aides_P,CoPSW_Hosp_wks_M,CoPSW_Hosp_wks_F,CoPSW_Hosp_wks_P,CoPSW_ProtecSvcWks_M,CoPSW_ProtecSvcWks_F,CoPSW_ProtecSvcWks_P,CoPSW_SptsPsnlSvceWs_M,CoPSW_SptsPsnlSvceWs_F,CoPSW_SptsPsnlSvceWs_P,CoPSW_Tot_M,CoPSW_Tot_F,CoPSW_Tot_P,ClAW_ClAW_nfd_M,ClAW_ClAW_nfd_F,ClAW_ClAW_nfd_P,ClAW_OfMngs_ProgAdm_M,ClAW_OfMngs_ProgAdm_F,ClAW_OfMngs_ProgAdm_P,ClAW_PsnlAs_secretaries_M,ClAW_PsnlAs_secretaries_F,ClAW_PsnlAs_secretaries_P,ClAW_GnrlClerWs_M,ClAW_GnrlClerWs_F,ClAW_GnrlClerWs_P,ClAW_InqClks_recepts_M,ClAW_InqClks_recepts_F,ClAW_InqClks_recepts_P,ClAW_Num_clerks_M,ClAW_Num_clerks_F,ClAW_Num_clerks_P,ClAW_Clerl_OfSuptWs_M,ClAW_Clerl_OfSuptWs_F,ClAW_Clerl_OfSuptWs_P,ClAW_Oth_ClAW_M,ClAW_Oth_ClAW_F,ClAW_Oth_ClAW_P,ClAW_Tot_M,ClAW_Tot_F,ClAW_Tot_P,SWs_SWs_nfd_M,SWs_SWs_nfd_F,SWs_SWs_nfd_P,SWs_Sales_reps_agnts_M,SWs_Sales_reps_agnts_F,SWs_Sales_reps_agnts_P,SWs_SalesAs_SalesPsns_M,SWs_SalesAs_SalesPsns_F,SWs_SalesAs_SalesPsns_P,SWs_SalesSptWks_M,SWs_SalesSptWks_F,SWs_SalesSptWks_P,SWs_Tot_M,SWs_Tot_F,SWs_Tot_P,MaOpD_MaOpD_nfd_M,MaOpD_MaOpD_nfd_F,MaOpD_MaOpD_nfd_P,MaOpD_Ma_StatPlntOps_M,MaOpD_Ma_StatPlntOps_F,MaOpD_Ma_StatPlntOps_P,MaOpD_MobPlntOps_M,MaOpD_MobPlntOps_F,MaOpD_MobPlntOps_P,MaOpD_RoadRail_dvrs_M,MaOpD_RoadRail_dvrs_F,MaOpD_RoadRail_dvrs_P,MaOpD_StorPsns_M,MaOpD_StorPsns_F,MaOpD_StorPsns_P,MaOpD_Tot_M,MaOpD_Tot_F,MaOpD_Tot_P,Lab_Lab_nfd_M,Lab_Lab_nfd_F,Lab_Lab_nfd_P,Lab_Clnrs_lndryWs_M,Lab_Clnrs_lndryWs_F,Lab_Clnrs_lndryWs_P,Lab_Const_and_Min_Lab_M,Lab_Const_and_Min_Lab_F,Lab_Const_and_Min_Lab_P,Lab_Factory_ProcWs_M,Lab_Factory_ProcWs_F,Lab_Factory_ProcWs_P,Lab_FarmFrstyGrdnWs_M,Lab_FarmFrstyGrdnWs_F,Lab_FarmFrstyGrdnWs_P,Lab_Food_prep_asts_M,Lab_Food_prep_asts_F,Lab_Food_prep_asts_P,Lab_Oth_Lab_M,Lab_Oth_Lab_F,Lab_Oth_Lab_P,Lab_Tot_M,Lab_Tot_F,Lab_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,NS_M,NS_F,NS_P,Tot_M,Tot_F,Tot_P
101,133,45,179,402,147,549,2297,955,3258,2121,1041,3157,1894,1765,3661,6844,3954,10800,33,39,76,187,224,408,758,889,1645,962,438,1402,823,2357,3183,711,2435,3143,281,57,344,304,619,925,4063,7059,11127,99,3,103,709,267,974,2118,32,2152,2011,28,2036,1090,19,1113,935,481,1415,672,317,987,704,525,1235,8338,1680,10024,0,3,3,276,708,988,501,3054,3554,575,1562,2135,696,168,856,476,711,1182,2520,6209,8724,12,9,17,261,1175,1434,16,520,535,196,1578,1773,179,1421,1597,192,1507,1696,292,232,523,387,549,933,1538,6979,8516,4,3,6,521,521,1041,1954,3310,5269,234,672,898,2716,4499,7218,116,3,119,899,150,1049,749,38,785,2005,131,2139,319,87,402,4085,407,4494,162,36,195,754,1333,2083,963,23,984,807,316,1126,808,264,1068,592,503,1094,1043,250,1297,5121,2719,7847,393,251,642,319,208,522,35940,33963,69907
102,165,99,270,583,216,798,299,136,433,3205,1765,4966,2227,2376,4598,6479,4591,11074,50,63,116,344,310,654,1440,1640,3081,1202,628,1829,1376,3959,5335,1699,5164,6858,593,109,705,527,1126,1656,7235,13005,20240,124,13,134,1176,573,1745,2585,48,2632,3024,51,3073,1533,25,1557,1199,579,1772,861,456,1319,840,993,1836,11337,2739,14072,0,4,3,520,1182,1702,860,5204,6063,726,2411,3140,831,246,1074,583,1149,1734,3523,10194,13718,7,25,30,395,1862,2249,9,1033,1049,260,2545,2810,285,2829,3107,373,2529,2901,397,304,705,651,852,1499,2373,11979,14350,5,15,17,956,914,1865,2957,6210,9168,396,1351,1743,4313,8488,12795,116,9,122,917,187,1099,844,44,883,2593,192,2791,873,313,1184,5339,739,6081,208,32,233,1031,1433,2467,1369,20,1388,1135,663,1794,502,185,686,1074,1015,2089,1378,570,1947,6693,3910,10604,560,411,964,378,329,708,48229,56377,104601
103,97,53,149,348,138,483,3963,1491,5446,2323,1206,3531,1665,1599,3261,8393,4485,12875,31,76,108,159,185,347,938,1104,2039,1174,548,1721,1092,3322,4413,887,3119,4006,226,62,283,348,726,1081,4855,9144,13997,104,0,105,1102,407,1507,3615,55,3670,1595,29,1620,1483,20,1502,728,562,1285,656,303,962,467,564,1034,9742,1947,11695,0,5,5,302,955,1249,557,3561,4117,418,1467,1886,936,252,1189,285,606,888,2493,6835,9330,4,16,19,252,1333,1589,11,764,776,194,2073,2263,131,1424,1551,214,1674,1888,326,278,606,490,667,1154,1626,8222,9848,5,5,13,505,444,951,1908,3717,5623,208,764,975,2632,4931,7566,151,3,150,2658,207,2868,1038,44,1082,2369,218,2589,358,52,413,6574,529,7103,214,39,249,819,1603,2420,980,27,1012,1068,410,1471,1226,374,1596,493,722,1220,1117,280,1400,5913,3464,9370,437,269,711,392,313,700,43053,40134,83186
104,62,29,90,189,68,262,975,399,1378,1240,700,1937,1178,1143,2323,3652,2342,5998,29,39,66,120,117,236,595,631,1227,692,271,963,734,1843,2576,741,2224,2967,187,33,215,273,481,752,3363,5638,9004,49,3,53,541,251,790,1397,19,1409,920,14,939,658,7,666,682,305,989,414,163,571,320,388,701,4972,1144,6112,4,0,0,291,605,894,518,2396,2914,367,1089,1452,425,94,515,232,451,682,1838,4628,6462,3,8,13,214,890,1105,13,397,411,174,1225,1405,139,1106,1248,155,971,1126,177,158,338,304,477,783,1193,5240,6428,4,7,12,368,362,727,1387,2579,3963,166,544,711,1924,3486,5408,58,0,60,456,61,516,506,14,518,1379,87,1467,223,27,251,2623,187,2813,108,8,116,522,910,1435,615,11,627,467,113,586,760,355,1121,448,478,923,814,177,988,3731,2062,5790,262,155,412,225,186,403,23777,25066,48847
105,69,32,99,185,99,289,2781,1018,3800,1077,649,1731,950,905,1858,5064,2708,7774,13,22,31,76,87,161,501,519,1023,504,202,711,539,1831,2369,454,1743,2200,73,23,99,235,491,729,2401,4925,7325,75,3,76,495,179,672,1798,28,1827,781,12,787,822,15,839,399,284,685,419,133,548,194,296,492,4986,940,5928,3,5,7,230,691,918,370,2191,2559,204,745,953,549,210,763,140,270,411,1498,4111,5607,4,7,13,136,693,828,5,339,349,116,1108,1219,70,732,808,137,839,977,155,123,274,276,375,646,904,4215,5122,6,8,12,321,182,500,1069,1903,2973,130,400,534,1526,2498,4018,81,3,85,1133,101,1233,563,21,591,1250,97,1347,232,32,264,3266,262,3528,149,25,172,402,895,1298,500,28,524,473,157,625,900,214,1121,233,383,616,579,145,722,3237,1842,5081,257,141,401,238,180,422,23377,21825,45204
106,162,48,201,547,136,685,1377,568,1937,3278,1331,4607,1816,1947,3763,7178,4025,11197,42,26,67,129,184,309,1095,1172,2275,2127,563,2688,1121,3406,4521,841,2802,3649,322,72,388,330,652,982,6004,8875,14876,210,12,220,1691,408,2097,6743,102,6845,1783,33,1817,2118,61,2181,1000,650,1653,764,474,1239,507,755,1257,14813,2500,17309,4,5,6,243,791,1033,443,4107,4553,562,2141,2704,1638,355,1998,364,828,1187,3247,8226,11477,4,10,14,414,1460,1869,9,813,821,200,2302,2496,145,1715,1865,239,1944,2186,217,261,475,572,783,1354,1800,9293,11095,7,9,16,537,605,1139,2173,5267,7442,253,981,1240,2969,6862,9836,295,23,316,4461,405,4870,1036,31,1072,3404,510,3917,639,111,753,9839,1085,10923,249,37,287,867,2054,2924,1375,32,1408,853,362,1209,924,397,1322,815,840,1652,1581,493,2075,6664,4208,10870,666,256,921,385,290,678,53567,45625,99196
107,180,92,273,540,184,726,255,99,358,3132,1695,4830,2140,2014,4153,6245,4084,10332,217,235,451,338,260,600,1533,1841,3376,1722,666,2386,1914,4620,6527,1435,3835,5272,890,208,1097,546,1198,1746,8595,12861,21458,160,15,177,1394,528,1929,2998,28,3025,2759,36,2799,1707,21,1727,1036,559,1596,645,325,963,603,886,1489,11299,2400,13702,4,4,13,367,1246,1615,766,4643,5410,901,2216,3122,839,195,1033,585,1205,1786,3460,9511,12974,11,26,41,412,1630,2039,15,923,939,329,2640,2968,319,2576,2902,404,2506,2907,384,315,703,731,1086,1812,2614,11701,14317,8,18,24,697,623,1318,2492,5496,7985,361,1094,1453,3555,7228,10780,188,6,195,1594,136,1725,586,6,596,3092,182,3273,513,80,597,5976,414,6388,212,29,242,889,1436,2321,1323,16,1335,608,229,839,357,109,472,971,899,1874,1558,468,2025,5918,3187,9102,557,372,928,356,288,642,48575,52051,100628
108,81,30,115,260,114,377,1374,602,1975,1738,909,2645,1589,1587,3177,5036,3245,8279,21,32,54,127,160,289,763,819,1583,837,319,1152,1097,2590,3684,1140,3217,4348,207,44,253,390,638,1029,4577,7816,12396,81,6,85,710,348,1060,1924,32,1956,1617,31,1646,925,20,947,929,482,1410,601,253,851,468,553,1022,7250,1722,8969,0,3,10,286,870,1150,792,3686,4476,527,1451,1978,559,150,710,258,623,875,2416,6782,9196,0,3,7,224,1085,1313,9,606,612,156,1596,1751,153,1585,1739,214,1448,1663,309,244,557,345,474,813,1413,7039,8451,4,5,7,515,520,1042,2024,3776,5795,253,765,1015,2796,5068,7863,106,4,110,652,116,766,645,19,661,1982,105,2085,270,30,298,3642,271,3915,172,27,195,779,1362,2139,1036,20,1061,804,219,1020,711,194,911,588,719,1308,1146,304,1453,5239,2841,8085,356,186,540,321,294,615,33045,35260,68308
109,78,40,120,251,82,333,2524,853,3383,1353,714,2065,1162,1065,2226,5364,2750,8120,19,31,47,97,109,208,735,735,1466,573,238,812,520,1632,2153,493,1719,2211,156,44,200,204,362,570,2797,4863,7664,72,3,74,475,197,670,1720,24,1751,902,11,913,752,12,761,526,430,958,487,142,637,325,365,690,5262,1188,6452,0,0,0,152,601,754,268,2122,2398,374,1199,1579,341,93,438,141,361,502,1282,4388,5673,0,11,16,176,811,984,3,342,347,170,1295,1460,92,981,1075,164,1089,1250,154,122,277,318,376,690,1073,5027,6100,5,0,5,355,221,571,1125,2393,3521,151,480,631,1630,3100,4727,65,5,72,670,68,734,697,24,723,1549,94,1648,266,44,310,3242,238,3482,98,9,110,393,1151,1546,455,12,472,785,281,1067,1050,306,1357,283,491,770,562,169,730,3623,2424,6049,277,147,424,218,181,401,24777,24303,49077
110,95,42,145,302,131,428,4658,1862,6524,1818,959,2773,1454,1376,2828,8327,4368,12701,43,61,105,123,149,273,979,1071,2045,962,405,1368,1112,2976,4088,661,2591,3255,199,42,240,368,673,1045,4450,7957,12413,78,6,83,712,377,1085,2755,39,2792,1218,17,1239,1062,21,1076,666,415,1080,510,248,766,379,503,885,7380,1631,9009,4,4,7,278,912,1190,507,3198,3698,337,1163,1500,584,154,739,169,444,614,1881,5879,7755,0,10,15,215,1208,1422,11,687,699,166,1802,1964,97,1099,1202,199,1502,1696,235,240,475,415,535,953,1346,7083,8427,6,0,8,496,350,843,1761,3364,5121,196,589,788,2456,4299,6760,116,5,120,1186,132,1319,1122,47,1167,2291,213,2503,354,27,380,5066,432,5496,197,49,247,691,1427,2121,710,12,722,1345,515,1864,1912,524,2434,435,655,1086,993,300,1292,6284,3484,9765,412,243,653,350,291,644,37957,35662,73620
