SA4_CODE_2016,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_Inc_LR_Mng,M1_Tram_Inc_LR_Pro,M1_Tram_Inc_LR_TecTW,M1_Tram_Inc_LR_CoPSW,M1_Tram_Inc_LR_ClAW,M1_Tram_Inc_LR_SWks,M1_Tram_Inc_LR_MaOpDv,M1_Tram_Inc_LR_Lab,M1_Tram_Inc_LR_IDNS,M1_Tram_Inc_LR_Tot,M1_Taxi_Mng,M1_Taxi_Pro,M1_Taxi_TecTW,M1_Taxi_CoPSW,M1_Taxi_ClAW,M1_Taxi_SWks,M1_Taxi_MaOpDv,M1_Taxi_Lab,M1_Taxi_IDNS,M1_Taxi_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_Inc_LR_Mng,M2_TrnTrm_Inc_LR_Pro,M2_TrnTrm_Inc_LR_TecTW,M2_TrnTrm_Inc_LR_CoPSW,M2_TrnTrm_Inc_LR_ClAW,M2_TrnTrm_Inc_LR_SWks,M2_TrnTrm_Inc_LR_MaOpDv,M2_TrnTrm_Inc_LR_Lab,M2_TrnTrm_Inc_LR_IDNS,M2_TrnTrm_Inc_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
101,15,54,20,34,21,31,18,30,15,246,19,59,25,51,39,66,49,52,13,378,0,3,8,0,0,0,0,3,0,18,0,0,0,3,0,0,0,0,0,8,8,10,7,19,5,12,24,10,3,91,5954,7667,7514,5516,5892,4398,3116,4737,578,45375,231,322,441,512,292,667,199,776,53,3491,217,6,193,4,21,24,302,120,18,903,86,30,55,28,19,25,28,51,0,319,43,84,35,34,18,24,16,47,6,309,213,52,60,57,49,28,26,72,5,569,840,475,427,637,300,407,127,565,50,3820,7631,8755,8796,6885,6666,5677,3919,6457,742,55532,0,25,12,10,6,13,7,16,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,7,31,8,7,38,7,0,128,0,4,0,11,0,7,24,3,0,53,0,0,0,3,0,0,0,0,0,3,19,44,21,57,15,30,65,29,3,284
102,66,245,64,74,94,100,30,71,14,749,55,115,109,202,93,339,46,263,17,1241,7,3,4,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,8,5,9,13,11,12,8,9,5,77,8025,14381,10688,9372,9872,7841,4623,6764,909,72479,285,462,682,652,425,1077,195,1118,73,4964,72,7,301,5,19,32,286,163,20,910,33,54,108,62,68,27,54,63,7,474,35,88,55,42,32,25,23,59,7,366,72,62,48,38,59,18,35,39,15,393,272,327,243,360,190,286,98,346,33,2152,8923,15740,12306,10827,10870,9765,5393,8896,1098,83824,23,57,47,41,26,40,4,47,6,289,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,82,14,25,43,21,7,15,3,244,8,11,11,8,9,9,0,9,0,63,3,12,4,3,5,0,0,6,0,36,69,163,75,78,80,69,5,80,12,632
103,6,18,7,4,10,3,0,10,4,59,15,25,38,21,11,25,96,67,8,311,0,3,4,0,0,3,0,6,0,20,0,0,3,0,0,0,0,0,0,4,16,15,14,14,8,23,28,40,4,163,6918,10411,8839,6371,7219,4762,5071,5959,665,56212,299,444,635,434,356,783,410,977,50,4387,296,11,193,9,14,19,316,119,10,976,114,32,60,24,20,16,25,38,3,335,32,92,56,20,22,13,20,59,5,318,207,46,47,64,25,11,43,46,16,506,861,527,408,496,328,408,168,539,42,3772,8768,11617,10297,7464,8022,6056,6171,7861,811,67060,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,8,6,4,3,4,0,3,0,39
104,0,4,0,0,4,0,0,0,0,11,6,21,12,18,10,37,11,51,3,168,0,3,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,7,0,7,5,5,3,8,6,8,0,50,3754,6543,4663,4438,4623,3437,2100,3559,372,33483,224,302,231,323,280,494,102,737,40,2727,97,7,112,0,13,18,161,80,11,500,36,41,65,32,25,24,44,45,9,319,37,99,63,51,34,41,33,63,13,434,80,32,26,34,23,24,20,43,5,277,384,217,210,246,147,231,70,267,15,1786,4621,7273,5385,5151,5170,4312,2545,4861,467,39776,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,0,15
105,0,13,7,5,0,3,0,10,0,45,16,31,26,20,13,23,72,36,7,229,0,3,3,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,4,4,11,11,7,3,11,9,10,0,70,3896,5371,4425,3832,3782,2607,2393,3069,398,29776,184,267,315,331,226,402,171,570,36,2506,125,6,109,3,16,13,180,73,14,537,126,14,55,21,15,24,31,63,7,353,21,52,43,18,16,18,19,34,4,223,197,31,41,27,29,14,24,52,6,416,599,489,232,345,188,210,111,395,28,2595,5160,6284,5271,4619,4288,3325,3007,4314,501,36768,0,12,3,4,3,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,11,4,3,3,3,4,7,0,38
106,9,36,22,23,16,11,9,37,3,170,15,31,31,61,22,82,26,106,4,388,0,0,0,3,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,3,12,10,4,6,11,7,11,15,0,76,7694,11398,13596,7703,8012,6178,7966,7068,933,70550,254,369,765,465,304,944,515,1121,58,4797,109,11,248,4,16,20,315,158,15,903,107,36,138,41,37,29,61,64,12,520,39,65,73,28,24,27,33,30,4,316,130,34,54,152,36,24,28,55,21,534,510,302,305,555,210,253,115,380,39,2670,8881,12299,15230,9044,8692,7580,9090,9040,1081,80946,4,8,4,3,6,8,4,16,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,11,10,7,3,4,6,0,59,0,3,0,0,0,3,0,6,0,13,3,11,0,0,0,0,3,0,0,21,12,35,17,13,13,10,10,25,3,143
107,88,310,128,118,149,116,29,145,27,1102,77,375,125,271,242,264,49,263,31,1691,0,0,0,0,0,0,0,4,3,11,0,5,0,0,0,0,0,0,0,11,4,14,18,20,10,10,18,13,0,110,7737,14858,10453,8468,10025,6462,4890,5559,855,69309,280,660,666,654,598,1063,192,1026,68,5203,80,7,262,0,35,18,244,148,11,804,52,103,85,49,53,26,74,45,11,493,47,240,72,70,29,21,35,73,13,606,54,62,61,34,55,19,54,27,22,395,348,731,287,505,367,432,76,330,43,3122,8770,17358,12147,10189,11563,8442,5656,7630,1083,82857,16,89,20,37,28,33,19,55,3,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,67,18,8,22,15,0,12,3,175,7,17,0,13,7,8,4,12,0,73,9,17,10,0,0,3,0,6,0,47,60,197,51,66,63,65,21,78,6,612
108,5,8,7,7,10,3,0,7,0,46,9,16,12,33,18,54,19,69,5,229,3,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,8,10,5,16,6,9,7,12,4,83,5031,9153,6781,6371,5918,4918,2821,5088,487,46581,225,413,385,459,336,732,124,790,49,3523,93,3,171,3,21,31,307,109,12,755,71,77,68,51,35,33,53,65,8,458,31,80,66,51,23,35,23,84,13,396,99,51,48,26,51,13,19,55,12,373,570,322,273,344,230,291,79,386,26,2528,6151,10139,7818,7362,6656,6120,3461,6665,614,54984,0,7,0,3,4,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,0,3,9,5,3,7,0,35
109,0,12,3,3,4,4,3,6,0,29,5,10,24,27,27,34,22,55,4,202,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,9,8,0,8,3,11,3,4,3,44,4586,5769,5002,3918,4510,2969,2531,3971,435,33691,163,182,299,237,173,438,131,603,30,2260,89,3,51,0,5,3,196,55,5,411,63,13,38,16,15,11,16,28,0,192,38,80,64,36,29,28,36,50,4,372,172,30,26,23,20,9,35,38,12,356,547,300,254,254,244,217,97,315,33,2256,5671,6409,5778,4524,5016,3721,3058,5125,533,39834,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,0,0,0,24
110,4,11,3,3,4,3,3,11,0,50,10,49,31,23,26,43,102,48,3,341,0,0,4,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,5,8,14,8,22,16,11,28,15,8,134,6275,9185,6787,5279,6071,4336,3780,6115,594,48420,208,416,428,362,315,719,289,1166,71,3986,322,15,221,0,25,35,359,151,12,1141,134,56,60,17,21,27,36,113,8,470,32,92,41,29,27,24,22,41,0,303,252,47,29,46,31,7,33,93,20,550,946,575,337,397,250,287,134,565,51,3537,8197,10467,7965,6168,6779,5491,4796,8323,772,58948,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,3,3,4,3,24
