SA4_CODE_2016,ET_NS_35_39_HW_0,ET_NS_35_39_HW_1_15,ET_NS_35_39_HW_16_24,ET_NS_35_39_HW_25_34,ET_NS_35_39_HW_35_39,ET_NS_35_39_HW_40,ET_NS_35_39_HW_41_48,ET_NS_35_39_HW_49mor,ET_NS_35_39_HW_NS,ET_NS_35_39_Tot,ET_NS_40_44_HW_0,ET_NS_40_44_HW_1_15,ET_NS_40_44_HW_16_24,ET_NS_40_44_HW_25_34,ET_NS_40_44_HW_35_39,ET_NS_40_44_HW_40,ET_NS_40_44_HW_41_48,ET_NS_40_44_HW_49mor,ET_NS_40_44_HW_NS,ET_NS_40_44_Tot,ET_NS_45_49_HW_0,ET_NS_45_49_HW_1_15,ET_NS_45_49_HW_16_24,ET_NS_45_49_HW_25_34,ET_NS_45_49_HW_35_39,ET_NS_45_49_HW_40,ET_NS_45_49_HW_41_48,ET_NS_45_49_HW_49mor,ET_NS_45_49_HW_NS,ET_NS_45_49_Tot,ET_NS_50_54_HW_0,ET_NS_50_54_HW_1_15,ET_NS_50_54_HW_16_24,ET_NS_50_54_HW_25_34,ET_NS_50_54_HW_35_39,ET_NS_50_54_HW_40,ET_NS_50_54_HW_41_48,ET_NS_50_54_HW_49mor,ET_NS_50_54_HW_NS,ET_NS_50_54_Tot,ET_NS_55_59_HW_0,ET_NS_55_59_HW_1_15,ET_NS_55_59_HW_16_24,ET_NS_55_59_HW_25_34,ET_NS_55_59_HW_35_39,ET_NS_55_59_HW_40,ET_NS_55_59_HW_41_48,ET_NS_55_59_HW_49mor,ET_NS_55_59_HW_NS,ET_NS_55_59_Tot,ET_NS_60_64_HW_0,ET_NS_60_64_HW_1_15,ET_NS_60_64_HW_16_24,ET_NS_60_64_HW_25_34,ET_NS_60_64_HW_35_39,ET_NS_60_64_HW_40,ET_NS_60_64_HW_41_48,ET_NS_60_64_HW_49mor,ET_NS_60_64_HW_NS,ET_NS_60_64_Tot,ET_NS_65_69_HW_0,ET_NS_65_69_HW_1_15,ET_NS_65_69_HW_16_24,ET_NS_65_69_HW_25_34,ET_NS_65_69_HW_35_39,ET_NS_65_69_HW_40,ET_NS_65_69_HW_41_48,ET_NS_65_69_HW_49mor,ET_NS_65_69_HW_NS,ET_NS_65_69_Tot,ET_NS_70_74_HW_0,ET_NS_70_74_HW_1_15,ET_NS_70_74_HW_16_24,ET_NS_70_74_HW_25_34,ET_NS_70_74_HW_35_39,ET_NS_70_74_HW_40,ET_NS_70_74_HW_41_48,ET_NS_70_74_HW_49mor,ET_NS_70_74_HW_NS,ET_NS_70_74_Tot,ET_NS_75ov_HW_0,ET_NS_75ov_HW_1_15,ET_NS_75ov_HW_16_24,ET_NS_75ov_HW_25_34,ET_NS_75ov_HW_35_39,ET_NS_75ov_HW_40,ET_NS_75ov_HW_41_48,ET_NS_75ov_HW_49mor,ET_NS_75ov_HW_NS,ET_NS_75ov_Tot,ET_NS_Tot_HW_0,ET_NS_Tot_HW_1_15,ET_NS_Tot_HW_16_24,ET_NS_Tot_HW_25_34,ET_NS_Tot_HW_35_39,ET_NS_Tot_HW_40,ET_NS_Tot_HW_41_48,ET_NS_Tot_HW_49mor,ET_NS_Tot_HW_NS,ET_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_15,Tot_15_19_HW_16_24,Tot_15_19_HW_25_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40,Tot_15_19_HW_41_48,Tot_15_19_HW_49mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_15,Tot_20_24_HW_16_24,Tot_20_24_HW_25_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40,Tot_20_24_HW_41_48,Tot_20_24_HW_49mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_15,Tot_25_29_HW_16_24,Tot_25_29_HW_25_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40,Tot_25_29_HW_41_48,Tot_25_29_HW_49mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_15,Tot_30_34_HW_16_24,Tot_30_34_HW_25_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40,Tot_30_34_HW_41_48,Tot_30_34_HW_49mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_15,Tot_35_39_HW_16_24,Tot_35_39_HW_25_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40,Tot_35_39_HW_41_48,Tot_35_39_HW_49mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_15,Tot_40_44_HW_16_24,Tot_40_44_HW_25_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40,Tot_40_44_HW_41_48,Tot_40_44_HW_49mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_15,Tot_45_49_HW_16_24,Tot_45_49_HW_25_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40,Tot_45_49_HW_41_48,Tot_45_49_HW_49mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_15,Tot_50_54_HW_16_24,Tot_50_54_HW_25_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40,Tot_50_54_HW_41_48,Tot_50_54_HW_49mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_15,Tot_55_59_HW_16_24,Tot_55_59_HW_25_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40,Tot_55_59_HW_41_48,Tot_55_59_HW_49mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_15,Tot_60_64_HW_16_24,Tot_60_64_HW_25_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40,Tot_60_64_HW_41_48,Tot_60_64_HW_49mor,Tot_60_64_HW_NS,Tot_60_64_Tot
101,3,0,3,7,8,4,5,6,13,50,3,9,7,8,7,12,10,13,7,66,8,10,11,10,20,14,8,18,13,98,4,13,8,7,17,16,0,24,12,104,6,15,10,11,16,8,3,23,18,109,11,16,15,6,6,5,0,20,18,105,3,7,8,7,9,9,3,17,14,73,6,0,3,4,4,0,0,4,14,35,0,3,0,3,0,7,0,3,24,47,59,122,75,84,117,98,41,139,176,907,157,2142,461,388,525,341,164,102,143,4423,163,619,634,783,1385,938,553,518,193,5781,216,436,518,668,1421,1129,692,851,150,6074,302,513,565,737,1174,1049,643,998,117,6100,182,497,626,808,1152,1010,593,1029,112,6017,176,615,699,935,1313,1285,677,1328,134,7166,202,569,718,1038,1500,1349,776,1504,144,7805,251,639,808,1171,1609,1367,756,1562,133,8295,336,768,832,1180,1384,1166,649,1381,116,7814,306,817,790,801,789,778,371,926,89,5657
102,9,9,7,7,10,5,7,7,23,85,7,9,3,16,14,22,3,11,30,116,8,7,18,16,20,13,3,9,17,116,5,9,11,15,21,24,4,26,18,132,12,11,12,21,13,18,4,10,15,109,11,12,10,6,4,9,4,14,18,89,0,10,8,9,5,3,0,10,6,56,3,4,0,0,0,3,0,3,15,25,7,3,0,0,0,0,0,0,30,41,76,151,107,139,134,145,37,98,232,1114,295,4193,1026,621,710,485,124,103,170,7736,318,1679,1352,1406,2141,1541,627,517,260,9846,392,826,890,1073,2182,1950,880,1037,177,9414,479,919,1257,1098,1891,1851,879,1226,167,9762,366,1057,1291,1253,1766,1774,864,1382,177,9929,275,1014,1405,1593,2170,2241,990,1568,191,11445,285,1006,1369,1728,2343,2325,1033,1822,181,12089,349,849,1309,1808,2473,2141,1027,1748,173,11875,410,938,1310,1726,2279,1846,848,1471,146,10975,332,956,1070,1026,1283,1026,441,831,110,7078
103,6,6,7,10,9,10,9,20,18,84,4,9,13,10,11,14,9,27,21,108,3,3,7,16,14,24,8,21,14,118,3,15,10,7,18,16,9,25,23,131,17,20,13,10,5,13,3,26,15,124,7,15,15,12,9,11,6,11,21,102,4,5,15,7,0,7,0,18,14,73,3,9,6,4,0,7,3,7,21,64,9,10,4,3,0,8,3,16,29,82,81,128,111,116,122,148,67,199,245,1225,235,2270,458,369,562,458,192,149,180,4871,250,846,661,796,1604,1253,659,723,196,6989,354,576,592,696,1623,1384,908,1361,146,7637,401,712,789,829,1399,1295,867,1572,155,8027,265,567,788,862,1342,1340,805,1655,160,7792,210,652,808,1042,1604,1558,946,1882,146,8852,243,590,798,1101,1810,1635,1022,1936,142,9283,264,591,803,1155,1903,1599,947,1840,154,9245,351,653,825,1054,1661,1506,790,1753,116,8715,300,673,741,730,946,949,453,1200,101,6094
104,0,3,0,5,8,11,4,12,6,45,5,9,5,9,4,11,0,6,14,69,4,8,5,5,7,6,3,13,14,70,7,8,12,9,6,9,6,9,14,82,3,10,7,13,9,8,3,15,8,75,4,8,14,8,3,3,3,6,16,71,3,5,3,0,0,5,0,0,12,30,3,3,4,0,0,3,0,3,4,19,3,3,3,0,0,0,0,4,32,41,51,95,65,70,67,69,28,79,155,682,140,1703,346,276,315,155,54,31,99,3112,136,496,408,615,927,517,221,211,95,3636,166,366,401,511,940,611,319,454,87,3842,184,445,419,566,900,616,338,549,72,4084,142,437,528,632,830,681,371,642,68,4334,127,468,600,826,1075,951,465,788,82,5379,134,509,626,853,1210,924,522,892,94,5768,200,479,656,994,1241,954,460,887,107,5979,248,591,734,996,1147,849,445,854,81,5940,201,628,600,667,651,512,270,559,71,4167
105,0,4,6,7,11,12,0,9,6,65,5,3,0,12,8,7,4,16,19,70,0,3,5,7,9,6,11,12,13,71,5,7,4,6,10,13,4,22,14,86,11,5,10,3,17,12,3,9,13,78,9,13,3,0,3,10,3,14,18,65,4,13,6,4,4,3,4,15,12,66,0,0,3,3,0,0,0,9,12,29,0,6,3,6,0,3,0,3,23,45,64,79,49,55,87,81,55,134,169,770,94,1021,231,182,298,181,97,113,86,2300,123,311,334,420,933,680,351,475,99,3732,207,289,310,427,1050,933,527,881,99,4725,267,337,416,451,874,758,430,880,94,4503,136,307,352,472,813,728,364,860,80,4109,109,280,323,503,894,799,430,1012,107,4454,105,275,338,572,1014,827,457,1149,95,4832,147,294,343,520,1101,906,443,1212,99,5057,208,311,367,570,950,854,441,1146,86,4932,168,324,330,377,591,518,259,770,71,3417
106,3,11,8,10,6,13,11,10,19,88,3,10,6,12,12,11,7,11,19,95,0,10,7,7,22,12,6,14,12,95,9,11,5,13,22,12,6,19,20,117,5,10,10,8,12,13,5,18,13,99,5,13,3,3,12,5,7,9,22,82,3,12,3,6,0,6,7,6,9,54,0,0,3,5,0,0,0,0,15,30,0,3,0,3,0,0,0,3,31,50,57,127,75,93,128,113,60,135,241,1019,269,3366,773,508,654,479,212,211,167,6643,293,1217,1011,1166,1992,1568,829,868,220,9147,423,735,840,1004,2213,1929,1315,1632,196,10282,509,808,1075,997,1902,1828,1337,1880,165,10504,308,869,1050,1081,1757,1699,1208,1933,189,10080,315,877,1086,1333,1971,2004,1306,2103,186,11177,297,790,1051,1293,2118,1997,1323,2063,178,11104,322,762,1041,1274,2146,1857,1228,1864,169,10667,391,793,946,1192,1769,1528,1040,1695,140,9490,262,776,821,736,952,878,469,913,99,5905
107,5,9,6,11,21,4,0,10,7,72,8,3,14,11,6,20,0,6,20,88,4,9,3,13,16,12,11,10,20,105,5,9,8,10,14,23,3,11,20,109,3,3,11,9,13,10,0,13,19,82,5,15,8,8,9,4,6,5,14,67,3,11,5,4,8,0,4,0,8,39,3,3,0,0,3,6,0,4,13,29,3,3,0,0,0,0,0,0,24,35,68,139,96,94,121,113,33,93,213,962,252,3765,817,446,580,489,123,86,141,6693,307,2376,1586,1450,2039,1609,617,579,255,10817,409,931,978,1125,2214,2024,907,990,182,9742,509,870,1213,1120,2064,1912,917,1284,173,10059,389,956,1348,1254,1993,1719,924,1432,139,10154,262,957,1437,1556,2167,2085,1076,1684,146,11367,266,907,1197,1435,2362,2113,1079,1695,177,11227,318,861,1204,1542,2434,2044,1048,1688,146,11282,382,858,1107,1316,2118,1664,914,1352,121,9830,313,823,912,772,1042,864,374,761,88,5939
108,3,6,12,8,9,15,0,5,15,73,5,6,10,11,9,14,4,17,14,94,3,9,4,15,12,15,10,16,28,112,12,19,8,17,12,15,9,28,18,126,13,15,9,11,13,12,7,17,25,120,14,13,5,9,10,16,3,8,32,111,4,9,7,8,3,3,0,7,21,62,0,12,3,3,3,0,0,3,21,42,0,3,0,0,3,0,0,5,37,60,76,158,76,116,103,110,50,130,285,1094,255,2383,448,339,417,223,91,61,155,4368,208,622,556,717,1165,682,339,317,155,4756,214,511,521,702,1175,846,475,563,112,5121,291,522,600,768,1068,858,431,736,96,5374,204,579,771,828,1108,945,476,804,129,5853,197,592,776,1123,1449,1301,648,1144,134,7366,222,650,913,1223,1651,1389,676,1223,166,8121,286,755,956,1405,1704,1338,671,1368,154,8635,392,840,1025,1401,1626,1268,642,1218,150,8572,299,828,878,965,912,732,360,773,102,5855
109,3,3,6,4,8,9,5,9,7,49,7,3,0,4,7,5,0,16,4,49,4,3,3,4,13,13,3,20,8,78,3,3,5,7,5,15,0,15,10,56,9,4,7,3,10,14,9,15,13,82,13,9,5,4,4,10,7,14,11,73,8,4,7,0,3,3,0,14,24,63,0,12,0,0,0,0,0,3,5,24,3,3,3,0,0,3,0,0,11,26,65,72,41,47,70,82,34,126,142,677,127,1553,270,222,335,245,93,70,101,3018,126,601,409,552,1010,726,357,304,125,4200,196,346,340,526,923,827,467,633,74,4331,237,405,476,524,887,743,455,688,90,4509,146,427,461,541,755,737,430,797,74,4359,126,370,499,649,859,925,510,941,87,4982,133,369,479,707,1050,924,561,1081,97,5396,195,341,482,771,1067,980,526,1149,87,5614,280,384,517,761,1032,861,519,1076,90,5510,234,493,490,519,629,584,270,736,75,4032
110,9,4,3,4,9,9,0,14,21,74,4,4,3,12,11,11,6,20,25,97,4,8,8,14,11,17,3,22,19,97,9,11,3,12,20,11,7,26,11,114,3,13,12,15,14,24,5,26,17,120,4,15,6,13,12,20,5,31,18,127,3,9,11,10,3,7,3,21,16,81,0,9,6,7,0,3,0,9,16,54,12,5,9,3,6,4,0,8,31,72,66,117,82,108,123,142,47,207,248,1148,209,2008,443,380,528,351,132,134,176,4371,231,685,555,744,1448,1029,548,586,184,6019,298,516,501,652,1531,1328,735,1065,135,6761,319,526,637,771,1361,1154,737,1211,125,6857,238,567,579,798,1273,1145,607,1324,131,6654,176,556,676,914,1448,1314,706,1542,136,7464,198,519,634,995,1589,1372,719,1800,144,7978,220,553,714,1016,1678,1384,742,1854,141,8307,311,594,713,1005,1552,1240,681,1727,161,7974,264,581,606,735,931,860,403,1292,107,5786
