SA4_CODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
101,0,56,66,4,11,6,4,91,17,0,0,4,0,17,899,59,160,55,14,1188,105,10,19,6,0,140,68,5,20,4,0,93,33,0,0,0,0,36,725,46,61,25,11,870,572,31,81,36,31,760,27712,1645,3033,1185,388,33963,44390,4304,6524,1919,703,57845,112,13,17,3,0,145,281,60,54,18,7,413,42,13,11,0,0,70,35,7,0,0,3,49,115,10,6,3,3,141,81,10,6,0,3,106,186,29,51,21,8,293,36,9,14,8,0,56,87,4,11,0,0,108,641,52,24,7,12,741,55,0,6,0,0,65,55,9,12,0,0,70,54,3,3,0,3,67,106,16,25,3,3,156,91,23,27,13,3,154,29,3,7,0,0,41,139,19,11,0,3,173,57,5,21,10,3,96,98,6,18,4,0,129,27,3,11,9,3,46,106,15,24,11,3,160,884,84,116,31,10,1117,89,9,7,0,0,107
102,0,56,174,10,27,8,4,225,5,0,3,0,0,13,2350,159,243,53,35,2839,159,10,19,0,3,191,97,8,20,5,0,138,68,0,0,0,0,70,865,78,104,36,8,1092,685,27,58,31,35,836,48820,2451,3697,876,537,56377,71780,5486,6774,1090,866,85996,192,26,26,3,0,243,397,116,112,24,6,656,50,10,10,0,0,65,64,21,9,4,0,100,154,15,12,3,0,178,23,0,3,0,0,29,167,30,50,8,3,259,32,6,7,3,0,51,103,19,17,5,0,141,715,97,39,13,14,881,135,9,10,3,0,156,57,6,11,0,0,76,23,5,9,0,0,38,254,28,37,9,3,325,92,32,25,9,0,162,81,3,12,0,0,101,183,37,34,13,7,277,59,18,25,4,0,105,177,28,33,4,3,233,64,14,13,5,0,99,121,16,29,6,0,177,1832,221,206,46,14,2321,66,6,6,3,3,82
103,0,38,60,11,9,3,3,77,4,0,0,0,0,4,782,51,102,33,12,977,76,4,8,6,3,98,31,5,9,8,0,57,62,0,7,0,0,67,337,20,44,9,7,417,637,42,91,46,43,865,33479,1516,3217,1381,535,40134,58955,4033,7446,2623,1022,74076,105,3,6,3,3,118,158,17,63,23,3,269,22,4,3,0,0,29,16,3,9,0,0,34,83,3,9,0,5,96,10,0,0,0,0,15,103,11,23,11,4,155,9,0,11,4,0,21,35,3,19,0,0,60,475,47,22,3,8,556,31,0,3,0,0,29,31,5,3,0,0,40,7,16,0,0,0,23,106,13,13,3,0,128,52,10,18,8,6,95,23,3,4,0,0,25,71,5,3,3,0,81,15,0,8,3,3,29,74,4,10,4,0,99,17,0,7,6,0,26,62,10,25,10,3,116,813,54,97,33,14,1009,36,6,3,0,0,44
104,0,9,43,0,13,3,5,62,3,0,0,0,0,5,677,44,106,23,10,860,77,0,15,0,0,88,21,3,9,0,0,32,16,0,0,0,0,23,448,25,50,14,5,557,381,17,49,14,22,479,21058,928,2143,622,322,25066,33550,2280,4203,1021,541,41589,89,8,11,3,3,107,67,18,22,3,0,108,3,0,0,0,0,10,14,5,5,0,0,19,40,12,4,0,0,53,3,0,0,0,0,5,119,20,28,10,6,182,9,0,4,0,0,9,34,13,14,0,0,66,459,54,97,79,7,704,22,0,3,3,0,25,7,0,0,0,0,14,5,0,3,0,0,6,85,8,12,0,0,105,34,3,10,0,0,47,34,0,4,0,0,41,33,3,0,3,0,44,8,0,0,0,0,11,54,5,11,3,0,72,5,0,3,4,0,13,86,7,11,7,0,116,610,55,120,15,12,811,16,0,4,0,0,26
105,0,59,21,0,0,3,0,27,0,0,0,0,0,3,273,16,20,20,5,329,28,0,0,0,0,38,30,0,3,0,0,33,36,0,0,0,0,36,268,8,18,3,9,313,387,20,42,27,39,515,18283,741,1659,839,304,21825,31433,2107,4222,1746,634,40140,35,3,0,0,0,46,118,24,29,6,0,172,9,4,0,0,0,15,23,4,3,0,0,32,64,0,3,0,0,72,5,0,0,0,0,9,72,8,24,5,3,107,8,0,6,0,0,10,20,4,13,0,0,39,353,20,6,3,11,392,23,0,0,0,0,25,24,7,0,0,0,30,8,0,4,0,0,12,51,0,9,3,0,65,12,3,4,0,0,25,10,0,0,0,0,9,47,3,6,0,4,59,13,7,12,0,0,29,35,8,9,0,4,52,12,3,3,0,0,17,34,4,14,4,0,51,445,28,36,3,7,515,47,5,3,0,0,61
106,0,38,71,8,17,6,4,99,3,0,3,3,0,7,973,71,162,38,9,1251,110,5,7,3,0,131,44,8,14,5,0,67,48,3,0,3,0,55,412,30,42,9,6,505,604,33,58,38,39,777,39620,1730,2870,960,446,45625,75402,4410,5308,1495,841,87456,142,13,10,6,0,171,214,45,74,24,4,357,24,0,4,0,3,36,15,7,3,0,0,31,86,3,6,4,0,99,14,0,7,3,0,29,157,20,19,3,3,203,18,3,9,3,0,30,49,6,20,0,0,79,398,72,26,6,6,513,43,0,3,0,0,48,25,0,0,0,0,22,10,4,0,0,0,14,173,15,14,5,3,205,43,4,18,3,0,68,27,3,3,0,0,39,69,11,12,0,0,94,25,0,6,0,0,36,137,17,22,8,0,182,17,9,0,5,0,33,88,15,25,4,6,134,1401,109,114,38,17,1676,44,22,6,0,0,73
107,0,89,176,11,35,5,0,228,74,4,8,0,0,88,2193,107,203,34,22,2552,160,6,21,3,0,195,210,24,42,8,3,289,37,3,3,0,0,41,1498,78,135,32,19,1768,568,24,50,16,36,702,46012,1787,3154,667,439,52051,67730,4395,5272,872,639,78909,186,16,18,5,3,224,937,101,109,48,10,1207,162,22,17,3,3,201,89,21,10,0,4,128,170,3,3,3,7,182,747,73,69,8,7,899,275,22,46,7,0,352,119,12,21,4,3,168,136,31,23,4,0,191,869,123,52,18,10,1059,143,15,3,4,0,165,175,14,18,5,0,213,87,20,11,0,3,120,200,27,29,3,0,255,359,70,47,12,5,498,56,5,11,0,0,80,201,29,21,8,3,264,177,38,48,11,4,281,160,16,20,5,3,201,93,12,9,3,0,111,136,18,30,7,6,200,1201,86,112,12,18,1435,141,25,13,0,8,178
108,0,17,48,4,19,5,3,74,0,3,0,0,0,6,940,69,130,37,12,1190,66,10,14,4,3,90,26,0,4,0,0,31,20,0,3,0,0,25,374,33,52,18,7,479,636,27,68,32,32,796,29530,1379,2882,948,520,35260,47387,3249,6342,1582,919,59483,111,15,11,5,0,143,121,30,28,14,3,203,15,3,3,0,0,16,26,13,7,0,0,50,52,3,6,0,0,63,6,0,0,0,0,5,111,15,37,8,3,180,9,0,3,0,0,20,36,12,12,0,0,61,262,49,16,6,7,340,36,5,4,0,0,42,24,4,4,0,0,30,12,3,0,0,0,20,116,16,15,0,9,147,41,5,8,10,0,60,30,0,7,0,0,40,52,5,8,3,0,71,13,0,7,3,0,23,56,16,18,0,0,82,26,0,3,3,4,37,90,14,23,3,4,138,841,89,124,24,12,1090,19,3,0,0,0,26
109,0,45,38,5,7,0,3,55,0,0,0,0,0,0,442,31,41,26,7,541,35,0,4,0,0,41,19,3,3,0,0,25,18,0,3,0,0,22,287,14,21,11,3,334,372,27,39,29,21,499,20456,1083,1662,804,296,24303,34132,3044,4009,1579,550,43317,46,5,3,0,0,60,75,23,26,5,0,128,21,0,0,0,0,21,8,7,0,0,0,19,55,4,0,0,0,62,3,0,0,0,0,3,97,4,14,5,0,127,6,3,7,0,4,18,25,3,12,0,0,33,426,31,19,3,5,483,16,3,0,0,0,20,9,0,0,0,0,9,8,4,0,0,0,13,68,3,0,0,0,72,41,18,14,11,3,84,11,0,0,0,0,12,56,0,3,0,0,63,8,3,5,0,0,17,57,9,4,0,3,73,7,0,0,3,0,6,71,12,14,9,3,108,513,44,35,14,11,617,21,3,0,0,0,30
110,0,35,35,5,9,3,0,54,3,0,3,0,0,6,477,38,76,47,9,640,81,4,16,10,0,103,48,3,3,3,0,56,32,4,0,0,0,30,446,13,30,23,11,521,601,38,83,56,34,809,29322,1337,2961,1556,497,35662,50669,3680,7130,2908,966,65355,81,5,5,4,0,108,193,15,53,7,0,264,11,0,4,0,0,13,8,0,0,0,0,9,92,0,6,0,0,107,3,0,0,0,0,3,113,10,15,9,0,152,12,0,4,0,0,17,50,0,11,3,0,65,365,29,11,7,5,418,29,0,3,0,0,38,31,3,8,0,0,40,8,0,0,0,0,11,62,7,11,4,3,84,32,3,7,7,0,54,31,0,3,0,0,35,168,6,5,0,0,179,10,5,0,0,0,21,75,7,11,3,0,96,6,0,3,7,0,16,65,10,20,13,4,106,671,48,80,21,9,826,45,10,9,0,0,56
