SA4_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
101,841,166,66,7166,5766,751,1016,172,98,7805,6065,800,1098,224,104,8295,5604,736,1078,288,109,7814,3642,574,1012,328,105,5657,1329,380,684,325,73,2794,371,170,359,283,35,1211,158,78,262,215,47,765,53502,5230,7921,2343,907,69907
102,1151,156,116,11445,9420,1144,1238,180,116,12089,9333,1099,1146,174,132,11875,8590,943,1131,207,109,10975,5255,701,859,170,89,7078,1820,463,500,116,56,2945,506,211,207,104,25,1051,162,83,102,64,41,453,85835,7324,8816,1517,1114,104601
103,863,191,108,8852,7345,687,932,204,118,9283,7141,672,1022,280,131,9245,6580,565,1141,311,124,8715,4056,492,1035,412,102,6094,1510,328,736,437,73,3087,493,158,455,333,64,1498,193,82,378,361,82,1089,65859,4631,8456,3012,1225,83186
104,612,103,69,5379,4466,434,675,122,70,5768,4597,478,685,134,82,5979,4540,398,749,178,75,5940,2899,350,660,180,71,4167,920,171,396,152,30,1670,242,66,157,79,19,572,94,38,106,85,41,362,38948,2797,5141,1280,682,48847
105,436,127,70,4454,3741,342,495,180,71,4832,3793,380,591,211,86,5057,3607,330,651,262,78,4932,2268,245,603,237,65,3417,898,158,412,211,66,1741,258,79,224,179,29,771,125,57,212,199,45,639,35440,2387,4692,1914,770,45204
106,733,147,95,11177,9340,769,743,154,95,11104,8792,749,817,188,117,10667,7613,697,869,215,99,9490,4307,578,724,218,82,5905,1475,380,451,225,54,2579,377,161,245,174,30,989,176,87,161,162,50,626,84669,5295,6383,1828,1019,99196
107,1060,120,88,11367,9180,920,898,124,105,11227,9172,878,972,150,109,11282,8112,701,800,131,82,9830,4559,557,622,133,67,5939,1503,314,374,104,39,2337,404,141,137,69,29,780,148,59,73,71,35,387,85134,6073,7223,1236,962,100628
108,860,136,94,7366,6345,560,945,160,112,8121,6644,624,1039,200,126,8635,6453,618,1158,218,120,8572,3984,498,974,284,111,5855,1428,317,578,266,62,2651,373,134,310,172,42,1030,146,70,176,171,60,615,53818,4018,7478,1898,1094,68308
109,502,121,49,4982,4097,523,546,160,78,5396,4265,552,565,175,56,5614,4077,524,612,223,82,5510,2761,377,583,240,73,4032,1029,238,362,183,63,1876,271,100,177,157,24,737,118,62,130,179,26,512,38699,3456,4476,1765,677,49077
110,793,214,97,7464,6202,552,890,244,97,7978,6187,636,1043,325,114,8307,5714,617,1113,410,120,7974,3686,490,1032,452,127,5786,1382,316,742,442,81,2966,425,154,452,354,54,1439,172,99,318,389,72,1053,57087,4172,7957,3264,1148,73620
