SA4_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
101,7,43,3,4,6,9,0,7,3,87,59,846,62,15,6,3,5,4,18,1018,24,352,131,30,7,12,4,7,8,584,37,171,192,86,18,15,6,12,10,546,26,129,261,175,56,30,9,25,5,717,26,103,195,375,175,47,26,40,8,1008,36,59,95,250,386,144,86,50,6,1116,24,27,33,80,286,157,114,82,10,820,24,13,17,38,103,129,86,108,9,515,10,4,11,13,48,52,45,55,3,241,6,9,4,14,18,33,8,67,3,161,0,3,0,3,7,22,10,44,0,81,3,6,0,8,10,27,18,49,0,109,3,7,3,7,4,8,9,30,0,66,8,50,15,11,17,8,9,5,19,145,292,1807,1035,1109,1150,696,435,587,107,7218,0,0,0,4,5,4,0,4,0,18,0,34,14,3,5,4,0,3,0,60,4,47,13,12,10,6,0,3,0,99,3,43,38,18,18,10,0,7,6,147
102,12,65,10,7,3,4,0,12,6,125,122,1691,123,19,12,0,3,3,20,2000,67,914,336,78,14,16,4,8,16,1451,41,453,435,148,30,31,3,10,18,1170,42,234,484,279,89,30,8,24,20,1213,66,200,411,599,240,102,37,34,26,1718,56,95,169,437,522,194,67,77,22,1636,33,57,69,165,466,268,139,96,16,1299,19,15,18,57,194,232,104,138,8,784,9,11,10,21,75,112,60,116,3,423,3,14,7,8,43,83,49,79,4,296,0,3,4,8,28,30,18,64,3,158,8,3,3,10,26,38,24,89,0,197,6,11,8,7,9,23,10,52,0,131,12,64,27,28,27,19,4,9,20,199,499,3841,2111,1865,1771,1179,546,796,180,12795,0,3,3,4,0,0,0,3,0,14,6,102,12,3,0,0,0,0,0,124,8,103,46,17,9,3,0,4,7,193,4,67,45,31,15,8,0,4,5,181
103,6,48,0,8,10,3,0,8,0,78,74,867,61,12,3,0,3,4,20,1050,46,405,131,51,16,11,3,13,17,694,28,223,199,97,33,9,3,13,14,624,30,154,265,163,50,23,15,22,16,731,40,121,208,357,180,67,35,32,21,1052,28,49,68,255,450,157,78,51,13,1139,33,18,52,92,295,156,136,85,9,878,22,8,19,35,116,122,71,105,6,509,11,5,8,10,36,59,35,75,0,243,8,3,10,7,20,31,28,64,3,171,3,3,0,0,5,15,12,43,0,78,0,0,0,0,12,22,19,69,0,127,3,3,3,3,7,9,7,35,0,69,8,37,13,15,12,15,3,3,10,125,346,1939,1047,1105,1232,691,456,613,142,7566,3,3,3,3,4,6,0,6,0,34,0,31,12,3,0,0,3,4,3,55,7,40,12,7,3,5,3,11,0,82,13,47,42,19,16,13,0,16,3,155
104,10,29,5,3,0,3,0,3,0,52,47,695,41,7,0,0,4,3,13,815,23,325,99,24,5,4,0,3,12,505,10,177,144,61,18,10,3,11,9,448,28,114,202,130,35,15,10,17,13,565,27,81,167,283,94,35,27,24,0,741,32,30,72,208,301,100,58,31,7,841,17,23,30,64,219,122,64,61,3,601,5,9,18,10,94,75,55,74,0,340,3,6,3,10,40,32,35,49,0,177,3,3,0,11,22,22,19,33,0,111,0,3,0,0,6,12,5,18,0,47,0,3,4,4,5,10,5,20,0,57,0,0,3,0,3,4,0,10,0,31,4,27,10,13,3,6,8,12,10,87,206,1527,798,839,861,453,292,366,63,5408,5,7,0,3,0,3,0,3,3,18,0,24,0,0,0,3,0,3,0,35,3,35,15,7,0,3,0,3,3,74,3,35,24,7,5,6,4,4,0,89
105,3,11,4,3,0,0,0,6,3,35,25,420,20,3,3,0,0,8,16,494,12,180,71,17,9,4,0,6,12,315,11,112,97,45,3,13,4,4,8,295,9,62,110,104,27,15,14,12,6,354,19,46,109,227,107,32,13,19,7,577,18,21,47,128,280,80,52,31,3,664,16,15,12,51,190,105,74,45,5,499,0,7,15,7,59,70,48,49,5,265,3,6,4,7,22,46,31,52,4,172,0,0,0,3,8,14,19,44,0,92,0,0,4,0,4,11,10,20,0,51,0,0,3,3,4,17,11,34,0,74,0,0,0,3,4,7,7,28,0,45,6,21,13,8,23,4,0,9,6,79,133,899,507,611,746,421,269,362,71,4018,0,0,0,0,5,0,3,3,3,16,3,18,3,0,0,3,3,3,3,42,3,27,13,8,3,4,0,9,3,59,3,22,22,9,4,9,0,15,0,90
106,15,49,5,8,4,3,3,5,4,98,92,1281,111,17,3,5,0,4,18,1544,49,642,218,62,17,11,6,8,24,1039,47,386,388,113,41,17,4,9,17,1020,33,224,401,228,52,23,20,12,11,995,55,153,324,507,194,70,24,35,20,1377,44,80,142,328,402,140,69,48,15,1268,27,28,55,129,373,187,110,65,14,983,16,23,23,40,136,164,88,114,3,613,5,7,9,11,42,77,48,58,3,265,3,6,3,4,28,38,20,54,7,171,3,0,0,0,5,12,24,40,0,93,3,3,5,4,10,27,10,51,0,120,0,3,7,3,9,17,5,38,7,93,3,61,27,17,25,11,4,9,14,170,398,2944,1718,1489,1338,794,448,554,146,9836,5,14,5,3,4,3,7,10,3,47,7,81,16,0,4,3,3,3,4,114,3,70,31,14,3,6,0,0,8,136,12,67,46,28,10,7,7,13,6,197
107,12,49,16,9,3,12,3,5,4,112,98,1474,114,16,3,0,0,5,17,1734,49,854,285,64,10,12,3,5,16,1296,37,462,400,122,26,24,9,21,7,1096,37,195,507,238,67,29,9,19,12,1106,35,171,347,508,211,78,28,33,12,1420,42,75,118,371,448,125,55,42,15,1278,27,44,43,137,375,202,112,84,11,1035,15,21,31,47,187,155,81,103,3,636,8,5,7,11,71,83,54,79,6,318,6,10,10,16,43,59,26,64,0,224,0,0,7,3,20,32,9,46,3,117,4,8,3,4,26,29,19,51,0,136,4,0,6,4,9,16,12,37,0,88,0,61,23,26,15,15,7,11,13,167,378,3420,1908,1566,1503,855,425,603,120,10780,0,11,0,3,4,3,0,3,0,33,0,107,9,0,0,0,0,4,0,128,8,107,33,8,4,4,0,8,4,180,11,71,63,28,4,6,6,8,3,200
108,9,37,7,7,3,4,0,4,0,76,80,1006,55,18,6,6,3,7,22,1193,50,389,133,44,16,13,9,12,10,680,26,243,216,85,21,21,7,14,15,646,25,161,310,192,48,26,18,27,17,829,59,139,247,465,188,47,26,43,11,1226,29,56,108,299,449,130,58,59,9,1203,18,29,31,101,351,150,105,57,11,852,13,17,10,29,105,102,85,80,10,443,4,3,8,16,37,67,34,58,0,224,3,7,0,0,23,27,13,31,0,112,0,0,3,3,9,10,8,25,0,59,0,4,3,3,6,16,12,50,0,99,5,4,3,3,3,10,3,19,0,54,10,46,21,12,14,9,8,15,26,164,327,2157,1170,1286,1267,637,394,508,128,7863,0,3,3,3,7,3,0,3,0,24,4,44,0,0,0,3,0,6,0,62,13,43,12,4,4,4,0,3,3,86,8,46,32,13,7,11,0,10,4,126
109,3,17,3,3,3,0,0,0,0,34,42,638,26,4,0,3,0,4,9,734,26,275,89,28,3,3,4,7,11,445,13,149,129,47,15,6,0,8,4,380,17,89,198,111,23,13,7,10,4,479,23,65,132,244,106,41,10,26,9,657,28,27,59,166,228,77,39,26,3,656,24,23,22,47,162,93,66,43,0,476,10,11,18,18,58,76,50,59,3,309,6,3,8,7,24,45,30,50,0,171,3,0,0,3,10,23,22,32,0,95,0,0,0,4,8,22,3,33,0,69,0,3,0,0,3,12,13,34,0,66,0,3,3,4,3,10,3,17,0,52,7,31,10,6,12,7,0,10,17,98,214,1335,693,701,667,434,257,363,68,4727,0,5,0,0,0,0,0,6,0,12,0,23,0,4,0,5,0,0,0,39,5,27,18,9,3,0,0,4,0,65,5,47,16,7,4,8,0,7,0,99
110,14,32,6,4,3,3,3,4,3,73,64,803,46,15,3,3,0,4,25,960,37,355,140,38,8,3,0,3,22,612,28,188,187,67,29,20,6,5,8,535,25,126,251,162,44,18,13,23,10,666,42,96,192,368,175,52,29,27,8,993,36,37,96,219,378,127,61,53,9,1005,19,22,29,68,296,145,117,68,3,759,11,9,15,24,101,100,91,93,3,448,10,3,0,10,43,51,41,85,3,254,3,3,0,3,16,22,25,46,0,122,0,0,5,0,8,15,10,33,0,72,0,4,3,0,3,12,12,46,5,81,3,4,3,9,5,7,3,38,0,71,7,33,15,23,12,14,3,6,11,121,289,1707,981,1003,1117,589,417,543,114,6760,3,3,0,0,3,3,0,6,0,26,5,35,5,3,0,0,0,5,0,54,10,42,14,5,3,4,3,7,3,93,12,62,35,15,13,9,3,16,0,163
