SA4_CODE_2016,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000mo_Mng,CI_II_3000mo_Pro,CI_II_3000mo_TecTW,CI_II_3000mo_CoPSW,CI_II_3000mo_ClAW,CI_II_3000mo_SWks,CI_II_3000mo_MaOpDv,CI_II_3000mo_Lab,CI_II_3000mo_IDNS,CI_II_3000mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000mo_Mng,LE_IDNS_3000mo_Pro,LE_IDNS_3000mo_TecTW,LE_IDNS_3000mo_CoPSW,LE_IDNS_3000mo_ClAW,LE_IDNS_3000mo_SWks,LE_IDNS_3000mo_MaOpDv,LE_IDNS_3000mo_Lab,LE_IDNS_3000mo_IDNS,LE_IDNS_3000mo_Tot,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot
101,4,6,4,4,4,3,4,0,0,20,6,0,0,0,7,0,0,0,0,11,3,0,0,0,5,0,0,0,0,10,139,57,85,199,295,172,74,199,8,1224,17,0,3,0,0,3,0,3,5,35,5,0,4,16,10,28,3,14,8,92,15,6,4,16,6,17,4,22,6,94,16,3,15,33,17,24,6,22,8,142,18,10,16,26,25,33,7,36,7,179,28,19,34,36,43,31,12,37,11,254,35,21,33,48,53,44,24,48,17,316,47,32,38,38,53,31,24,50,8,323,57,28,35,19,53,16,18,21,18,271,30,16,18,9,25,7,13,10,9,140,34,21,12,5,17,4,7,5,4,106,18,14,3,4,6,0,6,3,0,63,25,21,0,4,7,3,4,3,3,77,17,13,7,0,4,0,0,0,0,49,26,15,17,17,8,17,10,10,45,157,385,229,239,274,320,263,146,296,153,2295
102,18,5,3,3,4,0,0,0,0,33,0,0,0,0,0,3,0,0,0,3,3,0,0,4,5,5,0,0,0,26,157,85,103,255,400,351,94,207,21,1669,3,3,3,0,8,5,0,5,9,40,3,3,10,10,3,47,0,28,5,111,5,7,14,23,20,30,7,29,9,148,21,7,20,34,34,31,7,31,8,193,10,24,18,51,38,34,12,33,21,251,22,35,30,49,79,57,15,53,22,359,41,37,43,69,62,47,33,71,10,416,34,44,54,66,94,47,31,55,17,437,49,53,47,30,87,23,37,26,22,370,31,44,29,29,40,15,16,15,10,218,29,34,11,4,17,6,6,12,3,130,16,32,8,7,3,4,12,5,4,95,20,29,3,7,8,3,3,5,4,91,11,33,4,3,3,0,0,3,7,74,16,19,18,24,9,18,13,24,83,233,305,409,315,419,528,367,183,399,237,3167
103,11,0,0,0,4,0,15,0,0,38,5,0,3,0,3,0,0,0,0,15,5,0,0,0,3,3,3,0,0,24,234,59,104,204,383,241,113,216,17,1579,31,0,0,3,7,3,3,6,14,62,14,0,6,15,4,30,3,24,4,97,27,4,6,28,13,28,3,33,10,151,29,18,10,25,30,24,5,30,11,185,36,11,30,44,33,36,9,43,10,244,42,25,35,50,45,35,23,49,18,325,45,22,39,43,50,46,25,69,14,353,58,29,40,38,59,19,54,48,14,363,56,31,33,28,46,22,31,27,3,283,32,27,15,12,22,7,24,23,4,165,22,37,14,14,18,8,16,10,8,142,18,24,11,13,6,5,13,3,3,96,22,18,7,3,6,0,28,3,6,92,28,24,9,3,4,5,7,8,3,85,27,11,15,13,17,20,20,28,59,212,503,272,259,327,346,286,267,410,184,2854
104,0,0,0,0,4,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,12,76,37,64,152,222,188,33,164,8,957,9,0,0,3,0,0,0,4,5,28,0,3,3,10,3,31,0,18,3,73,9,0,3,15,14,15,0,22,6,93,17,5,16,20,21,15,0,36,8,126,13,9,12,24,17,15,9,24,8,125,21,22,16,38,51,24,10,38,13,229,21,16,17,38,25,20,22,32,10,203,26,27,27,27,38,19,29,29,7,227,15,25,15,12,22,8,19,11,9,131,15,26,13,7,15,4,12,6,3,97,7,30,0,6,11,4,10,0,3,65,7,16,3,0,0,0,4,0,0,36,10,14,3,0,3,4,0,3,0,36,7,13,0,0,0,0,0,0,3,32,8,7,7,7,10,10,6,18,37,103,181,201,130,210,225,181,120,247,109,1601
105,6,3,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,12,137,43,53,131,175,114,43,133,9,846,19,7,0,3,0,0,3,3,5,42,6,3,4,7,7,22,0,11,8,59,24,0,6,9,3,8,5,22,3,81,11,6,6,13,6,9,5,28,4,97,17,11,6,24,12,5,10,25,0,110,20,12,8,30,15,27,3,33,11,163,29,27,26,34,25,31,12,37,13,228,37,21,28,34,39,14,31,33,11,244,38,24,19,19,26,7,17,21,3,184,14,11,12,4,10,6,7,3,3,76,14,25,3,3,9,0,25,7,0,84,11,9,8,3,9,3,4,0,9,55,8,23,6,3,0,3,10,0,0,66,18,3,0,0,0,3,3,0,0,33,22,5,18,11,7,4,11,16,41,137,295,195,150,197,174,141,144,246,112,1655
106,8,6,4,0,7,0,32,5,0,56,8,0,3,3,4,8,4,4,0,31,0,4,0,0,9,0,3,0,3,14,171,56,128,273,388,326,171,267,17,1795,11,0,4,3,8,0,0,8,4,32,8,0,3,8,8,41,5,27,6,101,18,6,5,33,8,23,8,30,5,132,23,10,12,26,13,24,7,23,13,151,12,12,18,47,26,29,6,46,14,206,21,28,34,69,43,43,19,45,16,313,37,28,26,51,48,37,28,74,13,349,32,37,46,52,59,20,41,47,5,350,39,46,47,23,47,15,41,26,12,291,23,19,27,16,29,6,39,14,6,170,29,23,20,14,12,8,23,8,9,143,8,16,16,7,12,3,24,12,3,92,24,21,9,8,6,3,45,9,3,137,18,20,9,6,5,3,6,3,9,80,16,24,14,13,10,21,14,33,53,210,317,294,286,372,337,270,312,407,173,2763
107,6,6,0,0,0,4,6,3,0,27,3,0,3,0,0,0,0,0,0,7,0,0,0,3,3,6,0,3,0,18,116,88,85,233,437,244,83,181,10,1472,3,3,0,0,3,0,3,3,8,24,3,8,0,18,10,27,3,21,7,101,3,4,16,26,14,31,3,29,11,134,4,9,9,35,24,29,5,39,13,167,7,25,18,37,32,35,10,32,20,214,23,30,28,58,53,47,12,47,12,308,22,33,31,50,74,47,26,39,12,343,25,36,52,37,93,34,33,44,13,364,27,55,34,36,65,18,34,33,14,313,24,43,18,11,39,17,17,12,3,179,26,45,16,7,22,5,15,8,12,156,14,22,8,5,13,3,11,3,3,93,23,36,5,11,6,7,13,3,4,110,12,39,0,3,3,3,0,0,4,68,10,17,12,12,10,15,9,19,62,178,223,403,260,349,458,319,200,329,208,2753
108,4,3,0,0,0,5,8,0,0,19,0,0,0,0,0,0,0,0,0,6,3,0,0,3,3,5,0,5,0,19,124,72,101,186,315,280,73,219,11,1377,8,3,0,3,3,5,0,4,5,34,3,4,3,16,9,43,3,26,5,113,14,9,15,22,11,28,4,27,9,129,19,17,14,32,26,21,5,33,12,180,21,11,25,24,17,25,9,41,16,176,23,28,32,66,54,38,14,58,17,324,28,32,37,69,65,39,25,57,15,366,39,32,38,36,55,20,37,39,14,311,27,37,19,24,44,18,39,21,9,239,20,30,12,17,17,6,13,17,3,131,7,25,3,3,17,3,3,9,3,75,4,19,3,4,7,0,8,3,0,51,24,15,9,3,4,7,8,3,0,69,8,29,3,3,3,3,0,5,3,57,18,6,14,25,12,20,18,33,42,183,273,303,226,338,336,268,184,360,150,2443
109,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,12,107,40,45,123,226,96,61,128,10,832,12,0,0,0,0,3,0,4,6,28,4,3,3,9,3,20,3,19,3,66,12,3,3,12,10,14,3,15,3,79,14,3,7,15,4,16,4,30,3,107,15,10,8,16,15,17,7,30,4,114,33,17,24,30,26,22,16,30,10,213,31,15,25,23,27,29,23,42,3,219,26,18,29,44,29,11,37,38,18,254,24,22,28,8,22,9,26,22,7,178,15,19,16,5,20,5,20,11,0,111,14,18,8,0,12,3,11,4,3,69,16,13,5,7,3,0,5,4,3,56,13,14,6,3,0,0,0,0,3,44,15,9,0,0,3,0,0,0,0,27,17,15,5,13,9,9,7,21,30,138,268,178,168,199,180,160,152,280,112,1693
110,6,3,0,0,3,0,10,0,0,27,10,0,0,0,0,0,3,0,0,17,0,0,3,3,3,3,0,4,0,20,192,68,89,171,306,190,88,211,12,1334,18,3,0,0,3,4,0,9,16,56,7,3,7,9,5,26,3,27,5,98,20,11,4,14,21,17,8,24,8,123,25,7,10,26,22,28,13,31,4,160,33,13,21,22,34,26,16,29,9,204,48,20,48,48,44,32,18,69,21,348,57,31,47,53,54,43,41,115,17,460,51,35,41,43,62,33,35,80,17,386,51,40,35,23,32,16,34,36,15,279,34,28,15,13,19,12,17,9,3,151,39,27,3,6,12,9,14,9,6,122,12,26,11,3,3,3,11,0,3,73,26,10,8,4,9,0,14,3,3,77,26,13,8,3,6,6,3,8,3,81,38,18,17,21,17,16,12,47,83,261,487,274,268,297,340,256,243,503,218,2884
