SA4_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
101,19,16,17,0,6,101,0,18,18,22,21,18,0,3,108,0,16,35,15,24,21,12,0,116,0,11,33,26,35,31,3,6,134,0,3,22,9,25,22,0,0,80,0,0,12,10,19,8,8,4,50,0,0,13,13,11,6,3,0,55,0,0,0,9,9,5,5,0,39,0,0,7,7,9,4,3,3,36,10,14,33,31,24,35,6,3,159,63,109,206,196,234,234,76,49,1172,126,28,65,97,132,151,90,12,703,1814,154,152,154,209,232,79,19,2821,624,386,355,388,457,545,236,46,3041,380,429,430,536,626,703,316,55,3481,469,552,612,700,848,903,416,75,4570,433,1009,1216,1191,1538,1390,538,127,7434,259,1186,1776,1561,1964,1602,468,78,8895,129,969,2067,1805,2332,1931,461,64,9754,40,561,1991,1913,2225,1763,414,73,8969,10,239,1298,1293,1478,1126,247,46,5738,9,94,836,1099,1262,925,191,33,4450,0,34,482,818,955
102,23,25,25,7,4,126,3,15,28,32,44,28,8,0,167,0,21,36,32,56,40,10,4,191,3,10,56,52,55,41,6,3,220,0,3,24,33,23,24,3,0,107,0,0,15,32,27,17,4,3,97,0,0,8,14,18,21,5,0,64,0,0,3,25,15,4,4,8,56,0,0,8,5,8,10,4,11,52,22,29,40,44,36,33,15,5,225,99,146,283,350,352,292,85,68,1672,167,44,83,141,145,119,24,9,729,3486,419,234,320,257,194,61,4,4975,1462,952,539,669,642,569,154,22,5010,740,965,772,899,954,838,292,56,5511,744,1105,1068,1057,1204,1136,366,59,6741,559,1656,1820,1899,2259,1954,581,62,10791,248,1851,2742,2472,2889,2218,539,43,13007,104,1426,3333,3024,3516,2630,483,35,14548,41,799,3075,3005,3409,2590,435,32,13384,8,275,2060,2136,2239,1482,264,21,8478,4,120,1497,1805,1979,1305,217,23,6945,0,34,782,1377,1499
103,22,22,15,16,5,111,4,16,24,26,20,28,8,5,136,7,6,34,30,39,23,14,3,162,0,10,23,30,32,18,15,3,121,0,4,17,22,19,10,0,0,83,0,0,12,16,21,23,5,3,84,0,0,6,12,8,7,4,3,40,0,0,12,19,32,11,3,3,79,0,0,0,10,13,7,0,3,36,15,15,30,38,33,16,13,18,188,101,98,206,272,296,218,136,89,1409,160,43,73,143,161,202,126,15,922,1905,223,179,177,189,214,86,28,2996,700,441,483,438,488,550,255,69,3411,486,483,602,579,675,717,403,112,4059,537,623,744,781,932,838,445,117,5025,469,1036,1356,1428,1608,1429,582,144,8045,299,1409,1971,1724,2018,1695,544,138,9788,127,1168,2317,2066,2479,1951,505,106,10725,34,757,2406,2176,2398,1895,494,101,10259,11,342,1686,1578,1736,1283,268,34,6935,3,161,1314,1527,1555,1212,219,54,6041,3,99,792,1257,1316
104,17,16,14,10,3,76,0,9,15,18,15,21,5,0,82,0,9,17,18,18,14,10,3,89,0,10,14,16,25,9,0,3,78,0,0,7,14,10,9,3,0,43,0,0,8,14,18,3,0,0,47,0,0,0,4,3,7,0,0,21,0,0,0,8,8,3,3,0,25,0,0,0,7,3,4,0,4,17,19,12,20,18,26,14,3,10,114,50,63,122,162,178,145,53,44,823,76,23,46,79,110,95,22,4,462,1460,68,92,102,141,145,34,7,2051,498,248,261,318,347,381,115,20,2190,313,332,367,407,515,602,198,48,2779,304,424,502,586,694,717,240,43,3497,251,658,936,966,1243,1186,317,58,5620,85,833,1331,1321,1649,1425,322,35,7006,37,514,1402,1497,1760,1504,265,37,7013,16,287,1078,1305,1610,1221,238,16,5760,4,110,726,888,1007,754,146,17,3655,3,35,473,695,844,674,90,13,2828,0,11,271,563,656
105,12,12,12,5,0,65,0,11,18,16,15,21,13,0,93,4,3,24,13,22,21,4,5,96,0,8,18,15,12,15,4,0,73,0,0,10,14,15,16,0,0,55,0,0,10,7,10,6,0,0,37,0,0,8,16,11,0,0,0,36,0,3,6,11,12,6,3,0,27,0,0,3,4,3,5,3,0,18,7,3,19,25,26,26,8,15,132,45,58,158,152,157,145,67,45,828,66,17,51,89,147,153,66,20,608,850,61,89,98,88,142,39,13,1379,327,179,221,236,265,268,134,45,1683,202,218,294,301,327,371,178,78,1960,279,309,400,387,482,458,212,79,2619,244,626,793,698,834,768,321,70,4346,143,744,1229,989,1120,995,327,44,5595,72,628,1408,1129,1337,1169,292,56,6084,25,453,1493,1147,1389,1097,260,62,5934,8,188,1026,824,887,674,149,32,3788,4,109,820,744,868,594,124,26,3289,3,64,504,634,664
106,25,21,24,9,8,121,3,19,23,25,21,22,4,9,126,0,14,34,33,33,17,3,3,145,0,14,34,31,43,35,13,0,170,0,3,20,34,28,23,0,0,117,0,3,23,42,32,19,8,0,126,0,3,17,22,25,12,3,0,83,0,0,17,38,43,18,10,0,130,0,0,4,7,15,18,7,0,52,15,24,28,36,53,25,9,7,194,93,135,267,340,359,256,98,57,1602,145,39,107,140,164,137,65,12,805,2863,230,187,255,238,177,68,11,4033,1056,620,537,616,593,526,199,42,4196,651,741,724,823,810,735,292,78,4850,561,836,956,940,1061,870,332,82,5636,589,1373,1658,1563,1830,1391,446,97,8949,383,1751,2283,2025,2231,1596,401,60,10716,150,1459,2938,2402,2568,1912,361,55,11837,75,1000,3095,2712,2720,1930,396,51,11979,27,458,2403,1977,1952,1337,211,30,8397,4,225,1929,1998,1850,1246,208,22,7481,0,122,1290,1596,1598
107,23,20,10,0,6,115,3,19,40,22,42,14,5,3,146,0,5,36,44,43,25,3,0,169,0,8,42,63,40,33,9,3,195,0,9,28,32,20,11,4,0,109,0,3,19,30,31,11,3,4,95,0,0,14,28,14,3,0,0,58,0,0,7,21,24,14,0,0,66,3,0,0,12,11,6,6,3,39,9,17,50,37,42,27,16,10,201,87,133,331,362,351,187,71,50,1577,140,62,109,118,113,80,31,3,666,3059,607,236,272,236,178,48,4,4645,1247,1252,687,589,640,476,122,16,5028,628,1143,834,833,821,707,204,38,5209,606,1228,1088,1038,1157,933,294,44,6384,506,1700,1834,1775,1886,1450,396,44,9593,240,1776,2463,2269,2367,1563,341,34,11050,84,1342,3084,2649,2802,2022,354,31,12363,29,873,3142,2901,3034,2094,360,38,12472,8,385,2245,2118,2144,1451,216,23,8597,3,161,1644,2008,2074,1360,191,29,7469,0,46,931,1544,1662
108,17,13,19,10,6,100,0,7,25,31,37,25,9,3,138,0,11,16,28,27,28,10,3,117,0,4,16,16,35,17,9,4,99,0,0,11,11,9,13,3,3,51,0,0,12,10,6,9,0,0,46,0,0,4,3,6,3,3,0,18,0,0,3,12,5,3,0,0,29,0,3,4,0,0,0,0,3,14,15,17,19,31,34,23,6,9,158,74,75,175,199,239,208,104,83,1157,125,28,62,85,124,158,52,8,652,2110,108,106,170,177,216,63,15,2971,638,301,336,379,528,623,229,44,3082,405,404,485,577,801,856,345,90,3974,415,535,603,754,1096,1095,438,73,5003,327,933,1192,1375,1860,1762,598,85,8130,142,1001,1744,1790,2393,1986,459,63,9579,53,713,1850,1927,2528,2083,408,70,9630,21,358,1511,1814,2162,1712,358,33,7962,6,172,970,1205,1343,1074,191,21,4985,4,46,627,917,1143,888,150,13,3795,0,26,362,762,948
109,12,16,13,13,14,85,0,14,11,9,18,15,10,3,79,3,15,15,17,32,13,9,0,106,0,3,9,16,18,17,5,0,77,0,0,12,17,9,11,9,0,52,0,0,4,14,15,11,3,0,51,0,0,0,10,11,7,0,0,26,0,0,4,5,13,9,0,0,34,0,0,0,0,9,0,0,0,11,11,15,20,13,24,24,11,9,119,50,77,111,141,173,145,80,43,824,79,20,53,94,104,117,51,15,527,1301,89,89,117,140,123,65,9,1924,436,331,263,231,291,343,150,37,2084,261,322,341,382,391,504,209,47,2459,316,426,490,427,585,602,250,43,3132,305,714,847,843,1025,1035,396,78,5237,131,860,1304,1088,1278,1145,335,57,6199,78,718,1594,1334,1652,1378,292,58,7110,14,396,1516,1387,1549,1309,264,34,6473,4,157,935,1038,1059,854,168,31,4248,7,47,601,764,951,663,90,13,3136,3,20,306,581,659
110,17,21,29,22,5,127,7,12,28,21,21,16,8,9,115,3,10,25,27,34,30,12,9,148,3,5,35,27,24,24,18,3,140,0,0,16,19,24,9,0,0,71,0,0,13,10,19,6,4,3,52,0,0,6,9,9,3,7,0,33,0,0,5,8,12,3,4,4,41,3,0,8,3,7,5,6,3,33,20,16,39,20,34,28,25,26,215,97,81,209,217,243,232,121,91,1298,124,35,82,141,230,256,126,25,1022,1694,142,150,182,207,208,90,18,2695,662,393,357,394,468,554,227,77,3128,423,415,508,555,638,682,373,136,3727,455,563,673,697,862,813,443,123,4616,422,965,1269,1221,1430,1380,585,147,7427,258,1286,2036,1708,2040,1641,495,98,9561,124,1048,2310,2057,2418,1946,505,93,10500,43,588,2199,2034,2243,1874,470,87,9544,12,249,1447,1300,1384,1096,243,42,5771,11,118,965,1164,1267,929,214,32,4684,6,56,558,874,958
