SA4_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
101,58,9,10,1536,1100,49,76,13,8,1245,1067,81,115,32,7,1304,1390,139,172,29,10,1736,1627,170,234,40,20,2092,1670,166,245,62,20,2151,1334,133,207,62,20,1748,749,75,142,51,12,1036,188,52,83,58,10,395,35,16,43,36,4,137,18,3,22,31,3,77,12258,911,1420,445,129,15165,1686,0,9,16,27,1739,1125,3,23,8,8,1165,942,16,43,28,6,1042,1137,54,84,24,14,1307,1256,70,140,57,5,1530,1352,84,173,64,14,1678,1430,86,169,68,22,1777,1624,93,173,49,19,1960,1573,92,181,64,14,1925,1080,74,201,96,19,1464,422,56,122,79,7,692,128,30,72,67,3,298,36,11,38,33,3,114,13804,661,1440,648,158,16707,1221,53,116,51,30,1466,428,11,60,51,77,632,27712,1645,3033,1185,388,33963,1103,8,3,3,20,1131,3223,48,100,10,16,3392,3728,130,195,21,24,4096,3247,260,311,36,20,3870,2958,376,361,58
102,84,3,10,2601,1844,98,93,14,6,2052,1778,131,134,29,9,2081,2397,203,198,26,23,2854,2793,237,231,35,23,3315,2665,212,215,46,28,3164,2391,167,159,36,16,2772,1193,85,88,24,9,1397,246,51,34,7,3,343,39,12,20,11,0,84,10,3,0,3,0,24,20395,1234,1293,234,149,23302,3531,10,15,9,41,3600,2556,3,53,15,13,2643,1700,31,114,31,15,1890,2207,84,220,45,15,2574,2430,137,310,61,11,2954,2751,163,338,65,20,3337,2730,180,310,77,30,3330,2670,135,246,50,23,3129,2500,136,252,70,32,2994,1668,95,210,66,21,2057,641,85,109,35,19,896,197,40,46,26,7,314,44,13,20,12,0,88,25623,1119,2245,554,259,29798,2163,63,108,37,39,2410,643,38,44,49,93,866,48820,2451,3697,876,537,56377,1401,4,4,3,13,1428,4623,37,119,12,34,4829,5513,173,310,19,30,6050,4995,427,363,34,30,5846,4671,557,479,51
103,59,8,8,1882,1383,48,103,24,8,1570,1401,84,144,29,16,1674,1869,106,184,40,23,2228,2078,161,203,58,31,2519,1961,157,225,82,28,2448,1692,105,219,66,18,2099,898,79,154,87,10,1231,237,35,119,84,7,476,36,23,48,51,3,162,30,3,44,38,8,119,15318,844,1539,572,180,18446,1854,3,13,20,16,1906,1426,5,26,17,15,1493,1204,17,66,27,8,1329,1608,60,133,59,13,1873,1542,61,191,52,9,1857,1770,80,184,39,15,2095,1708,87,149,42,22,2016,1681,71,169,60,20,1997,1572,66,179,52,31,1891,1036,72,167,92,22,1389,433,47,118,83,14,702,156,25,77,61,9,328,46,10,61,53,6,171,16036,601,1531,665,210,19042,1616,48,102,59,38,1872,510,22,49,87,110,776,33479,1516,3217,1381,535,40134,1319,10,3,6,23,1357,4032,36,110,18,44,4238,4808,144,253,30,43,5269,4395,270,367,61,36,5132,4162,359,498,76
104,44,4,7,920,720,29,62,10,3,820,725,51,68,21,6,868,1071,74,122,18,7,1300,1257,95,162,20,15,1552,1213,96,143,31,10,1494,1170,71,140,39,13,1436,538,62,99,31,9,737,125,20,36,17,0,206,18,3,9,5,0,37,9,0,6,4,0,20,8586,514,915,208,82,10302,1333,0,4,10,16,1363,859,0,21,4,11,899,757,13,44,14,13,834,904,17,87,14,10,1031,1038,40,118,22,13,1225,1193,46,154,32,14,1438,1261,59,145,44,12,1518,1312,58,134,38,12,1556,1324,51,140,51,15,1584,911,55,127,45,17,1149,293,18,82,38,7,437,76,13,37,20,7,149,29,3,19,20,4,66,11278,374,1110,347,145,13254,930,29,83,33,23,1091,267,12,36,37,76,424,21058,928,2143,622,322,25066,537,0,8,3,9,555,1781,16,51,12,18,1876,2119,50,128,18,12,2321,2048,117,188,28,13,2397,2024,175,254,53
105,49,4,7,1442,872,23,64,19,7,980,813,47,79,21,15,970,1004,75,95,32,5,1219,1149,93,107,53,13,1417,1229,87,152,61,13,1537,1040,67,140,67,18,1334,579,43,109,62,8,805,148,26,62,35,0,275,42,5,35,33,0,117,10,10,27,25,0,73,9406,500,953,432,95,11384,878,0,3,7,4,897,674,4,9,14,3,696,672,4,33,16,13,739,838,20,69,31,3,957,787,27,60,27,16,922,762,23,63,28,11,878,778,24,73,26,11,914,731,30,70,27,12,865,761,26,71,30,12,903,526,24,74,35,5,663,226,17,43,37,13,337,75,6,35,24,5,148,33,7,29,27,8,101,7732,206,631,329,107,9005,837,19,58,34,33,980,304,15,21,50,63,448,18283,741,1659,839,304,21825,665,4,7,12,6,687,2308,21,74,18,23,2443,3090,65,186,25,29,3390,2505,131,230,44,28,2944,2226,176,274,51
106,66,13,6,2342,1772,57,75,22,14,1939,1616,86,117,21,12,1852,2020,159,152,32,17,2383,2208,175,169,39,16,2605,2023,171,171,46,15,2431,1599,126,178,55,16,1974,696,87,99,31,9,920,179,35,50,32,7,304,25,14,18,23,0,85,16,6,5,12,0,51,16683,948,1145,333,138,19241,2718,3,11,11,20,2764,2035,4,34,12,12,2099,1653,19,106,31,3,1813,1985,49,179,46,12,2265,2108,72,183,48,22,2433,2331,104,216,53,23,2724,2158,82,192,52,23,2503,2068,83,165,64,15,2393,1802,100,155,52,19,2128,1159,68,163,69,16,1474,437,69,99,70,9,673,107,30,48,41,3,233,43,5,40,22,3,120,20594,701,1582,560,183,23620,1793,47,96,28,24,1983,558,28,50,45,101,780,39620,1730,2870,960,446,45625,1525,4,9,3,16,1561,5071,32,95,6,39,5251,6700,138,194,16,25,7079,6313,306,263,36,28,6948,5830,381,297,48
107,102,5,11,2620,1983,73,108,8,6,2176,1742,92,150,26,8,2027,2302,143,189,29,5,2675,2532,162,185,32,17,2922,2527,152,192,31,18,2924,2082,117,123,24,12,2355,938,65,71,16,7,1095,218,18,22,10,3,277,38,8,9,3,5,63,10,3,0,5,0,21,19271,895,1201,205,108,21683,2968,6,9,15,14,3016,3049,9,50,11,15,3141,1763,27,92,16,14,1918,2180,63,190,38,13,2488,2443,122,268,41,13,2892,2745,122,331,54,29,3276,2495,131,239,36,20,2919,2435,96,210,55,19,2802,2142,89,169,29,20,2453,1330,77,146,39,16,1609,496,53,76,33,5,663,128,23,21,19,0,195,36,3,13,12,0,66,24215,831,1814,397,197,27448,2025,52,104,23,35,2226,499,13,40,45,97,694,46012,1787,3154,667,439,52051,1258,3,9,0,17,1281,4631,46,138,9,20,4843,5633,196,249,15,29,6127,5340,403,373,27,34,6176,4983,565,441,42
108,45,7,8,1188,917,39,76,16,4,1053,998,65,98,22,9,1180,1509,108,172,41,13,1845,1745,137,186,38,18,2123,1773,142,217,39,17,2188,1633,131,193,43,18,2024,787,79,117,48,18,1034,187,42,60,37,3,330,27,8,41,16,0,95,19,8,14,14,0,49,11911,765,1240,318,119,14351,1815,0,10,7,38,1873,1116,6,15,10,14,1161,1081,14,51,27,14,1177,1189,36,104,35,3,1376,1419,55,155,29,20,1676,1612,85,175,39,22,1920,1771,63,194,44,17,2089,1915,83,184,47,31,2258,1961,68,206,68,19,2325,1281,69,186,72,14,1627,501,52,106,66,12,742,138,21,63,51,3,272,43,10,26,21,4,101,15837,556,1469,523,211,18596,1347,38,125,50,48,1602,436,22,49,61,141,705,29530,1379,2882,948,520,35260,763,0,8,0,15,787,2398,18,60,7,19,2505,2782,64,170,14,34,3066,2641,168,237,26,24,3093,2694,258,328,32
109,50,4,10,1076,780,37,46,15,3,884,747,51,55,23,8,889,930,78,119,25,8,1162,1094,115,127,39,21,1391,1186,113,130,50,10,1482,1076,83,113,49,16,1333,509,61,100,36,6,707,118,33,46,31,8,229,11,14,20,24,0,70,9,4,17,28,0,50,8543,605,822,325,92,10394,1208,0,5,21,14,1247,1032,0,12,4,9,1060,810,9,28,8,8,862,1006,41,77,28,6,1153,974,39,89,42,8,1164,1076,57,97,36,8,1271,1055,67,84,37,10,1248,1104,62,74,28,5,1271,1077,40,81,52,12,1256,781,46,83,60,13,984,332,32,69,29,7,461,82,8,26,28,9,149,29,6,20,23,5,80,10557,420,746,392,106,12207,1044,47,70,45,35,1242,310,16,26,42,61,458,20456,1083,1662,804,296,24303,726,4,3,4,4,741,2282,30,58,15,15,2395,2565,96,157,16,26,2851,2358,161,188,42,26,2777,2142,255,234,61
110,59,14,16,1771,1348,41,98,21,8,1519,1316,79,113,41,10,1548,1551,92,158,58,21,1875,1782,123,209,68,17,2206,1779,140,213,100,30,2265,1569,130,243,108,25,2072,818,82,196,107,19,1221,211,47,141,85,11,492,43,16,62,63,3,189,19,7,35,51,3,113,13773,786,1547,718,172,16997,1609,0,4,22,22,1653,1216,4,26,9,17,1265,1086,14,54,21,8,1186,1297,28,120,36,8,1499,1306,49,126,49,9,1546,1450,65,136,60,10,1730,1424,51,142,37,14,1668,1442,51,132,60,18,1698,1342,74,147,81,21,1666,929,59,132,91,26,1230,382,37,125,87,17,646,144,28,66,72,8,310,43,10,47,47,10,160,13661,479,1264,667,182,16254,1390,56,99,68,39,1644,490,18,46,107,110,771,29322,1337,2961,1556,497,35662,1117,0,7,13,13,1145,3445,31,85,24,29,3612,4240,122,222,30,47,4657,3845,194,336,62,30,4468,3539,293,404,81
