SA4_CODE_2016,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000mo_Mng,CIII_IV_3000mo_Pro,CIII_IV_3000mo_TecTW,CIII_IV_3000mo_CoPSW,CIII_IV_3000mo_ClAW,CIII_IV_3000mo_SWks,CIII_IV_3000mo_MaOpDv,CIII_IV_3000mo_Lab,CIII_IV_3000mo_IDNS,CIII_IV_3000mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
101,410,108,1098,213,353,119,275,260,46,2877,254,68,706,103,166,55,197,123,20,1701,241,55,516,58,104,42,108,59,12,1196,126,18,294,43,38,25,60,40,14,664,211,28,260,37,33,30,78,25,5,709,104,12,63,10,5,14,13,4,0,227,58,7,98,23,16,19,12,34,32,296,2524,686,6024,2268,1754,1208,1380,1712,261,17814,5,0,0,0,0,0,0,3,0,12,3,0,0,14,4,10,3,12,0,46,4,4,4,22,9,11,0,11,0,67,8,0,4,10,15,16,0,17,0,81,3,0,9,19,30,18,3,27,0,112,23,10,16,29,39,32,13,31,0,185,20,3,18,28,59,39,10,38,0,215,29,16,8,38,48,17,16,33,0,197,10,13,8,8,46,11,11,12,3,130,7,5,10,16,20,8,0,13,0,82,4,8,6,8,8,0,5,3,0,41,0,0,0,0,3,0,0,0,0,10
102,418,217,1693,381,539,205,377,294,67,4184,353,155,957,160,304,128,197,115,27,2397,319,107,667,135,189,78,136,113,32,1767,197,55,391,56,72,35,62,54,18,945,267,92,343,29,72,59,78,35,16,989,114,26,83,9,22,16,10,11,7,300,32,12,144,43,31,29,23,31,40,387,2610,1543,8404,3847,3217,2035,1694,2095,346,25783,5,0,0,3,3,0,0,0,0,10,3,0,0,5,10,21,0,20,0,61,0,3,3,24,14,54,3,24,3,132,9,10,3,30,25,45,9,24,0,143,6,6,11,32,27,43,7,31,0,162,12,13,15,54,62,66,14,25,0,254,16,14,21,42,50,41,10,48,5,242,24,5,21,33,84,31,19,21,3,245,34,13,10,17,74,29,14,4,0,195,15,6,4,8,25,7,6,3,0,86,14,0,4,6,13,10,3,3,0,49,11,6,0,0,4,0,7,0,0,22
103,471,145,1228,291,435,149,362,288,31,3400,295,88,782,144,246,73,286,136,19,2072,256,82,645,118,129,45,259,122,21,1671,191,53,478,92,50,21,232,62,16,1193,273,73,792,39,58,28,514,53,31,1860,107,18,241,5,13,15,95,15,11,511,53,15,119,27,18,11,49,28,30,350,3018,957,7318,2632,2291,1353,2469,1978,294,22305,15,0,0,0,3,7,0,5,0,28,6,3,0,6,10,19,4,7,0,55,14,5,6,21,18,24,0,21,0,107,16,3,9,23,20,25,6,27,3,130,6,3,13,31,24,27,4,31,0,140,18,8,14,35,56,42,3,37,0,213,28,5,11,35,67,39,13,35,3,227,45,4,11,27,80,35,20,19,0,239,30,15,22,13,48,13,17,17,0,171,17,3,9,6,17,4,10,6,3,81,17,0,3,0,20,5,9,6,3,69,7,0,4,3,4,0,7,3,0,33
104,230,91,641,203,275,94,168,134,31,1863,155,42,354,83,151,61,78,80,6,1011,125,42,213,50,49,31,38,41,14,601,55,23,101,24,14,14,34,11,6,287,77,13,97,16,28,9,22,8,3,276,37,4,38,7,4,9,7,3,5,109,8,12,52,19,17,12,11,18,22,166,1399,615,3768,1974,1502,1013,834,1198,191,12502,4,0,0,0,0,0,0,0,0,7,0,0,0,3,3,13,0,10,0,32,3,0,3,9,3,25,3,16,0,68,7,3,5,15,10,23,4,16,3,89,3,0,9,23,18,23,0,15,0,102,9,9,16,36,35,33,3,33,0,173,17,3,10,31,48,28,8,27,0,173,16,12,7,26,41,18,6,14,0,155,6,3,4,8,31,10,3,10,0,76,3,0,5,3,13,4,3,4,0,30,5,5,0,0,3,4,3,3,0,22,0,0,0,0,8,0,0,3,0,12
105,239,105,646,197,255,62,170,154,13,1851,185,48,349,77,153,46,126,73,10,1069,151,43,322,94,85,28,116,47,12,884,91,37,247,62,30,16,111,25,11,615,120,37,412,41,31,16,129,17,10,815,75,7,54,7,14,9,27,5,7,198,43,6,74,27,15,13,8,14,19,228,1671,528,3723,1548,1318,668,1016,998,168,11635,7,0,3,0,0,3,0,3,0,22,3,0,0,0,3,3,0,4,0,16,7,3,0,12,5,10,0,12,3,52,8,3,3,7,12,7,0,15,0,66,11,3,6,16,8,13,3,19,3,81,12,3,7,22,20,25,7,23,0,113,21,3,11,24,26,25,5,21,0,131,16,9,3,26,37,20,3,15,0,132,18,6,3,15,32,3,6,6,0,105,12,3,3,3,20,0,5,7,0,51,9,3,0,0,14,0,4,3,0,35,3,3,0,0,0,0,6,0,0,10
106,401,157,1916,354,477,171,501,267,53,4295,296,92,1554,191,275,73,453,188,51,3167,303,99,1328,124,132,52,502,118,51,2702,199,88,949,75,64,31,477,48,37,1974,343,154,1689,64,97,30,1027,64,66,3529,159,62,438,15,29,19,146,19,13,895,55,16,179,39,27,16,69,42,47,485,2709,1213,11562,3384,2853,1579,3947,2245,461,29947,6,0,3,0,3,0,3,0,0,19,3,3,7,10,5,25,3,17,0,70,5,4,0,22,16,32,0,17,0,99,11,5,15,36,13,45,3,31,0,152,9,10,13,17,26,38,8,36,0,145,14,7,29,52,48,57,9,44,0,262,29,4,24,41,74,55,11,55,0,282,26,8,18,46,84,41,19,36,3,275,24,8,11,27,56,11,22,14,5,187,11,3,7,16,23,5,16,11,0,87,5,4,3,8,12,6,17,12,0,67,7,0,0,4,3,6,16,4,0,37
107,353,183,1580,333,547,164,308,253,47,3769,284,120,1040,140,306,84,244,147,29,2393,282,98,774,104,170,48,219,99,18,1809,171,47,472,45,60,35,192,74,16,1117,265,81,585,36,71,34,327,57,19,1474,77,19,97,14,19,17,33,12,7,301,32,17,111,33,31,17,40,23,30,333,2209,1181,8248,3293,2988,1565,1993,1816,296,23591,0,3,0,0,0,3,0,0,0,7,3,7,0,3,10,17,0,15,0,55,5,0,3,30,8,27,4,19,0,96,4,5,4,29,25,34,3,27,0,127,4,5,14,30,33,24,6,18,0,125,3,3,10,42,75,39,3,30,0,201,16,7,14,40,81,36,10,31,0,245,24,8,12,31,83,25,10,14,0,205,23,13,12,11,70,12,11,12,0,172,8,11,5,12,30,7,17,8,0,95,11,9,3,6,17,7,3,6,0,65,6,3,0,3,4,0,3,0,0,23
108,349,139,1000,241,335,141,241,246,29,2739,240,78,534,120,196,55,127,112,17,1474,171,57,291,69,93,39,62,47,16,838,96,37,165,49,32,16,55,26,8,484,114,33,164,24,22,29,53,12,4,462,49,6,46,3,15,13,3,10,3,147,26,13,89,34,19,21,22,36,40,298,2126,982,5688,2907,2091,1511,1187,1898,255,18647,9,0,0,4,0,3,0,0,0,16,3,0,0,6,3,15,0,13,0,45,8,3,10,10,14,16,0,25,0,90,12,4,11,20,24,34,8,24,0,131,9,6,7,30,19,41,4,39,0,157,11,6,21,21,54,45,12,33,0,202,8,14,11,45,53,55,13,34,0,237,20,10,24,22,65,37,19,27,4,225,23,11,5,10,40,9,12,10,0,121,13,3,3,3,25,9,3,5,0,60,0,6,5,3,10,3,0,4,0,29,0,0,4,5,3,0,0,0,0,11
109,296,103,807,168,224,85,218,198,20,2119,213,55,460,58,122,42,156,115,16,1238,204,42,321,36,57,21,87,57,3,831,101,20,189,18,21,19,50,23,4,443,119,26,115,16,20,14,28,16,10,360,67,12,24,4,6,8,9,4,0,131,29,7,72,31,17,15,21,26,24,237,1850,517,3969,1554,1425,794,1042,1309,174,12640,5,0,0,0,0,0,0,0,0,5,3,0,0,0,3,9,0,3,0,18,4,3,0,17,19,8,0,12,0,59,7,3,3,16,13,11,5,10,0,66,9,6,9,12,21,17,3,14,0,92,9,7,8,26,34,15,5,28,0,135,8,0,4,15,39,17,18,23,4,129,18,11,8,27,35,11,14,13,0,146,19,4,3,7,27,8,12,8,0,83,16,4,3,6,10,0,8,3,0,50,5,0,0,0,11,3,0,0,0,20,0,3,0,0,3,0,0,0,0,8
110,407,136,1036,231,344,130,291,293,33,2911,283,82,569,98,156,67,169,110,22,1559,211,69,399,61,86,30,148,48,13,1067,135,34,231,37,26,13,114,26,5,631,160,38,307,20,29,17,178,20,7,776,77,6,98,3,11,21,34,3,4,259,56,11,106,22,26,10,26,33,38,322,2645,886,5564,2163,1926,1089,1578,1864,253,17964,12,0,0,0,3,3,0,0,0,19,8,0,3,3,3,6,0,9,0,33,11,0,5,13,16,13,3,23,4,84,9,0,9,16,22,23,3,25,0,110,7,8,8,32,21,28,0,16,0,120,33,7,10,27,38,32,8,33,0,188,19,13,16,28,50,33,14,34,0,213,18,11,18,28,67,34,12,32,0,210,29,16,10,12,41,3,16,18,3,157,17,3,4,5,20,10,13,8,0,74,10,4,3,3,9,0,6,7,0,37,6,0,0,0,3,0,3,0,0,16
