SA4_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
101,21233,2954,4085,963,407,29645,53,8,9,0,0,67,128,41,26,5,4,211,25,12,3,0,0,38,20,5,0,0,0,30,49,6,3,0,0,62,48,14,5,0,3,66,79,23,27,8,8,141,19,5,6,5,0,40,44,3,7,0,0,56,369,46,15,4,10,446,18,0,3,0,0,22,33,8,6,0,0,54,36,3,4,0,0,43,58,14,12,0,0,85,57,16,20,3,4,98,14,0,0,0,0,14,78,8,4,0,0,98,39,3,14,5,0,67,31,0,12,0,0,46,16,3,10,3,0,24,54,6,12,9,0,82,446,49,70,8,5,583,67,9,3,0,0,81,149,7,4,0,4,162,23,3,5,0,0,29,28,7,0,0,0,36,104,21,11,3,0,143,81,3,8,0,0,92,31,0,7,0,0,43,24,0,0,0,0,29,908,131,218,43,16,1316,91,7,25,3,0,128,70,8
102,30870,3644,3957,454,453,39379,81,18,19,0,0,116,151,68,53,20,0,291,22,5,10,3,0,33,39,14,9,4,0,71,77,11,9,0,0,89,11,0,3,0,0,15,71,22,25,6,3,116,20,0,8,0,0,27,52,7,8,3,0,77,426,70,26,7,4,531,64,3,9,0,0,71,34,8,4,0,0,47,17,6,9,0,0,22,105,27,29,4,0,159,59,19,21,3,0,103,20,4,9,0,0,28,85,15,20,5,7,138,26,16,19,0,0,65,88,14,17,0,0,126,43,7,7,3,0,66,49,14,15,3,0,83,798,146,115,24,6,1089,48,6,3,0,3,59,186,16,3,3,0,212,24,4,11,0,0,40,20,4,7,0,0,25,194,53,43,3,5,300,59,14,8,0,0,76,58,10,4,4,3,76,13,7,11,0,0,26,1701,362,373,43,25,2510,137,30,20,4,0,194,60,8
103,28972,2746,4685,1431,586,38416,42,4,0,0,0,46,89,13,37,8,3,152,8,0,3,0,0,17,16,3,6,0,0,29,46,3,4,0,3,52,10,0,0,0,0,10,47,3,10,8,3,75,4,0,10,0,0,12,21,3,10,0,0,33,286,37,12,3,3,339,17,0,0,0,0,17,22,3,0,0,0,25,3,5,0,0,0,12,54,9,5,0,0,71,32,9,14,6,3,64,8,0,0,0,0,11,40,3,4,0,0,46,7,0,3,5,3,19,33,4,6,0,0,45,4,0,3,5,0,16,35,4,14,6,3,63,428,30,44,13,9,530,27,0,3,0,0,38,132,5,3,0,0,144,7,0,3,0,0,13,16,0,0,0,0,16,125,19,14,3,3,167,48,3,3,0,0,61,33,4,4,0,0,46,13,0,0,0,0,13,635,65,116,43,12,867,66,5,6,3,0,83,34,7
104,15404,1539,2487,528,287,20245,35,4,6,0,0,43,29,8,9,0,0,48,3,0,0,0,0,3,6,3,4,0,0,9,19,6,3,0,0,28,3,0,0,0,0,0,41,7,21,4,5,76,4,0,3,0,0,8,17,8,4,0,0,29,259,41,58,39,8,406,3,0,0,0,0,3,9,0,0,0,0,7,3,0,0,0,0,3,41,8,3,0,0,52,21,0,9,0,0,31,16,0,0,0,0,16,19,0,0,0,0,24,6,0,0,0,0,3,19,3,3,0,0,26,3,0,0,0,0,4,32,5,3,3,0,52,270,41,67,11,3,398,9,0,0,0,0,13,31,0,0,0,0,38,7,0,0,0,0,11,8,3,3,0,0,7,95,24,23,4,0,146,8,0,0,0,0,14,15,0,3,0,0,20,3,0,0,0,0,8,634,87,130,38,13,891,60,8,11,0,0,78,14,0
105,15180,1474,2752,993,392,20787,15,0,0,0,0,17,49,17,17,3,0,83,4,4,0,0,0,11,22,5,3,0,0,27,35,0,3,0,0,36,7,0,0,0,0,6,27,3,12,0,0,48,3,0,3,0,0,8,5,4,3,0,0,11,205,12,8,0,11,237,14,0,0,0,0,14,11,7,0,0,0,21,3,0,0,0,0,6,25,0,3,0,0,26,9,3,0,0,0,14,4,0,0,0,0,4,35,3,0,0,4,40,4,7,6,0,0,18,16,4,6,0,0,26,8,0,0,0,0,13,15,0,4,0,0,25,221,16,16,0,3,257,38,3,3,0,0,46,95,0,4,0,0,96,6,0,0,0,0,6,3,0,0,0,0,6,55,4,7,0,0,65,49,8,6,0,0,60,7,0,0,0,0,12,9,0,0,0,0,6,240,17,30,18,6,313,18,0,7,0,0,22,9,5
106,40006,2978,2969,704,480,47146,73,14,6,3,0,89,106,33,39,12,6,187,14,0,0,0,3,20,9,7,4,0,0,18,53,0,3,4,0,63,15,0,8,3,0,23,86,12,11,3,0,118,11,3,8,0,0,19,28,6,11,0,0,42,227,45,15,0,3,296,24,0,0,0,0,21,14,0,0,0,0,14,11,0,0,0,0,9,105,12,9,3,3,129,25,3,7,3,0,46,11,0,0,0,0,14,38,10,6,0,0,54,11,0,4,0,0,20,66,11,14,6,0,91,13,7,0,5,0,18,42,15,14,0,0,74,792,71,56,17,4,950,33,19,4,0,0,55,166,5,3,3,3,179,17,3,3,0,0,28,9,3,7,0,0,21,214,22,18,3,4,264,61,7,3,0,0,70,32,0,4,0,0,32,7,7,9,0,0,19,1303,159,142,36,11,1649,115,8,7,0,0,126,59,3
107,30749,3118,2954,388,340,37549,72,11,10,0,0,88,495,68,67,20,7,661,76,16,11,0,0,102,51,17,9,0,4,85,79,4,4,0,0,88,353,56,45,3,3,454,119,19,25,3,0,162,65,12,13,3,3,99,62,23,15,4,0,108,514,84,26,7,3,642,61,3,7,0,0,70,102,8,8,3,0,126,51,13,3,0,3,78,85,26,14,3,0,123,183,60,39,10,7,289,18,3,0,0,0,24,100,19,10,4,0,135,105,27,39,12,4,189,72,5,13,0,0,93,54,9,5,0,0,67,60,14,17,7,3,98,602,74,58,5,15,752,113,19,11,0,7,142,209,5,3,0,3,227,43,5,8,0,0,54,11,7,0,0,0,19,174,39,26,3,6,251,123,12,5,3,4,141,91,8,17,0,0,110,65,22,34,3,7,126,1776,225,225,37,19,2275,135,12,13,0,3,168,184,23
108,21442,2155,3932,794,493,28803,50,13,3,4,0,72,54,16,18,10,3,99,5,0,3,0,0,9,14,11,8,0,0,32,28,3,7,0,0,37,0,0,0,0,0,0,38,9,21,8,0,81,7,0,3,0,0,11,20,9,0,0,0,31,147,39,18,0,6,208,17,5,3,0,0,20,12,0,3,0,0,12,7,3,0,0,0,12,60,5,8,0,3,76,25,5,9,6,0,41,5,0,3,0,0,7,28,4,7,3,0,40,10,0,7,0,0,14,20,8,11,0,0,37,8,0,3,0,4,17,49,13,14,7,0,81,375,46,69,14,3,518,10,3,0,0,0,13,68,11,10,0,3,80,4,0,0,0,0,10,5,0,7,0,0,8,85,28,23,3,0,131,27,4,0,0,0,29,9,0,0,0,0,18,6,0,4,0,0,12,767,127,212,44,9,1157,55,4,20,0,0,86,18,6
109,15974,2125,2540,870,312,21816,29,4,0,0,0,31,34,14,18,8,0,67,11,0,0,0,0,11,10,3,0,0,0,10,29,0,3,0,0,31,0,0,0,0,0,0,48,0,8,3,0,58,6,3,7,0,0,12,10,3,4,0,0,12,234,27,11,3,0,272,6,0,0,0,0,5,7,0,0,0,0,12,3,3,0,0,0,7,35,3,0,0,0,38,22,10,8,11,0,55,6,0,0,0,0,6,37,0,0,0,0,40,3,3,5,0,0,10,23,4,3,0,3,31,3,0,0,0,0,5,35,9,8,4,3,69,268,27,23,7,3,325,15,5,0,0,0,23,92,0,0,0,0,95,6,0,4,0,0,7,8,0,0,0,0,7,63,12,4,0,0,83,49,7,3,0,0,62,7,0,0,0,0,7,4,0,0,0,0,6,432,46,51,16,9,549,36,4,3,0,0,43,15,5
110,24487,2531,4514,1544,547,33624,31,3,5,7,0,48,105,12,34,3,0,150,4,0,3,0,0,10,3,0,0,0,0,9,52,0,3,0,0,53,3,0,0,0,0,3,37,3,11,5,0,57,8,0,3,0,0,8,28,0,3,0,0,34,241,20,6,3,5,275,12,0,0,0,0,12,15,3,5,0,0,21,5,0,0,0,0,5,38,3,6,3,0,48,16,6,9,3,0,34,11,0,3,0,0,9,113,0,0,0,0,117,6,3,0,0,0,12,42,5,6,0,0,51,8,0,0,4,0,12,29,0,15,3,4,50,356,33,48,8,3,440,39,3,3,0,0,47,222,0,4,0,5,228,7,3,0,0,0,13,21,0,0,0,0,20,113,10,17,4,0,148,61,3,0,0,0,68,16,0,4,0,0,25,6,0,0,0,0,3,451,64,101,33,14,670,67,9,13,8,0,93,44,0
