SA4_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
111,54805,4785,4167,525,505,64797,128,23,12,0,0,163,341,61,40,14,0,456,42,7,3,0,0,54,25,0,5,0,0,37,79,3,10,0,0,90,98,16,16,0,3,135,136,24,17,3,3,175,27,8,10,0,0,46,66,10,15,0,3,96,560,88,47,10,9,710,65,4,3,0,0,76,66,9,7,0,0,86,30,3,0,0,3,39,127,17,15,0,0,160,83,13,29,3,3,130,21,4,4,0,0,27,141,33,12,3,0,188,33,9,8,3,0,50,161,18,29,0,0,210,28,0,0,0,0,30,77,16,12,8,0,100,903,114,93,14,7,1131,110,19,7,3,3,141,231,10,15,0,3,260,50,10,6,0,0,66,34,5,8,0,0,42,277,45,27,3,4,359,102,4,7,0,0,110,75,0,11,3,3,87,15,5,6,0,3,32,1891,233,208,26,11,2363,214,17,28,0,3,266,96,14
112,24725,2946,5079,861,523,34139,91,14,33,3,0,138,61,11,25,3,3,107,4,0,0,0,0,11,4,0,5,0,0,12,44,11,5,0,0,64,16,0,0,0,0,17,109,28,39,10,0,186,10,0,5,0,0,18,23,6,6,5,0,35,217,38,28,11,3,293,25,0,3,0,0,27,19,3,6,0,0,28,7,3,0,0,0,16,75,15,11,3,0,105,77,14,17,5,3,117,39,12,15,0,3,73,44,15,3,0,3,57,13,4,5,0,0,21,47,5,7,0,0,58,13,0,5,0,0,16,40,13,39,7,0,95,704,116,203,20,12,1052,17,4,0,0,0,26,85,0,8,0,4,95,19,3,6,0,0,27,18,4,3,0,0,32,150,36,46,6,3,237,27,9,0,0,0,34,26,4,4,0,0,32,13,4,3,0,0,21,1092,228,365,49,17,1750,132,21,40,6,8,203,31,4
113,22898,2413,3516,1111,413,30354,30,3,4,0,0,34,122,11,18,4,4,165,8,0,0,0,0,8,23,11,3,0,0,41,95,0,0,0,0,100,0,0,0,0,0,0,50,5,9,3,3,68,3,0,0,3,0,6,27,4,13,0,0,48,567,43,20,21,8,653,9,0,0,0,0,6,31,3,0,0,3,38,15,0,0,0,0,13,36,3,4,0,0,48,97,34,44,36,4,217,10,0,0,0,0,16,47,3,0,0,0,49,3,0,3,0,0,7,81,3,3,0,0,90,7,0,0,3,0,7,33,4,7,0,0,48,410,26,29,13,8,480,75,0,0,0,3,83,275,3,0,0,0,276,11,0,0,0,0,11,8,3,0,0,0,11,172,9,8,0,0,195,83,5,0,3,0,93,17,3,0,0,0,18,18,4,0,0,0,25,482,43,60,6,3,594,44,3,0,3,0,50,22,4
114,15683,2023,2677,394,305,21080,29,10,7,0,0,45,63,23,18,3,0,110,12,3,5,0,0,21,10,10,0,0,0,28,20,3,5,0,0,29,17,0,3,0,0,16,47,8,21,4,0,82,10,6,3,3,0,27,16,6,7,0,0,31,152,26,9,6,0,197,17,4,3,0,0,25,19,0,3,0,0,26,11,3,0,0,0,16,41,10,12,0,0,67,42,11,19,9,0,77,6,0,0,0,0,9,29,8,8,4,0,41,14,5,4,0,0,26,29,7,5,0,0,40,16,0,10,0,0,20,28,10,16,6,0,63,280,44,81,15,9,430,13,3,0,0,0,20,71,3,0,0,0,77,13,7,9,0,0,25,11,3,4,0,0,16,58,21,19,4,0,99,14,4,3,0,0,27,27,3,0,0,0,37,3,3,3,0,0,11,848,137,205,48,10,1243,61,8,15,3,0,85,25,5
115,20120,3568,2281,365,229,26568,72,17,9,0,0,94,839,231,177,49,7,1303,62,24,9,3,0,96,77,32,17,0,4,138,281,33,14,4,0,333,52,8,3,0,0,61,102,28,19,6,0,151,40,10,14,3,0,69,273,61,29,8,3,371,1682,221,99,20,21,2046,152,13,12,0,0,178,203,71,38,7,4,335,131,15,16,3,0,165,195,63,10,3,0,280,156,58,56,12,0,288,38,3,0,4,0,47,298,99,77,9,4,493,171,95,69,16,12,362,188,43,35,5,3,274,66,20,31,3,4,127,63,19,8,0,0,97,702,109,67,10,12,899,227,26,20,7,0,290,767,29,24,3,5,834,81,19,20,0,0,116,68,14,13,3,0,95,412,90,46,8,7,560,358,50,38,3,5,452,94,12,4,4,0,119,59,18,15,0,0,100,1321,300,177,21,10,1832,174,20,16,0,3,217,293,41
116,30925,2509,1637,223,334,35625,52,13,6,0,0,68,953,213,155,34,10,1362,134,18,8,3,4,167,177,67,42,3,6,289,849,132,79,15,9,1080,77,7,4,0,0,93,116,8,9,3,0,134,64,10,10,7,0,90,234,25,30,0,0,292,2885,506,405,56,38,3894,167,16,25,0,0,215,218,56,32,11,3,317,373,62,43,3,9,490,181,39,11,3,5,226,186,44,26,7,3,268,29,3,0,0,0,33,303,62,56,3,3,429,335,100,90,10,9,538,220,48,34,3,0,307,194,29,37,0,6,259,82,13,11,0,0,96,1836,84,54,12,23,2010,436,81,105,8,13,645,2167,98,113,13,21,2413,109,22,15,0,0,142,53,8,8,0,0,65,363,43,18,3,4,434,566,77,59,8,6,721,130,5,0,3,3,141,156,29,38,6,6,236,1648,153,115,13,15,1937,159,14,6,0,5,183,758,53
117,140368,10803,7231,537,1054,159995,1115,100,52,3,3,1279,12300,1368,738,220,86,14715,410,45,25,3,7,492,876,107,60,16,10,1065,1765,68,38,7,13,1888,651,58,18,3,12,736,1365,92,61,14,8,1542,716,139,99,12,14,983,3995,245,163,17,16,4446,14534,510,225,32,66,15360,3987,153,127,23,21,4306,1103,115,78,5,10,1313,568,53,46,0,8,671,2595,232,91,4,16,2939,1779,160,121,23,24,2110,1064,111,52,4,7,1243,2786,317,182,41,20,3338,1315,246,186,14,21,1787,2701,202,118,11,9,3049,193,19,20,0,4,238,648,56,23,5,4,742,7715,606,329,21,72,8750,1939,65,96,9,19,2129,5332,65,68,9,21,5492,631,62,64,12,6,769,1054,67,42,3,0,1169,3737,516,178,9,20,4464,2284,71,39,8,15,2413,2162,60,81,20,38,2359,595,82,66,12,4,756,18745,1670,916,64,107,21505,2544,150,111,5,13,2820,3611,256
118,17384,3202,2429,311,224,23550,134,34,14,0,0,184,1199,179,162,57,14,1606,48,7,6,0,0,66,103,41,17,3,0,163,161,16,7,0,0,184,56,10,4,0,0,68,164,23,27,3,3,223,114,23,22,11,4,175,290,36,25,4,3,363,1146,67,46,8,7,1273,573,44,42,13,8,677,173,23,21,5,0,229,85,10,25,4,4,125,322,112,46,0,0,486,329,61,40,8,8,449,80,24,11,3,0,120,279,45,42,6,7,375,146,53,65,5,3,270,261,38,29,3,4,338,31,0,7,0,0,41,68,13,14,0,0,102,864,169,148,12,9,1208,181,12,13,3,0,205,582,11,15,0,3,610,91,32,44,3,0,176,104,15,9,0,0,125,421,365,169,16,6,985,158,9,7,0,0,177,307,15,15,4,3,349,72,16,9,3,0,99,1842,429,342,40,24,2674,311,39,41,3,0,401,347,28
119,31082,4521,3063,426,447,39545,76,9,7,0,0,102,3422,1156,797,203,45,5618,130,34,18,3,0,186,396,163,108,13,18,698,605,74,42,6,10,736,484,123,89,19,3,716,141,30,31,4,0,206,386,165,144,22,10,727,642,139,109,11,6,908,2164,191,171,20,25,2576,431,53,79,7,13,582,210,39,24,0,3,282,335,61,67,5,8,474,248,36,21,0,0,315,347,118,74,7,8,554,37,9,11,0,0,61,490,152,145,15,8,814,1559,799,709,66,77,3207,365,73,51,10,8,503,62,8,8,3,4,90,59,8,9,3,0,81,1288,113,86,16,18,1513,611,95,201,13,19,938,1183,29,33,9,9,1265,120,24,24,4,0,173,85,13,10,0,0,108,303,55,31,3,4,400,376,28,11,3,3,422,226,15,21,13,4,281,146,29,33,3,3,214,1644,197,146,24,23,2040,143,12,12,4,0,167,2329,289
120,21802,3235,2268,257,264,27824,80,15,14,7,0,119,2311,632,449,118,18,3530,80,7,11,0,0,102,172,45,14,3,3,248,386,20,13,3,0,427,79,11,4,0,0,93,112,24,25,0,0,166,129,46,42,4,4,216,518,79,64,9,3,671,2416,167,108,13,19,2719,344,15,24,3,3,390,186,34,30,3,3,256,180,21,19,0,3,216,311,74,40,0,4,431,630,186,143,29,11,992,56,13,12,3,3,83,825,259,184,43,12,1325,480,200,152,24,20,871,316,40,38,0,5,401,44,10,9,0,0,62,48,16,15,0,0,82,965,153,113,16,10,1247,393,21,47,0,11,470,1048,19,26,3,3,1098,81,16,20,0,0,119,92,14,7,3,0,114,299,44,33,4,3,388,460,51,45,4,4,561,233,16,17,0,8,269,133,37,42,7,0,213,1548,288,237,19,19,2105,171,23,30,6,0,235,829,101
121,45047,6832,3792,539,390,56605,357,55,24,3,0,442,3941,718,414,142,27,5233,139,17,22,0,4,181,208,52,25,8,3,295,408,24,12,7,6,462,97,15,9,0,3,125,366,61,33,10,0,475,119,33,30,3,3,197,1259,180,129,28,11,1605,4897,274,110,18,23,5321,829,43,34,7,3,916,625,129,103,15,11,889,129,17,24,0,0,173,684,98,45,3,6,837,453,104,67,7,11,643,358,86,42,10,3,505,1150,273,220,55,16,1711,348,103,87,8,8,553,743,103,68,10,3,928,41,6,10,0,0,56,206,38,13,0,3,274,2137,415,205,29,25,2805,617,33,22,5,4,680,1680,26,35,6,10,1761,203,42,42,4,3,292,256,57,26,6,0,341,1443,377,159,28,9,2017,786,47,26,3,9,868,533,27,26,5,8,601,132,24,14,5,0,179,5935,1110,532,83,36,7701,700,111,62,9,8,885,720,71
122,18539,4803,3093,364,208,27003,109,53,20,5,3,185,812,122,115,29,15,1094,84,11,10,0,0,100,50,17,9,4,3,77,75,11,9,0,0,94,16,0,0,0,0,23,175,70,35,8,0,289,25,10,8,0,3,43,216,36,23,3,0,276,973,81,76,4,5,1145,181,7,13,0,0,201,169,35,36,7,0,248,25,6,3,0,0,39,182,55,27,6,0,271,246,70,50,10,6,379,92,19,17,3,0,126,213,47,62,7,3,334,53,26,27,0,0,115,134,30,13,3,0,178,9,6,3,0,0,13,72,31,17,3,0,123,943,280,196,13,9,1442,101,8,5,0,0,117,474,6,11,0,5,497,63,15,17,0,0,100,59,13,9,0,0,81,459,172,80,15,4,728,119,13,7,0,3,135,179,13,14,3,0,205,23,11,13,0,4,55,2196,831,450,70,31,3584,272,63,55,4,3,394,143,24
