SA4_CODE_2016,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_Inad_des_M,Inad_des_Inad_des_F,Inad_des_Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
101,93,311,184,491,94,32,126,119,42,159,1964,590,2555,4,6,9,36,79,124,50,35,89,31,30,64,4,0,4,130,89,216,13,22,38,4,34,34,277,302,575,11,9,20,140,400,536,30,78,109,93,123,218,273,612,881,0,0,5,201,86,286,336,535,874,539,620,1160,15,7,19,1160,1498,2657,240,66,314,1411,1580,2991,3,3,7,240,589,836,558,530,1082,800,1125,1924,10,13,25,1611,1765,3375,548,236,788,732,287,1023,2914,2300,5209,34,69,110,951,3336,4289,172,293,471,230,376,607,1397,4079,5473,29,148,181,503,1936,2441,620,1726,2351,315,1778,2090,368,1775,2143,1830,7367,9197,12,9,22,119,131,251,85,96,179,685,497,1186,10,7,18,906,741,1654,3,0,9,1229,251,1480,367,905,1269,0,12,12,1600,1162,2761,1375,644,2017,514,360,879,35940,33963,69907
102,23,452,183,636,91,32,124,282,103,388,2526,694,3216,23,11,38,125,244,368,138,94,230,72,66,142,3,0,3,332,118,455,73,26,102,9,18,28,786,586,1368,15,15,29,325,785,1111,176,399,579,311,350,660,824,1560,2378,4,8,7,195,95,294,662,1056,1721,865,1163,2030,15,13,26,1752,2259,4009,563,196,761,2327,2464,4787,4,5,8,498,1055,1552,876,773,1654,1377,1837,3212,10,12,27,1718,2322,4040,19,0,28,1089,616,1709,2838,2957,5796,51,118,172,1558,5079,6637,234,490,724,298,627,928,2143,6318,8460,74,280,352,1199,4295,5493,1196,3707,4906,722,3514,4232,678,3160,3842,3865,14962,18830,26,11,34,76,68,146,141,154,290,454,526,981,17,45,67,714,805,1516,3,0,3,1546,345,1894,650,2018,2669,0,17,15,2203,2382,4579,1992,1168,3162,659,497,1153,48229,56377,104601
103,9,318,213,527,61,21,81,153,41,197,2269,693,2964,6,3,8,38,117,153,43,23,68,50,44,102,0,0,0,157,92,250,33,33,68,5,40,48,341,356,696,7,14,13,196,479,673,50,173,232,117,132,254,374,797,1174,3,3,3,190,53,241,232,451,686,431,501,927,7,9,15,1096,1593,2691,166,41,207,1263,1645,2908,0,3,3,275,587,859,495,680,1169,767,1266,2031,11,12,26,2062,2222,4286,122,19,141,1082,526,1606,3282,2781,6060,38,85,121,1240,4514,5759,534,1004,1532,153,337,491,1963,5941,7900,33,204,237,664,2518,3182,653,2094,2748,308,1911,2223,526,2236,2766,2191,8964,11154,3,6,8,99,70,168,62,56,120,210,247,450,11,5,19,384,389,768,5,0,5,1499,308,1808,405,1051,1457,0,15,15,1907,1380,3285,1333,694,2025,564,454,1020,43053,40134,83186
104,16,190,128,325,102,29,133,29,17,46,1391,383,1772,10,7,18,38,61,98,33,21,54,36,22,60,0,0,0,124,61,184,32,12,45,4,16,14,276,194,468,8,11,16,124,306,428,36,65,96,105,77,181,270,452,722,0,3,5,94,45,136,264,438,706,355,491,845,4,3,4,712,1010,1726,200,60,256,914,1074,1987,0,3,6,212,428,638,418,361,778,632,791,1420,10,6,15,1172,1271,2441,10,0,15,626,257,877,1817,1534,3345,22,57,81,857,2569,3425,208,337,544,123,240,360,1212,3206,4418,39,132,174,538,1775,2311,561,1589,2150,291,1548,1840,457,1472,1925,1883,6513,8394,9,6,16,71,75,141,43,33,80,231,190,425,6,12,21,362,318,682,0,0,0,868,174,1045,246,673,923,0,0,0,1115,848,1964,792,412,1198,330,276,608,23777,25066,48847
105,9,176,100,278,49,3,53,82,14,95,1249,341,1587,5,0,12,41,44,84,22,10,36,42,21,66,0,0,0,77,27,109,5,3,14,0,26,34,206,145,345,3,6,9,121,253,374,44,59,103,50,77,135,221,398,622,0,0,0,69,22,93,123,202,329,196,229,420,0,4,4,541,797,1341,51,18,68,594,822,1411,0,7,7,149,294,443,253,363,613,398,671,1069,7,3,15,1198,1216,2417,13,3,16,693,382,1073,1913,1604,3517,19,49,76,737,2752,3491,147,268,414,56,146,199,958,3224,4179,40,157,202,467,1619,2090,385,1243,1630,139,941,1084,316,1267,1583,1351,5228,6577,4,4,6,139,108,247,20,23,45,133,88,225,5,6,13,306,232,539,0,0,0,839,147,983,193,599,798,0,8,6,1034,753,1786,706,309,1008,394,268,663,23377,21825,45204
106,68,256,209,464,196,61,255,77,39,118,2724,887,3605,3,3,5,32,70,101,44,50,95,15,12,27,0,0,0,103,52,147,19,8,28,3,23,32,219,215,442,15,14,24,161,587,746,50,132,182,125,142,263,346,875,1221,8,0,13,332,116,450,359,691,1053,703,813,1512,14,4,24,1531,1692,3222,383,111,488,1930,1813,3739,3,6,8,664,922,1585,700,934,1632,1366,1860,3225,4,12,13,1470,1834,3305,2689,671,3362,1018,494,1512,5189,3009,8197,42,64,105,1278,4910,6187,218,252,468,182,375,556,1726,5600,7324,38,179,214,345,1889,2232,626,2129,2758,291,2057,2351,407,2496,2901,1706,8754,10455,5,9,10,82,63,143,46,76,126,348,359,709,14,22,36,492,528,1020,6,0,6,2249,404,2653,409,1393,1809,0,12,12,2661,1814,4475,1809,880,2689,589,463,1055,53567,45625,99196
107,97,486,207,693,345,66,413,171,68,236,3459,725,4187,15,7,21,71,67,141,108,61,170,93,92,183,0,3,3,203,76,278,54,22,79,3,22,27,552,352,900,30,26,53,444,873,1320,370,939,1309,295,364,658,1130,2206,3340,0,0,0,188,96,284,505,772,1280,695,870,1569,17,4,19,1961,1972,3930,740,227,974,2720,2205,4921,4,3,9,512,1020,1534,713,805,1515,1230,1829,3058,6,14,17,1794,2601,4398,118,58,176,1176,530,1702,3093,3204,6295,65,128,194,1601,5541,7135,1618,2302,3916,304,694,998,3584,8664,12247,40,223,260,954,3313,4273,1086,3274,4357,518,2780,3298,747,2979,3724,3348,12565,15912,15,12,29,55,47,107,137,147,287,464,450,910,30,31,63,702,692,1396,6,0,6,1604,326,1929,611,1758,2365,0,32,32,2220,2114,4334,1859,902,2760,665,479,1140,48575,52051,100628
108,29,324,160,479,76,24,108,48,17,65,1925,494,2418,9,4,8,36,86,119,40,34,77,39,30,66,0,0,0,96,30,129,21,3,30,3,26,32,245,214,467,4,12,18,197,428,625,41,79,122,148,152,302,394,669,1062,3,4,7,111,59,175,359,655,1012,473,715,1196,0,3,4,972,1377,2351,189,54,236,1164,1437,2598,3,0,3,330,602,933,647,561,1209,984,1158,2144,10,11,17,1213,1220,2438,18,0,24,705,289,998,1945,1522,3475,28,62,87,1353,3731,5086,206,497,702,169,303,476,1763,4592,6354,42,205,253,702,2345,3044,859,2378,3236,577,2622,3195,535,2119,2652,2715,9671,12383,13,5,21,85,52,134,63,65,126,279,226,504,11,14,23,442,364,804,0,0,4,1121,203,1324,359,1027,1385,0,4,4,1480,1236,2712,1004,559,1559,493,427,918,33045,35260,68308
109,21,174,137,309,61,17,77,94,28,125,1730,507,2237,3,3,9,14,36,50,30,47,80,40,32,78,0,0,0,80,33,118,15,4,17,6,23,24,197,178,372,5,9,10,117,331,447,48,71,121,95,124,220,265,529,794,0,4,3,57,36,90,155,234,387,212,274,483,3,0,3,681,875,1556,110,27,141,796,900,1698,0,4,4,160,348,510,297,396,698,462,747,1209,3,3,3,1142,1424,2560,37,11,50,425,173,598,1611,1603,3215,28,35,65,593,2334,2925,230,435,664,106,205,311,956,3011,3968,24,108,129,304,1449,1753,402,1283,1683,164,1240,1406,200,1254,1453,1094,5333,6421,0,10,9,70,33,108,26,32,58,179,176,357,17,14,30,296,263,564,0,0,0,775,153,921,242,626,865,0,11,12,1013,782,1798,910,439,1344,324,282,612,24777,24303,49077
110,6,257,208,463,91,23,108,111,33,145,2159,644,2798,3,8,8,58,111,168,34,29,60,45,46,94,0,0,0,106,54,157,17,4,22,3,31,31,270,276,542,14,12,24,270,543,813,50,113,165,105,135,241,437,798,1234,3,0,3,124,55,177,241,411,651,366,464,829,6,0,8,993,1591,2582,152,57,214,1150,1649,2801,0,5,5,314,613,923,448,563,1011,767,1171,1937,6,13,22,1677,1289,2964,139,35,178,733,338,1073,2559,1674,4237,28,75,102,1159,4216,5376,820,1123,1935,147,265,412,2157,5671,7826,37,206,237,519,2185,2703,562,1787,2351,287,1676,1965,424,1976,2395,1826,7834,9653,6,11,19,87,31,118,34,40,77,175,154,329,11,10,22,319,250,562,0,3,3,1387,289,1679,297,902,1202,0,5,9,1691,1206,2891,1280,637,1912,568,449,1015,37957,35662,73620
111,43,782,347,1128,929,176,1108,187,76,267,5409,1333,6744,19,15,37,125,125,253,146,133,282,182,127,309,7,5,9,419,225,643,89,36,124,7,28,32,998,692,1685,24,44,66,852,1597,2450,638,1654,2290,526,630,1154,2037,3918,5956,10,4,12,358,111,471,753,1102,1853,1118,1219,2338,18,5,26,4248,4333,8582,898,270,1160,5158,4609,9766,5,5,9,888,1682,2568,1036,828,1867,1922,2518,4438,20,23,36,2796,3715,6513,138,41,185,1572,633,2208,4526,4418,8940,92,164,253,1925,6470,8396,1999,2903,4910,399,745,1146,4418,10280,14697,118,398,520,2046,7555,9600,1823,5794,7616,859,4223,5084,1575,5163,6733,6425,23134,29559,19,19,40,42,47,88,178,158,333,671,612,1282,74,69,140,979,903,1882,9,3,10,2344,408,2748,935,2544,3478,3,37,37,3284,2983,6273,2591,1313,3907,874,649,1530,75256,80843,156101
112,48,311,216,526,127,33,161,84,47,130,2139,632,2766,20,12,28,89,123,211,81,45,128,26,37,71,7,5,11,120,60,179,37,6,41,18,64,86,399,353,751,15,14,26,224,464,688,90,143,230,221,205,424,553,817,1370,3,3,10,142,98,236,501,759,1258,648,859,1504,12,6,25,1513,2176,3689,351,106,455,1874,2293,4169,0,3,4,360,860,1221,724,682,1405,1081,1546,2626,10,7,15,1783,1518,3294,53,6,65,678,317,993,2524,1845,4370,68,92,161,1542,4286,5832,561,964,1521,281,521,803,2453,5862,8317,62,252,313,1031,3107,4135,1104,2741,3850,517,2577,3088,719,2583,3303,3427,11260,14690,17,11,34,71,63,132,199,204,407,333,273,607,51,34,84,665,584,1256,0,0,0,1249,241,1490,488,1239,1729,0,16,16,1738,1491,3230,1512,1038,2551,615,538,1156,40978,43642,84622
