SA4_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
101,7,3,128,24,13,27,3,15,3,210,0,12,151,53,23,22,3,18,0,279,9,10,97,29,17,17,7,7,3,193,3,16,46,22,22,5,3,3,0,125,0,11,18,8,12,4,3,6,0,67,3,9,6,3,0,0,0,0,0,22,0,3,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,0,0,0,21,22,72,522,214,110,146,22,89,17,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,12,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,4,0,4,0,0,0,12,0,0,7,3,3,3,0,0,0,11,0,0,4,5,0,0,0,0,0,10,0,0,5,0,0,0,0,3,0,18
102,0,13,215,83,10,54,4,20,3,399,4,13,217,79,23,43,7,22,0,404,4,7,125,49,24,33,0,18,4,270,11,23,62,31,21,16,0,6,0,180,5,18,19,5,13,3,0,0,0,66,3,3,3,9,0,0,0,0,0,19,4,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,0,0,9,0,3,4,30,53,115,783,386,129,353,43,160,18,2043,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,5,0,3,0,13,0,0,0,3,0,8,0,3,0,12,0,0,4,3,0,3,0,0,0,7,0,0,9,0,0,0,0,3,0,12,0,0,4,4,4,0,0,0,0,15,0,0,7,4,0,4,0,0,0,16,0,0,0,3,0,0,0,0,0,5
103,0,5,163,39,19,23,3,17,3,271,10,19,154,43,14,29,0,18,0,279,8,16,92,54,21,32,3,17,0,234,7,20,49,38,21,6,0,12,3,164,9,13,34,12,16,5,3,4,0,90,0,8,4,7,3,0,0,3,0,27,3,4,6,3,0,0,0,0,0,19,0,3,4,0,0,0,0,0,0,6,0,5,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,11,4,3,7,0,0,3,31,43,106,598,281,103,183,20,118,5,1461,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,3,0,9,0,0,3,0,0,4,0,4,0,17,0,0,5,3,0,3,0,0,0,12,0,0,4,4,0,3,0,0,0,14,0,0,3,0,0,0,0,8,0,18,0,0,3,4,0,0,0,0,0,13,0,0,3,0,3,0,0,3,0,12
104,3,3,72,33,9,26,3,12,0,155,7,3,77,26,17,10,0,7,0,158,6,8,58,21,16,16,0,10,0,135,3,11,15,10,7,3,0,0,0,53,0,6,5,7,0,3,0,0,0,21,3,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,25,43,282,140,64,118,7,69,5,765,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
105,0,3,68,28,9,6,3,10,0,117,7,7,89,26,15,13,0,3,0,156,4,8,33,22,16,10,0,3,0,100,8,11,20,16,11,4,0,3,0,75,0,14,9,10,16,0,3,0,0,44,0,6,4,9,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,3,6,0,0,3,0,0,0,19,22,63,268,140,67,76,14,43,9,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,10,3,0,0,0,3,0,16,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5
106,3,0,159,29,19,33,0,12,0,266,13,10,208,50,24,35,3,28,3,367,11,21,113,45,26,26,5,21,0,271,8,19,66,26,21,14,3,3,0,170,13,19,46,13,14,3,0,3,0,105,4,14,17,5,0,0,3,0,0,51,0,8,8,0,3,0,0,0,0,20,0,3,12,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,0,3,3,27,50,104,754,270,138,266,33,165,17,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,12,0,0,0,0,0,0,0,3,0,10,0,0,6,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,11,0,0,7,3,0,0,0,3,0,21,0,0,5,9,0,0,0,3,0,23,0,0,3,0,0,3,0,0,0,8
107,4,19,195,62,18,33,3,15,4,367,6,23,229,75,20,37,4,13,3,421,8,24,116,64,35,16,4,8,0,289,12,27,56,23,34,17,4,0,3,181,11,36,38,7,21,4,0,0,0,119,3,36,10,6,5,0,0,0,0,58,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,6,15,4,4,3,0,0,3,39,65,202,763,400,169,253,32,117,25,2028,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,3,0,12,0,0,0,3,0,0,0,3,0,13,0,0,0,3,0,3,0,0,0,10,3,3,3,0,0,0,0,0,0,8,0,0,4,0,0,0,3,3,0,13,0,0,6,5,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,8
108,0,3,108,39,7,17,3,15,3,192,6,6,113,28,16,21,3,16,0,206,3,5,59,28,21,13,0,10,0,137,0,6,26,12,13,3,0,3,0,61,3,3,7,6,4,0,0,3,0,29,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,21,45,371,184,73,126,15,92,13,929,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,14,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,3,0,0,0,10,0,3,5,3,0,0,0,0,0,14,0,0,7,3,0,0,0,3,0,8,0,0,0,5,0,0,0,0,0,5
109,0,5,98,13,9,16,5,16,0,162,4,10,100,30,14,16,0,9,0,186,3,13,54,24,15,13,3,7,0,120,5,15,27,19,13,3,3,7,0,91,4,11,15,4,3,0,0,3,0,36,0,5,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,7,21,62,351,134,50,88,19,64,5,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
110,4,10,89,35,6,34,0,21,0,191,4,21,109,42,27,31,0,18,0,249,13,28,66,43,24,31,3,14,0,221,6,24,32,20,25,14,3,5,0,131,5,16,12,6,6,0,0,6,0,57,7,3,8,3,7,0,0,0,0,29,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,0,18,51,111,396,217,102,180,20,102,4,1183,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,3,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,5,0,3,0,12,0,0,3,3,5,8,0,4,0,23,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,4,0,3,0,7
