SA4_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
101,3,46,7,48,34,0,4,11,3,143,7,108,5,98,69,0,3,31,6,327,6,174,11,115,124,3,12,52,12,511,15,254,44,174,160,5,18,73,3,734,20,444,20,138,198,3,17,39,12,891,30,538,28,109,112,3,28,19,6,869,33,569,37,135,53,0,13,10,3,856,47,630,28,209,37,0,8,4,6,970,237,395,29,253,37,3,3,6,5,963,65,88,8,17,5,0,0,0,0,183,3,36,0,14,6,0,0,3,0,62,470,3343,219,1396,866,25,104,275,49,6752,0,0,0,0,0,0,0,0,0,3,3,0,4,8,3,0,0,4,0,19,0,0,0,8,9,0,0,0,0,24,3,3,4,7,13,0,0,8,0,36,0,0,7,11,23,0,3,5,0,49,3,14,10,23,44,0,3,12,0,105,13,16,17,22,47,0,23,48,4,183,9,30,42,26,90,0,70,68,11,347
102,3,72,3,99,49,0,7,24,0,256,6,207,17,186,177,0,5,47,0,644,9,307,28,226,192,3,6,55,8,832,11,519,46,313,330,3,18,71,10,1328,27,882,61,265,324,8,24,42,17,1644,42,995,57,228,183,9,28,22,13,1574,53,1045,78,341,154,4,20,23,11,1734,92,1054,68,243,84,0,21,8,9,1582,318,694,78,211,83,0,16,3,3,1410,95,178,18,6,13,0,3,0,0,311,0,47,3,27,12,0,3,4,3,103,668,6103,469,2287,1665,38,158,346,83,11811,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,12,0,5,0,18,3,0,0,3,0,25,0,3,0,23,5,0,0,3,0,30,3,9,4,14,21,3,0,3,0,54,3,13,12,24,35,0,0,13,0,94,0,12,23,15,40,0,12,15,7,133,4,34,42,21,66,3,55,58,6,292
103,0,71,5,87,40,0,0,21,0,232,8,133,15,139,93,3,9,50,4,443,9,197,29,195,140,3,12,61,9,650,11,301,30,266,252,7,22,73,8,967,23,612,56,240,348,5,22,57,6,1380,24,710,47,191,260,7,10,22,11,1281,46,758,63,280,163,0,11,6,14,1357,94,802,33,280,86,0,12,6,6,1323,348,619,50,262,76,3,17,8,11,1398,105,102,19,15,16,0,0,8,0,272,5,26,7,16,6,0,0,0,0,63,683,4435,366,2097,1515,32,127,366,71,9686,0,3,0,0,0,0,0,0,0,3,0,4,0,10,3,0,0,3,0,17,4,3,0,5,8,0,0,0,0,23,0,5,8,7,13,0,3,7,0,38,0,3,8,9,11,0,6,11,0,51,3,7,14,21,42,4,11,22,4,131,10,22,21,21,50,5,47,58,0,229,20,34,77,25,98,3,137,109,6,503
104,4,56,3,54,24,0,0,16,0,158,3,101,4,72,64,3,0,18,4,277,3,142,12,117,86,0,8,48,3,421,9,231,26,132,149,3,10,53,3,622,12,401,28,140,163,0,9,16,7,784,11,447,21,89,118,6,3,11,4,716,27,510,21,121,52,8,4,3,8,752,47,579,8,125,44,3,3,7,3,818,191,315,18,128,54,3,3,6,3,715,38,79,0,3,4,0,0,0,0,127,0,26,0,6,11,0,0,9,3,55,344,2961,141,1045,803,34,39,202,32,5607,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,8,4,3,5,7,3,0,0,0,0,19,0,7,7,8,16,0,0,4,3,51,0,17,10,13,24,0,8,27,0,100,8,15,31,8,41,3,50,57,5,218
105,0,23,7,47,25,0,3,18,4,122,3,71,4,85,43,9,0,22,3,235,3,104,12,168,115,4,10,37,6,458,12,163,40,194,149,0,19,47,5,622,17,410,43,209,201,3,18,40,6,943,16,444,37,148,127,7,11,11,6,803,50,484,28,211,84,4,12,5,3,883,71,490,15,207,49,0,6,5,9,856,215,392,10,200,47,4,4,6,5,897,55,69,0,16,0,0,0,0,0,143,0,23,3,17,12,0,0,3,0,57,438,2722,203,1586,864,31,78,222,43,6185,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,5,0,4,3,0,3,3,0,17,0,3,7,6,10,0,0,3,0,24,0,3,6,11,6,0,0,4,0,32,7,4,3,13,13,0,4,19,0,69,4,3,18,28,34,0,28,24,3,150,9,17,41,21,68,4,79,51,3,292
106,3,63,11,97,55,0,3,25,0,254,3,124,15,150,81,0,8,34,0,431,7,235,15,203,139,4,4,39,0,653,12,356,40,203,212,4,11,70,8,917,15,613,46,220,229,7,17,35,8,1190,26,624,54,175,173,3,14,16,5,1095,50,648,66,261,82,7,4,12,15,1139,51,712,39,215,30,0,0,3,5,1063,218,466,37,204,43,0,0,0,6,977,48,69,10,13,0,0,0,0,3,150,9,33,0,13,22,0,0,3,0,80,460,4037,358,1922,1126,28,76,282,49,8327,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,0,0,16,0,4,3,4,3,0,0,3,0,25,0,0,6,0,12,0,0,10,0,35,0,3,6,0,35,0,0,9,0,49,3,11,6,11,45,0,4,14,4,96,9,14,12,15,50,4,25,50,0,161,3,38,45,12,76,0,60,73,3,325
107,3,78,13,94,65,3,0,38,3,292,5,153,22,196,124,3,6,40,3,555,14,293,27,185,212,9,11,64,4,812,9,423,34,253,330,3,21,84,14,1176,38,812,46,262,418,9,33,54,14,1697,38,910,35,177,227,9,28,28,11,1465,70,1032,47,226,159,11,26,22,16,1616,106,1027,34,228,71,3,24,26,7,1531,383,762,57,220,67,0,34,17,9,1547,98,174,11,18,11,0,0,0,3,324,4,49,3,18,14,0,0,3,0,99,789,5845,340,2054,1774,67,193,429,82,11572,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,3,0,8,3,0,3,0,0,24,0,0,3,10,12,0,0,3,0,29,3,3,5,12,18,0,0,14,0,55,3,18,20,13,28,3,3,9,3,107,6,25,25,25,48,0,5,30,0,169,5,35,36,20,68,0,24,58,6,255
108,3,69,6,58,29,0,3,18,0,183,8,117,10,120,65,0,7,32,6,362,3,191,15,173,112,0,9,44,3,552,6,264,24,185,204,3,14,61,4,756,27,486,21,170,196,9,17,33,5,956,30,524,18,129,98,3,5,12,3,825,35,572,18,146,49,0,0,6,0,830,57,671,12,186,16,0,3,6,0,954,188,361,7,177,23,3,5,0,4,764,30,63,0,17,3,0,0,0,0,123,0,30,3,12,4,0,0,3,5,57,401,3414,140,1475,836,27,60,236,34,6622,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,3,3,6,0,0,3,3,19,0,8,4,3,13,0,0,8,0,40,6,10,4,3,30,0,3,7,0,57,3,7,27,0,35,0,19,43,4,131,14,20,58,7,78,0,77,79,3,335
109,0,26,5,37,16,0,4,13,0,108,3,74,16,98,48,0,0,31,3,273,6,116,20,83,65,4,6,27,3,333,11,172,19,106,95,3,10,48,5,462,15,288,21,90,108,0,18,29,7,571,20,345,12,64,54,5,8,9,4,521,24,359,13,73,37,0,4,7,3,516,33,337,10,112,15,3,4,4,6,529,143,232,3,137,24,0,4,0,3,543,22,38,0,7,5,0,0,0,0,74,0,22,0,9,9,0,0,3,0,43,281,2050,130,866,487,15,55,204,32,4124,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,4,0,9,0,0,0,3,3,0,0,3,0,15,0,0,0,0,4,0,0,4,0,15,0,5,0,3,7,0,0,5,0,24,3,4,11,8,20,0,3,4,0,53,0,10,21,10,32,0,16,14,3,112,8,13,48,12,52,0,74,41,5,253
110,3,51,11,76,31,4,0,28,0,202,0,108,13,141,64,0,0,45,3,379,8,182,26,178,117,0,4,57,5,572,16,260,48,247,169,3,13,97,11,874,26,520,52,201,221,3,29,43,8,1104,23,579,25,134,136,3,4,17,4,933,40,610,49,171,78,3,10,9,4,979,58,703,24,163,47,0,3,5,3,1004,228,504,23,237,33,0,7,0,0,1027,46,69,0,18,5,0,0,0,0,142,3,27,0,15,0,0,3,8,0,61,453,3698,280,1697,951,17,80,368,44,7587,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,4,0,0,0,6,0,20,0,3,0,4,11,0,0,5,0,25,3,3,3,10,5,0,0,15,0,44,0,5,7,14,27,0,12,10,0,87,7,14,25,14,53,3,62,51,3,225,17,22,48,19,85,4,136,78,12,412
