SA4_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
101,0,26,3,0,35,9,45,3,3,59,15,40,3,3,64,6,32,0,0,39,18,20,0,0,47,13,42,8,3,64,22,36,7,0,65,30,58,10,4,105,32,49,8,0,93,28,40,10,3,82,10,24,3,0,43,7,19,3,0,28,3,29,3,5,46,206,463,67,30,760,1119,2926,157,135,4341,3345,1969,156,179,5645,4031,1553,209,137,5925,3795,1750,299,111,5957,3716,1862,181,107,5868,4535,2147,172,129,6979,5040,2262,190,135,7628,5180,2523,234,131,8062,4507,2678,323,115,7615,2789,2329,290,84,5489,1198,1308,137,61,2710,447,623,66,34,1174,289,334,40,43,698,39978,24268,2441,1405,68085,13,39,0,3,50,37,22,3,11,75,50,32,0,5,87,68,31,0,0,98,54,47,4,3,107,64,48,0,6,117,71,33,0,3,111,84,39,4,3,136,49,52,0,3,106,46,37,0,0,87,19,22,0,0,48,6,12,3,0,18
102,9,61,3,3,79,30,70,8,3,108,26,48,3,3,80,29,54,6,3,91,17,54,4,4,79,40,58,13,3,116,40,72,11,3,129,54,82,18,3,156,41,67,8,0,116,22,65,19,4,108,8,21,5,0,41,7,21,0,4,28,5,16,3,6,36,326,693,92,40,1161,1392,5732,293,163,7578,4750,4329,303,248,9639,5971,2707,381,166,9229,5752,3160,470,156,9535,5699,3491,354,153,9697,6835,3884,257,175,11153,7372,3970,268,172,11781,7234,3825,332,167,11554,6310,3851,394,139,10704,3494,2956,313,99,6861,1088,1566,132,56,2848,269,654,48,24,1000,109,233,19,41,408,56288,40374,3571,1756,101993,23,48,0,3,84,50,42,3,6,99,52,32,7,7,105,67,56,6,9,132,69,66,5,16,153,93,71,7,6,183,105,67,4,6,181,96,60,3,8,167,93,54,7,6,155,68,31,3,4,108,29,28,3,0,63,4,14,0,4,17
103,15,24,3,0,43,11,36,0,0,49,20,37,0,3,59,14,30,3,0,50,10,33,9,0,48,35,46,4,6,93,24,49,4,0,77,29,36,5,3,75,32,47,10,0,84,27,29,8,4,70,13,16,6,3,35,8,13,3,3,23,15,25,11,15,65,247,420,58,41,773,1323,3044,228,166,4772,4181,2234,248,180,6844,5194,1799,349,140,7489,5052,2260,391,152,7850,5062,2151,249,149,7608,5869,2409,200,136,8608,6268,2392,234,132,9022,6155,2467,247,145,9014,5598,2455,337,114,8507,3468,2073,293,96,5933,1526,1253,151,63,2998,583,717,85,55,1436,417,453,45,92,1002,50697,25706,3055,1617,81079,23,22,4,14,60,47,38,5,14,99,59,24,0,6,89,67,41,6,5,129,66,46,10,12,138,86,47,4,8,154,115,51,11,10,184,90,46,4,9,155,85,34,0,6,123,49,41,3,3,91,27,12,9,0,53,18,22,3,3,41
104,4,18,0,4,28,7,23,0,0,35,14,32,4,0,48,6,28,0,0,35,12,22,8,0,43,24,37,3,3,68,29,34,0,3,70,20,28,3,3,60,21,56,5,3,92,19,24,5,3,53,11,26,5,0,47,0,15,3,3,20,3,12,7,5,24,174,362,44,34,622,546,2280,137,96,3057,1849,1490,128,92,3556,2279,1229,164,75,3752,2348,1380,184,71,3982,2470,1543,141,63,4218,3209,1824,117,75,5229,3484,1923,129,90,5625,3464,2069,191,97,5826,3229,2226,235,78,5769,1947,1841,193,70,4051,638,848,77,34,1600,174,323,32,13,544,104,172,10,36,322,25748,19149,1741,896,47532,3,21,0,0,32,19,12,4,3,45,28,12,0,6,45,40,22,0,0,64,41,24,0,0,66,52,29,0,5,86,35,32,3,0,72,57,32,0,3,95,47,33,7,4,81,27,31,3,0,56,4,18,3,0,25,3,7,0,0,11
105,6,26,0,0,31,9,22,0,0,30,12,14,3,0,28,12,20,9,0,43,11,14,0,4,24,23,16,0,0,44,23,19,9,6,49,37,27,11,3,66,12,23,4,0,48,18,27,3,0,48,6,21,4,0,34,3,9,0,0,14,10,22,7,8,49,179,253,50,28,509,670,1394,89,87,2244,2405,1035,122,96,3653,3339,1004,198,99,4641,2879,1162,257,89,4391,2714,1093,131,73,4008,3050,1058,106,99,4314,3379,1146,100,86,4719,3562,1102,135,88,4892,3333,1194,191,79,4806,2088,989,159,69,3306,943,598,82,45,1663,372,315,27,28,743,269,227,25,45,573,29015,12323,1628,992,43947,10,12,0,0,27,36,4,3,3,48,42,7,3,5,57,46,15,0,3,72,47,20,0,4,73,59,28,0,8,99,39,17,0,8,64,63,28,3,8,99,51,18,9,3,77,34,17,3,0,64,17,19,0,4,40,4,6,0,0,12
106,0,62,0,0,67,15,70,6,3,91,19,63,3,3,82,20,47,4,0,72,18,50,5,3,79,32,57,21,5,109,40,55,20,0,120,42,59,13,3,111,51,55,7,0,115,20,46,10,0,77,18,42,4,3,63,6,19,3,6,30,3,21,3,10,42,283,633,104,42,1054,1550,4548,264,157,6521,5197,3290,287,199,8974,7005,2478,420,189,10096,6870,2806,503,164,10340,6490,2906,294,178,9866,7253,3183,293,176,10902,7358,3023,276,167,10825,6961,2975,309,157,10404,5890,2834,371,126,9221,3142,2259,248,93,5742,1086,1223,118,51,2474,335,528,41,32,940,208,304,22,44,576,59339,32339,3441,1743,96864,13,35,0,4,57,42,30,3,13,91,58,39,0,4,105,58,30,3,4,92,86,41,3,7,141,100,56,3,4,167,100,55,0,4,159,89,51,3,9,153,85,47,9,6,150,42,34,0,4,87,20,19,5,0,46,9,9,0,0,20
107,13,49,6,0,62,27,78,4,3,113,12,71,4,0,84,31,67,10,0,101,26,45,0,3,72,39,61,6,3,112,40,61,13,0,106,43,67,10,0,123,37,51,14,0,108,24,41,12,4,68,7,35,0,0,39,3,11,0,5,17,0,19,3,5,32,288,646,81,33,1043,1257,4948,242,141,6587,4780,5307,297,244,10623,6058,2928,396,177,9566,6093,3105,489,165,9853,5976,3471,380,134,9965,6875,3831,260,133,11101,7121,3434,252,165,10966,7098,3494,299,134,11027,5938,3188,355,112,9593,2977,2437,300,82,5794,901,1195,120,49,2261,244,439,39,29,756,105,183,23,39,347,55414,37953,3454,1598,98427,15,34,0,0,54,40,28,6,11,86,59,26,3,3,93,56,34,9,8,105,68,48,0,3,118,86,60,6,5,150,83,53,5,10,150,70,50,3,7,130,73,43,9,9,133,39,30,4,4,75,19,18,0,0,39,3,5,0,0,10
108,8,39,6,3,54,14,52,4,4,74,14,46,10,0,70,9,36,9,0,57,15,40,4,7,63,18,31,3,4,61,25,57,4,0,95,36,67,8,3,113,26,53,4,4,97,19,42,13,0,74,17,22,0,3,46,4,14,3,3,21,9,18,0,3,34,227,518,74,42,861,767,3102,247,145,4265,2460,1819,193,141,4624,3005,1659,200,105,4974,3034,1825,286,90,5227,3274,2101,201,114,5688,4474,2418,185,124,7200,4842,2683,209,159,7897,4979,3011,274,143,8398,4665,3170,381,138,8353,2722,2592,279,99,5697,987,1373,134,63,2555,324,564,55,49,988,193,260,41,67,556,35735,26581,2682,1436,66427,10,25,0,7,42,30,25,0,8,61,45,23,7,6,83,43,35,3,8,85,48,45,0,5,101,52,42,4,7,104,79,41,3,10,130,67,36,6,7,121,62,48,10,6,121,42,33,8,4,84,27,26,0,0,53,8,10,0,5,21
109,11,17,0,0,27,10,23,3,0,26,9,25,0,0,33,11,15,3,0,27,12,21,4,0,38,9,25,7,0,41,13,11,3,0,33,18,34,10,3,60,19,8,5,4,41,6,23,10,0,42,9,16,0,4,32,4,8,3,0,21,12,10,3,6,36,138,241,56,23,453,729,2011,131,100,2961,2373,1518,121,124,4136,2812,1166,192,70,4241,2716,1379,235,89,4419,2689,1380,144,66,4276,3190,1471,122,86,4865,3547,1512,127,97,5276,3663,1543,189,84,5477,3426,1619,269,79,5394,2173,1457,226,66,3918,811,834,109,62,1818,280,341,51,30,701,175,223,39,34,469,28569,16451,1939,988,47937,12,18,0,7,28,15,14,3,3,43,33,21,3,3,56,46,14,0,0,67,23,25,0,3,50,41,28,0,0,72,56,26,0,0,86,51,22,0,7,80,36,32,6,6,78,40,18,3,9,67,11,13,3,3,30,6,8,9,0,21
110,6,32,4,0,40,5,37,3,0,43,13,32,0,0,46,14,19,4,0,38,20,26,5,3,51,26,35,7,6,67,23,45,6,3,75,35,39,5,3,80,29,34,3,6,71,29,30,11,3,72,18,21,8,0,44,8,22,3,0,32,14,28,16,19,74,239,394,69,41,747,1125,2778,204,169,4276,3568,1923,226,179,5888,4591,1623,290,128,6636,4383,1884,311,116,6699,4256,1885,231,126,6500,4877,2063,167,123,7237,5368,2063,192,140,7757,5542,2218,210,136,8101,5082,2236,300,148,7758,3422,1856,246,101,5627,1513,1142,135,69,2860,624,627,53,65,1375,431,393,54,70,947,44788,22692,2618,1573,71674,21,37,5,3,59,36,34,4,6,79,52,21,6,3,80,73,31,8,10,117,73,33,3,7,105,101,42,3,9,158,83,39,3,10,135,80,27,0,5,122,85,44,3,9,136,45,29,11,0,91,34,17,4,3,61,9,13,0,3,31
