SA4_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
113,627,102,23,3258,0,25,567,1057,1124,785,130,18,3711,9,20,118,372,490,441,130,32,1620,99,124,203,221,265,259,91,49,1310,4397,6636,13484,13172,14493,11755,3274,729,67936
114,560,97,16,2477,3,20,301,781,897,633,126,27,2787,9,6,111,284,388,332,135,30,1294,80,80,119,165,228,161,65,19,925,3599,4429,8948,9896,11938,9897,2806,463,51975
115,850,174,19,4906,6,36,1304,2454,2029,1173,256,16,7270,0,15,339,1395,1467,805,222,38,4276,106,171,264,262,291,197,71,14,1368,5935,8693,17261,18916,18251,12423,3621,505,85609
116,1137,161,10,6162,6,51,1296,2371,2206,1291,209,11,7432,11,20,297,942,1052,644,161,13,3131,126,203,354,354,381,269,51,12,1748,6073,10172,24316,24901,23566,15697,3225,261,108208
117,4483,829,92,43524,21,490,25548,31885,19106,9276,1569,151,88035,23,190,10337,30583,24712,10820,2141,279,79071,208,770,2206,1751,1410,840,261,61,7511,10184,53609,186541,149945,105433,58662,13525,1580,579482
118,871,240,43,5809,3,60,1640,2774,2250,1382,416,64,8586,6,27,519,1569,1866,1276,541,129,5935,74,143,349,280,304,202,96,33,1472,3597,10151,24617,19807,17362,12301,4400,796,93033
119,1407,228,27,7455,5,58,1638,2901,2780,1787,344,42,9557,10,22,394,1304,1656,963,325,58,4725,147,272,541,481,542,352,106,26,2477,6871,13710,33249,32550,33383,23418,5743,733,149640
120,1119,230,27,6327,0,43,1706,3273,2933,1761,358,47,10115,3,24,506,1852,1975,1101,362,50,5888,82,192,347,322,322,212,75,16,1577,4186,10076,26264,24068,22810,15726,4199,565,107890
121,1983,523,72,14396,6,100,6145,9663,6648,3745,874,105,27284,11,35,1917,7473,7976,4039,1105,211,22768,120,280,651,603,586,378,165,51,2842,7621,18896,53618,49753,42835,27650,8880,1414,210668
122,852,200,33,4577,3,27,1025,2162,2040,1194,312,51,6810,9,23,331,1384,1692,1008,323,72,4836,81,120,248,261,310,231,86,28,1359,5441,8101,17715,18770,19415,13553,4486,740,88217
123,722,113,5,4106,0,37,829,1572,1407,939,137,6,4927,10,23,245,612,627,418,90,17,2036,118,143,261,262,266,180,57,14,1296,5763,8011,16315,17080,16730,11905,2507,253,78570
124,1094,187,14,5573,0,43,924,1815,1943,1375,245,31,6373,9,26,215,706,869,565,155,18,2563,145,170,344,325,336,264,82,15,1680,7394,10086,20307,21243,22108,16656,3976,438,102208
125,2362,374,16,14125,5,86,3528,6641,5893,3538,529,48,20267,7,60,820,2821,3202,2027,459,55,9453,154,379,773,662,685,423,110,20,3211,7442,19191,54012,51851,47777,32445,6874,636,220226
126,1029,202,24,7523,3,44,2916,5580,3931,1959,322,19,14774,6,16,866,3644,3674,1735,272,51,10271,70,128,314,299,276,180,45,17,1331,3463,8526,24079,25541,21467,13397,3167,451,100093
127,1081,179,16,6292,0,50,1379,2280,2036,1245,224,14,7234,11,24,284,797,1083,709,197,35,3140,113,221,426,431,419,293,80,20,1990,6112,11702,26955,26766,26411,18057,3801,420,120230
128,720,150,13,3539,3,19,667,1357,1322,883,193,22,4466,3,9,202,633,746,499,188,30,2322,82,138,194,192,210,154,57,11,1040,5260,7297,13403,13628,13981,10591,2927,364,67454
197,0,0,0,4,0,0,3,4,3,0,0,0,11,0,0,3,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,10,17,17,24,12,3,0,90
199,809,155,3,5739,6,126,1511,2099,1788,912,192,19,6653,9,32,447,890,904,477,154,26,2938,122,267,559,603,663,511,140,46,2913,6207,13764,29918,30659,32366,23834,5924,688,143362
201,521,73,14,2496,0,7,400,738,871,618,88,16,2741,3,11,99,369,432,316,82,17,1330,72,94,143,185,227,159,54,20,963,3626,5811,11289,12105,13363,10441,2550,411,59603
202,470,80,11,2473,3,26,444,854,943,554,89,14,2926,7,15,103,355,426,311,78,16,1317,90,114,167,142,218,216,77,28,1039,3773,5885,11608,11894,13608,10923,2573,458,60709
203,920,142,21,5193,3,16,999,1919,1908,1192,193,19,6255,10,28,266,911,1028,667,200,47,3147,157,184,303,347,437,311,100,26,1855,6564,10617,22332,23007,23671,17601,4056,540,108389
204,635,129,23,2806,0,11,342,735,909,639,134,27,2799,5,27,113,286,389,311,130,38,1296,138,95,195,228,244,261,121,46,1324,4253,5860,11494,12641,15021,13082,3881,812,67050
205,915,164,16,4117,4,47,843,1354,1653,1220,198,36,5350,19,32,321,632,978,721,157,35,2899,158,176,279,306,404,420,180,54,1969,5950,8181,17928,18557,22002,18814,5273,1077,97786
206,5726,1036,131,48543,16,354,21742,32915,21740,10794,1841,185,89590,33,184,6711,24253,21848,10312,2421,336,66101,396,1023,2593,2126,1947,1309,382,113,9877,15017,63163,215776,172633,127210,73760,17569,2296,687418
207,1512,324,52,8374,7,35,2031,3963,3651,2259,528,65,12523,4,27,583,2377,2751,1663,483,73,7953,140,294,454,417,527,371,125,35,2359,6521,14229,34201,29996,30559,21362,6333,924,144126
208,1425,326,30,7382,4,54,1503,2865,3075,1750,438,77,9781,18,36,476,1786,2180,1336,486,90,6406,179,307,510,531,627,396,164,40,2750,7855,16105,33056,31337,33556,23440,7071,992,153409
209,1382,234,21,6938,6,40,1259,2319,2272,1516,274,27,7709,11,22,347,1190,1370,948,257,42,4191,196,295,522,492,605,421,133,23,2687,8753,14609,32592,31138,31814,22350,5213,619,147092
210,1174,155,15,6891,4,73,1462,2701,2590,1451,208,18,8519,10,35,441,1283,1539,808,189,41,4344,167,277,533,556,592,407,104,23,2655,6198,12798,32415,31758,31981,20111,3941,454,139656
211,1475,251,20,7761,7,37,1388,2961,3100,1882,322,38,9729,18,34,362,1428,1834,1038,284,51,5042,247,345,537,616,763,516,172,50,3233,11171,16973,34565,36289,40153,28826,7519,955,176445
212,2685,402,45,15322,8,100,3255,6547,6187,3490,601,63,20240,25,64,816,3056,3700,2109,515,72,10359,277,562,993,1006,1216,819,237,46,5160,12782,26264,67819,67766,67628,44412,9817,1178,297667
213,1819,267,23,10171,11,90,2046,3775,3522,2230,334,19,12025,10,43,595,1586,1954,1137,232,32,5598,263,430,843,823,898,570,163,31,4026,11284,20951,51884,50550,47167,30523,5857,557,218781
214,766,129,16,3861,3,22,590,1210,1263,789,201,18,4089,4,25,212,570,815,483,207,50,2362,144,215,279,338,403,327,120,18,1840,6417,8850,16900,18164,20338,14732,4214,556,90174
215,558,83,22,2207,3,19,279,599,723,476,102,30,2230,5,17,120,263,329,297,94,22,1147,86,101,181,201,274,245,96,43,1228,3493,4982,10773,11032,13493,11810,3367,768,59720
216,482,76,15,2205,0,19,320,653,699,461,80,19,2259,10,23,103,261,342,299,91,29,1151,100,88,154,195,267,244,72,32,1164,3427,4412,9873,10566,12319,10001,2577,534,53711
217,423,91,13,2049,0,12,340,680,782,508,106,21,2451,5,13,108,316,427,326,108,26,1322,79,91,154,155,194,205,88,27,996,3063,4226,8913,9452,11304,9139,2742,556,49392
297,0,0,0,11,0,0,0,5,12,8,0,0,28,0,0,5,20,20,14,0,0,60,0,0,0,0,0,6,0,0,5,0,3,26,43,57,28,3,0,155
299,635,104,20,4907,3,105,1291,1748,1372,696,126,22,5374,16,32,365,696,731,386,121,16,2357,120,306,559,582,680,477,158,34,2924,4420,12149,27240,25210,26105,18622,4673,612,119037
301,734,132,10,4049,4,25,833,1647,1694,910,135,16,5263,8,10,242,761,975,547,133,18,2694,126,137,210,243,277,196,35,13,1239,6012,7242,15981,17337,18148,12594,2808,298,80416
302,1159,157,12,6820,4,79,1801,3223,2998,1577,221,28,9937,5,21,477,1481,1726,930,169,37,4838,130,163,329,345,373,234,82,14,1665,6517,11561,26039,26546,26679,17465,3526,399,118730
303,1385,214,19,8514,4,83,1934,3626,3376,2006,330,39,11404,10,38,541,1605,1821,1049,271,44,5380,124,231,439,460,430,301,81,19,2075,7470,15826,36734,35003,33397,21917,4832,512,155691
304,538,91,9,3226,3,31,626,1246,1358,777,179,16,4236,3,16,135,515,807,553,170,37,2237,63,102,165,124,151,109,37,11,765,4687,8522,13440,11845,11653,7850,2375,299,60680
305,3202,436,39,24387,9,221,9037,15066,12045,5550,756,57,42743,13,81,2662,10161,10092,4656,860,133,28669,169,392,872,786,761,418,128,19,3554,10130,32187,85179,77404,63072,35696,7332,807,311812
306,865,152,22,4289,3,26,757,1306,1603,1003,163,27,4892,6,15,230,578,718,522,156,42,2270,142,144,270,328,400,322,132,35,1780,5947,7982,19141,21286,22882,16970,4449,679,99348
307,455,97,23,2552,5,72,883,1034,1067,580,132,27,3806,5,24,290,501,574,348,142,29,1918,83,67,152,169,259,225,144,47,1156,3306,4448,10273,10994,12653,9934,3440,886,55924
308,938,131,10,5456,8,187,2164,2780,2782,1529,175,19,9650,4,49,794,1451,1440,888,184,45,4861,130,113,271,275,372,266,104,35,1561,5931,8505,19772,19919,20888,14301,3030,500,92845
309,1728,363,25,10790,6,138,2543,4365,4061,2198,495,55,13862,17,90,867,2330,2507,1553,484,106,7955,330,430,702,824,860,600,218,39,3999,15324,24163,52653,53457,52254,35569,9899,1141,244461
310,848,138,6,5303,0,50,1007,1998,1954,1055,157,12,6243,14,16,254,740,862,497,148,17,2534,137,160,320,362,370,265,81,24,1721,6729,10247,23630,24045,24093,15690,3475,423,108330
311,636,115,8,3764,0,36,772,1380,1435,745,100,10,4476,3,16,218,586,632,416,119,14,2008,142,165,287,340,309,241,79,15,1578,6803,9580,20411,20616,19780,13565,3117,296,94157
312,746,92,6,4328,4,175,2056,2388,2128,1139,125,21,8035,8,31,601,1123,1070,605,100,21,3566,112,138,261,266,355,280,91,27,1527,4355,6621,16370,16242,16952,11653,2435,412,75048
313,416,61,4,2444,0,26,475,766,858,430,97,14,2677,5,9,123,364,421,271,90,14,1288,115,111,188,220,225,156,50,18,1077,5344,6259,12526,13531,14752,10013,2396,276,65099
314,312,45,0,1873,0,17,419,797,763,411,80,3,2488,6,9,132,363,412,209,56,11,1202,85,73,126,132,157,102,26,9,721,4556,5270,10060,11151,10522,6677,1614,133,49984
315,411,75,15,2466,5,144,1365,1299,1185,686,88,20,4784,3,15,278,496,477,300,83,15,1665,67,81,158,164,203,195,66,16,945,1703,3138,8434,7624,8029,6000,1542,292,36755
316,991,162,20,5290,0,46,1033,2001,2192,1223,272,26,6798,8,25,377,1123,1228,818,237,25,3837,170,188,331,395,467,330,89,35,2007,9320,10845,22530,27428,30437,21792,5335,617,128313
317,604,89,5,3158,3,55,672,977,1186,746,115,5,3765,7,11,184,453,498,364,96,13,1633,83,92,151,166,210,143,60,13,921,4563,6500,13382,12857,13811,10246,2433,302,64098
318,902,127,13,5139,0,68,1103,1811,1869,1005,157,17,6034,4,20,238,633,762,532,120,14,2320,127,167,260,272,339,279,98,34,1560,6638,11230,21257,20223,20672,14468,3236,482,98214
319,710,89,24,3276,0,56,506,955,1139,727,139,29,3555,13,15,162,389,493,357,112,40,1585,143,134,227,270,391,324,140,55,1676,6425,7214,15274,18296,22040,17450,4316,819,91831
397,8,0,0,17,0,0,11,10,14,12,3,0,47,0,0,5,6,5,4,0,0,28,0,0,0,0,0,0,0,0,3,3,16,42,53,44,37,7,0,202
399,628,81,9,4683,3,120,1311,1633,1398,746,120,14,5346,7,41,393,734,704,376,91,14,2356,96,178,394,455,446,328,108,26,2040,4033,9110,21309,21763,22360,16113,3813,410,98920
401,2443,447,45,13147,4,46,2631,5826,5780,3554,613,58,18520,11,34,713,2940,3713,2542,694,100,10740,144,276,541,486,525,430,140,29,2570,8305,20063,49943,47770,46341,33176,8062,995,214651
402,1179,183,7,6061,0,48,897,1964,2191,1293,176,15,6592,9,12,190,663,879,548,126,24,2450,145,163,350,321,398,262,71,27,1737,7673,12084,27376,26734,28213,19486,3880,411,125856
403,1090,188,9,4576,0,17,635,1297,1458,994,190,23,4620,6,10,153,597,700,530,192,27,2228,111,120,234,251,300,195,74,24,1302,6702,9841,19564,19856,21646,16889,4234,531,99265
404,1323,167,18,6591,0,53,1170,2325,2573,1656,263,19,8059,7,36,273,878,1217,778,214,41,3442,103,158,307,308,373,236,73,13,1568,5103,10914,26356,26246,28735,20358,4205,468,122391
405,412,91,9,1678,0,22,225,446,569,405,104,16,1789,0,4,81,176,254,217,81,16,831,52,59,103,99,146,159,54,34,705,2234,3140,6765,7615,9689,8509,2463,532,40942
406,457,57,6,2495,4,75,899,1028,986,564,66,13,3635,7,12,209,399,408,276,57,16,1385,42,65,104,112,164,136,40,15,687,1762,2995,7595,7485,8671,6367,1412,235,36522
407,542,121,15,2273,0,18,296,586,763,591,138,29,2427,7,12,88,228,321,320,142,42,1152,104,77,167,205,235,254,99,45,1179,4098,5507,11552,12915,16007,13712,4161,873,68823
497,0,0,0,7,0,0,0,3,9,3,0,0,22,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,13,25,8,0,0,64
499,191,27,0,1133,0,24,325,366,382,190,37,7,1332,8,12,90,155,156,92,36,4,551,18,47,122,119,135,112,32,6,591,1080,3145,6992,6833,8212,6315,1537,185,34306
501,803,105,15,4193,0,109,1213,1919,2103,1279,189,27,6836,7,28,380,784,882,559,149,20,2804,94,92,161,201,254,218,92,13,1125,4345,5090,12841,15372,16859,12620,3288,528,70945
502,266,36,0,1434,0,24,325,578,637,400,70,8,2041,0,7,84,211,281,177,30,12,800,49,49,67,73,94,65,15,0,419,2171,2482,4686,5344,6156,4297,1036,167,26336
503,2327,455,33,17032,4,255,8176,10762,8759,5043,844,81,33925,10,92,3186,9699,9609,4899,978,121,28605,120,308,660,537,610,348,146,26,2749,6144,19983,62878,54145,46916,30539,7442,898,228947
504,960,150,12,5215,3,77,1161,1898,2060,1174,217,14,6593,3,12,283,729,874,521,133,27,2577,107,159,234,258,321,204,71,15,1362,5649,8915,19511,18416,19618,13530,3375,365,89384
505,1624,264,32,9071,3,92,2073,3635,3780,2327,375,38,12322,6,44,673,1713,1995,1172,319,53,5985,215,267,441,456,484,338,98,21,2319,11339,16819,35346,33382,34134,23119,5879,665,160681
506,2233,407,26,12630,3,223,3873,5636,5359,3308,558,36,19000,19,80,1030,2645,2965,1867,384,67,9049,202,327,579,521,645,410,137,25,2837,10289,19541,48464,43802,42219,29937,7305,747,202292
507,1721,276,23,10126,7,203,3313,4386,4471,2611,418,40,15435,9,45,983,2277,2556,1438,347,46,7698,143,214,463,424,468,289,102,16,2120,9412,15630,34859,33079,33269,22030,5084,612,153980
509,735,147,30,3184,0,76,889,1202,1363,977,212,42,4761,8,14,234,532,612,484,175,39,2098,69,66,126,174,238,253,113,62,1096,2643,3799,9478,10649,13238,11509,3987,900,56206
510,873,98,11,5827,15,564,5247,4741,4069,2054,222,8,16922,11,274,3818,4282,3749,1783,199,15,14134,62,81,258,274,285,150,40,9,1160,1744,4147,18793,16995,15364,8948,1414,144,67549
511,690,107,11,4453,15,256,2596,2506,2477,1348,173,16,9384,10,58,819,1235,1277,675,137,19,4220,50,80,178,205,228,172,45,10,964,2368,4057,12525,11899,12461,8495,1870,260,53941
597,11,0,0,79,0,4,144,113,116,57,3,4,447,0,6,173,274,259,118,9,0,837,0,0,7,4,13,4,0,0,32,12,42,405,453,444,216,14,4,1595
599,435,66,4,3185,3,159,1440,1367,1207,631,94,9,4914,6,56,554,763,673,358,60,7,2483,45,94,225,175,224,161,48,14,983,2008,5176,13020,11675,11952,8294,2019,229,54378
601,1121,118,13,5448,0,22,734,1788,2241,1357,207,30,6376,3,16,179,690,966,731,207,28,2823,102,111,209,229,244,205,62,18,1176,5443,8983,20347,21393,23092,17262,3680,462,100657
602,522,66,5,2407,0,15,268,609,785,546,101,9,2340,6,10,76,241,375,307,90,14,1120,51,73,116,139,179,163,58,9,783,2972,4877,9609,10593,12807,10232,2378,373,53845
603,59,13,0,259,0,3,25,77,94,78,14,7,293,0,0,8,29,27,63,28,6,166,9,11,16,27,45,37,17,8,176,417,551,1409,1787,2202,2077,675,141,9257
604,405,54,10,1921,0,21,291,526,598,375,77,9,1898,0,11,59,179,236,204,53,7,753,72,54,95,118,152,113,48,8,666,2767,3604,7392,8257,10419,7947,1724,310,42413
697,0,0,0,11,0,0,3,4,3,4,0,0,15,0,0,0,4,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,10,13,12,3,0,55
699,52,7,0,251,0,9,60,78,75,47,6,0,280,0,5,26,32,53,33,8,4,158,15,23,27,33,34,40,13,3,186,314,712,1839,1778,2227,1841,369,54,9132
701,914,142,11,5930,9,157,2383,2960,2622,1548,231,17,9911,3,86,1252,1829,1771,1085,185,18,6222,70,131,274,260,244,150,47,0,1170,3147,6652,19541,16659,14730,9387,2064,195,72381
702,594,92,3,2485,6,57,833,1013,1057,774,114,13,3868,4,15,170,379,463,297,72,5,1405,60,93,232,203,189,146,45,8,978,1399,2720,8389,7089,7273,5349,1252,130,33604
797,0,3,0,16,0,0,12,3,7,4,0,0,20,0,0,5,6,8,7,0,0,33,0,0,0,0,0,0,0,0,3,0,3,30,18,24,22,3,0,91
799,24,7,0,296,0,17,173,127,111,66,8,0,499,0,13,133,84,54,36,4,0,319,5,9,16,24,16,22,3,0,85,110,264,1015,837,761,546,126,20,3674
801,2415,407,38,17666,10,103,6092,12353,11742,5722,823,56,36899,11,46,1276,4407,5828,3474,656,61,15752,178,258,523,475,459,262,86,23,2262,11188,21559,54877,51947,46794,27484,6119,665,220639
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,62,12,0,351,0,3,104,148,104,58,8,0,436,7,0,39,78,70,31,14,0,238,7,21,30,19,32,7,3,0,115,410,847,1681,1423,1279,896,251,32,6817
901,40,11,0,200,0,9,49,67,69,58,19,0,268,0,0,22,28,40,24,9,0,120,0,3,4,14,11,7,3,0,45,75,161,468,562,617,551,220,35,2692
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,9,0,3,3,0,5,3,0,0,17,0,0,7,14,8,6,0,0,27,0,0,0,0,0,0,0,0,0,0,7,26,23,33,17,4,0,118
