SA4_CODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
101,0,8,3,0,0,3,21,6,34,3,3,0,8,16,0,0,20,3,0,30,3,20,0,18,49,20,0,62,5,12,99,3,10,0,12,12,13,0,27,6,0,47,9,29,0,34,21,38,0,59,18,63,175,20,63,0,83,95,72,0,173,154,89,489,6,22,0,27,0,0,0,0,604,11,649,19,53,0,71,3,0,0,5,657,17,754,23,128,0,149,95,11,0,107,278,14,549,32,159,0,190,185,30,0,218,19,19,449,77,432,4,515,584,244,0,829,80,61,1483,49,255,0,306,140,252,0,392,71,44,820,82,689,13,787,225,969,7,1206,330,656,2974,284,1746,17,2046,1240,1512,10,2756,2043,823,7674
102,0,14,16,3,0,15,53,0,89,4,4,0,7,28,4,0,34,3,0,37,11,25,0,35,143,21,0,159,6,9,221,8,13,0,18,31,26,0,55,11,4,92,6,37,0,47,32,57,0,90,24,96,254,32,100,3,134,245,108,0,357,244,122,864,17,25,0,42,3,0,0,3,1124,26,1201,30,112,3,140,12,4,0,12,1210,32,1395,40,193,0,233,330,40,0,375,478,24,1115,58,232,3,292,555,89,4,647,46,20,996,167,669,10,841,1679,494,4,2181,135,67,3217,61,335,0,398,415,472,8,889,112,58,1459,143,997,14,1147,423,1462,9,1896,532,660,4239,510,2560,28,3095,3420,2558,19,6002,3633,889,13613
103,3,8,29,0,0,29,32,4,73,3,6,0,16,39,3,0,38,0,0,54,8,18,0,30,106,12,3,121,3,17,167,0,11,0,13,15,20,0,33,5,7,61,3,52,3,58,11,62,0,77,11,104,245,22,100,3,127,201,94,6,299,168,139,726,5,19,0,30,0,0,0,0,628,20,672,14,97,0,115,0,0,0,0,648,32,792,30,181,6,216,120,14,0,132,294,25,663,43,215,0,251,221,29,0,257,21,13,538,123,498,4,627,820,327,6,1150,52,75,1903,44,311,0,362,166,340,0,506,72,71,1015,93,1046,10,1154,215,1266,6,1492,308,882,3837,355,2377,26,2764,1542,1977,16,3530,2021,1111,9430
104,0,0,6,0,0,6,14,0,23,0,4,0,3,5,3,0,12,0,0,15,3,19,0,23,30,4,0,35,3,0,56,0,7,0,8,5,6,0,8,3,5,27,3,26,0,30,9,31,0,45,12,45,127,13,62,0,75,54,46,0,101,137,52,361,11,7,0,20,0,0,0,0,469,9,509,13,35,0,44,0,0,0,0,556,13,615,17,67,0,89,45,7,0,55,213,13,361,13,96,0,117,73,24,0,96,11,5,232,71,297,3,375,296,155,0,448,45,31,900,36,149,0,185,90,148,0,241,42,30,499,83,596,5,687,152,710,3,864,205,404,2162,253,1253,10,1519,652,1048,6,1702,1546,504,5274
105,0,5,5,0,0,5,10,3,18,0,3,0,8,9,0,0,7,0,0,17,11,8,0,19,24,11,0,28,3,14,62,8,12,0,13,7,13,0,19,0,9,39,3,35,0,35,3,25,3,35,13,55,142,26,60,3,86,43,46,3,90,88,79,346,5,13,0,23,0,0,0,0,285,10,314,10,34,0,43,0,0,0,0,315,12,379,18,63,0,77,19,6,0,22,144,10,253,24,96,0,120,30,10,0,38,13,6,178,72,283,3,351,167,140,0,306,34,59,744,39,199,0,235,76,195,3,276,41,37,586,48,554,6,608,80,618,12,706,167,473,1959,209,1246,8,1461,369,967,13,1350,992,612,4417
106,0,13,16,3,0,15,47,0,74,0,6,0,9,22,4,0,21,0,0,31,3,23,0,29,84,11,0,95,4,15,149,3,23,0,23,18,23,0,44,7,13,85,4,45,0,48,25,61,0,86,14,68,221,19,108,0,129,167,103,0,275,195,107,700,23,44,0,62,0,0,0,0,889,33,989,42,105,0,148,4,3,0,10,939,28,1124,51,213,7,270,203,31,0,228,407,27,934,46,213,0,258,316,48,0,358,42,22,688,137,612,8,757,1042,361,3,1406,140,61,2370,65,386,5,451,229,447,0,672,93,59,1280,97,1039,10,1140,268,1160,7,1435,422,686,3686,452,2609,25,3087,2054,2046,12,4113,2938,920,11054
107,0,9,16,0,0,22,43,0,76,0,0,0,7,54,6,0,62,0,0,72,11,25,0,39,171,22,0,194,12,15,252,0,13,0,15,35,27,0,61,11,4,95,12,36,0,50,28,66,0,98,35,65,239,29,94,3,123,308,121,0,427,238,85,877,15,26,0,38,0,0,0,0,920,17,973,30,96,0,130,6,4,0,12,965,21,1130,50,193,0,243,414,42,0,457,391,22,1113,53,204,0,258,811,77,0,897,46,16,1221,170,607,5,782,2913,573,7,3497,154,84,4514,73,294,0,369,643,505,3,1144,147,55,1709,162,829,8,993,514,1491,16,2018,519,554,4090,551,2242,15,2809,5308,2694,33,8033,3144,776,14756
108,0,9,12,0,0,10,36,0,56,0,8,0,10,12,0,0,9,3,3,25,10,14,0,25,31,11,0,39,3,13,80,6,7,0,12,5,12,0,22,3,0,37,10,42,0,52,16,39,3,64,18,92,221,25,88,0,116,83,64,3,150,211,117,590,18,18,0,33,0,0,0,0,756,22,814,20,33,0,53,0,0,0,0,733,32,827,34,117,3,149,38,14,0,56,284,25,509,33,153,3,186,124,18,0,147,14,13,362,75,345,6,429,317,147,0,467,52,60,1001,59,193,0,251,107,216,0,324,43,41,652,113,780,5,899,211,901,7,1114,334,684,3041,351,1628,19,2003,806,1290,11,2106,2217,873,7194
109,0,0,6,0,0,6,28,0,34,3,4,0,6,32,0,0,32,3,0,43,0,6,0,9,64,4,0,64,3,10,91,4,3,0,5,7,9,0,16,0,9,31,4,23,0,30,14,41,0,54,17,55,151,9,43,0,55,122,54,0,176,120,76,428,0,12,0,17,0,0,0,0,406,11,434,10,36,0,51,0,0,0,0,480,10,543,25,87,0,109,46,6,0,54,244,7,418,23,109,0,138,123,15,0,140,20,10,307,78,283,3,368,486,150,0,635,48,34,1094,41,150,3,197,108,178,0,281,50,41,572,75,475,3,545,162,557,4,722,199,448,1916,260,1156,7,1423,927,910,7,1838,1453,566,5284
110,0,3,13,0,0,13,25,4,45,0,4,0,9,39,3,0,38,0,0,46,3,22,0,26,93,20,0,115,7,14,156,6,15,0,23,23,13,0,37,0,14,79,9,39,0,48,10,52,0,62,24,96,225,21,96,3,119,176,85,0,266,183,133,694,12,27,0,40,0,0,0,0,611,24,673,12,52,0,66,3,0,0,3,609,16,697,18,114,4,133,95,20,0,109,243,15,506,34,116,0,149,162,37,0,199,16,13,377,96,392,7,497,557,344,0,905,50,78,1531,56,235,0,297,186,311,4,504,59,69,924,70,726,12,809,245,953,14,1202,299,791,3099,305,1670,18,1990,1244,1662,20,2919,1897,996,7803
