SA4_CODE_2016,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
205,771,4,11,3,7,788,2593,19,73,4,32,2722,3097,114,231,20,34,3497,3161,278,309,40,24,3816,2797,342,385,34,37,3602,2852,444,446,55,53,3847,3076,511,495,79,43,4204,3089,521,518,81,53,4267,2798,487,604,99,44,4032,1696,364,491,111,44,2703,481,225,300,102,25,1129,76,71,165,68,11,393,33,45,137,67,11,292,26511,3422,4162,786,411,35289,1758,10,3,30,31,1832,1073,3,20,25,19,1139,624,15,57,10,4,707,518,34,69,10,3,641,453,40,92,12,4,597,417,35,107,15,6,587,492,55,133,19,6,715,562,57,151,27,8,805,628,76,209,38,17,962,701,127,294,78,20,1218,447,101,235,81,10,878,215,58,120,78,10,475,107,37,109,75,15,334,7991,644,1603,497,152,10891,1410,131,190,59,57,1844,756,56,100,75,168,1159,36673,4248,6061,1411,779,49179,343,0,0,0,8,346,1685,9,38,8,12,1751,2094,32
206,1219,8,19,4,9,1253,13386,150,240,13,101,13883,35639,978,905,76,174,37776,44570,2340,1367,122,177,48575,39848,2991,1431,119,175,44561,32395,3401,1572,136,168,37673,27377,3364,1597,158,192,32685,21744,3042,1477,111,160,26532,16340,2381,1238,135,127,20223,9006,1560,817,80,97,11565,2868,945,512,69,39,4428,651,340,207,37,16,1243,233,161,121,30,15,558,245279,21646,11505,1083,1461,280966,4844,27,63,52,38,5022,13457,75,289,85,99,14000,9236,186,532,87,75,10119,5492,272,534,70,60,6423,3630,296,522,75,43,4563,2919,348,500,59,36,3865,2572,345,450,73,39,3473,2207,366,461,69,37,3144,2200,406,473,63,20,3158,2241,490,535,98,33,3393,1679,436,485,88,27,2710,773,277,261,82,24,1417,362,155,177,78,26,799,51608,3660,5286,983,552,62089,6446,347,307,64,145,7321,4983,422,383,186,680,6651,308308,26079,17481,2317,2834,357026,847,6,14,0,7,875,14951,53,112,6,69,15194,37407,307
207,351,0,0,4,5,360,2385,41,71,8,7,2509,5218,272,255,31,30,5800,5567,543,347,44,30,6530,4887,649,333,35,34,5931,4412,895,359,59,29,5757,4073,1109,429,59,44,5718,3478,1021,445,57,34,5035,2908,884,399,39,36,4262,1697,560,271,38,22,2596,630,298,135,31,3,1102,150,133,49,20,8,361,38,59,25,13,0,136,35795,6470,3119,428,280,46100,2232,12,33,17,17,2311,3453,32,102,26,22,3643,1667,51,122,29,17,1887,1003,89,128,32,14,1268,737,106,136,34,12,1019,568,114,129,31,17,860,556,154,188,54,6,972,563,170,218,46,12,1007,544,219,238,47,9,1052,696,223,280,46,4,1253,556,234,263,57,10,1123,276,167,150,41,9,651,130,106,123,37,10,400,12989,1677,2121,503,154,17438,1089,129,107,38,17,1374,873,122,131,44,136,1305,50743,8390,5480,1016,595,66217,201,0,0,0,0,205,2613,16,20,3,18,2673,5608,73
208,516,0,5,0,3,525,2991,49,102,6,26,3172,5212,266,291,16,34,5824,5911,639,402,35,33,7030,4962,850,416,55,56,6341,4881,1116,553,53,50,6650,4718,1348,583,81,52,6784,4139,1308,570,81,55,6156,3365,1127,535,55,46,5139,2021,780,376,51,28,3260,757,421,206,29,18,1429,142,168,80,17,11,412,55,90,34,14,4,193,39669,8162,4159,494,405,52894,2649,5,21,22,14,2725,3983,36,112,28,19,4178,1724,42,130,26,12,1933,1009,79,163,13,12,1280,706,107,177,22,11,1020,634,123,193,33,9,994,594,172,268,42,18,1094,609,176,264,50,6,1105,592,234,297,39,18,1175,684,306,339,59,18,1412,588,281,292,66,17,1251,294,190,159,51,7,702,175,91,98,63,11,436,14246,1843,2515,526,169,19300,1170,156,113,32,19,1492,979,122,122,40,178,1434,56064,10293,6910,1089,771,75128,212,0,4,0,0,222,2633,11,40,3,7,2697,4704,89
209,665,3,0,7,9,685,3082,47,106,9,28,3278,5038,302,306,20,43,5706,5381,630,416,26,40,6495,4692,791,450,48,49,6028,4468,996,519,44,51,6076,4472,1080,519,57,69,6194,4028,1027,498,73,61,5683,3476,896,446,44,28,4889,2134,574,268,37,36,3052,696,274,120,39,28,1160,124,112,46,18,8,309,36,41,25,15,0,115,38276,6772,3726,433,459,49668,2890,12,19,18,24,2960,3143,32,91,24,25,3319,1540,54,141,34,20,1782,985,86,160,17,18,1268,719,126,213,23,17,1103,663,115,204,33,27,1042,639,154,230,30,19,1065,600,150,222,29,13,1018,662,165,229,45,15,1120,668,194,245,46,19,1168,517,141,206,42,11,917,216,101,93,54,3,457,98,60,57,28,6,250,13338,1380,2120,417,219,17478,1233,146,126,38,42,1584,1160,128,123,53,184,1651,54007,8434,6099,938,903,70379,245,0,0,0,4,255,2539,21,24,9,11,2605,4639,65
210,733,7,4,4,16,757,3826,76,117,12,36,4071,6313,341,275,30,59,7024,7352,663,404,20,78,8521,6624,692,385,36,68,7807,6476,922,399,59,72,7923,6422,1042,445,42,59,8009,5944,986,403,60,76,7476,4827,743,334,42,64,6012,2791,471,214,43,36,3553,772,239,102,29,15,1150,158,90,35,10,6,298,57,44,21,7,0,128,52299,6318,3134,402,578,62733,2027,10,12,25,22,2098,2667,28,61,26,22,2798,1603,53,155,18,14,1839,1193,106,156,20,15,1498,884,89,160,17,20,1174,817,124,188,30,12,1176,757,121,174,28,22,1105,772,113,187,41,12,1126,715,121,154,33,17,1033,670,137,171,30,11,1021,448,93,120,35,18,711,192,55,64,31,6,351,72,40,36,24,3,179,12808,1100,1653,369,189,16114,1596,109,98,32,50,1884,1340,143,143,37,210,1870,68054,7669,5021,840,1030,82611,208,0,3,0,0,215,2177,25,49,7,18,2276,3625,47
211,1007,3,5,3,14,1039,4239,57,168,3,38,4505,6450,302,381,21,43,7190,6614,647,473,33,42,7810,6236,936,441,50,49,7706,6462,1107,548,56,73,8242,6221,1360,686,81,58,8409,5692,1437,714,100,69,8013,4728,1218,656,83,48,6733,2816,790,446,65,33,4149,961,407,224,36,12,1643,173,155,65,27,16,444,56,71,27,23,6,179,51657,8494,4833,587,494,66070,3698,8,19,28,26,3779,3544,23,114,24,22,3732,1472,39,135,23,16,1678,915,83,139,24,9,1167,744,91,198,38,16,1088,685,131,231,35,16,1089,683,151,255,40,9,1143,689,188,263,52,16,1202,766,169,306,52,15,1306,944,257,384,70,15,1670,717,250,319,72,19,1374,335,136,175,63,4,713,156,68,113,59,11,405,15338,1599,2660,574,185,20358,1656,206,188,55,54,2159,1237,100,121,85,227,1773,69897,10396,7806,1298,961,90352,405,0,0,0,4,411,2915,15,51,6,15,3000,4400,80
212,1454,4,12,3,17,1490,7182,108,191,31,55,7570,12404,625,559,54,83,13727,14195,1179,784,76,108,16345,13279,1496,740,84,86,15691,13204,1658,794,100,109,15865,12960,1918,911,103,99,15991,11813,1904,883,115,99,14811,9542,1568,784,109,85,12089,5682,918,551,71,57,7281,1783,468,249,44,47,2595,323,179,110,31,8,646,90,74,50,31,13,260,103910,12116,6617,843,864,124356,4301,15,29,52,34,4423,5548,51,157,62,39,5858,2910,98,249,43,33,3329,2075,163,279,54,31,2598,1521,207,304,45,20,2100,1447,211,353,64,27,2105,1395,240,372,84,21,2112,1309,197,346,63,31,1949,1356,233,411,62,22,2078,1434,332,444,84,26,2318,966,253,297,76,25,1611,440,137,151,58,18,805,206,68,116,66,11,466,24899,2216,3504,808,334,31762,2645,217,199,73,70,3214,2483,243,210,118,378,3431,133944,14790,10536,1843,1651,162760,472,0,6,0,7,490,4848,26,61,5,32,4970,8757,84
213,1044,4,9,6,17,1078,5226,95,139,14,46,5528,9158,449,416,26,80,10126,10218,1043,641,65,106,12075,9440,1254,699,79,86,11547,9168,1341,685,85,83,11355,8720,1352,677,94,84,10922,8004,1230,628,95,113,10070,6671,967,529,78,64,8311,4078,598,339,64,67,5149,1156,273,172,19,32,1640,216,113,39,19,10,388,50,35,22,10,0,125,73149,8752,4992,650,781,88330,3668,12,18,44,41,3779,4617,41,139,56,45,4899,2542,90,202,34,27,2904,1744,159,293,47,34,2277,1282,201,309,47,21,1863,1119,186,310,48,33,1694,1115,161,291,46,24,1637,1009,169,282,42,29,1533,1060,184,322,54,23,1642,983,171,274,52,19,1503,661,149,189,49,16,1064,272,65,73,41,7,457,120,31,31,22,0,204,20189,1627,2732,579,327,25454,2261,166,147,40,82,2693,2150,177,194,79,285,2894,97755,10727,8067,1343,1482,119376,386,3,5,0,5,403,3505,35,71,5,33,3649,6360,107
214,788,3,5,0,12,803,2540,26,97,3,31,2694,2919,144,240,10,20,3338,2650,364,327,18,26,3385,2409,523,322,30,19,3304,2446,672,390,37,37,3587,2416,847,449,53,28,3793,2166,755,419,41,40,3422,1880,638,383,38,34,2975,1097,417,261,37,21,1837,362,244,128,18,12,765,75,94,47,13,10,233,27,39,26,11,3,109,21770,4768,3108,323,283,30246,2092,4,12,13,9,2139,1557,12,52,18,4,1647,598,17,50,13,8,681,419,31,83,14,9,548,348,48,101,18,6,524,343,68,150,20,5,589,350,105,193,26,8,685,362,113,215,19,9,715,421,133,197,37,11,794,473,147,260,35,12,921,374,154,215,65,11,819,150,74,105,37,15,385,87,45,62,31,3,225,7579,956,1680,346,115,10676,805,109,140,40,24,1114,580,72,93,32,110,893,30735,5914,5021,736,530,42935,284,0,0,0,3,291,1656,13,27,3,10,1705,2190,38
215,529,3,5,3,7,548,1714,20,45,32,21,1841,2016,107,138,48,20,2329,1809,185,210,45,23,2275,1709,261,237,71,22,2292,1636,360,295,79,31,2403,1826,390,337,133,30,2714,1790,418,383,173,43,2817,1644,416,428,221,35,2742,1066,328,317,177,33,1922,284,146,225,133,15,805,50,67,97,69,4,294,30,50,89,62,10,241,16105,2763,2801,1264,297,23234,968,0,3,37,12,1027,586,0,13,17,9,631,382,7,27,14,9,428,278,13,36,9,6,344,226,11,35,14,7,285,257,15,46,3,3,331,255,32,60,16,8,370,318,28,65,18,9,432,358,30,102,33,7,534,369,62,115,46,11,601,278,44,102,69,14,503,105,36,64,47,7,260,45,17,73,82,8,221,4426,289,738,408,108,5973,715,101,106,56,27,1001,486,39,71,93,99,794,21733,3196,3714,1828,530,30995,229,0,0,0,3,231,1110,12,13,4,12,1148,1386,12
216,554,5,4,0,3,565,1498,30,45,10,5,1594,1784,78,112,16,20,2005,1735,179,167,23,19,2121,1582,197,170,37,22,2008,1711,306,245,56,30,2354,1764,407,273,51,32,2526,1625,394,318,70,28,2421,1508,379,324,76,27,2313,950,204,259,77,33,1521,288,119,148,61,14,629,53,45,50,39,6,196,32,35,44,31,3,152,15084,2363,2162,550,245,20400,923,7,3,34,19,989,487,8,6,7,9,518,312,7,20,12,3,349,262,12,23,8,0,308,217,20,48,3,8,295,231,18,46,7,10,310,217,36,41,12,8,306,246,28,63,21,4,361,271,44,74,24,8,414,349,58,99,19,0,533,253,41,81,35,10,412,90,24,39,33,3,189,53,16,47,44,3,162,3915,304,594,253,80,5153,749,75,82,37,34,968,408,40,68,72,97,678,20156,2780,2899,909,459,27198,221,0,0,0,0,222,985,8,34,0,3,1023,1294,21
217,412,0,5,3,6,424,1348,17,40,16,9,1420,1658,55,124,14,12,1866,1541,128,188,14,16,1884,1475,205,216,43,21,1960,1502,236,277,43,34,2086,1508,290,337,61,25,2224,1553,283,387,90,30,2343,1281,255,415,73,26,2048,799,178,340,96,21,1435,223,120,207,76,15,641,50,38,107,59,4,264,23,20,85,50,7,182,13377,1819,2725,631,217,18776,963,3,3,18,13,1005,640,6,16,9,6,680,367,9,16,3,3,400,252,14,31,8,5,300,224,17,33,3,6,287,216,21,53,15,3,310,221,32,82,15,14,353,228,24,76,14,3,350,282,28,105,19,7,435,324,31,142,24,9,526,204,41,121,34,13,413,102,18,57,30,9,215,28,15,63,50,4,165,4050,255,801,235,97,5438,610,52,113,47,31,855,359,34,59,44,69,564,18395,2157,3701,962,417,25634,173,0,0,3,0,181,763,5,12,6,11,796,1051,23
297,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,23,0,0,0,0,22,20,0,0,0,0,18,12,0,0,0,0,16,13,0,0,0,0,16,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,15,0,3,0,0,22,0,0,0,0,0,7,130,4,4,3,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1959,9,32,6,25,2020,5544,166,804,15,88,6614,5357,774,1919,23,107,8177,4388,1219,2148,33,108,7903,3449,1482,1931,30,88,6986,3248,1647,2122,44,111,7180,2979,1759,2179,70,113,7105,2401,1522,1951,50,100,6027,1969,1185,1797,42,79,5068,1064,623,972,26,63,2744,327,241,374,15,23,981,68,74,94,18,5,259,43,14,42,12,9,118,32798,10722,16364,380,917,61172,1147,3,86,35,19,1290,1940,45,429,34,33,2488,1454,119,657,30,42,2298,1031,177,848,32,35,2120,746,233,840,40,41,1893,680,309,1095,28,42,2163,721,345,1200,44,35,2347,750,323,1169,59,43,2342,739,341,1296,45,49,2479,660,317,1290,48,41,2348,451,203,615,38,25,1331,188,84,223,30,12,534,95,30,112,18,4,259,10594,2537,9853,488,428,23905,1846,361,824,114,140,3291,1227,234,421,64,224,2167,46469,13848,27460,1043,1711,90534,65,0,4,0,0,71,525,12,48,3,4,587,838,30
301,677,6,5,0,5,686,2291,33,48,3,12,2389,3071,171,110,8,19,3375,3386,312,203,17,15,3932,3103,404,177,28,16,3734,3241,542,245,30,28,4088,3053,540,276,29,18,3912,2774,563,301,37,22,3703,2294,515,288,26,26,3141,1363,330,201,26,19,1937,402,167,110,21,8,705,83,56,36,8,3,186,16,20,12,13,0,60,25750,3658,2014,239,192,31851,2009,6,14,15,13,2052,1302,9,38,15,5,1377,683,18,48,7,5,756,441,24,57,12,0,529,379,49,64,12,4,506,348,48,90,9,8,500,343,59,116,18,4,543,346,70,116,30,11,577,302,96,130,28,6,556,381,95,148,34,6,663,242,71,121,31,7,474,100,40,55,19,3,217,45,22,32,17,3,116,6914,602,1021,243,85,8870,840,59,68,23,16,1010,578,41,45,18,72,758,34084,4364,3153,527,356,42483,331,0,0,0,4,331,1403,10,26,0,7,1443,1880,43
302,745,0,5,0,8,760,3421,35,66,0,12,3544,5039,162,159,0,16,5381,5732,309,234,11,33,6322,5629,415,229,19,31,6329,5674,522,272,30,22,6524,5468,587,273,22,41,6395,5290,503,286,31,27,6136,4045,428,272,35,25,4801,2467,271,199,17,16,2977,693,151,106,17,16,991,143,48,40,15,3,250,43,29,23,8,0,102,44398,3466,2169,212,257,50502,2057,3,19,6,11,2092,2130,5,40,6,6,2197,1172,21,65,10,8,1273,840,50,91,7,3,988,636,47,74,8,3,768,600,53,79,7,5,738,615,51,130,15,12,814,574,57,117,12,8,770,593,57,87,18,9,760,552,70,135,19,4,779,335,65,96,19,10,519,124,40,47,14,3,228,64,26,29,15,3,143,10267,541,1003,157,85,12067,1542,63,65,15,19,1706,822,53,70,28,117,1083,57032,4122,3309,413,482,65355,366,0,3,0,0,371,2484,8,23,0,13,2524,3236,45
303,896,3,9,0,10,915,4272,62,82,6,17,4448,6420,321,222,28,35,7017,6992,650,379,26,33,8081,6565,730,394,40,54,7777,6574,825,399,50,47,7891,6349,895,425,69,43,7772,5610,739,409,57,39,6856,4524,706,366,52,33,5678,2713,460,273,35,24,3501,840,227,145,22,14,1257,189,77,54,13,5,331,40,29,24,5,3,102,51978,5713,3171,403,349,61613,2355,12,27,30,18,2437,3202,29,96,27,5,3361,1796,72,154,37,20,2079,1176,106,177,31,8,1507,863,117,160,37,13,1190,745,111,170,30,8,1065,700,89,214,29,10,1042,627,116,187,33,11,977,633,117,183,29,9,976,608,137,178,37,5,970,405,136,172,37,7,753,189,63,82,27,10,367,79,55,50,21,6,211,13388,1153,1853,415,130,16933,1650,78,86,36,26,1878,1153,82,84,39,149,1511,68172,7027,5197,900,651,81946,477,0,0,0,3,481,3252,21,34,3,12,3318,4941,66
304,339,0,5,0,3,349,2041,21,55,3,6,2123,2387,85,98,3,3,2567,2405,177,117,4,10,2715,1827,237,163,14,9,2249,1726,289,159,18,5,2201,1627,332,189,21,8,2182,1370,336,161,24,9,1895,1130,281,157,18,4,1598,652,193,139,8,9,995,232,125,57,8,3,428,44,40,29,10,0,127,10,21,5,4,3,51,15789,2147,1330,140,85,19490,1453,4,30,10,10,1497,1880,10,56,6,6,1957,773,15,52,5,3,845,416,22,52,6,0,497,326,30,56,15,3,434,278,55,76,13,0,419,241,48,87,15,3,386,221,52,87,14,3,372,225,68,81,16,0,391,229,78,113,13,5,437,201,85,114,30,3,430,94,48,62,23,4,228,44,22,44,16,0,126,6368,536,908,178,39,8033,716,50,39,14,9,829,398,30,33,17,39,524,23281,2764,2310,355,172,28873,210,0,3,0,0,213,1344,3,8,0,7,1368,1737,20
305,991,0,18,3,6,1021,7399,74,119,6,19,7625,13861,406,324,11,25,14629,16844,882,460,34,54,18267,16129,1139,495,50,47,17865,15417,1407,607,51,65,17549,13435,1477,693,47,61,15705,10673,1337,669,50,38,12763,7907,1002,525,51,41,9525,4303,678,374,26,27,5413,1296,321,193,24,16,1849,225,118,74,23,6,445,92,57,29,6,4,188,108550,8902,4588,384,418,122847,2910,11,46,28,10,3004,5794,44,132,22,32,6023,3364,68,211,20,12,3682,2127,84,170,24,16,2427,1420,108,192,21,14,1755,1228,122,175,25,8,1558,1069,161,152,24,9,1422,857,140,172,18,8,1186,881,151,154,34,8,1230,840,158,197,34,16,1249,674,163,150,49,5,1034,260,95,108,44,11,510,120,57,69,36,4,286,21548,1359,1920,385,153,25370,3046,123,107,23,40,3332,1853,128,109,58,209,2356,134996,10512,6719,850,822,153910,994,3,8,0,10,1014,8901,31,62,0,26,9020,15110,134
306,767,3,3,8,7,788,2517,22,44,10,25,2604,3119,74,184,13,19,3406,3337,221,257,22,23,3856,3166,351,275,30,25,3854,3276,445,385,53,30,4194,3361,560,437,79,44,4482,3078,553,467,82,44,4229,2571,496,510,102,26,3715,1677,345,373,85,35,2511,567,174,222,90,16,1070,113,77,92,55,14,349,35,36,68,50,9,198,27589,3357,3315,683,316,35252,1751,5,6,17,19,1802,1116,0,25,6,12,1156,748,13,55,9,14,832,614,23,69,15,9,726,531,27,109,13,13,681,558,53,121,28,7,762,560,60,130,22,8,780,545,68,153,25,18,811,587,82,182,25,14,891,567,68,224,45,16,916,354,60,149,40,8,614,178,43,82,35,9,349,62,28,65,49,10,207,8173,529,1355,330,153,10541,1107,58,102,36,39,1344,816,54,90,46,121,1131,37685,3996,4870,1089,634,48270,541,0,0,3,4,548,2090,14,31,11,9,2154,2576,30
307,684,0,9,15,6,711,1776,27,56,21,20,1890,2189,82,141,17,18,2445,2179,181,190,43,17,2611,1953,221,217,43,17,2456,2082,321,281,81,37,2798,2146,370,323,140,37,3019,2052,323,403,147,30,2951,1653,293,427,175,42,2591,1011,204,394,177,27,1822,347,116,288,171,12,934,59,57,169,131,18,430,35,27,127,115,4,304,18167,2205,3022,1270,285,24962,838,0,6,28,13,893,449,0,19,12,11,486,297,9,25,10,0,334,232,9,20,8,3,265,204,13,37,7,5,270,198,12,39,12,3,270,205,21,69,20,15,326,219,27,57,27,6,338,232,28,82,29,5,374,281,32,106,44,5,471,182,29,91,68,10,378,84,23,69,61,0,246,45,10,77,91,13,232,3466,214,697,407,80,4868,904,60,90,47,28,1132,437,31,77,110,89,734,22977,2511,3889,1832,484,31691,329,0,3,3,6,339,1039,11,21,14,3,1085,1109,25
308,836,0,7,8,4,849,3002,23,62,13,16,3122,3758,88,141,12,28,4024,4293,216,189,20,22,4748,3954,258,207,33,29,4476,3877,352,250,46,42,4560,3917,368,279,80,35,4688,3722,398,335,77,33,4574,3013,350,299,90,32,3786,1685,201,326,90,27,2325,471,109,183,72,7,846,86,50,75,47,0,256,32,19,49,48,3,152,32640,2443,2410,634,279,38404,1684,7,11,21,19,1745,964,0,20,10,11,1013,584,15,37,0,4,645,457,15,44,4,3,525,375,25,62,4,6,472,366,24,60,13,3,470,367,27,65,13,8,485,374,32,92,13,3,521,418,41,117,29,5,610,374,36,111,29,3,554,228,29,93,31,3,383,104,29,41,29,8,208,43,11,38,32,3,134,6345,294,793,245,79,7758,1536,62,86,40,39,1756,715,37,68,50,106,975,41239,2826,3355,968,506,48889,532,3,5,4,3,544,2193,5,32,12,13,2253,2497,44
309,1678,6,15,12,17,1729,6248,118,183,17,49,6618,8419,558,466,33,35,9514,9210,1066,665,59,65,11063,8620,1358,769,96,68,10907,8423,1755,923,101,74,11280,7822,1879,927,105,82,10816,6919,1739,940,121,84,9806,5412,1398,896,114,54,7873,3235,1044,626,81,56,5037,1118,567,391,74,30,2172,209,225,128,38,14,614,63,99,53,19,4,239,67370,11806,6984,873,623,87654,4661,14,34,48,32,4790,4259,31,135,39,33,4489,2502,76,215,30,30,2848,1683,132,251,32,27,2120,1261,161,288,46,16,1775,1174,215,353,53,14,1809,1105,266,390,67,17,1844,1079,251,410,62,22,1829,1086,256,458,77,25,1903,1108,316,463,74,18,1979,856,342,392,98,20,1701,385,176,214,76,14,857,192,92,89,57,17,452,21343,2309,3704,766,276,28400,2162,176,218,69,54,2675,1632,189,209,77,254,2370,92509,14487,11119,1785,1205,121100,983,4,13,3,13,1009,5441,38,73,9,24,5586,6876,151
