Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"DZN (POW)"
"Counting: Persons Aged 15 Years and Over, Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over, Place of Work"
"312551897",3402,
"312551898",1939,
"312552007",3597,
"312552008",4624,
"312561909",3991,
"312561910",696,
"312571900",1635,
"312581899",489,
"312581901",4050,
"312582009",808,
"312591950",613,
"312601945",1485,
"312611946",3379,
"312611947",1528,
"312611948",2312,
"312611949",1046,
"312612011",7114,
"312621960",6280,
"312631938",3722,
"312631939",1516,
"312641922",4714,
"312641923",1954,
"312651924",1293,
"315400001",3571,
"315400002",6114,
"315400003",7995,
"315400004",11256,
"315410001",6005,
"312671940",4169,
"312681937",6834,
"312691932",2902,
"312701933",1483,
"312701934",5951,
"312701935",2652,
"312701936",1813,
"312711723",2892,
"312711731",5871,
"312721738",982,
"312731733",329,
"312731734",643,
"312731735",745,
"312731736",1940,
"312741732",4150,
"312741737",2370,
"312751739",3209,
"312761721",3244,
"312761998",6912,
"312771495",152,
"312771496",733,
"312771497",1989,
"312771498",602,
"312781324",1291,
"312791519",5,
"312801485",1818,
"312801486",1772,
"312801487",381,
"312811488",2750,
"312821489",815,
"312821490",553,
"312821491",173,
"312821492",269,
"312821493",439,
"312821494",4691,
"312831533",238,
"312831534",1233,
"312841551",1897,
"312841553",1320,
"312851547",858,
"312851548",1690,
"312861537",915,
"312861538",1001,
"312861539",3822,
"312861540",5143,
"312861543",630,
"312861991",441,
"312871544",449,
"312871545",2154,
"312871546",1221,
"312881528",255,
"312881529",368,
"312891530",701,
"312901520",739,
"312911531",1330,
"312911532",486,
"312921535",610,
"312921536",2227,
"312931549",1646,
"312931550",528,
"312941554",377,
"312941555",273,
"312941556",76,
"312951552",2534,
"312961563",810,
"312961564",1162,
"312971565",770,
"312981566",5110,
"312991558",2215,
"312991559",579,
"313001562",2262,
"313011557",132,
"313021560",832,
"313021561",938,
"313031567",1761,
"313040001",3714,
"313041568",1144,
"313051831",3440,
"313051832",1725,
"313061889",4666,
"313061890",1791,
"313071888",1221,
"313081891",942,
"313091895",947,
"313101894",684,
"313111843",1241,
"313111847",1132,
"313121844",5579,
"313131861",574,
"313141849",4731,
"313151840",9,
"313161841",298,
"313161842",1923,
"313171848",1610,
"313181839",390,
"313191845",260,
"313191846",904,
"313201569",850,
"313201570",807,
"313211835",541,
"313211836",2599,
"313211837",589,
"313221838",1452,
"313231892",643,
"313231893",1352,
"313241867",1123,
"313241868",673,
"313251865",1093,
"313251866",5399,
"313261858",5941,
"313261859",1216,
"313271864",4219,
"313281860",1237,
"313291863",2290,
"313301857",2350,
"313311851",4650,
"313321853",1496,
"313321862",19,
"313331855",4943,
"313331856",605,
"313341854",5415,
"313351852",6172,
"313361850",2406,
"313371151",2857,
"313380001",370,
"313380002",2199,
"313380003",2715,
"313391187",2720,
"313401150",2956,
"313410001",4144,
"313410002",2181,
"313421162",839,
"313421163",1142,
"313431171",592,
"313440001",521,
"313440002",919,
"313451156",6,
"313461172",3179,
"313461173",2518,
"313461978",5259,
"313471166",434,
"313480001",104,
"313481168",388,
"313481169",775,
"313481170",2188,
"313491167",2901,
"313501176",1086,
"313501177",2731,
"313501178",456,
"313501979",4786,
"313511158",1656,
"313521181",1297,
"313521182",1761,
"313521183",994,
"313531155",482,
"313531157",879,
"313541159",375,
"313551164",914,
"313561175",1167,
"313571179",686,
"313571180",956,
"313581174",3606,
"313591153",4750,
"313591977",1653,
"313601154",0,
"313611152",2899,
"313621395",272,
"313621396",1020,
"313621397",438,
"313631390",1181,
"313631391",2414,
"313641410",596,
"313650001",580,
"313651399",1700,
"313651400",3519,
"313651401",903,
"313651402",3824,
"313651403",2437,
"313661393",221,
"313661405",5095,
"313661406",1234,
"313671394",887,
"313681408",995,
"313691392",1432,
"313701322",633,
"313701323",1411,
"313711385",447,
"313711386",1455,
"313721409",793,
"313721418",2765,
"313731419",566,
"313731420",2404,
"313731421",2297,
"313741407",611,
"313751415",80,
"313751416",1849,
"313751417",1837,
"313760001",400,
"313771430",3619,
"313781431",1814,
"313791429",5858,
"313801426",2258,
"313801427",3444,
"315420001",1763,
"315420002",52,
"313821512",1565,
"313821513",1667,
"313831502",798,
"313831503",1532,
"313841411",188,
"313841412",527,
"313841413",318,
"313841414",296,
"313851511",941,
"313860001",13,
"313861514",230,
"313861516",1065,
"313861517",1454,
"313861518",1197,
"313871499",385,
"313871500",776,
"313871501",1139,
"313881422",585,
"313881423",2868,
"313891432",1347,
"313891433",373,
"313901424",9060,
"313901425",1216,
"313911506",1341,
"313921504",558,
"313921505",2292,
"313931434",1715,
"313941507",545,
"313941508",529,
"313941509",3572,
"313941510",6117,
"313941989",2833,
"313941990",931,
"313951004",283,
"313961003",1843,
"313961007",1993,
"313971011",492,
"313981005",469,
"313991002",818,
"314001012",1635,
"314010001",0,
"314010002",0,
"314010003",0,
"314011001",1506,
"314021974",990,
"314031006",1105,
"314041008",864,
"314041009",848,
"314051078",3489,
"314051079",5021,
"314061077",3697,
"314071080",1226,
"314071081",734,
"314071082",799,
"314081188",1461,
"314081189",852,
"314091284",1984,
"314101191",1224,
"314111283",1475,
"314121190",1920,
"314131351",3568,
"314131352",1680,
"314131353",1447,
"314131354",2274,
"314141357",374,
"314141358",1899,
"314141359",1746,
"314151362",1730,
"314161360",3405,
"314161361",0,
"314171372",2026,
"314180001",0,
"314180002",0,
"314181363",3081,
"314191375",2817,
"314191376",3513,
"314201367",822,
"314201368",1730,
"314201369",590,
"314201370",1618,
"314211377",1856,
"314221373",843,
"314221374",868,
"314231364",4770,
"314240001",1164,
"314240002",2364,
"314251332",2285,
"314251333",846,
"314261341",2498,
"314261342",1426,
"314271343",2754,
"314271344",4611,
"314271345",4017,
"314271984",436,
"314271985",4726,
"314281355",2176,
"314281356",3092,
"314341315",2676,
"314341316",1715,
"314351313",4634,
"314351314",2375,
"314371317",1448,
"314381312",2275,
"315430001",996,
"315440001",1595,
"314391387",290,
"314391388",2637,
"314391389",54,
"314401346",1237,
"314401347",1401,
"314411435",1275,
"314421365",1252,
"314421366",870,
"314431325",450,
"314431326",691,
"314441348",714,
"314441349",1335,
"314441350",639,
"315450001",1335,
"315460001",445,
"315460002",372,
"315470001",897,
"315470002",2509,
"315470003",180,
"315470004",379,
"315470005",1371,
"315480001",1527,
"315480002",3513,
"315480003",3559,
"315480004",1199,
"315490001",489,
"315490002",1496,
"315490003",1038,
"315490004",1576,
"315490005",831,
"314451448",467,
"314451475",284,
"314461472",2075,
"314461473",2036,
"314461474",351,
"314471461",2908,
"314471462",1530,
"314471463",635,
"314481484",4426,
"314491441",430,
"314501442",734,
"314501443",1820,
"314511481",359,
"314511482",1786,
"314511483",640,
"314521480",1319,
"314531460",3205,
"314541464",166,
"314541465",1243,
"314541466",1013,
"314551479",1315,
"314561467",5210,
"314561468",2771,
"314561469",5102,
"314561470",1184,
"314561471",1444,
"314561988",2506,
"314571476",616,
"314571477",2699,
"314571478",2342,
"314581444",549,
"314581445",2843,
"314581446",693,
"314581447",1001,
"314591456",725,
"314591457",1755,
"314591458",1309,
"314591459",2611,
"314601149",4057,
"314611147",2006,
"314611148",1323,
"314621084",3015,
"314631083",1236,
"314641075",2918,
"314651074",1389,
"314661076",588,
"314671123",4357,
"314671124",323,
"314681132",768,
"314681133",816,
"314681134",4591,
"314691091",202,
"314691092",1018,
"314701098",211,
"314701099",395,
"314711138",1458,
"314711139",579,
"314711140",47,
"314721125",1470,
"314731089",298,
"314731090",2179,
"314741101",4498,
"314741135",2257,
"314741136",340,
"314741137",76,
"314751094",1242,
"314751095",457,
"314751096",5156,
"314751105",1201,
"314751106",616,
"314751976",2859,
"314761118",2050,
"314761119",509,
"314761120",467,
"314771121",468,
"314781114",1427,
"314781115",308,
"314791116",2079,
"314791117",2180,
"314801141",569,
"314801142",7,
"314811126",758,
"314811127",1443,
"314821128",689,
"314821129",228,
"314821130",1192,
"314821131",2015,
"314831088",681,
"314841093",4222,
"314841097",1070,
"314851122",1408,
"314861085",421,
"314861086",83,
"314861087",362,
"314871113",1612,
"314881107",616,
"314881108",1589,
"314881109",1009,
"314891143",214,
"314891144",1406,
"314891145",153,
"314891146",165,
"314901100",1385,
"314901102",2028,
"314901103",4137,
"314901104",2786,
"314911110",873,
"314911111",1132,
"314911112",511,
"314921250",1039,
"314931246",463,
"314931247",1543,
"314931248",596,
"314941258",1272,
"314951251",5163,
"314951252",869,
"314951253",3440,
"314961249",2749,
"314971245",1998,
"314981244",1394,
"314991259",900,
"314991260",2314,
"315001254",632,
"315001255",1403,
"315011256",2762,
"315021257",1416,
"315031242",2817,
"315041243",1288,
"315051320",5311,
"315061295",584,
"315061296",2198,
"315071319",859,
"315081240",1556,
"315091321",2404,
"315101241",0,
"315111302",1209,
"315121303",2754,
"315121304",5502,
"315121306",1297,
"315131305",1171,
"315141298",526,
"315141299",329,
"315141300",1111,
"315141301",972,
"315151297",844,
"315161275",245,
"315161276",195,
"315171265",859,
"315181266",4623,
"315181267",515,
"315181268",3495,
"315191269",434,
"315201271",2169,
"315201272",593,
"315211273",2612,
"315211274",405,
"315221261",228,
"315221262",399,
"315221263",233,
"315221264",602,
"315221270",235,
"315231281",363,
"315241277",1271,
"315241278",4811,
"315241279",2862,
"315251282",1255,
"315261280",747,
"Migratory - Offshore - Shipping (Qld)",198,
"POW No Fixed Address (Qld)",98920,
"410011002",3648,
"410011003",3011,
"410011004",4953,
"410011005",9055,
"410011006",9010,
"410011007",9304,
"410011008",8174,
"410011009",10455,
"410011010",3660,
"410011011",2538,
"410011012",2294,
"410011013",1697,
"410011014",137,
"410011015",2704,
"410011016",4234,
"410011017",5261,
"410011018",2251,
"410011019",2083,
"410011020",4174,
"410011021",1968,
"410011022",395,
"410011023",7013,
"410011024",4983,
"410011025",4631,
"410021026",1157,
"410021027",1626,
"410021028",3251,
"410021029",1426,
"410021030",745,
"410021031",1042,
"410021032",764,
"410031614",1439,
"410041258",192,
"410041259",317,
"410041412",127,
"410041418",237,
"410041420",474,
"410041422",666,
"410041425",547,
"410041426",221,
"410041428",109,
"410041430",650,
"410041431",281,
"410041432",308,
"410051479",564,
"410051480",445,
"410051481",297,
"410051486",351,
"410061492",212,
"410061493",145,
"410061494",724,
"410061496",358,
"410061615",1844,
"410071463",419,
"410071464",332,
"410071465",1161,
"410071466",1099,
"410071467",2034,
"410071468",803,
"410071475",255,
"410071477",706,
"410071488",233,
"410081490",1264,
"410091469",167,
"410091471",303,
"410101256",203,
"410101257",95,
"410101411",463,
"410101414",234,
"410111060",497,
"410111061",1207,
"410111062",800,
"410111063",507,
"410111065",706,
"410111624",172,
"410121067",1206,
"410121072",617,
"410121073",745,
"410131064",311,
"410131066",771,
"410131068",1056,
"410131069",717,
"410131070",2430,
"410131071",1893,
"410131074",2781,
"410131625",289,
"410141172",539,
"410141637",374,
"410151170",1807,
"410151171",500,
"410151312",642,
"410151313",2191,
"410161173",848,
"410161174",1206,
"410161175",1440,
"410171056",4005,
"410171057",3539,
"410171058",825,
"410171059",598,
"410171594",3092,
"410181051",1086,
"410181052",1581,
"410181053",809,
"410181054",962,
"410181055",792,
"410191047",922,
"410191048",809,
"410191049",2893,
"410191050",1134,
"410201043",643,
"410201044",853,
"410211042",1705,
"410211286",1474,
"410211287",1054,
"410221045",742,
"410221046",1586,
"410231080",777,
"410231081",220,
"410231082",185,
"410231083",793,
"410231084",2352,
"410231085",428,
"410231288",224,
"410231289",258,
"410231290",188,
"410231291",1010,
"410231292",869,
"410231569",408,
"410231584",338,
"410241075",2848,
"410241076",2199,
"410241077",1150,
"410241078",1052,
"410241079",4059,
"410251397",600,
"410251405",405,
"410251501",331,
"410251510",907,
"410251512",186,
"410260001",528,
"410260002",408,
"410261255",300,
"410261396",169,
"410261398",1174,
"410261399",503,
"410261400",885,
"410261407",896,
"410261503",90,
"410261527",1145,
"410271648",1203,
"410280001",847,
"410281384",945,
"410291251",588,
"410291252",339,
"410291378",1052,
"410291530",216,
"410291572",1017,
"410301244",1064,
"410301245",3917,
"410301248",1200,
"410301249",378,
"410301380",195,
"410301381",343,
"410301382",3118,
"410301571",340,
"410311247",715,
"410311385",202,
"410311634",431,
"410321389",1058,
"410321392",889,
"410331253",378,
"410340001",159,
"410341246",273,
"410341383",2173,
"410351254",495,
"410351376",115,
"410351390",382,
"410351391",146,
"410351394",1711,
"410361157",2562,
"410361158",4636,
"410361159",3079,
"410361160",878,
"410361161",1184,
"410361162",872,
"410361163",395,
"410371164",803,
"410371165",961,
"410371310",1624,
"410371311",268,
"410371596",1205,
"410371630",208,
"410371633",191,
"410381166",585,
"410381167",1504,
"410381168",1215,
"410381169",247,
"410381601",1060,
"410390001",935,
"410401224",397,
"410401225",2006,
"410411223",1409,
"410411573",1356,
"410421217",720,
"410431218",1105,
"410431369",601,
"410441219",1487,
"410461214",472,
"410461216",241,
"410461367",2674,
"410461368",273,
"410461370",1232,
"410461523",1007,
"410461524",2436,
"410471215",1311,
"410471222",897,
"410471371",362,
"410481220",1175,
"410481221",6455,
"410481229",2765,
"410481520",540,
"410481521",1189,
"411710001",79,
"411710002",1355,
"411710003",1319,
"411710004",812,
"411710005",278,
"411710006",1657,
"411720001",3298,
"411720002",1878,
"411720003",2717,
"410491234",537,
"410491276",990,
"410491597",1962,
"410501377",582,
"410511240",493,
"410511243",441,
"410521230",4087,
"410521231",2026,
"410521241",1359,
"410521242",1551,
"410521559",313,
"410521628",687,
"410531232",593,
"410531233",447,
"410531277",802,
"410541235",960,
"410541236",608,
"410551237",804,
"410551238",781,
"410551239",1495,
"410561196",964,
"410561197",1550,
"410561198",143,
"410561330",663,
"410561331",96,
"410561332",518,
"410561333",205,
"410561334",275,
"410571191",416,
"410571192",986,
"410571193",307,
"410571194",923,
"410571195",1958,
"410571328",539,
"410571329",100,
"410571536",203,
"410571586",863,
"410571587",476,
"410571588",766,
"410571589",251,
"410581199",249,
"410581200",183,
"410581336",903,
"410581337",2965,
"410581338",292,
"410581340",415,
"410581539",262,
"410581567",71,
"410591213",1407,
"410591365",196,
"410601212",131,
"410601355",237,
"410601356",89,
"410601357",317,
"410601638",146,
"410611207",980,
"410611208",432,
"410611209",1086,
"410611210",507,
"410611349",583,
"410611350",94,
"410611351",113,
"410611352",117,
"410611353",221,
"410611354",282,
"410611548",1717,
"410611580",168,
"410621201",698,
"410621202",1062,
"410621203",391,
"410621341",139,
"410621561",208,
"410621590",250,
"410631362",416,
"410631363",487,
"410641204",218,
"410641205",196,
"410641206",2030,
"410641211",536,
"410641342",486,
"410641343",150,
"410641344",80,
"410641345",102,
"410641348",211,
"410651185",70,
"410651187",633,
"410651320",185,
"410661190",8298,
"410661326",353,
"410661327",357,
"410661547",149,
"410661549",44,
"410671188",346,
"410671189",712,
"410671322",1053,
"410671325",185,
"410681176",669,
"410681177",747,
"410681178",655,
"410681180",2613,
"410681181",2464,
"410691179",375,
"410691184",1325,
"410691186",159,
"410691314",395,
"410691317",909,
"410691318",310,
"410691319",665,
"410691578",340,
"410691579",314,
"410701182",1616,
"410701183",1430,
"410711261",576,
"410711603",1029,
"410721281",1181,
"410721282",119,
"410721461",75,
"410721532",245,
"410721545",369,
"410731267",243,
"410731269",357,
"410731270",3937,
"410731448",428,
"410731449",134,
"410741266",419,
"410741268",2087,
"410741451",566,
"410751262",131,
"410751437",262,
"410761441",385,
"410771260",193,
"410771435",304,
"410771436",700,
"410781271",984,
"410791450",175,
"410791452",274,
"410801439",1059,
"410801440",297,
"410801442",197,
"410811644",116,
"410821265",281,
"410821445",434,
"410821446",4363,
"410821447",640,
"410831272",746,
"410831454",314,
"410831456",367,
"410831458",1309,
"410831606",234,
"410841264",1443,
"410841444",1259,
"410851443",1756,
"410861263",661,
"410861600",1032,
"410861645",309,
"410871273",1124,
"410871278",1447,
"410871279",263,
"410871283",526,
"410871462",200,
"410881274",329,
"410881457",581,
"410881460",232,
"410891284",652,
"410891599",571,
"410901120",387,
"410901121",3313,
"410901122",2533,
"410911114",1712,
"410911115",1038,
"410911116",1539,
"410921106",2005,
"410921117",714,
"410921627",216,
"410931036",2341,
"410931037",239,
"410931038",1081,
"410931039",1123,
"410931040",106,
"410931041",441,
"410931123",521,
"410931124",1279,
"410931132",729,
"410931285",592,
"410931577",392,
"410931585",829,
"410941112",1311,
"410941118",945,
"410941119",714,
"410951107",661,
"410951113",558,
"410951294",251,
"410951295",329,
"410951296",326,
"410961108",2200,
"410961109",294,
"410961110",329,
"410961111",429,
"410961540",142,
"410961605",138,
"410971125",751,
"410971126",203,
"410971127",455,
"410971128",996,
"410971129",863,
"410971130",464,
"410971131",1478,
"410971297",1265,
"410971298",309,
"410971299",349,
"410971300",308,
"410971543",229,
"410981149",68,
"410991140",416,
"410991141",1101,
"410991142",137,
"410991143",302,
"410991144",505,
"410991302",408,
"410991574",138,
"410991575",49,
"411001145",578,
"411001146",165,
"411001147",103,
"411001148",3880,
"411001303",88,
"411001304",546,
"411001305",186,
"411001308",276,
"411011133",3436,
"411011134",687,
"411011135",2457,
"411011136",788,
"411011137",365,
"411011138",635,
"411011139",356,
"411011301",705,
"411011541",1138,
"411011542",1144,
"411021150",297,
"411021151",665,
"411021152",5643,
"411021153",715,
"411021154",733,
"411021155",1839,
"411021156",103,
"411021592",4930,
"411021593",3734,
"411031275",164,
"411041086",5657,
"411051087",474,
"411061088",1584,
"411061089",1000,
"411061091",729,
"411071095",1696,
"411071096",2664,
"411071097",2998,
"411071098",1491,
"411071099",811,
"411071100",2237,
"411071101",146,
"411071102",1064,
"411071103",611,
"411071104",158,
"411071293",178,
"411071563",337,
"411071564",241,
"411081033",3312,
"411081034",2799,
"411081035",4212,
"411081090",738,
"411081092",1380,
"411081093",4126,
"411081094",1916,
"411091105",495,
"411091602",219,
"411091626",217,
"411101612",499,
"411101649",2261,
"411111508",198,
"411111511",306,
"411111608",1164,
"411111609",1180,
"411121505",945,
"411121506",188,
"411121507",186,
"411131607",760,
"411141610",3715,
"411151611",2536,
"411162001",2384,
"411172002",1706,
"411182003",1339,
"411192004",3440,
"411202005",1736,
"411212006",1673,
"411222007",5861,
"411232008",768,
"411242009",2420,
"411252010",1018,
"411262011",948,
"411272012",2540,
"411282013",1174,
"411292014",1307,
"411302015",2218,
"411312016",1965,
"411322017",1092,
"411332018",6785,
"411342019",1320,
"411352020",45,
"411362021",6957,
"411372022",900,
"411382023",626,
"411392024",676,
"411402025",856,
"411412026",2985,
"411420001",4650,
"411420002",590,
"411432028",3539,
"411441621",1608,
"411441622",648,
"411441653",208,
"411441654",245,
"411452029",2046,
"411461617",2003,
"411471618",636,
"411471652",1139,
"411481619",4308,
"411491620",1547,
"411502030",1720,
"411512031",1548,
"411522032",1840,
"411542034",2677,
"411552035",1380,
"411562036",1615,
"411572037",3427,
"411582038",1109,
"411730001",5784,
"411740001",5627,
"411592039",1807,
"411602040",2730,
"411612041",1441,
"411622042",2168,
"411632043",565,
"411642044",1738,
"411652045",7363,
"411662046",1701,
"411672047",2250,
"411682048",1583,
"411692049",2034,
"411702050",2326,
"Migratory - Offshore - Shipping (SA)",63,
"POW No Fixed Address (SA)",34302,
"510012010",1632,
"510012012",342,
"510022061",4331,
"510022064",857,
"510022065",3779,
"510022066",526,
"510032062",2277,
"510032063",1559,
"510032067",279,
"510042011",3096,
"510042013",760,
"510052114",217,
"510052115",2564,
"510070001",515,
"510072073",787,
"510082057",1747,
"510092080",2269,
"510092081",2221,
"510102090",1478,
"510112050",3657,
"510122091",2031,
"510142110",1780,
"510142111",1002,
"510142112",472,
"510142113",597,
"510152052",163,
"510152053",3407,
"510152055",2080,
"510160001",492,
"510162160",1618,
"512510001",825,
"512520001",641,
"512530001",8859,
"512530002",3057,
"512540001",466,
"510172030",659,
"510172040",1663,
"510182100",1654,
"510192121",2373,
"510192123",392,
"510202120",1011,
"510202122",354,
"510202180",474,
"510212146",687,
"510222145",1383,
"510232133",1746,
"510232134",1048,
"510232135",1687,
"510242137",2481,
"510242143",510,
"510252132",1972,
"510252136",1450,
"510252138",822,
"510252139",1054,
"510252140",1027,
"510252141",1017,
"510252147",1135,
"510262172",336,
"510262174",328,
"510272130",2109,
"510282142",309,
"510282144",869,
"510292171",1709,
"510292173",1631,
"510292175",567,
"510292177",462,
"510301001",583,
"510301014",757,
"510311126",691,
"510311132",2576,
"510311143",1447,
"510311144",342,
"510311149",945,
"510321145",825,
"510321147",1364,
"510321161",400,
"510331015",1264,
"510331019",290,
"510331049",221,
"510341158",1135,
"510341163",1401,
"510341165",754,
"510341168",246,
"510351121",2525,
"510351122",7183,
"510351129",953,
"510351130",1139,
"510351133",1058,
"510351135",4613,
"510351137",1194,
"510351140",709,
"510351151",406,
"510351154",531,
"510361068",2070,
"510361089",1098,
"510361113",472,
"510361127",784,
"510371082",437,
"510381004",1132,
"510381006",1088,
"510381010",1170,
"510381011",422,
"510381020",1190,
"510381026",1722,
"510391012",640,
"510391017",463,
"510391370",144,
"510391373",1333,
"510391383",887,
"510391384",731,
"510391389",494,
"510391394",970,
"510391397",797,
"510401002",595,
"510401003",396,
"510401008",651,
"510401009",716,
"510401013",687,
"510411021",421,
"510411022",976,
"510411023",532,
"510411024",239,
"510411027",588,
"510411029",1329,
"510411030",986,
"510411031",392,
"510411033",325,
"510411035",1012,
"510411036",1378,
"510411037",1126,
"510411041",953,
"510411044",2011,
"510411045",550,
"510411047",727,
"510411048",692,
"510411050",696,
"510411051",1222,
"510411052",1733,
"510411053",806,
"510411054",1056,
"510411055",780,
"510411056",1951,
"510411057",1984,
"510411058",2914,
"510411061",1274,
"510411062",838,
"510411063",1242,
"510411064",1414,
"510411065",793,
"510411066",964,
"510411067",3870,
"510411069",2157,
"510411070",1507,
"510411071",401,
"510411073",1729,
"510411075",1788,
"510411076",1005,
"510411077",2285,
"510411078",4326,
"510411079",850,
"510411080",3892,
"510411081",893,
"510411083",1533,
"510411084",4109,
"510411085",4318,
"510411086",1253,
"510411087",6090,
"510411088",1839,
"510411090",1155,
"510411091",2017,
"510411092",504,
"510411093",992,
"510411094",5234,
"510411095",4156,
"510411096",832,
"510411097",6147,
"510411098",10670,
"510411099",830,
"510411100",654,
"510411101",1545,
"510411102",6876,
"510411103",1199,
"510411104",507,
"510411105",676,
"510411106",1147,
"510411107",2659,
"510411108",1521,
"510411109",1198,
"510411111",514,
"510411112",1947,
"510411114",1021,
"510411116",1106,
"510411117",2353,
"510411118",2173,
"510420001",5264,
"510421040",717,
"510421042",4589,
"510421043",1731,
"510421046",4021,
"510421059",398,
"510421060",1987,
"510421072",3226,
"510421074",1645,
"510421110",1038,
"510431007",1289,
"510431016",1158,
"510431018",781,
"510431025",776,
"510431028",3100,
"510431034",2787,
"510431381",321,
"510431390",146,
"510441333",668,
"510441355",1126,
"510441359",3671,
"510441371",456,
"510451343",266,
"510451348",553,
"510451354",3380,
"510451357",572,
"510451361",741,
"510451374",643,
"510451382",658,
"510451385",418,
"510451386",616,
"510461387",289,
"510461392",1080,
"510461393",1177,
"510471322",1029,
"510471326",505,
"510471327",344,
"510471334",358,
"510471340",492,
"510471344",3666,
"510471349",1547,
"510481311",267,
"510481316",919,
"510491813",1335,
"510501692",72,
"510501719",880,
"510511720",592,
"510521704",3,
"510531677",558,
"510531691",1405,
"510531718",999,
"510541701",1076,
"510541702",275,
"510541707",1913,
"510541708",141,
"510551811",5,
"510561680",625,
"510561684",932,
"510561695",795,
"510571660",561,
"510571682",668,
"510571698",1083,
"510581614",1237,
"510581810",694,
"510591640",4618,
"510591658",643,
"510601812",443,
"510610001",2107,
"510611715",507,
"510611717",1930,
"510611722",1656,
"510611724",178,
"510621699",728,
"510621703",617,
"510631694",3055,
"510631696",6470,
"510631697",6444,
"510641613",0,
"510651671",931,
"510651700",1277,
"510661705",673,
"510661706",3179,
"510661709",407,
"510661710",2360,
"510661711",386,
"510661712",1253,
"510661713",3139,
"510661714",1858,
"510661716",1365,
"510671667",507,
"510681637",715,
"510681639",658,
"510691622",0,
"510701650",1048,
"510701653",829,
"510711624",715,
"510711629",1774,
"510721673",681,
"510721676",1315,
"510721689",760,
"510721690",601,
"510731675",991,
"510731679",596,
"510731686",868,
"510731693",1364,
"510741641",512,
"510741648",598,
"510751664",3594,
"510751672",1031,
"510761625",225,
"510761630",380,
"510771627",559,
"510771628",523,
"510771631",3638,
"510771632",573,
"510771635",2629,
"510771636",4882,
"510771638",1378,
"510771642",902,
"510771644",2312,
"510771646",1168,
"510781666",919,
"510781668",1141,
"510791651",746,
"510791655",619,
"510801643",934,
"510801649",587,
"510811659",1267,
"510811663",279,
"510821674",340,
"510821683",1183,
"510831652",1607,
"510841302",385,
"510841306",9487,
"510841313",1076,
"510841319",543,
"510851301",1218,
"510851305",644,
"510861312",385,
"510861314",783,
"510861317",2199,
"510861320",514,
"510861335",1208,
"510861360",368,
"510871377",16,
"510881329",642,
"510881331",2058,
"510881332",394,
"510881345",471,
"510881362",533,
"510891303",802,
"510891307",947,
"510891308",161,
"510891318",657,
"510891323",787,
"510891324",1993,
"510901310",845,
"510901321",414,
"510901325",347,
"510911342",1046,
"510911350",1601,
"510911353",3936,
"510911363",1632,
"510911367",2628,
"510911368",5155,
"510911376",6033,
"510921330",831,
"510921336",392,
"510921346",562,
"510921347",464,
"510921356",330,
"510931315",498,
"510931328",2213,
"510931341",1416,
"510931364",3309,
"510941304",625,
"510941309",650,
"510951339",414,
"510951352",613,
"510951369",516,
"510961358",574,
"510961366",231,
"510961372",837,
"510961378",252,
"510961380",990,
"510971337",306,
"510971338",893,
"510971351",181,
"510971365",457,
"510971375",287,
"510971379",790,
"510981681",742,
"510981685",548,
"510991611",1936,
"510991615",1018,
"511001616",834,
"511001619",1767,
"511011617",3417,
"511021687",704,
"511021688",396,
"511031656",5482,
"511031657",6980,
"511031662",969,
"511031665",2511,
"511031669",1223,
"511031670",1209,
"511041678",923,
"511051612",1355,
"511051618",1401,
"511051620",228,
"511061610",155,
"511071621",452,
"511071623",1073,
"511081626",1382,
"511081633",1363,
"511081634",854,
"511081645",1256,
"511081647",910,
"512550001",531,
"512560001",874,
"512570001",464,
"512580001",1150,
"511101793",371,
"511101796",1485,
"511101797",3143,
"511101798",1176,
"511111765",0,
"511121768",648,
"511131776",3036,
"511141770",1163,
"511141772",723,
"511141783",395,
"511141787",1395,
"511151788",1696,
"511151792",550,
"511161756",363,
"511161773",706,
"511171786",733,
"511181388",1701,
"511181395",702,
"511181396",685,
"511181398",619,
"511181399",603,
"511181400",2056,
"511181401",7534,
"511191124",1260,
"511191138",2561,
"511191142",1415,
"511191148",464,
"511201408",1962,
"511201409",2800,
"511201410",2303,
"511210001",19334,
"511221402",702,
"511221403",1581,
"511221404",587,
"511221405",365,
"511221406",1346,
"511221407",749,
"511231032",5347,
"511231115",373,
"511231119",2397,
"511231123",2829,
"511231125",1836,
"511241156",2904,
"511241157",199,
"511241160",4827,
"511241417",921,
"511241419",900,
"511241421",678,
"511241422",1126,
"511241423",400,
"511241431",817,
"511251469",1092,
"511251470",634,
"511261458",6396,
"511261463",4071,
"511261464",4131,
"511271420",1071,
"511271425",783,
"511271427",4902,
"511271428",1181,
"511271433",1335,
"511281435",692,
"511281448",795,
"511291436",234,
"511291437",1348,
"511291439",815,
"511301141",1030,
"511301155",204,
"511301411",2394,
"511301412",2031,
"511301413",3095,
"511301414",3900,
"511301415",2053,
"511301416",1959,
"511301418",500,
"511311449",723,
"511311450",1991,
"511311456",353,
"511311459",1589,
"511321739",572,
"511321741",1264,
"511321742",1377,
"511321744",518,
"511331752",1439,
"511331757",2516,
"511341751",559,
"511341753",1379,
"511341755",1082,
"511351754",631,
"511351766",1244,
"511361740",475,
"511361743",2526,
"511361745",2049,
"511361746",953,
