SA3_CODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
10102,48,14,0,0,59,978,318,11,22,1333
10103,27,5,0,0,34,622,393,6,30,1050
10104,90,28,0,3,123,2035,938,26,75,3076
10105,32,5,0,0,44,737,375,5,30,1153
10106,35,14,0,0,46,795,478,16,27,1316
10201,198,23,3,3,224,3968,1175,41,54,5231
10202,146,29,0,4,175,2677,841,12,46,3583
10301,41,11,0,0,56,1047,493,8,18,1573
10302,56,17,0,7,76,1906,1205,10,85,3203
10303,51,14,0,0,60,1038,502,7,44,1584
10304,39,3,0,0,49,1424,591,23,55,2090
10401,46,12,0,7,67,1244,461,4,51,1765
10402,107,37,0,3,145,2388,887,45,52,3378
10501,32,10,0,3,47,683,440,15,36,1170
10502,11,4,0,0,16,340,209,13,20,576
10503,66,16,0,10,90,1869,989,19,72,2950
10601,64,11,0,4,76,1401,510,3,32,1955
10602,44,8,0,0,57,1110,416,20,20,1564
10603,65,13,0,3,87,1350,469,20,26,1860
10604,22,10,0,0,34,675,304,9,18,1007
10701,58,16,0,4,78,1099,367,11,23,1501
10702,0,0,0,0,0,0,0,0,0,0
10703,61,8,0,3,77,1560,557,16,27,2157
10704,108,20,0,5,134,2592,889,46,38,3565
10801,34,8,0,3,40,755,319,6,26,1108
10802,48,3,0,5,58,1174,484,4,52,1710
10803,0,0,0,0,0,16,11,0,0,25
10804,81,20,0,0,107,2026,795,28,24,2877
10805,47,21,0,3,66,1234,473,10,35,1755
10901,56,7,0,6,71,1445,662,23,29,2159
10902,14,8,0,0,19,326,245,9,10,598
10903,48,18,0,0,64,1108,570,11,29,1719
11001,29,9,0,0,40,1055,572,20,46,1694
11002,41,12,0,7,54,1298,611,4,44,1960
11003,32,7,0,0,37,732,458,21,31,1238
11004,91,29,0,12,128,2009,960,29,66,3064
11101,88,9,3,0,101,2126,675,26,29,2852
11102,54,4,0,0,60,1208,330,4,14,1560
11103,147,29,4,0,181,3360,1073,94,47,4577
11201,188,35,0,4,225,3442,1060,33,87,4616
11202,91,20,3,0,110,2178,781,30,67,3052
11203,123,17,0,6,150,2420,691,18,44,3172
11301,41,4,0,3,48,1177,619,20,60,1881
11302,12,3,0,3,18,430,189,3,19,638
11303,88,31,0,4,128,2287,1190,31,73,3593
11401,124,22,0,9,152,2437,970,36,65,3512
11402,90,5,0,3,103,1679,469,5,35,2195
11501,161,20,0,3,185,2812,724,47,35,3617
11502,43,8,0,3,50,859,239,0,10,1112
11503,24,3,0,0,26,587,174,0,15,776
11504,39,6,0,0,49,680,187,4,8,881
11601,112,20,0,7,128,2015,534,23,29,2599
11602,73,8,0,0,79,1357,239,4,14,1611
11603,63,13,3,3,77,1270,313,14,20,1614
11701,111,15,0,0,123,1273,260,18,13,1562
11702,101,21,0,0,120,1811,392,13,19,2242
11703,699,125,10,20,860,11527,3228,1641,148,16546
11801,248,21,0,5,280,4363,934,42,52,5391
11802,132,24,0,0,160,2613,675,33,27,3347
11901,172,29,0,0,203,3065,882,19,40,3998
11902,110,25,3,0,138,2259,500,19,27,2809
11903,89,19,0,0,109,1884,574,16,20,2493
11904,124,8,0,4,132,2179,592,16,27,2818
12001,82,15,0,4,96,1794,400,15,22,2222
12002,94,11,0,0,109,1904,349,11,17,2285
12003,172,30,0,3,197,3007,770,29,44,3846
12101,163,29,0,4,191,3074,772,43,25,3914
12102,81,21,0,3,105,1634,382,10,17,2042
12103,106,14,0,3,122,2519,500,15,27,3060
12104,172,23,5,0,199,3013,701,58,28,3801
12201,62,4,3,0,68,1251,272,10,12,1540
12202,126,9,0,0,141,2158,477,13,23,2672
12203,209,31,3,3,243,3901,872,39,36,4841
12301,65,10,0,0,77,1077,333,5,9,1432
12302,99,19,0,7,118,1943,556,24,25,2550
12303,41,3,0,0,44,777,235,0,21,1039
12401,83,13,0,0,98,2090,531,14,24,2654
12402,0,0,0,0,0,0,0,0,0,0
12403,129,26,0,5,159,2244,718,21,37,3016
12404,52,13,0,0,65,841,341,5,11,1197
12405,61,9,0,0,73,756,216,4,16,995
12501,111,12,3,0,134,1710,426,21,28,2183
12502,77,11,0,0,86,1113,261,5,14,1394
12503,146,36,0,4,193,2351,651,18,31,3051
12504,172,25,0,8,208,2461,726,48,25,3258
12601,44,6,0,0,52,827,200,5,7,1039
12602,150,27,3,4,182,2758,645,44,30,3481
12701,73,12,0,0,84,1335,296,5,25,1658
12702,147,34,0,10,193,2483,990,26,44,3545
12703,125,24,0,0,145,1848,557,28,25,2459
12801,113,23,5,3,140,2298,757,21,44,3122
12802,78,14,0,3,92,1894,481,17,15,2398
19797,0,0,0,0,0,16,3,0,0,16
19999,1157,123,3,35,1321,36349,4957,45,606,41955
20101,93,13,0,3,111,1800,590,46,39,2476
20102,32,3,0,0,32,867,268,3,21,1166
20103,29,5,0,3,38,554,240,7,22,825
