SA3_CODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
20201,106,23,0,3,138,1602,595,30,48,2270
20202,85,12,0,0,98,1468,406,0,32,1907
20203,4,3,0,0,10,460,194,3,27,685
20301,15,3,0,0,17,442,136,0,12,592
20302,189,46,0,6,243,3505,1148,57,70,4773
20303,102,9,0,3,110,1814,428,10,26,2281
20401,74,16,0,5,92,1576,521,10,56,2159
20402,69,8,0,0,75,1289,499,15,32,1833
20403,69,14,4,8,90,1865,676,21,54,2606
20501,48,11,0,4,61,1266,449,14,35,1763
20502,58,16,0,3,73,1258,500,3,29,1792
20503,102,13,0,3,120,2179,822,18,81,3101
20504,37,18,0,0,63,1008,434,9,24,1477
20505,54,4,0,0,62,1195,563,10,35,1805
20601,130,22,0,3,156,2213,447,17,26,2694
20602,82,19,0,0,99,1489,280,11,12,1791
20603,70,9,0,0,79,1344,395,13,14,1766
20604,460,92,13,9,582,7260,2208,1092,109,10674
20605,214,42,3,3,266,3671,770,71,47,4566
20606,108,23,3,3,138,2074,518,44,32,2662
20607,214,40,11,7,274,3659,906,81,57,4705
20701,221,38,3,9,273,3941,1015,70,39,5065
20702,90,15,0,0,108,1566,327,20,18,1936
20703,127,20,0,6,153,2041,471,29,17,2566
20801,158,24,0,0,184,2617,572,16,17,3220
20802,183,20,0,7,211,3325,709,26,37,4097
20803,191,29,0,4,229,2937,718,32,38,3716
20804,52,5,0,0,60,1014,325,18,10,1372
20901,105,20,0,0,122,2290,571,26,30,2913
20902,107,22,0,3,128,1645,356,22,34,2050
20903,88,4,0,3,97,1456,322,17,18,1808
20904,172,12,0,5,195,2785,679,27,49,3538
21001,55,9,0,3,62,1149,328,17,26,1515
21002,43,3,0,0,45,671,187,4,13,872
21003,56,9,0,0,67,1201,256,10,23,1483
21004,30,6,0,0,36,622,141,3,10,778
21005,172,35,0,8,221,2642,554,27,51,3278
21101,155,34,0,4,196,3069,762,23,44,3900
21102,34,0,0,0,36,523,83,3,8,615
21103,131,20,0,3,155,2218,586,15,21,2835
21104,58,10,3,4,71,1186,256,8,9,1462
21105,198,16,0,7,226,3446,841,22,59,4368
21201,106,17,0,6,129,1748,475,15,35,2276
21202,126,11,0,3,147,2296,522,26,36,2877
21203,101,12,0,3,115,2205,401,24,23,2649
21204,251,57,3,7,309,3486,1000,56,55,4597
21205,229,43,0,0,272,3429,859,35,47,4369
21301,157,31,0,9,198,2297,559,27,40,2920
21302,92,19,0,4,117,1678,383,12,30,2101
21303,108,14,0,5,130,1791,423,13,27,2257
21304,76,19,0,8,109,1834,425,14,34,2302
21305,176,26,0,5,202,3266,603,41,36,3942
21401,137,24,0,3,164,2513,638,25,42,3222
21402,214,23,0,0,239,4087,1034,32,77,5227
21501,60,11,0,9,80,1665,902,10,68,2652
21502,55,15,0,0,69,998,508,25,41,1569
21503,47,14,0,3,65,998,470,7,35,1515
21601,38,22,0,3,61,1095,479,10,40,1620
21602,31,7,0,4,42,761,341,7,35,1149
21603,62,8,0,0,72,1309,437,33,31,1809
21701,36,11,0,3,47,1120,643,11,54,1826
21703,37,10,0,0,49,1318,679,11,44,2051
21704,37,12,0,3,55,1250,647,37,29,1970
29797,0,0,0,0,0,4,0,0,0,4
29999,953,80,4,28,1068,29388,3989,45,569,33979
30101,66,12,0,3,86,1284,344,12,14,1653
30102,97,8,3,0,106,1557,422,8,21,2003
30103,100,23,0,4,127,1476,382,17,25,1900
30201,25,4,0,0,29,605,137,0,4,753
30202,67,15,0,0,85,1415,377,31,18,1842
30203,78,16,0,7,92,1422,360,35,32,1848
30204,50,10,0,0,69,876,211,5,8,1107
30301,47,3,0,0,52,922,212,9,13,1147
30302,92,11,0,0,100,1704,436,12,16,2174
30303,66,19,0,0,81,1308,327,12,8,1652
30304,52,9,5,0,73,937,224,16,8,1192
30305,82,19,4,6,110,1297,309,17,17,1642
30306,47,4,0,0,47,760,136,6,0,903
30401,22,0,0,0,24,658,153,5,3,824
30402,56,4,0,0,62,884,140,6,8,1036
30403,55,4,0,0,66,1009,235,5,6,1254
30404,38,8,0,0,49,904,188,20,8,1112
30501,183,23,3,3,216,3262,1179,603,48,5088
30502,36,11,0,3,50,854,199,14,11,1070
30503,133,22,3,3,158,2305,511,30,27,2869
30504,75,13,0,4,94,1666,479,29,22,2187
30601,56,3,0,0,64,1183,274,3,19,1478
30602,139,32,0,4,173,2245,850,56,36,3194
30603,36,10,0,3,43,833,394,7,41,1265
30604,23,4,0,0,30,419,190,5,14,632
30605,58,16,0,0,72,1115,556,17,38,1727
30701,63,21,0,3,87,1519,765,7,59,2352
30702,48,11,0,4,58,1369,538,12,45,1962
30703,51,9,0,8,65,1201,477,14,51,1745
30801,32,4,0,0,31,595,304,5,10,924
30803,81,34,3,0,117,1954,940,53,35,2985
30804,13,11,0,0,22,336,203,5,12,555
30805,55,14,3,0,70,1040,362,14,18,1429
30901,119,39,0,0,162,2037,571,31,20,2655
30902,83,13,0,0,97,1405,380,16,28,1822
30903,92,17,0,5,107,1432,298,7,15,1751
30904,27,8,0,3,37,600,166,0,15,778
30905,49,3,0,0,54,856,148,0,12,1017
30906,91,15,0,0,109,1587,328,3,17,1928
30907,167,30,0,5,202,2646,542,18,26,3239
30908,69,15,0,3,88,1231,204,20,20,1472
30909,96,33,0,3,139,1899,575,11,41,2519
30910,81,15,0,3,96,1324,378,31,24,1757
31001,77,23,3,4,112,1146,332,15,17,1511
31002,71,12,0,5,88,1341,429,12,39,1823
31003,72,8,0,3,87,1471,439,18,24,1951
31004,67,9,0,0,70,1107,260,9,20,1395
31101,16,3,0,0,22,354,105,0,13,467
31102,24,7,0,0,30,598,189,4,10,805
31103,63,13,0,0,79,1121,306,14,11,1456
31104,58,12,0,0,67,850,219,0,14,1079
31105,72,10,0,3,84,1076,246,19,16,1354
31106,80,13,0,3,100,1449,399,16,18,1888
31201,20,6,0,0,27,551,327,20,23,920
31202,83,33,0,4,121,1901,767,39,52,2753
31203,35,5,0,0,46,568,232,4,13,818
31301,44,5,0,0,44,546,174,8,7,735
31302,55,18,0,0,77,1086,378,21,14,1496
31303,15,0,0,0,12,315,107,3,12,439
31304,61,14,0,0,75,902,274,9,10,1192
31305,78,9,0,0,96,1050,337,8,11,1409
31401,84,15,0,0,101,1651,370,8,27,2060
31402,59,4,0,3,71,1019,183,4,10,1219
31403,39,13,0,0,54,779,270,8,4,1063
31501,25,9,0,0,36,436,268,7,18,728
31502,25,5,0,0,25,425,216,3,24,662
31503,30,7,0,0,38,664,410,4,26,1110
31601,90,28,0,0,119,1368,362,10,6,1751
31602,132,20,0,0,147,1935,526,22,32,2511
31603,98,21,3,0,129,1737,550,17,26,2323
31605,106,14,0,3,129,1571,380,16,21,1987
31606,99,26,0,0,123,1517,472,24,44,2053
31607,79,14,0,0,92,1161,347,9,16,1532
31608,40,3,0,0,39,683,168,0,17,871
31701,137,47,0,7,193,2658,986,45,42,3723
31801,44,10,0,0,51,894,552,13,36,1499
31802,175,40,3,3,219,3116,1099,55,45,4321
31901,58,22,0,3,83,1404,808,37,41,2287
31902,63,12,0,9,80,1395,535,9,54,1989
31903,80,20,0,4,102,1281,507,5,36,1830
31904,66,8,0,3,78,925,353,10,14,1301
31905,33,11,0,0,42,756,304,7,18,1079
39797,0,0,0,0,0,11,5,0,0,15
39999,882,86,3,25,995,23515,3456,29,360,27359
40101,123,25,0,10,153,1989,1012,302,37,3344
40102,86,15,0,6,104,2108,608,15,51,2784
40103,61,4,0,3,73,1082,332,18,12,1442
40104,40,7,0,3,46,885,216,7,18,1131
40105,56,5,0,3,64,1236,461,36,12,1749
40106,19,3,0,0,27,600,160,9,4,776
40107,37,5,0,3,49,1089,325,31,14,1463
40201,42,6,0,0,46,718,227,14,15,981
40202,51,4,0,0,59,1240,349,10,17,1619
40203,50,11,0,0,60,1201,246,12,14,1470
40204,112,17,0,9,133,2050,519,33,36,2641
40205,66,10,0,0,78,1536,423,18,13,1993
40301,42,10,0,3,54,840,285,18,10,1157
40302,77,11,0,0,90,1593,375,4,11,1988
40303,82,11,0,0,87,1475,338,14,15,1836
40304,133,25,0,8,159,3225,811,25,46,4104
40401,93,22,0,3,120,2231,605,30,42,2907
40402,77,17,0,0,101,1299,344,20,22,1681
40403,86,11,0,7,103,1578,395,20,31,2027
40501,41,6,0,0,56,982,401,18,42,1450
40502,31,8,0,0,41,815,505,9,36,1367
40503,17,7,0,3,25,628,401,3,24,1052
40504,23,17,0,3,33,796,458,4,22,1279
40601,53,18,0,0,74,1339,886,14,49,2286
40602,17,6,0,0,21,402,213,11,10,637
40701,60,14,0,4,77,1627,654,23,42,2353
40702,58,25,0,0,82,1677,1122,29,59,2883
40703,56,20,0,0,82,1853,997,30,60,2939
49797,0,0,0,0,0,5,0,0,0,4
49999,326,20,0,10,359,10131,1279,14,174,11594
50101,79,24,0,9,108,1879,777,27,42,2735
50102,99,34,0,8,139,1845,904,27,56,2825
50103,34,10,0,0,45,825,437,11,18,1289
50201,104,21,0,0,122,1734,587,24,13,2355
50301,123,17,5,3,143,1898,521,38,27,2479
50302,318,70,3,7,404,4293,1688,445,54,6483
50401,102,30,0,3,131,1753,534,24,17,2337
50402,41,13,0,0,52,952,234,9,13,1212
50403,169,47,4,3,229,2655,864,48,29,3594
50501,220,22,0,3,245,3458,862,38,24,4379
50502,212,54,5,4,273,3876,1085,86,56,5101
50503,200,61,3,8,267,3680,1070,55,58,4864
50601,71,12,0,3,87,1222,408,15,28,1668
50602,113,19,4,7,144,1980,521,43,31,2568
50603,152,39,4,3,202,2047,628,52,21,2754
50604,90,23,0,4,122,1779,503,18,19,2314
50605,69,22,0,0,96,1091,329,3,12,1436
50606,22,3,0,0,28,514,168,0,5,689
50607,66,14,0,0,71,792,271,19,4,1091
50701,123,35,4,3,164,2060,624,22,29,2735
50702,96,25,0,4,126,1559,467,22,21,2067
50703,32,9,0,3,36,499,129,4,10,645
50704,126,16,3,3,153,2120,570,24,26,2737
50705,93,27,0,3,127,1831,578,23,17,2443
50901,68,26,0,8,102,1882,1167,18,75,3153
50902,82,33,0,0,118,1806,1087,12,61,2966
50903,22,7,0,5,31,779,661,11,33,1484
51001,19,15,0,3,30,373,171,8,11,562
51002,28,3,0,0,31,285,98,5,9,396
51003,36,10,0,3,52,522,175,13,16,725
51101,7,3,0,0,15,332,277,3,10,625
51102,14,0,0,0,13,202,123,3,8,333
51103,28,11,0,0,38,493,225,6,11,737
51104,61,16,0,0,74,1054,628,9,31,1720
59797,3,0,0,0,3,16,6,0,0,23
59999,558,48,0,8,616,13867,2145,26,218,16258
60101,0,5,0,0,9,203,83,0,3,287
60102,32,7,0,0,43,911,308,14,16,1254
60103,52,18,3,0,72,945,363,13,12,1327
60104,33,8,0,0,39,796,186,3,13,1001
60105,83,24,0,3,114,1971,696,85,18,2774
60106,17,4,0,0,16,394,113,7,7,527
60201,51,18,0,3,65,1516,702,47,33,2297
60202,21,3,0,0,24,603,247,5,29,878
60203,32,8,0,0,43,883,348,12,31,1272
60301,10,3,0,0,15,259,159,7,5,429
60302,17,0,0,0,21,603,192,5,12,817
60303,9,0,0,0,7,209,107,0,8,324
60401,37,12,0,0,54,771,391,9,26,1196
60402,34,7,0,0,43,871,353,10,21,1249
60403,20,7,0,0,27,446,287,3,10,750
69797,0,0,0,0,0,0,0,0,0,0
69999,80,10,0,3,90,2397,362,3,56,2815
70101,36,10,0,3,50,653,215,30,9,907
70102,38,14,0,0,53,788,256,14,25,1080
70103,19,0,0,3,24,466,104,3,15,587
70104,19,3,0,0,27,343,111,0,3,457
70201,26,5,0,0,30,431,159,13,23,624
70202,7,0,0,0,6,43,10,0,3,58
70203,3,0,0,3,5,131,28,0,8,169
70204,6,0,0,0,6,55,21,0,5,80
70205,12,0,0,0,16,179,41,0,6,230
79797,0,0,0,0,0,5,0,0,0,4
79999,27,5,0,0,29,627,98,0,13,736
80101,59,9,0,0,69,1164,283,10,15,1468
80103,8,3,0,0,10,150,56,23,3,238
80104,33,7,0,0,40,762,174,6,7,951
80105,67,3,3,0,73,1076,285,80,12,1447
80106,47,9,0,3,60,835,323,57,21,1238
80107,29,6,0,0,34,988,210,13,8,1219
80108,13,0,0,0,14,313,55,3,0,370
80109,30,3,0,0,30,573,142,9,9,735
80110,0,0,0,0,0,25,5,0,0,30
80111,0,0,0,0,0,7,3,0,0,12
89797,0,0,0,0,0,0,0,0,0,0
89999,43,7,0,0,45,1347,171,4,11,1533
90101,0,0,0,0,0,30,11,0,3,42
90102,0,0,0,0,0,10,3,0,0,19
90103,0,0,0,0,0,10,0,0,0,17
90104,4,0,0,0,6,102,84,0,4,190
99797,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,5,5,0,0,11
