SA3_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
10102,0,8,6,5,3,0,0,6,0,24,5,9,15,11,13,17,0,7,7,80,6,5,8,16,40,18,12,8,0,111,3,9,0,22,74,59,44,40,8,258,13,3,3,15,46,68,46,53,5,246,4,0,3,5,14,26,23,61,0,135,0,3,0,0,9,12,13,47,0,88,0,0,0,0,0,9,4,27,0,37,3,0,0,0,0,3,9,20,0,34,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,3,0,4,4,14,33,62,51,81,207,219,150,269,30,1093,0,7,3,0,3,5,0,0,0,15,4,106,8,0,0,3,0,0,3,123,3,48,18,5,3,3,0,0,0,83,0,36,27,16,0,4,0,3,0,83,3,17,49,25,3,5,4,3,3,105,6,15,23,38,23,15,7,12,0,139,5,10,16,41,77,29,13,18,10,207,11,3,8,27,69,65,26,25,8,236
10103,3,3,3,4,14,4,0,3,0,36,0,0,5,19,38,11,8,9,3,98,3,3,3,11,46,22,11,16,0,116,0,0,0,9,53,30,30,30,0,147,4,0,6,0,27,23,30,41,3,128,0,0,0,3,8,12,12,22,0,52,0,0,0,0,7,9,3,23,0,44,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,19,32,29,53,208,113,94,150,11,711,0,4,0,3,0,0,0,0,3,11,12,53,0,6,0,0,0,0,0,69,0,40,17,11,0,3,3,3,0,93,0,33,31,19,9,3,7,3,0,104,3,21,30,26,18,13,3,7,3,123,3,19,29,73,33,25,10,21,10,221,5,10,26,51,50,36,7,21,6,216,0,8,10,11,49,36,28,18,3,164
10104,5,12,23,8,5,3,3,0,0,59,8,24,25,23,22,7,8,15,0,135,10,10,23,38,61,40,14,22,6,227,8,3,13,20,64,62,44,34,6,247,8,9,0,6,56,62,40,58,0,238,3,4,0,4,25,25,32,47,0,139,0,0,0,3,9,9,8,29,0,56,0,0,0,0,4,4,4,16,0,21,0,0,0,0,0,0,8,14,0,20,0,0,0,0,0,0,0,4,0,9,0,0,0,0,4,0,0,3,0,14,48,105,114,111,255,223,156,225,19,1260,4,14,3,0,5,4,0,3,5,32,17,175,15,4,0,0,0,3,11,225,8,156,29,14,5,3,0,5,6,226,15,115,63,37,7,4,0,3,6,262,15,108,104,62,16,10,11,8,3,337,11,75,79,106,62,28,15,19,8,403,14,37,62,78,108,59,22,29,8,409,13,26,33,58,118,93,47,30,5,424
10105,0,5,5,8,5,0,0,0,0,22,0,3,13,17,8,4,0,3,0,50,0,4,8,5,36,23,13,7,0,97,4,4,11,15,41,34,18,16,6,138,3,3,0,4,54,33,18,43,3,161,3,0,3,11,34,24,13,24,0,115,5,3,0,0,9,10,10,22,0,66,0,0,0,0,10,7,9,32,0,58,3,0,3,5,10,4,21,38,0,82,0,0,0,3,0,0,3,4,0,7,0,0,0,0,3,0,3,3,0,15,28,47,56,82,211,140,105,198,16,875,0,8,4,4,0,0,0,0,0,21,3,83,10,0,0,3,0,0,3,104,3,60,23,3,4,6,0,0,7,103,0,30,33,15,0,0,0,0,0,83,3,22,37,23,11,11,4,3,5,107,3,17,26,55,37,17,3,8,3,171,6,7,15,43,91,55,15,17,4,258,4,7,16,13,66,44,31,24,10,217
10106,0,5,3,0,0,0,0,0,0,20,0,6,11,7,3,3,0,8,3,41,0,3,4,15,21,5,8,3,0,65,0,0,5,10,23,22,19,16,3,102,3,0,3,10,22,19,11,28,4,102,6,0,0,7,12,6,4,16,0,60,0,3,0,0,0,10,6,20,0,36,0,0,0,4,0,3,3,9,4,26,0,0,0,0,4,3,15,13,0,40,5,0,0,0,0,0,0,3,0,12,0,0,0,0,3,0,0,0,0,7,22,35,41,57,104,83,64,129,18,549,3,6,0,3,0,0,0,3,0,17,5,58,3,0,0,0,0,0,0,66,0,55,17,7,0,3,0,4,7,92,3,29,17,10,0,0,0,0,0,66,7,19,27,14,8,4,0,4,0,84,4,20,24,42,18,23,6,3,5,139,7,8,12,25,56,43,7,13,4,183,7,3,9,14,47,39,28,24,0,167
10201,6,15,52,21,10,11,3,4,7,136,5,30,49,58,78,28,17,11,5,277,4,19,37,58,196,74,27,25,6,445,12,12,23,26,201,128,82,61,8,553,13,3,15,21,140,122,70,117,5,509,10,3,3,8,37,54,60,92,3,264,8,8,5,4,17,38,30,78,3,195,3,0,0,3,13,15,14,61,0,114,3,0,3,0,7,7,5,48,0,80,3,0,0,0,3,0,0,6,0,19,0,5,5,5,9,4,4,5,6,48,77,234,237,238,715,494,317,519,56,2881,3,26,0,0,0,0,0,8,0,46,36,532,28,6,7,0,0,0,7,623,29,307,103,34,8,11,0,3,4,501,12,191,157,52,20,8,3,11,6,472,10,148,173,98,26,22,14,8,16,513,19,112,162,214,138,82,21,22,7,779,21,68,100,181,308,170,63,37,13,959,9,31,40,96,240,210,92,63,9,799
10202,4,31,35,26,10,9,0,5,3,119,11,18,58,61,51,19,8,13,4,233,16,17,48,84,194,70,26,35,5,501,14,14,33,84,237,154,65,73,5,677,12,10,19,41,193,136,95,113,10,633,10,0,16,7,78,80,53,86,8,339,6,3,7,0,31,23,36,70,0,182,3,0,0,3,12,24,11,34,0,91,3,0,0,0,16,22,12,50,0,99,0,0,0,0,0,5,0,11,0,18,0,4,3,10,14,4,0,12,8,56,92,229,279,341,842,548,309,509,59,3201,6,27,0,0,0,3,0,3,3,50,27,442,32,11,0,0,0,0,9,525,21,232,93,27,15,6,0,0,6,411,14,175,127,39,10,6,5,8,16,402,23,114,155,97,27,23,3,6,13,452,19,83,154,183,117,57,10,26,6,645,22,48,67,154,273,149,35,35,17,793,11,23,46,73,235,200,74,36,10,710
10301,4,14,10,3,3,6,3,3,3,47,3,6,12,24,15,13,3,7,0,79,10,4,5,18,66,38,14,16,0,166,3,9,10,10,96,82,44,41,4,299,4,3,3,10,57,53,43,72,4,249,8,0,0,3,26,27,22,74,4,164,8,0,0,0,16,21,12,49,0,106,0,0,3,0,7,0,7,30,0,50,0,0,3,0,3,3,4,24,0,36,0,0,0,0,0,0,0,8,0,8,0,0,0,3,8,4,0,5,3,25,42,60,66,80,300,252,148,337,20,1291,3,16,5,0,0,0,0,0,0,27,7,146,13,3,6,0,0,0,3,185,10,100,26,7,8,3,0,6,4,166,9,63,41,24,14,8,0,6,3,157,4,49,56,28,19,18,4,8,7,190,8,36,58,64,63,24,8,15,3,275,7,23,23,49,133,63,18,25,7,355,10,9,18,23,109,87,37,25,0,312
10302,0,13,23,11,4,0,0,5,0,64,11,13,24,26,26,25,4,20,3,145,4,9,15,28,56,35,23,20,4,204,6,4,6,15,72,57,47,60,3,273,15,3,3,7,53,44,56,79,3,266,9,3,0,6,15,38,47,79,3,199,3,4,0,6,17,16,44,82,0,168,5,0,3,3,7,10,26,50,3,114,7,3,3,0,7,10,23,62,3,120,0,0,4,0,3,4,3,7,0,24,0,0,8,0,3,4,0,6,3,31,69,95,116,107,268,256,282,485,35,1717,0,13,9,0,0,3,0,0,3,28,10,133,4,6,3,3,0,3,9,174,8,105,29,18,6,6,9,8,5,194,15,80,57,20,15,10,8,3,5,209,9,62,45,62,17,22,10,12,6,238,6,49,67,112,74,52,9,30,14,421,17,24,28,54,152,125,36,32,3,470,11,13,21,32,100,102,53,41,6,385
10303,0,14,17,5,5,5,3,8,0,46,5,9,17,15,10,12,3,10,0,83,3,9,5,17,24,26,12,7,0,116,4,3,5,25,52,44,26,19,3,178,5,0,7,7,55,57,39,55,3,230,3,3,0,9,43,48,51,65,6,217,9,4,0,7,34,39,42,72,3,213,5,4,8,9,29,55,46,62,3,226,33,0,7,6,86,126,218,191,8,678,4,3,0,0,17,14,35,62,3,127,0,3,0,0,6,14,3,7,3,41,80,71,96,113,369,450,477,563,31,2248,3,15,0,0,0,4,0,5,0,27,13,123,7,6,0,0,0,3,3,164,13,105,25,15,5,4,0,3,3,177,9,81,41,24,7,6,4,4,3,183,3,46,67,48,11,11,4,0,8,201,8,32,50,68,35,28,7,12,3,247,9,22,22,51,90,51,21,24,3,290,6,8,10,28,82,63,23,27,8,250
10304,4,10,20,5,6,4,3,0,4,50,4,13,26,17,17,14,3,6,3,103,6,9,4,23,44,39,15,19,3,169,6,9,8,14,84,54,39,37,5,255,11,7,13,9,55,69,59,94,8,329,13,0,7,4,19,30,37,104,4,223,4,0,3,3,11,14,37,116,5,202,4,3,3,4,6,10,26,103,6,170,3,0,0,0,8,5,49,124,3,198,3,0,0,0,0,0,0,22,0,30,3,8,0,3,4,3,3,13,4,37,70,90,92,99,267,250,273,658,48,1844,3,21,3,3,0,0,0,3,3,36,12,195,13,0,0,0,0,4,6,234,7,97,47,9,10,0,0,3,3,183,11,72,63,22,6,3,0,3,3,188,13,56,85,45,15,14,9,10,9,251,13,43,60,84,62,43,17,5,3,325,10,13,29,63,125,89,41,21,14,413,11,12,10,23,91,114,51,45,6,369
10401,3,7,11,12,4,9,0,8,3,57,7,13,18,22,22,4,0,7,0,94,4,7,17,19,57,27,12,20,3,165,7,0,13,20,59,47,34,31,7,211,4,7,6,19,37,40,37,70,3,224,3,0,3,5,9,22,13,61,3,119,3,3,4,0,9,3,9,43,0,72,0,0,0,0,3,6,3,22,0,39,0,0,3,0,0,3,0,14,0,23,0,0,3,0,0,3,0,4,0,7,0,0,0,0,3,3,0,10,0,16,37,71,83,98,204,170,108,286,28,1084,0,6,0,5,0,0,0,6,4,21,8,134,11,3,0,0,0,0,0,162,8,91,28,8,0,8,3,0,8,154,10,90,50,30,7,6,0,11,0,196,10,65,50,45,3,9,4,3,3,196,14,45,50,82,35,23,11,12,12,281,12,22,25,63,106,54,24,23,3,333,10,5,9,31,61,51,42,22,0,229
10402,3,37,20,17,3,3,3,7,0,99,7,20,31,49,29,9,3,7,3,160,8,10,37,62,94,39,20,24,0,295,3,9,17,54,112,81,64,43,5,382,5,10,20,13,69,73,51,61,0,311,6,0,6,3,14,13,25,62,3,133,3,4,0,0,3,15,10,32,0,71,0,0,0,0,3,8,3,27,0,50,0,0,0,3,4,7,0,19,3,29,0,0,0,0,0,0,0,3,0,10,0,6,0,3,4,3,0,7,10,30,54,170,160,213,362,255,183,304,34,1727,4,16,6,5,4,4,0,4,0,46,23,296,21,11,0,3,0,4,10,362,10,188,80,15,4,3,0,3,3,311,12,155,111,46,18,17,5,11,10,388,7,129,136,72,27,15,3,4,15,418,21,82,108,180,98,46,23,23,10,597,17,55,68,149,226,99,25,23,7,664,14,19,33,79,162,134,51,42,7,555
10501,3,6,5,0,3,4,4,5,0,30,0,7,9,13,3,3,0,7,0,49,0,0,6,7,19,12,7,19,0,74,3,0,3,9,25,19,10,31,0,105,7,0,3,3,28,26,23,57,7,161,0,0,0,3,12,15,17,52,3,107,7,4,3,0,11,13,27,78,6,145,4,0,3,0,7,12,16,63,3,108,5,3,0,3,3,4,37,85,3,150,4,0,0,0,3,0,12,16,0,39,3,0,0,0,7,3,3,10,3,24,49,40,50,45,118,120,162,438,22,1040,0,3,3,0,0,3,0,4,0,16,0,23,3,0,0,0,0,0,3,35,5,42,7,6,3,7,6,3,4,88,3,37,32,8,3,8,3,10,3,96,0,22,37,27,3,10,3,9,3,116,7,12,28,24,22,19,14,29,3,142,3,10,18,33,45,45,14,21,5,196,3,5,6,9,36,45,18,37,7,166
10502,3,5,7,5,3,0,3,3,0,30,0,3,3,3,3,0,3,6,0,32,0,0,5,10,16,16,3,3,0,46,3,0,3,4,21,14,6,9,0,60,4,0,0,0,13,17,9,39,0,85,6,0,0,4,11,15,15,42,3,85,3,0,0,4,15,12,7,56,5,107,8,0,0,3,7,5,15,59,3,97,6,3,5,0,12,5,22,54,0,109,0,0,0,0,0,0,10,6,0,22,4,0,0,0,0,0,3,10,0,19,37,39,34,43,105,86,88,292,17,738,0,3,0,0,0,0,0,3,0,4,3,43,4,3,0,0,0,0,0,57,3,37,14,7,3,3,0,3,4,78,5,29,28,9,3,4,0,9,3,99,3,22,25,25,6,5,3,0,0,91,7,26,18,28,17,21,0,16,3,133,3,5,7,17,35,31,7,21,3,138,3,3,3,8,31,40,11,19,0,118
10503,3,8,20,5,16,5,7,8,0,77,7,11,38,12,26,22,5,10,4,127,3,8,22,18,79,61,18,25,4,246,8,7,9,24,116,106,51,62,0,399,10,3,5,11,61,62,56,86,11,312,7,5,3,3,24,23,39,79,3,186,9,0,3,0,12,27,21,57,3,123,0,0,0,0,14,12,7,34,0,71,0,0,0,0,7,7,9,36,0,54,0,3,0,0,0,3,6,10,0,19,0,0,0,3,6,5,0,9,6,37,56,88,121,94,362,350,223,409,34,1751,4,19,3,3,0,7,0,9,3,45,13,155,15,3,0,3,0,4,3,197,6,109,30,9,8,4,0,7,7,170,13,78,81,35,5,10,0,14,4,242,11,62,74,55,25,22,5,18,5,284,8,66,60,114,102,53,15,26,8,458,11,32,28,79,214,147,39,38,15,605,8,24,17,29,122,121,53,45,4,436
10601,4,22,27,11,6,7,0,3,0,83,3,23,40,38,29,22,9,20,9,187,11,10,35,35,67,44,18,15,9,239,12,14,15,38,93,106,43,44,5,379,13,13,7,33,125,113,86,117,3,513,15,7,15,13,100,77,115,178,8,530,26,3,12,12,104,98,120,223,3,598,20,4,13,20,105,91,142,208,7,608,100,5,38,66,250,209,463,483,19,1631,13,0,5,9,39,27,54,87,3,227,4,3,5,3,12,15,12,14,8,81,227,172,244,297,944,802,1058,1404,83,5242,0,13,4,3,3,3,0,3,4,38,18,260,32,4,0,3,0,4,3,328,16,197,60,21,8,3,3,3,3,314,10,144,81,53,10,10,3,8,3,311,9,100,139,82,16,11,5,7,7,379,14,88,106,151,76,45,4,15,11,512,20,35,51,98,166,126,34,24,12,575,12,24,32,36,116,128,44,36,8,438
