SA3_CODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
11603,31,111,111,107,281,301,152,252,22,1370,57,180,168,199,667,573,226,316,585,2973,1168,3407,3476,4190,10903,9475,4330,6894,1153,44987
11701,22,94,100,115,269,315,138,209,12,1273,72,173,215,173,480,556,188,309,606,2763,2204,3493,5243,6124,12406,13592,6466,8584,1261,59366
11702,21,111,128,127,235,297,118,178,18,1234,37,171,194,141,286,346,118,207,262,1761,569,2441,2914,2457,4660,4879,2189,3476,488,24081
11703,309,886,1166,1140,2759,2473,1171,1518,129,11543,483,1308,1771,1170,2902,4269,1375,2364,4436,20078,14469,26382,40608,33943,97480,126204,56723,92000,8227,496038
11801,51,358,363,284,381,412,188,284,34,2352,58,307,278,200,232,421,131,351,453,2435,1248,6769,6932,5637,7182,9238,4558,7944,947,50448
11802,30,199,196,162,219,268,119,188,21,1409,42,177,155,160,209,239,78,163,388,1606,1280,5646,5197,4515,8060,8294,3251,5508,829,42583
11901,60,311,270,248,514,540,213,332,44,2536,94,349,337,305,878,803,244,351,743,4094,1592,6353,6170,5919,13639,12256,5235,7815,1462,60435
11902,20,192,153,131,237,273,133,186,20,1341,48,195,199,154,362,377,101,175,365,1974,765,3358,3484,3167,5497,5832,2240,3450,720,28506
11903,29,185,177,140,219,253,143,184,13,1348,37,180,146,130,227,227,69,124,315,1453,804,4175,3855,3282,4928,4835,2017,2986,638,27520
11904,22,176,152,126,265,224,114,173,20,1277,39,175,181,116,234,276,54,111,351,1548,1006,3609,4359,3812,6315,6879,2476,3992,737,33180
12001,41,167,162,155,395,364,164,246,24,1721,32,144,155,94,228,275,76,158,320,1474,955,3333,3682,3149,6350,7860,2897,4536,659,33410
12002,15,115,120,128,196,149,96,137,11,970,31,97,94,98,143,195,65,152,202,1080,576,2581,2524,2266,3543,4194,1912,3319,410,21324
12003,28,212,190,199,337,359,160,216,30,1733,77,269,322,233,444,546,134,240,587,2844,1498,6115,6218,5679,10824,10789,4310,6587,1137,53154
12101,77,301,320,259,561,606,336,438,33,2927,85,304,343,247,574,877,286,520,700,3933,2145,7382,8310,6871,14251,19310,7951,12280,1302,79807
12102,21,145,113,121,179,244,113,163,10,1106,27,137,99,96,220,239,77,139,229,1263,709,3444,2915,2591,4108,4487,1935,3237,445,23876
12103,22,248,189,136,197,161,118,169,14,1257,36,185,158,101,128,218,84,163,232,1299,882,5511,4340,3619,4102,4962,2176,4148,472,30213
12104,62,250,234,241,432,424,239,331,28,2240,74,278,298,232,456,766,241,510,618,3473,1988,5855,6697,5589,12482,20408,8603,13972,1173,76772
12201,11,92,82,57,83,79,51,61,7,515,17,90,77,51,63,140,39,87,90,655,404,2132,2204,1662,1819,2433,1096,1723,226,13686
12202,32,138,105,138,158,190,83,151,8,1008,29,161,123,115,140,255,73,152,153,1201,602,3429,2841,2630,2852,3863,1618,2935,337,21101
12203,46,361,266,268,416,518,238,333,21,2466,65,296,275,241,456,570,207,421,409,2934,1345,7155,6467,5857,9032,10300,4682,7739,841,53428
12301,21,136,90,96,163,185,118,139,17,962,35,110,85,73,201,229,74,152,185,1149,568,2627,2139,2308,3665,3665,1822,3203,411,20406
12302,35,238,148,164,384,330,196,277,28,1801,66,240,208,214,619,573,172,256,502,2851,1423,5647,4843,5249,10703,8989,4177,6070,1031,48132
12303,14,48,45,33,59,70,34,65,7,366,19,47,36,36,54,88,23,59,85,449,344,1181,954,991,1914,1660,1009,1779,207,10027
12401,20,127,95,99,127,117,56,87,6,736,27,118,58,56,69,101,27,76,99,625,598,3369,2694,2703,2649,2560,1260,2241,284,18361
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,16
12403,41,226,197,206,322,399,221,293,31,1929,57,223,151,181,397,393,126,275,434,2231,1578,6075,5404,5574,9594,8798,4112,6342,901,48388
12404,9,91,64,71,105,131,89,139,12,718,23,87,67,73,135,145,45,112,153,843,490,1987,1740,1880,3322,3154,1757,2423,367,17121
12405,12,85,44,56,101,128,66,88,7,588,25,92,78,78,306,239,85,125,210,1244,501,1625,1578,1661,4203,3881,1695,2764,400,18318
12501,35,159,181,147,531,524,237,272,8,2094,82,261,277,234,810,788,232,383,579,3633,1411,4283,4429,4311,13256,13427,5441,7894,1117,55559
12502,11,76,84,68,181,169,69,112,6,783,28,106,125,97,238,255,103,146,238,1338,478,2084,1924,1751,4285,4310,1824,2661,421,19749
12503,26,225,204,158,468,468,209,380,30,2165,84,325,316,286,921,765,259,332,779,4052,1143,4515,4434,4530,12719,10778,4731,7082,1383,51310
12504,77,291,245,238,662,550,238,333,44,2674,92,297,293,269,768,728,214,312,1045,4008,3249,7481,9022,8753,24493,20678,7637,10326,1973,93612
12601,23,91,82,71,99,84,58,73,4,581,7,57,50,42,50,85,14,45,83,434,280,1742,1392,1149,1679,1858,818,1349,178,10433
12602,42,280,272,241,509,504,212,333,32,2425,94,288,273,257,667,846,279,492,861,4055,2399,7826,8123,6937,19043,21678,8794,13308,1553,89659
12701,13,95,64,66,101,108,50,82,8,593,17,92,52,77,112,135,40,113,196,826,477,1934,1739,1873,2827,3098,1210,2397,420,15974
12702,32,301,213,235,482,468,216,331,30,2315,95,408,327,267,896,746,218,350,793,4109,1234,5947,5404,5266,11417,10206,4508,7164,1448,52594
12703,33,186,149,123,388,390,165,240,31,1696,66,284,245,229,687,621,179,272,632,3228,1406,5106,4851,4705,11787,10860,4567,7167,1200,51662
12801,40,254,219,218,315,334,162,219,12,1775,63,217,193,177,339,363,131,232,384,2093,1202,6333,5596,4861,6612,7265,3246,5327,762,41211
12802,33,197,150,161,237,305,155,211,13,1462,27,123,121,104,161,189,60,146,192,1124,771,4031,3434,3157,4413,4525,2058,3407,448,26249
19797,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,9,6,5,5,3,9,7,34,0,90
19999,195,1161,676,691,669,969,349,796,80,5577,521,953,752,691,957,1448,379,951,1622,8274,6077,19722,15762,16389,17452,30717,11319,22127,3790,143362
20101,50,237,152,208,352,270,163,194,15,1645,61,181,102,109,260,202,97,161,368,1531,1818,6331,5156,6005,8662,7289,4181,5167,831,45430
20102,18,53,28,35,38,43,24,34,10,278,13,42,33,27,28,51,16,46,62,314,334,1227,966,1009,867,1091,520,1198,161,7376
20103,5,34,34,16,42,35,23,24,6,221,16,31,25,22,40,51,12,36,78,313,300,949,831,905,1053,1006,514,1078,162,6801
20201,55,222,153,209,331,254,188,209,15,1633,54,151,101,129,237,210,87,160,268,1400,1744,5848,4591,5493,8003,6378,3682,4580,677,40993
20202,8,70,51,76,85,94,42,84,3,522,36,94,57,71,80,96,43,76,156,708,622,2247,1972,2185,2436,2630,1315,2110,314,15823
20203,6,12,3,7,10,14,0,22,0,76,5,18,7,10,14,27,11,26,45,163,168,427,303,385,447,571,365,1119,107,3890
20301,3,19,19,22,13,20,5,22,0,122,9,12,11,10,11,23,10,15,41,144,145,614,444,518,478,624,305,723,96,3958
20302,86,464,349,376,638,623,271,359,39,3209,121,337,244,278,494,564,176,350,687,3250,3271,11768,10107,10875,15796,15521,7632,10319,1494,86786
20303,21,136,78,102,122,114,40,78,11,711,39,107,72,69,71,90,46,75,135,702,705,3565,2437,2341,2413,2602,1167,2073,337,17636
20401,23,86,66,74,93,92,53,106,12,610,44,78,85,66,101,130,46,94,205,839,820,2577,2171,2536,2899,3202,1806,3271,470,19755
20402,18,84,64,59,124,150,45,107,5,662,37,99,56,56,96,113,36,73,168,739,795,2249,1970,2321,2967,3088,1599,2599,392,17974
20403,29,110,88,125,220,227,131,149,18,1084,63,121,80,83,161,165,62,141,241,1118,1172,3365,3009,3699,5147,4969,2821,4551,584,29310
20501,18,92,82,68,120,113,58,101,5,660,22,86,46,42,77,111,44,65,156,652,611,2572,1916,1975,2503,2613,1415,2479,357,16436
20502,19,81,70,79,95,115,57,93,5,618,30,72,58,59,90,105,25,58,147,646,805,2177,1917,2266,2510,2286,1219,2192,353,15725
20503,32,111,84,84,129,148,62,106,5,755,52,114,84,65,105,109,37,99,202,865,1041,3304,2534,2833,2863,3005,1616,3131,436,20763
20504,24,166,97,104,237,224,85,150,13,1106,50,93,67,74,163,158,62,112,291,1073,1251,3777,2952,3319,5631,4491,2512,3476,561,27973
20505,22,87,51,78,94,113,48,84,11,584,34,63,46,67,88,103,40,112,161,704,727,2194,1672,1830,2525,2710,1511,3363,360,16891
20601,22,150,137,146,219,225,117,137,21,1169,32,152,126,111,241,221,56,140,237,1319,677,3458,3214,3301,4532,3907,1819,2798,531,24227
20602,20,112,89,86,161,158,75,78,8,783,23,91,83,79,139,157,41,82,130,814,386,2081,1776,1788,2555,2493,1188,1858,270,14387
20603,20,132,136,129,168,138,74,101,16,911,21,91,109,67,113,124,35,77,211,841,638,3364,2650,2688,3714,3565,1594,2532,427,21178
20604,274,690,968,1015,2350,1687,880,1068,77,9012,387,1079,1073,819,2016,2406,763,1374,3661,13572,14308,27749,35351,35225,87786,106199,45178,62810,7008,421617
20605,68,305,313,350,694,718,353,482,18,3304,125,329,350,295,666,974,339,639,754,4467,2406,6661,7503,7523,16524,22238,10522,16045,1504,90934
20606,30,216,191,200,348,220,157,151,17,1534,38,193,164,116,184,272,102,236,271,1572,855,4411,4063,3796,5316,6286,3244,5108,577,33646
20607,61,249,256,273,547,502,240,316,41,2491,97,295,308,291,593,751,264,543,670,3821,2302,7281,8138,8596,15594,17349,8555,12211,1405,81417
20701,37,413,283,293,463,390,241,327,21,2477,93,395,302,248,411,474,165,344,555,2986,2088,10495,8504,8008,11314,13886,6353,10303,1156,72106
20702,20,189,134,134,206,158,96,130,9,1073,33,148,102,93,120,160,33,73,207,973,717,4866,3484,3162,3713,3720,1906,2718,448,24724
20703,69,297,279,317,552,456,288,299,15,2575,56,221,139,133,297,350,102,171,434,1893,1543,6272,5514,5788,9575,8585,4044,5182,797,47301
20801,27,231,154,156,196,192,76,126,19,1178,30,217,133,130,158,242,72,192,235,1400,824,5040,3891,3860,4274,4839,2360,3929,520,29534
20802,38,319,256,211,274,245,177,206,22,1747,46,248,153,152,217,302,90,170,363,1743,1132,6498,5320,5196,6183,6452,3079,4863,709,39434
20803,60,346,282,273,614,599,244,375,42,2835,99,352,352,324,968,880,293,449,566,4276,1631,8009,6390,6509,13209,12346,5930,7898,1099,63030
20804,5,147,120,100,153,125,47,69,11,773,19,98,74,67,104,133,40,81,175,799,658,3786,3067,2860,3650,3154,1601,2275,362,21411
20901,27,232,149,175,275,220,128,180,13,1400,41,185,96,116,225,248,76,142,315,1444,1484,6076,5240,5627,6649,7220,3218,4552,696,40759
20902,31,168,159,145,290,223,98,140,14,1273,38,173,141,155,354,318,77,159,372,1792,1105,4946,4087,4130,7316,6159,2805,3703,785,35028
20903,23,153,79,107,116,105,48,75,11,719,17,95,75,66,54,99,24,78,112,619,423,2935,1899,1891,1778,2177,917,1720,262,14000
20904,50,336,202,221,402,426,171,263,30,2090,91,359,240,265,658,598,208,323,615,3367,1800,8071,6420,6661,11288,10308,4703,6799,1258,57303
21001,24,157,139,137,305,282,126,184,17,1373,48,152,146,154,374,389,122,186,325,1895,876,3382,2929,3127,6911,7121,3218,4728,691,32979
21002,14,42,37,41,44,55,15,47,0,304,15,53,32,23,29,64,22,36,54,319,248,1356,876,883,994,1052,518,884,138,6946
21003,25,96,69,97,180,176,91,122,11,868,19,94,72,70,131,139,50,66,167,813,445,1924,1737,1961,2870,2752,1174,1807,329,15002
21004,7,78,54,52,71,82,40,57,6,447,11,44,20,32,36,47,14,33,70,316,258,1580,1098,1039,1284,1134,573,919,165,8039
21005,37,238,240,216,515,486,238,279,37,2289,126,392,342,354,1174,849,322,434,859,4843,2321,6489,6789,8080,17954,15726,7954,9642,1740,76693
21101,62,350,313,307,526,568,241,373,21,2760,112,352,301,336,952,853,336,455,598,4304,1982,8562,6908,7196,14074,12568,6153,8208,1203,66860
21102,3,51,27,27,30,23,11,23,0,208,9,49,21,20,16,26,9,32,53,230,156,934,604,713,529,662,324,616,88,4622
21103,52,235,233,203,402,366,185,290,24,1981,61,224,150,188,427,386,151,248,370,2217,1264,5989,4855,5107,7944,7726,3925,5175,773,42764
21104,21,126,124,116,279,232,105,166,17,1193,31,126,105,102,239,211,61,134,190,1203,618,3495,2798,2712,4130,4095,1784,2658,374,22671
21105,63,294,199,199,281,297,161,242,19,1753,81,247,146,164,304,309,125,214,350,1939,1460,7212,4831,4913,6319,5853,3212,4984,749,39531
21201,26,157,105,89,181,164,73,168,16,971,28,159,82,90,159,210,74,128,233,1154,722,3755,2819,2820,3789,3949,2011,3208,523,23603
21202,38,242,190,191,343,291,167,207,25,1700,53,211,130,145,353,345,130,238,366,1972,1179,5377,4399,4685,6818,6591,3190,4764,778,37780
21203,22,220,128,134,167,175,70,119,11,1051,41,135,84,98,165,169,56,125,282,1161,754,4022,3028,3333,4233,3779,1999,3110,542,24792
21204,86,369,351,360,1147,1055,441,578,44,4416,174,558,571,574,1978,1640,594,788,1165,8039,2757,8876,8924,10435,26546,22851,11476,14050,2173,108092
21205,65,342,316,291,702,631,306,422,27,3103,133,404,403,420,1027,1103,345,545,916,5292,2967,11087,9980,10665,21491,21941,9821,13637,1819,103405
21301,46,252,193,191,449,378,188,266,23,1978,95,319,244,271,713,628,199,292,673,3421,1548,6536,5657,6298,11309,10330,4652,6646,1308,54288
21302,43,169,126,122,270,275,104,163,17,1295,42,143,141,150,350,389,106,217,343,1875,939,3458,2982,3183,6723,6934,3481,5049,684,33435
21303,43,188,167,209,421,296,158,159,17,1655,53,214,185,150,375,347,117,188,386,2004,1136,5027,4491,4607,7417,6671,3088,4448,783,37665
21304,22,178,118,139,196,232,102,172,17,1172,42,149,112,116,237,265,70,127,272,1392,935,4343,3176,3451,5109,5228,2372,3725,606,28946
21305,48,295,201,189,421,401,149,251,25,1973,93,304,285,289,697,701,217,367,691,3642,1852,7555,6410,6747,13946,12239,5755,8504,1443,64450
21401,41,250,156,180,308,332,154,227,25,1665,54,226,183,188,408,443,123,278,388,2299,1309,5668,4624,5352,7202,7373,3396,5043,738,40714
21402,48,321,253,307,340,329,190,251,17,2050,76,293,217,212,291,309,137,210,404,2147,1728,8443,6082,6899,7580,7675,4101,5990,956,49461
21501,34,107,89,102,164,188,68,123,17,894,38,102,62,71,128,123,41,104,230,905,1093,3096,2558,3179,4076,4356,2031,4152,553,25097
21502,17,74,64,72,179,145,55,87,6,707,34,76,73,83,140,151,41,91,203,887,716,2250,1831,2305,3796,3360,1754,2876,432,19322
21503,17,74,52,52,116,93,40,75,7,529,39,71,47,51,76,117,32,87,175,695,651,1879,1498,1749,2515,2660,1282,2659,402,15300
21601,23,79,58,71,140,121,57,80,5,631,36,63,35,42,97,82,36,75,166,637,644,1911,1529,1936,2523,2376,1437,2687,350,15393
21602,9,65,36,38,65,73,44,54,6,385,37,49,28,31,69,82,37,64,126,513,536,1272,1027,1217,1525,1657,1056,1969,272,10542
21603,44,143,103,117,269,243,120,149,18,1204,43,98,73,75,191,191,74,134,290,1167,1192,3107,2765,3407,5277,5053,2579,3791,603,27776
21701,11,67,45,65,91,98,47,70,7,503,29,51,40,41,86,68,30,66,141,553,627,1922,1635,1800,2167,2332,1317,2428,328,14565
21703,8,76,40,54,93,64,41,75,4,456,28,70,49,61,98,98,29,84,155,680,697,2125,1733,1948,2434,2380,1367,3012,339,16027
21704,20,134,62,73,137,155,54,93,16,747,20,59,46,55,131,129,48,88,163,743,762,2546,1886,2210,3299,3126,1617,2978,384,18799
29797,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,3,17,22,8,9,3,11,15,13,76,9,155
29999,176,872,489,558,481,708,281,528,49,4134,487,873,597,557,838,1141,311,727,1315,6842,5166,16553,12058,13727,15286,26497,9591,17030,3122,119037
30101,22,144,132,133,184,189,86,137,3,1043,18,105,79,88,156,172,49,142,134,954,519,3048,2133,2609,3218,2875,1473,2631,286,18803
30102,26,165,127,133,181,145,53,128,14,961,23,125,86,86,128,176,38,147,170,984,773,3578,2754,3357,4044,3602,1688,3128,391,23321
30103,23,146,119,145,312,285,167,214,12,1426,55,149,126,161,435,394,185,285,313,2107,1050,3295,2864,3631,8234,7580,4297,6704,652,38296
30201,4,78,42,61,47,43,30,41,3,343,5,36,30,11,26,35,15,33,41,234,241,1278,1005,1138,1345,1095,542,840,125,7613
30202,41,189,128,160,294,292,153,209,17,1488,28,109,87,96,288,250,83,151,227,1306,1131,4413,3939,4591,7892,6338,3088,4282,537,36198
30203,47,123,150,217,558,430,248,298,26,2099,73,181,161,196,609,573,230,368,465,2859,2101,4181,4445,6183,14656,12860,7512,10606,1051,63600
30204,17,95,54,73,79,88,36,60,3,512,14,52,43,36,66,68,25,62,86,453,414,1715,1387,1757,1994,1575,836,1465,183,11319
30301,10,86,93,93,100,81,45,66,7,593,8,75,48,55,82,81,27,71,90,534,431,2343,1668,1833,2565,2251,1201,1837,212,14327
30302,34,191,148,202,286,227,117,179,16,1394,22,133,103,79,225,228,71,160,296,1312,1510,4011,4280,4982,8359,7284,3260,5153,578,39417
30303,65,159,177,212,554,408,202,234,20,2034,43,107,113,106,258,240,92,148,273,1378,1019,4139,3610,4020,7097,5965,2914,4207,551,33532
30304,22,86,96,101,247,288,139,154,13,1137,25,92,110,118,264,242,78,124,162,1214,550,2054,1897,2120,4715,4209,2087,3004,352,20987
30305,30,114,100,132,394,405,246,321,16,1758,66,178,171,196,619,554,225,338,391,2737,1082,2593,2690,3633,8787,8248,4872,7034,746,39692
30306,4,60,53,46,72,52,23,37,4,356,15,42,46,47,61,39,9,45,73,375,217,1200,1148,1240,1387,1142,469,774,163,7739
30401,16,62,60,65,90,79,38,71,3,481,15,43,33,39,65,62,22,47,67,395,325,1759,1144,1325,1560,1360,728,1357,140,9698
30402,16,75,55,56,75,45,32,51,3,411,8,64,29,37,30,73,16,65,44,366,281,1674,1105,1199,1143,1197,541,1162,93,8399
30403,24,146,95,111,153,120,73,93,5,829,13,111,65,61,71,107,27,73,171,697,821,5104,2841,2726,4698,3653,1817,3021,418,25104
30404,11,91,64,90,119,87,67,99,4,636,11,64,33,47,70,73,22,44,109,475,673,2326,1663,1818,2503,3319,2160,2747,278,17477
30501,107,364,426,454,1038,721,416,507,34,4073,138,388,421,359,736,1003,300,629,1330,5306,6877,12312,16277,17291,46303,44546,21697,30971,2714,198985
30502,12,96,76,99,131,133,79,95,4,728,20,63,63,71,153,135,49,79,99,725,325,1586,1377,1475,2677,2675,1499,2472,216,14292
30503,49,217,208,246,466,436,257,337,14,2233,53,221,159,158,314,416,136,298,408,2159,2232,5500,5745,6401,12314,13279,6275,9938,912,62596
30504,39,204,161,205,386,261,132,201,10,1617,34,153,103,111,188,248,69,207,220,1339,1105,4066,3639,3777,6679,6933,3486,5767,506,35942
