SA3_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
10304,5,10,0,4,0,0,0,3,0,21,18,274,11,3,0,0,0,0,9,317,17,100,30,18,0,4,0,3,3,178,6,54,65,37,6,3,0,0,6,182,10,36,79,41,10,3,3,0,4,194,7,34,46,100,56,14,14,12,3,298,3,10,24,68,125,46,20,16,3,329,5,5,16,25,87,62,50,15,0,264,10,4,4,10,31,36,29,41,0,162,4,0,0,4,18,15,15,23,0,85,0,0,6,3,13,12,10,26,0,74,3,0,0,0,3,6,3,9,0,26,0,0,0,0,0,12,4,28,0,49,0,0,0,0,0,3,3,7,0,15,3,11,3,3,3,3,0,0,3,35,90,549,293,321,360,227,155,199,40,2233,0,0,0,0,0,0,0,6,0,10,0,19,3,0,0,0,3,0,0,23,3,13,3,0,0,4,0,0,0,22,0,11,9,4,4,0,0,3,3,36
10401,0,13,0,0,0,0,0,3,0,24,18,212,23,4,0,0,3,3,4,262,13,103,42,12,8,0,0,4,4,186,3,70,57,24,8,7,0,8,3,184,10,38,81,46,8,8,3,6,7,201,6,30,48,106,40,16,14,15,0,274,14,11,31,74,97,32,18,13,0,288,4,8,16,12,64,36,18,20,0,178,0,6,4,3,28,20,18,14,0,88,0,0,0,3,16,3,4,12,0,42,3,0,0,3,7,7,3,5,0,28,0,0,0,0,0,3,5,5,0,12,0,0,3,3,0,0,3,4,0,11,0,0,0,0,0,4,0,0,0,12,4,15,4,5,3,4,0,8,0,32,78,492,307,290,273,142,97,123,22,1825,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,8,3,12,8,3,0,0,0,0,4,24,0,11,4,0,0,3,0,3,0,29
10402,10,16,5,0,0,3,0,0,0,31,23,489,24,4,0,0,0,0,7,548,12,220,57,13,3,3,0,4,5,316,9,113,89,37,6,3,3,6,3,267,18,84,123,87,27,6,8,14,5,365,21,53,117,179,54,17,12,11,0,470,20,17,45,139,206,67,34,21,6,557,10,16,14,50,162,85,44,40,0,427,4,6,11,9,72,55,34,54,0,252,3,4,3,5,27,30,28,32,0,130,0,3,0,6,19,16,16,21,0,77,0,0,0,0,3,7,4,11,0,34,0,3,8,0,3,7,4,19,0,46,0,0,3,0,3,0,0,9,0,19,3,15,5,7,5,4,6,4,7,52,134,1038,496,553,584,311,197,250,37,3587,5,4,0,0,0,0,0,0,3,11,0,21,0,0,0,0,0,3,0,24,0,24,10,3,0,3,0,0,0,48,4,28,15,6,5,0,0,0,0,65
10501,0,0,0,0,0,0,0,3,0,3,3,34,0,0,0,0,0,0,0,47,0,12,13,0,3,0,0,0,0,30,3,10,10,3,0,0,0,0,3,25,0,8,16,12,3,0,0,3,3,49,4,0,15,37,10,0,0,3,3,72,0,0,5,20,21,11,8,3,0,76,0,3,4,7,21,14,11,3,0,68,0,0,0,3,3,13,3,6,0,37,0,0,0,0,3,6,3,8,0,20,0,0,0,0,0,3,5,7,0,16,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,0,0,0,3,9,16,74,69,89,70,61,30,57,12,484,0,0,0,0,0,0,0,3,3,9,0,3,0,0,0,0,3,4,0,7,0,8,3,3,0,3,0,3,0,20,0,3,12,3,0,10,0,10,0,30
10502,0,3,0,0,0,0,0,3,0,8,3,78,7,0,0,0,0,4,8,101,4,48,11,4,0,0,0,0,3,74,3,30,22,13,0,3,0,0,0,72,3,16,28,26,9,0,0,0,3,80,6,15,26,35,25,5,0,0,0,113,8,0,8,15,50,10,0,5,0,98,4,0,0,8,26,15,18,6,0,74,0,0,3,3,8,4,9,10,0,34,0,3,0,0,6,9,3,6,0,25,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,19,29,202,100,100,127,66,38,38,15,713,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3,14,0,10,0,3,0,0,0,0,0,18
10503,0,12,3,0,0,0,0,3,0,20,21,300,15,0,0,0,0,0,5,353,12,122,49,8,6,6,0,0,6,210,5,74,61,35,6,7,4,5,8,194,5,44,67,68,15,14,5,9,3,226,11,24,70,158,77,21,6,13,10,394,14,18,37,92,211,54,43,25,3,487,13,12,7,36,143,71,48,30,3,366,3,5,11,7,50,56,34,32,5,189,0,0,3,4,19,31,24,39,0,123,0,0,0,3,9,5,17,31,0,71,0,0,3,0,4,11,10,16,0,37,0,0,0,3,3,15,4,27,0,60,0,0,0,0,3,7,0,19,0,38,3,14,11,3,16,0,0,4,0,51,86,624,335,420,547,292,201,266,40,2821,0,0,0,0,3,0,0,0,0,7,0,12,3,0,0,0,0,3,3,22,3,9,4,0,3,3,0,3,0,24,4,15,13,3,0,5,0,9,0,43
10601,0,14,3,5,0,0,3,0,3,32,22,367,31,3,0,0,0,3,9,433,11,207,61,22,3,3,0,10,7,329,22,118,118,37,18,3,0,3,3,322,12,71,126,71,13,6,7,3,6,303,19,42,102,136,59,20,5,15,10,419,22,26,48,81,101,45,20,16,8,354,11,8,15,29,95,48,38,15,7,263,6,6,10,11,36,54,21,37,0,184,0,4,7,4,13,22,13,13,0,68,0,0,3,3,5,5,7,14,0,42,0,0,0,0,3,8,3,10,0,29,0,3,6,3,6,3,3,21,0,35,0,0,0,0,0,0,3,14,0,18,3,18,8,0,4,4,3,4,3,44,124,881,526,406,362,220,125,176,51,2874,3,3,0,3,6,0,0,3,0,24,0,19,3,0,0,0,0,0,0,28,0,25,10,3,3,0,0,0,5,47,8,23,21,7,6,4,0,3,0,66
10602,3,13,3,0,0,0,0,0,0,23,29,429,33,11,0,0,0,0,4,507,11,217,91,19,7,5,0,0,6,349,15,128,128,37,9,3,0,0,3,334,17,54,116,70,15,8,3,0,6,282,19,50,101,144,61,11,4,11,3,414,11,24,49,109,153,46,24,8,3,417,7,11,18,43,134,65,38,25,0,335,6,5,7,12,48,48,31,33,0,188,3,0,4,0,17,24,14,22,0,95,0,3,3,0,11,16,6,26,4,70,3,0,0,0,0,3,13,17,0,36,0,0,0,0,3,15,0,19,0,39,0,3,0,0,0,4,3,17,0,31,0,18,9,8,12,0,0,0,7,49,119,954,554,455,474,248,140,169,42,3168,0,9,0,0,0,0,0,0,0,13,3,38,3,0,0,0,0,0,0,48,3,24,6,8,0,0,0,0,0,38,0,17,11,9,3,0,0,4,0,47
10603,4,13,3,0,4,0,0,0,0,27,23,358,22,3,0,3,3,0,5,423,13,158,45,19,6,0,3,0,3,254,6,97,105,34,8,8,3,0,7,262,8,78,124,62,17,3,6,3,0,315,12,40,98,167,43,29,6,10,4,404,11,25,35,102,108,37,28,18,3,356,5,8,16,38,108,45,24,17,3,282,3,6,4,18,45,45,26,37,0,187,0,0,0,3,5,28,12,23,0,76,0,3,0,0,11,9,6,10,0,43,0,0,0,0,3,5,6,9,0,17,0,0,4,0,0,4,3,12,0,21,0,0,0,3,0,3,0,10,3,26,0,14,9,9,4,3,0,3,5,47,97,808,468,468,366,222,124,152,30,2736,0,0,0,0,0,0,0,0,0,7,0,13,3,0,0,0,0,0,0,27,0,18,10,4,4,3,0,0,0,39,7,17,10,4,0,3,3,6,3,53
10604,3,4,0,3,0,3,0,0,0,11,20,125,25,5,0,0,0,0,5,186,8,61,20,6,3,0,0,0,0,112,3,45,33,4,4,5,3,4,3,102,0,18,37,24,3,3,3,0,0,91,7,15,23,52,23,10,4,4,5,146,3,6,11,39,43,16,11,8,3,137,4,3,4,15,28,27,16,4,0,96,0,0,3,4,4,20,13,6,0,55,0,0,0,0,7,3,7,4,0,28,0,0,0,0,0,6,0,9,0,17,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,9,0,6,0,17,0,0,4,3,3,5,0,7,0,21,0,10,7,3,3,0,0,0,5,24,58,299,169,162,134,105,58,49,23,1054,0,0,5,0,0,0,0,0,0,7,3,7,0,0,0,3,0,0,0,13,0,7,3,0,0,0,0,0,0,12,0,13,3,7,0,0,0,0,0,19
