SA3_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
10102,0,10,0,0,8,3,8,0,0,16,8,8,0,0,15,4,6,0,0,5,5,0,0,0,11,0,0,0,0,3,12,4,3,0,16,3,10,0,0,16,6,10,6,0,25,8,12,3,0,21,0,6,0,0,10,0,7,0,0,7,0,6,0,0,7,51,85,13,6,156,255,711,26,29,1021,834,444,35,35,1346,1159,324,42,30,1553,1078,334,60,27,1506,1005,302,41,16,1363,1107,421,41,18,1591,1190,387,37,26,1647,1095,356,38,23,1506,860,392,42,17,1318,536,347,51,10,939,234,223,20,5,476,68,119,12,3,196,53,61,6,7,132,9473,4416,457,252,14594,3,9,0,0,14,4,3,0,0,8,15,5,0,0,17,11,0,0,0,12,17,4,0,0,18,8,5,0,0,13,16,10,0,0,22,18,8,0,3,30,7,5,0,5,15,11,3,3,0,20,7,3,0,0,8,6,0,3,0,5
10103,0,3,0,0,3,0,3,0,0,3,9,3,0,0,15,0,4,0,0,5,3,3,0,0,7,0,3,0,0,5,3,5,0,0,13,3,8,0,0,10,3,5,0,0,12,3,5,0,0,10,7,3,0,0,3,3,3,0,0,5,3,3,0,5,11,36,62,7,5,106,229,360,19,20,621,744,342,9,29,1123,708,244,26,23,1000,510,206,32,14,762,433,212,18,13,678,637,234,19,13,903,674,271,17,22,983,726,264,30,10,1028,601,284,43,17,939,366,242,40,11,658,187,149,18,6,358,98,81,9,11,202,63,41,9,4,115,5960,2939,287,204,9386,0,7,0,0,6,8,4,0,3,14,6,4,0,0,16,10,5,0,0,17,15,5,0,0,24,9,7,0,0,21,9,3,0,0,15,17,0,0,0,17,3,7,0,0,14,5,5,0,0,9,3,3,0,0,7,0,5,0,0,5
10104,0,14,0,0,13,3,21,0,0,25,0,23,0,5,23,0,17,0,0,22,4,13,0,0,20,7,19,3,0,29,8,11,0,0,16,16,33,0,4,47,11,20,0,0,34,12,19,5,0,35,3,5,3,0,13,5,0,0,0,4,0,10,0,4,13,62,209,22,14,308,321,1062,67,54,1503,738,556,51,57,1405,844,496,56,25,1432,964,610,96,32,1694,1044,735,61,31,1864,1372,858,57,44,2340,1674,966,80,37,2758,1779,1166,102,47,3101,1675,1351,162,53,3240,1030,1168,139,44,2378,372,557,60,31,1018,101,222,27,16,366,66,101,15,19,195,11983,9845,978,477,23286,3,14,0,3,20,20,5,0,5,29,16,10,0,0,23,21,17,0,0,41,16,28,0,0,45,18,23,0,3,45,24,18,0,3,46,22,16,5,0,49,25,26,0,0,47,14,13,0,0,26,5,9,0,0,17,0,3,0,0,3
10105,0,0,0,0,0,0,4,3,0,11,5,0,0,0,8,0,9,0,0,9,3,0,0,0,5,3,10,0,0,20,5,4,0,0,5,4,5,3,0,17,5,9,3,0,13,4,3,4,0,9,0,7,0,0,11,0,0,0,0,5,0,4,3,0,8,35,59,12,4,116,181,549,29,23,784,609,375,26,29,1037,832,295,56,32,1215,757,373,71,30,1226,712,343,33,24,1117,825,345,35,24,1228,890,345,30,26,1292,930,423,30,22,1415,805,382,41,15,1246,472,313,38,10,828,207,186,17,18,427,89,100,3,3,194,48,63,3,4,124,7348,4104,414,266,12130,0,3,0,0,7,7,0,0,0,13,12,6,0,0,19,18,3,0,0,21,3,6,0,0,10,14,9,0,0,20,12,4,0,0,19,18,3,0,0,21,12,3,0,0,18,13,7,0,0,23,5,7,0,0,11,0,3,0,0,3
10106,0,7,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,7,0,8,0,0,12,4,8,3,0,16,3,4,0,0,9,6,5,0,0,7,0,0,0,0,3,0,3,0,0,3,3,6,0,0,12,22,52,8,0,83,136,245,14,15,413,424,257,30,26,730,487,195,23,26,726,490,221,46,13,764,523,264,28,27,835,593,278,15,29,917,611,288,20,19,937,649,302,36,25,1011,565,270,32,16,872,389,261,25,4,689,206,194,22,3,427,91,108,15,4,215,60,64,6,4,141,5212,2958,304,206,8685,0,3,0,0,3,3,5,0,3,9,8,4,0,3,10,3,4,0,0,9,6,3,0,0,14,11,6,0,0,15,8,3,0,0,18,13,14,0,0,23,3,8,0,0,11,5,3,0,0,11,3,3,0,0,4,0,0,0,0,0
10201,6,27,0,3,35,15,23,4,0,45,14,27,4,3,42,15,29,3,3,47,16,33,3,3,56,26,35,0,3,68,21,37,3,0,66,30,47,10,0,91,24,36,3,0,66,10,34,7,0,57,9,18,0,0,27,6,11,0,0,20,6,10,0,4,20,193,375,42,22,630,717,3081,158,80,4037,2649,2375,140,123,5287,3303,1457,230,83,5069,3139,1710,275,76,5193,3150,1959,199,83,5392,3731,2215,143,98,6182,4114,2329,157,87,6686,4034,2198,179,89,6509,3636,2257,233,79,6207,1960,1715,183,56,3921,640,961,74,31,1710,165,393,33,14,606,67,147,11,21,253,31322,22792,2023,920,57054,6,28,0,4,39,25,22,3,5,44,36,17,3,3,62,34,26,0,4,67,40,39,4,10,89,52,40,3,3,97,47,41,3,7,93,62,27,4,7,99,61,28,3,0,84,37,18,0,3,58,13,16,0,0,31,4,5,0,0,9
10202,7,37,0,0,43,14,41,0,3,64,16,23,0,0,32,15,26,9,0,46,6,16,0,0,21,15,17,8,3,48,26,32,10,3,63,23,43,7,3,67,10,36,3,0,48,6,32,9,0,51,3,7,3,0,13,0,9,0,0,14,3,9,0,3,14,137,320,54,20,536,678,2646,128,83,3540,2104,1960,168,132,4350,2663,1258,154,79,4160,2619,1457,195,75,4339,2541,1529,157,77,4310,3108,1674,115,79,4969,3256,1636,120,86,5094,3198,1629,148,72,5049,2671,1593,163,65,4496,1533,1244,130,41,2942,453,605,57,22,1143,106,263,16,12,393,41,90,9,20,157,24966,17580,1555,836,44932,16,23,0,3,38,22,21,0,4,53,14,17,3,6,38,29,28,6,3,64,29,26,3,7,61,40,31,7,3,79,52,30,3,3,86,34,28,0,4,69,31,28,3,6,65,34,14,3,4,48,14,17,0,0,31,0,8,0,4,10
10301,4,4,0,0,10,6,13,0,0,19,9,9,0,0,17,8,6,3,0,16,4,8,0,0,9,10,14,0,0,27,3,9,0,0,15,10,8,0,0,24,10,3,4,0,14,4,9,0,0,16,0,3,3,0,6,0,3,0,0,8,0,10,0,3,11,73,100,19,5,201,276,851,54,41,1229,965,831,86,58,1937,1278,493,82,37,1891,1139,516,88,37,1787,1161,498,57,29,1743,1342,561,39,29,1971,1496,513,53,35,2093,1425,507,56,29,2015,1266,541,69,24,1896,824,458,75,21,1380,345,286,32,13,675,99,165,25,9,298,56,84,8,14,153,11679,6309,713,368,19069,3,3,0,0,9,7,11,0,0,23,12,4,0,0,25,20,11,0,0,25,18,9,0,0,32,23,12,0,3,35,35,14,3,3,56,17,12,0,3,34,17,9,0,0,25,9,9,5,0,13,5,4,0,0,13,3,3,0,0,8
10302,8,4,0,0,15,0,12,0,0,9,3,8,0,0,10,0,3,0,0,11,3,8,0,0,11,5,8,0,0,19,14,16,0,0,24,10,8,3,0,22,5,7,5,0,17,12,8,4,0,24,5,6,0,0,9,0,6,0,0,6,11,12,4,3,26,76,105,19,14,200,357,702,61,49,1164,1126,441,59,44,1672,1118,436,80,38,1678,1146,541,92,42,1827,1221,500,50,52,1824,1352,596,43,42,2025,1505,588,63,33,2187,1602,663,70,45,2380,1482,640,96,46,2255,1058,597,86,36,1775,542,331,36,24,931,201,197,30,23,452,181,168,24,40,410,12883,6396,785,506,20571,6,9,4,3,17,17,10,0,3,35,15,10,0,0,23,21,20,0,3,39,8,17,4,6,32,17,15,0,0,36,25,13,3,4,37,27,16,3,3,44,23,5,0,0,30,15,13,0,0,32,7,0,0,0,15,3,8,0,0,10
10303,0,7,0,0,7,0,0,0,0,7,3,9,0,0,16,0,7,0,0,10,3,7,0,0,10,3,10,0,0,12,3,12,0,0,17,3,8,0,0,20,6,12,4,0,22,3,8,0,0,12,0,3,0,0,3,4,4,0,0,5,0,4,0,3,7,31,92,6,9,140,297,565,51,31,947,833,355,40,40,1266,1034,356,69,28,1482,1033,482,87,38,1645,991,446,57,26,1525,1219,546,48,27,1839,1297,616,53,33,2001,1328,626,51,35,2038,1237,607,74,32,1942,650,451,60,11,1164,267,272,29,3,574,118,163,10,12,307,86,94,8,19,201,10396,5578,630,332,16935,0,9,0,0,12,9,3,0,3,18,11,4,0,0,22,15,6,3,0,26,20,6,4,3,40,26,14,3,3,42,26,11,3,0,48,22,14,3,0,35,14,12,0,0,30,14,11,0,0,18,4,3,7,0,8,3,6,3,0,14
