SA3_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
10102,4,0,0,0,0,0,0,3,3,12,0,0,5,3,0,27,1464,2283,2256,2388,1558,347,42,10336,331,172,102,78,64,21,3,783,18,40,37,50,44,19,3,211,15,14,14,11,8,0,0,73,3,14,8,18,11,0,0,54,11,9,17,32,18,8,5,104,110,147,103,122,120,37,11,643,1983,2721,2555,2716,1842,435,63,12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,4,3,0,4,0,0,0,15,0,0,0,0,0,0,0,3,7,5,6,5,3,0,0,21,14,20,14,19,15,0,0,83,23,22,14,27,19,0,0,112
10103,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,754,968,1056,1359,937,250,22,5350,289,135,50,69,49,10,3,607,0,11,10,24,31,14,8,93,3,3,5,3,7,3,0,28,7,10,18,9,10,0,0,53,27,34,33,23,33,22,0,169,275,318,145,182,127,40,15,1109,1383,1497,1325,1686,1204,353,52,7506,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19,11,13,6,0,0,100,35,7,0,0,0,0,0,44,0,0,0,0,0,0,0,0,94,31,9,13,7,4,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,23,13,13,8,12,3,0,74,113,45,27,23,20,5,0,233
10104,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,1627,2297,3146,4338,3774,679,62,15925,463,150,144,169,135,26,3,1097,8,27,30,101,87,32,5,288,19,15,12,33,33,3,0,114,21,15,25,34,29,6,0,136,8,17,27,35,47,18,7,155,161,130,166,236,261,82,11,1043,2351,2658,3573,4967,4380,846,91,18869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,3,0,0,21,0,0,0,0,0,0,0,3,11,3,3,4,3,0,0,25,14,26,19,25,24,3,0,112,27,29,28,30,23,3,0,144
10105,0,0,0,0,0,0,0,3,8,8,5,7,3,4,0,32,1045,1730,1763,2023,1393,289,41,8281,303,120,73,91,65,12,3,680,15,15,26,31,21,20,5,135,12,8,10,10,6,0,0,50,3,3,10,11,9,0,0,39,4,3,20,9,18,7,5,69,70,112,76,90,111,46,8,513,1503,2079,2021,2304,1679,388,59,10028,13,16,11,11,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,12,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,22,17,8,6,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,15,14,14,11,13,6,3,0,72,25,40,29,31,21,4,0,154
10106,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,15,718,1028,1236,1312,921,247,22,5482,112,58,47,63,37,17,5,330,10,19,29,42,33,25,10,168,7,8,6,8,9,3,3,50,10,5,7,6,4,0,3,31,0,12,13,18,13,15,8,71,75,75,72,106,122,56,8,511,965,1251,1433,1581,1158,359,56,6804,7,6,8,3,7,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,16,8,10,7,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,5,6,6,11,11,3,0,54,22,27,22,19,17,4,0,107
10201,0,0,0,0,0,0,0,3,11,11,14,10,7,3,0,49,5432,7465,8604,9933,7174,1286,92,39986,1260,407,282,364,296,62,10,2677,22,64,91,107,103,28,3,417,26,60,45,63,66,9,3,276,31,28,44,65,32,4,0,201,11,20,40,53,73,17,3,219,270,261,183,270,231,74,12,1294,7414,8557,9516,11086,8173,1519,128,46396,48,44,27,39,28,9,0,192,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,36,38,51,30,13,0,181,13,6,4,5,6,3,0,38,3,3,3,4,3,0,0,18,83,96,80,94,62,22,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,16,34,18,5,4,3,0,0,64,0,0,3,0,0,0,0,4,37,20,16,7,9,0,0,86,58,57,50,79,64,11,0,313,180,168,139,179,131,35,0,836
10202,0,0,0,0,0,0,0,0,4,4,0,9,3,0,0,26,4593,6453,7163,7892,5385,941,65,32488,1188,338,223,261,219,43,8,2292,26,63,106,141,134,31,4,493,29,44,41,50,39,6,0,200,30,35,29,57,24,0,0,169,8,20,31,50,34,23,0,171,201,135,124,168,173,51,16,862,6368,7230,7816,8725,6087,1110,93,37427,24,20,16,16,9,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,19,11,11,3,0,65,10,4,3,3,4,0,0,22,5,3,3,3,0,0,0,17,52,37,40,38,20,9,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,17,50,10,3,3,3,0,0,67,3,0,0,0,0,0,0,3,53,11,3,5,4,0,0,82,52,48,50,46,44,0,0,236,151,98,101,83,71,7,0,511
10301,0,0,0,0,0,0,0,0,4,15,7,8,0,7,0,36,1921,2758,2968,3238,2307,510,48,13743,413,183,124,149,125,26,8,1019,9,23,32,54,62,28,8,215,6,11,8,16,13,10,0,66,12,20,18,21,11,3,0,95,8,16,13,17,26,13,6,100,172,167,96,143,132,52,16,787,2564,3201,3285,3650,2707,651,74,16138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,3,6,6,5,3,0,0,17,12,37,8,22,16,8,0,103,22,40,20,23,16,6,0,130
10302,0,0,0,0,0,0,0,0,7,5,3,5,15,3,0,46,1693,2457,2746,3114,2444,598,114,13154,445,212,150,145,123,29,8,1113,6,25,47,93,90,32,17,315,8,13,17,19,23,13,8,98,7,12,12,17,14,5,0,73,7,25,26,50,50,32,7,195,187,164,193,266,297,99,38,1257,2377,2953,3231,3736,3081,815,198,16387,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,13,6,0,0,0,30,17,12,19,20,17,18,8,112,24,18,35,33,20,19,8,148
10303,0,0,0,0,0,0,0,0,3,0,4,7,7,0,0,27,1287,2252,2545,3012,2072,384,53,11607,304,171,126,145,110,15,10,890,12,14,26,54,56,29,8,206,18,11,6,11,23,7,0,75,3,9,15,12,12,0,4,56,28,16,10,10,17,15,7,106,149,136,129,169,184,62,31,851,1818,2629,2869,3440,2502,517,100,13879,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,11,27,25,25,16,7,0,112,15,38,25,29,21,5,0,134
