SA3_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
11103,1117,120,11,6059,0,52,1471,2783,2765,1680,181,22,8959,4,19,309,1193,1322,914,162,22,3946,86,139,257,268,262,173,56,18,1256,4639,9765,21769,21694,22139,15240,2624,355,98220
11201,277,46,8,1105,0,7,122,368,366,298,78,11,1250,3,7,51,176,225,176,75,14,730,42,32,78,102,108,90,41,8,502,1717,1960,4726,6121,6854,5891,1516,249,29042
11202,301,42,4,1139,0,4,120,323,398,335,56,10,1255,0,3,40,127,192,183,42,14,602,38,40,63,69,88,91,37,18,434,1752,2040,4303,5524,6913,6174,1572,308,28582
11203,258,46,8,1163,0,5,176,358,386,277,46,9,1261,4,5,59,156,207,135,38,11,602,29,48,78,78,111,88,17,10,475,1533,2033,4477,5513,6421,5495,1309,221,26997
11301,164,31,3,879,0,11,152,255,309,201,32,11,978,3,3,30,106,147,137,29,15,470,36,42,73,82,110,88,28,11,471,1282,1812,4205,4099,4742,3763,1059,242,21213
11302,65,8,3,298,0,8,56,98,132,82,11,0,391,0,5,8,30,37,37,9,0,129,10,3,17,18,27,35,10,7,116,299,384,965,1139,1367,1257,386,97,5889
11303,393,64,16,2082,0,10,357,701,685,493,79,13,2341,4,10,74,236,313,268,97,17,1025,60,71,115,125,127,137,54,31,716,2817,4440,8317,7931,8388,6730,1823,390,40838
11401,353,42,7,1619,0,13,203,530,548,383,58,17,1743,8,3,93,186,231,181,54,11,758,56,47,82,102,151,107,39,11,587,2277,2939,6071,6666,7807,6562,1524,206,34050
11402,204,54,10,856,3,3,98,258,348,250,74,16,1048,0,4,21,105,158,146,86,19,538,24,28,41,60,79,56,28,9,331,1328,1493,2876,3224,4132,3343,1281,253,17922
11501,596,125,12,3753,5,27,1101,2070,1644,925,197,3,5972,0,12,278,1205,1216,657,173,22,3563,68,107,187,173,182,126,43,11,897,3635,6001,12822,13923,12803,8554,2320,258,60322
11502,111,24,5,476,0,6,69,152,170,119,37,3,558,0,0,12,80,122,88,26,3,337,16,23,28,37,47,29,13,4,197,813,977,1646,1899,2324,1721,631,124,10139
11503,42,11,0,171,0,0,11,45,51,41,10,8,163,0,0,11,11,35,13,10,0,79,9,9,10,23,25,14,5,0,102,278,362,647,783,984,698,292,65,4114
11504,102,17,3,504,0,6,117,178,172,89,9,3,580,0,3,41,104,91,48,17,6,303,16,26,34,32,38,25,9,0,174,1213,1353,2142,2319,2139,1446,372,51,11035
11601,532,75,6,2676,0,22,554,967,919,563,96,6,3138,4,10,133,392,488,311,84,4,1427,59,87,155,149,165,128,29,7,788,2682,4636,10642,10691,10413,7422,1576,149,48225
11602,153,19,4,868,0,7,172,305,281,157,26,3,954,0,0,34,125,120,56,15,3,354,15,18,44,47,55,25,12,0,215,1165,1520,3318,3457,3135,1870,485,46,14999
11603,458,59,0,2616,4,22,562,1104,999,572,80,0,3344,7,13,128,418,445,274,63,3,1352,52,92,154,161,159,114,16,0,752,2221,4009,10358,10749,10016,6400,1171,68,44987
11701,640,87,6,4032,0,42,1248,2280,1930,1041,140,10,6699,4,9,425,1574,1618,866,95,13,4602,25,106,215,185,196,141,40,3,908,1505,4941,14511,14753,13806,8138,1564,148,59366
11702,197,52,3,1177,0,4,256,443,461,268,56,4,1484,0,0,61,192,241,132,56,13,696,6,32,68,71,84,50,10,3,324,803,2266,6253,5268,5016,3429,933,105,24081
11703,3641,688,83,38317,16,438,24043,29167,16718,7967,1372,138,79854,17,177,9850,28815,22856,9820,1990,250,73778,170,628,1924,1499,1133,656,215,53,6275,7878,46401,165773,129930,86609,47093,11029,1325,496038
11801,407,155,31,2831,4,41,913,1479,1087,638,253,46,4456,5,21,377,978,1133,735,368,106,3719,37,80,204,157,157,103,66,19,833,2016,5972,14020,10421,8745,6067,2652,551,50448
11802,468,85,14,2985,0,21,725,1291,1167,742,164,20,4129,3,8,145,591,734,538,172,21,2222,37,64,142,121,142,96,28,7,639,1579,4179,10595,9384,8618,6238,1748,243,42583
11901,612,87,15,3174,0,30,629,1254,1189,771,128,18,4020,5,13,124,494,649,374,128,14,1805,58,119,220,198,242,151,48,8,1040,2734,5463,13116,13367,13735,9602,2175,246,60435
11902,187,42,3,1092,0,12,257,418,368,241,60,8,1359,3,3,79,205,238,144,40,11,724,34,51,108,98,109,60,17,4,480,1145,2606,6436,6328,6441,4385,1020,144,28506
11903,275,39,8,1389,0,9,262,457,479,323,82,13,1626,0,4,76,219,262,181,65,16,819,38,61,81,82,96,67,18,9,452,1742,2732,5860,5502,6051,4305,1155,166,27520
11904,335,58,3,1799,0,16,487,777,742,448,82,6,2555,0,0,109,383,514,266,89,15,1384,24,49,138,107,92,68,24,3,505,1253,2907,7830,7352,7152,5128,1389,168,33180
12001,300,61,8,1984,0,10,676,1324,918,506,100,13,3546,0,11,231,879,852,380,109,21,2479,22,57,105,109,91,69,27,7,482,1263,3058,8729,8019,6730,4309,1161,141,33410
12002,198,50,10,1233,0,10,287,595,579,339,90,6,1911,0,9,95,343,396,247,108,11,1214,15,30,68,66,63,38,13,8,300,712,2056,5223,4813,4390,3011,988,133,21324
12003,618,117,9,3103,0,20,743,1356,1434,921,174,18,4660,7,11,182,626,726,473,149,28,2201,43,99,176,148,168,112,40,3,788,2216,4959,12310,11229,11691,8403,2048,290,53154
12101,700,185,28,5354,3,37,2258,3536,2400,1406,303,27,9965,3,17,628,2594,2825,1450,370,53,7943,40,100,275,226,226,152,52,14,1078,2558,7441,21459,18951,15714,10284,3007,402,79807
12102,239,53,4,1252,0,8,253,508,506,347,64,7,1704,0,3,74,238,274,200,59,15,861,27,34,72,68,70,55,22,8,357,1578,2410,4607,5000,5215,3849,1061,161,23876
12103,423,137,19,1900,0,13,360,721,872,608,193,36,2807,3,3,99,433,802,528,212,48,2125,23,49,61,85,100,65,25,15,433,1716,2669,5255,5599,7247,5245,2079,413,30213
12104,623,148,17,5892,4,42,3279,4897,2858,1381,311,36,12813,5,14,1122,4205,4076,1863,459,88,11831,31,97,243,223,191,107,67,15,977,1777,6379,22295,20208,14672,8274,2732,439,76772
12201,106,44,8,655,0,0,148,316,305,181,52,13,1007,0,3,53,247,288,196,77,19,881,14,19,39,39,60,21,9,11,211,789,1439,3100,2816,2750,1924,720,144,13686
12202,208,53,5,1021,0,4,197,395,459,283,92,22,1454,4,3,70,275,361,258,113,28,1109,24,29,66,64,69,74,24,6,352,1466,1973,3675,4215,4733,3554,1287,205,21101
12203,536,103,9,2900,0,15,677,1451,1283,724,167,17,4342,5,16,204,864,1039,555,133,32,2846,46,70,142,155,179,142,53,14,791,3188,4684,10931,11737,11938,8077,2481,391,53428
12301,143,29,0,1027,0,4,201,361,292,171,29,4,1055,0,3,45,138,154,90,17,3,460,39,46,74,60,69,46,9,3,351,1888,2323,4266,4437,4142,2721,575,53,20406
12302,473,69,0,2458,0,16,430,884,855,564,92,5,2846,3,14,103,322,354,237,59,11,1109,65,82,157,147,153,107,36,4,757,3180,4845,10097,10366,10413,7555,1540,130,48132
12303,107,21,0,622,0,14,200,327,261,204,18,0,1024,0,7,93,154,115,86,15,3,472,19,15,27,53,47,35,8,3,193,696,844,1952,2280,2180,1627,390,67,10027
12401,223,43,0,832,0,3,91,240,302,243,48,8,936,0,0,24,92,122,83,30,3,368,32,28,35,45,54,62,20,5,286,1406,1639,2733,3445,4233,3633,1136,145,18361
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,0,0,0,16
12403,494,91,3,2672,0,22,474,901,895,636,116,5,3053,3,16,123,367,419,291,82,12,1315,77,90,169,159,149,101,29,8,786,3867,5107,10134,10131,9899,7449,1657,151,48388
12404,184,24,3,1002,0,11,192,351,428,262,46,10,1280,0,4,27,112,156,91,21,3,418,14,31,74,59,69,55,18,3,331,1214,1730,3369,3507,3867,2735,635,77,17121
12405,196,35,4,1061,0,9,171,329,318,230,37,4,1101,3,4,43,133,170,97,20,3,465,12,24,64,53,64,44,9,0,281,915,1612,4057,4166,4113,2846,553,62,18318
12501,535,76,3,3714,3,25,991,1960,1583,875,125,10,5581,10,32,265,790,878,546,120,15,2656,35,96,181,141,185,77,21,5,747,1687,4818,14531,13483,11958,7481,1467,136,55559
12502,230,54,0,1198,0,9,269,582,548,332,63,14,1818,0,3,81,278,347,218,32,3,958,11,23,60,47,64,45,11,8,274,774,1571,4171,4487,4633,3274,734,101,19749
12503,481,75,7,2505,0,24,490,986,959,600,88,9,3154,0,6,112,369,441,280,79,9,1302,49,85,207,172,190,133,31,3,861,1821,4303,11656,11724,11635,8305,1723,143,51310
12504,1118,175,8,6700,0,31,1775,3117,2793,1721,250,20,9709,0,13,368,1382,1536,975,220,26,4531,66,170,333,304,246,162,44,8,1325,3161,8500,23655,22154,19554,13391,2947,249,93612
12601,129,34,3,643,0,7,165,273,282,220,46,3,991,0,0,42,128,164,137,43,7,524,4,7,24,30,23,33,8,3,131,562,1008,2105,2117,2196,1795,549,101,10433
12602,894,167,15,6883,3,36,2758,5309,3644,1734,275,17,13782,3,17,824,3513,3512,1599,236,47,9749,67,120,287,270,256,151,37,17,1204,2900,7515,21974,23425,19271,11605,2620,357,89659
12701,152,17,0,939,0,5,188,327,288,165,25,5,991,4,0,30,96,139,76,20,0,369,14,20,55,64,51,46,11,3,264,886,1518,3504,3636,3528,2286,550,66,15974
12702,479,98,10,2560,0,12,442,818,820,522,103,8,2730,0,5,93,264,405,292,83,7,1164,46,130,176,172,201,135,33,6,906,2558,5070,11512,11347,11923,8267,1749,166,52594
12703,446,58,3,2791,0,31,756,1130,931,556,102,3,3512,7,14,158,436,541,340,96,22,1615,53,71,197,189,161,104,39,3,820,2673,5121,11939,11781,10960,7502,1503,184,51662
12801,407,88,6,2019,0,9,417,782,759,512,113,16,2605,4,4,144,414,470,317,131,28,1506,49,79,124,117,134,92,34,7,637,3177,4779,8562,8296,8222,6189,1742,247,41211
12802,307,64,8,1527,0,8,250,578,564,368,75,8,1855,0,3,58,215,282,185,61,6,815,33,60,77,73,75,62,25,8,405,2084,2518,4846,5331,5766,4397,1187,114,26249
19797,0,0,0,4,0,0,3,4,3,0,0,0,11,0,0,3,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,10,17,17,24,12,3,0,90
19999,809,155,3,5739,6,126,1511,2099,1788,912,192,19,6653,9,32,447,890,904,477,154,26,2938,122,267,559,603,663,511,140,46,2913,6207,13764,29918,30659,32366,23834,5924,688,143362
20101,421,40,4,2074,0,10,344,612,728,512,70,8,2287,3,7,82,324,370,253,51,8,1100,66,74,105,144,169,107,35,14,702,2857,4766,9226,9444,9973,7420,1542,195,45430
20102,54,18,0,229,0,0,30,67,70,64,6,3,252,0,4,7,29,37,38,18,3,138,8,11,18,16,28,36,11,7,132,378,553,1092,1418,1729,1546,543,118,7376
20103,42,13,3,200,0,0,17,63,67,44,10,0,204,0,0,9,19,25,28,8,3,87,7,9,19,22,33,22,17,8,134,384,497,972,1239,1662,1478,466,97,6801
20201,330,53,4,1798,0,17,315,596,682,391,60,7,2061,9,13,81,267,291,221,54,8,941,57,87,113,90,132,129,38,14,659,2770,4270,8380,8253,8895,6881,1371,170,40993
20202,105,21,8,529,0,3,83,172,196,126,25,10,611,3,4,22,68,109,73,20,3,299,28,24,43,42,62,63,22,13,295,845,1389,2645,2933,3793,3137,881,196,15823
20203,33,4,0,146,0,3,51,87,70,40,5,0,254,0,0,8,23,30,14,3,5,74,4,8,14,8,19,28,14,4,84,159,226,576,709,918,900,313,91,3890
20301,25,3,3,131,0,0,29,35,49,28,10,3,153,0,0,13,21,34,33,15,4,113,11,4,14,10,13,15,10,3,75,205,321,670,778,898,685,336,72,3958
20302,757,110,15,4351,3,14,890,1676,1637,998,140,10,5376,5,21,222,774,841,534,141,35,2577,105,162,253,281,346,239,66,18,1457,4959,8622,18567,18648,18963,13899,2792,334,86786
20303,130,31,10,714,0,0,81,207,219,160,49,5,726,4,3,34,113,153,95,39,5,456,39,24,39,62,77,59,23,0,328,1399,1679,3098,3583,3813,3016,921,127,17636
20401,182,46,11,806,0,3,95,195,249,188,63,17,801,0,4,34,65,96,79,53,21,354,42,30,58,76,89,83,41,16,427,1213,1733,3240,3529,4322,4025,1385,318,19755
20402,170,36,8,704,0,3,89,166,275,212,22,4,770,3,12,36,90,106,114,31,11,407,43,25,47,64,62,83,33,15,366,1103,1463,2905,3383,4186,3627,1069,244,17974
20403,278,46,3,1292,0,4,163,375,384,242,51,5,1230,3,9,39,130,184,119,44,6,533,49,42,87,88,98,90,45,13,523,1933,2672,5356,5720,6520,5435,1432,251,29310
20501,143,30,3,707,0,3,116,225,212,148,30,13,750,3,4,35,103,126,102,22,6,419,33,30,47,58,71,52,34,8,336,1098,1613,3204,3178,3546,2742,857,197,16436
20502,128,31,0,479,0,0,44,104,177,130,25,4,499,3,3,20,44,63,69,26,6,233,17,26,35,33,67,83,48,17,322,908,1098,2455,2778,3672,3506,1076,228,15725
20503,172,39,0,743,0,0,103,231,266,173,45,7,833,4,7,42,99,146,96,43,11,443,43,35,71,68,74,104,47,13,453,1288,1482,3338,3817,4842,4320,1371,302,20763
20504,325,44,3,1406,0,31,337,513,682,545,64,4,2171,3,6,100,197,409,293,39,4,1063,38,60,68,90,129,101,23,6,516,1658,2628,5665,5590,6268,4942,1060,165,27973
20505,158,23,3,777,3,13,241,281,319,218,37,5,1104,3,15,129,181,229,161,28,6,744,30,34,47,50,70,74,31,8,341,996,1362,3269,3195,3669,3301,913,182,16891
20601,183,27,3,970,0,3,174,320,335,202,43,7,1087,0,3,69,186,197,123,48,12,637,22,48,89,86,104,55,26,6,426,873,2431,6449,5278,4894,3322,858,127,24227
20602,138,20,0,644,0,3,129,249,218,139,23,6,769,0,3,47,130,138,91,23,3,436,11,19,46,54,67,40,8,5,246,529,1388,3597,3174,3052,2099,484,72,14387
20603,216,46,9,1052,0,3,221,410,405,230,40,10,1325,3,7,59,217,235,145,40,7,709,25,43,85,65,72,59,23,5,380,1137,2293,4982,4538,4380,2995,739,119,21178
20604,3566,591,74,32832,17,237,15801,23838,15178,7441,1118,86,63710,12,100,4924,18160,16008,7373,1500,164,48242,228,583,1561,1278,1095,727,179,57,5708,7929,36529,134518,110907,78134,43229,9251,1115,421617
20605,766,141,11,6365,4,49,2689,4259,3034,1428,291,29,11784,5,24,784,2881,2718,1297,327,53,8082,49,142,338,295,276,181,64,17,1375,1670,7883,28478,22809,17222,9994,2539,336,90934
20606,251,76,19,1749,0,11,640,886,676,363,136,29,2752,0,11,200,687,716,419,203,53,2292,26,60,139,91,96,77,36,9,530,1075,4343,10612,6723,5599,3681,1362,256,33646
20607,603,125,13,4928,0,44,2083,2946,1896,996,187,17,8173,3,36,623,1999,1832,869,283,46,5696,37,125,337,252,237,165,55,9,1210,1798,8296,27141,19204,13926,8443,2330,278,81417
20701,764,176,30,4370,3,14,1233,2289,2030,1224,332,43,7170,5,16,389,1553,1738,1048,343,51,5151,64,137,219,195,282,190,69,18,1176,2879,6931,17376,15295,15013,10588,3514,510,72106
20702,194,56,10,1091,0,6,208,405,355,259,63,5,1308,3,0,61,230,273,186,43,8,811,44,69,81,75,97,60,25,13,458,1797,3193,5269,4519,5089,3559,1101,203,24724
20703,558,90,8,2909,0,8,581,1267,1261,776,132,13,4049,0,3,127,591,734,435,96,15,1997,35,89,152,149,150,117,27,10,728,1846,4107,11561,10175,10460,7217,1720,215,47301
20801,297,80,3,1475,0,7,296,541,629,422,140,23,2064,0,9,102,411,569,368,143,31,1636,20,56,78,84,130,76,34,7,481,1497,2904,5894,5786,6764,4753,1682,247,29534
20802,371,87,10,1917,0,7,409,740,791,472,113,19,2549,5,10,138,448,513,311,122,20,1571,50,89,164,149,144,116,54,17,779,1793,3780,8913,8230,8322,6125,1970,293,39434
20803,583,105,8,2952,3,24,553,1175,1249,611,129,14,3768,3,9,157,600,685,405,125,22,2008,82,115,194,222,268,171,54,17,1119,3354,6244,13081,13441,14384,9694,2527,307,63030
20804,176,55,4,1032,0,14,243,412,402,248,54,19,1400,5,4,75,327,413,242,97,19,1189,25,51,76,74,79,43,23,3,372,1210,3180,5168,3881,4087,2861,890,143,21411
20901,416,81,8,2134,0,11,389,631,591,438,91,5,2164,0,5,87,403,461,326,99,17,1392,49,76,136,125,150,118,35,9,696,2138,3753,8774,8400,8935,6845,1715,206,40759
20902,324,46,6,1662,0,9,275,590,642,445,71,3,2025,4,3,80,248,312,228,58,8,948,42,60,132,104,132,84,27,4,590,1781,3666,8181,7509,7547,5122,1099,123,35028
20903,172,25,3,604,3,3,62,181,215,138,44,3,648,0,0,22,96,150,107,36,8,424,26,27,28,37,70,53,22,4,277,1252,1429,2191,2654,3134,2474,769,92,14000
20904,475,82,3,2539,0,17,530,918,826,498,71,10,2868,10,16,161,444,448,286,56,14,1431,76,134,220,222,252,167,44,10,1126,3578,5769,13446,12575,12198,7913,1631,202,57303
21001,262,39,3,1690,0,14,407,767,651,335,53,8,2231,4,5,97,355,400,211,46,7,1121,37,54,136,141,139,85,28,6,639,1541,3101,7733,7531,7371,4624,968,111,32979
21002,51,9,3,247,0,4,23,67,103,76,21,0,288,0,3,12,46,45,36,19,4,166,9,16,14,25,32,20,21,0,136,609,668,1072,1334,1627,1157,420,57,6946
21003,115,18,0,611,0,3,89,174,184,135,21,3,608,0,3,29,92,102,75,22,6,334,19,30,61,57,58,45,12,0,287,559,1329,3661,3323,3372,2214,486,65,15002
21004,61,10,0,277,0,4,39,86,86,66,16,0,304,0,3,19,38,46,28,3,3,144,15,22,18,25,38,33,8,3,160,785,973,1457,1535,1694,1285,276,34,8039
21005,682,81,7,4073,4,46,901,1612,1573,841,106,5,5089,3,21,288,750,937,455,99,15,2574,85,150,303,310,328,217,32,14,1441,2708,6736,18489,18031,17922,10831,1786,191,76693
21101,521,74,6,3092,0,13,660,1305,1362,736,109,21,4202,3,15,161,628,825,441,88,15,2180,71,116,205,213,241,169,64,10,1095,3826,6318,13665,14124,15393,10768,2468,288,66860
21102,66,25,0,220,0,0,24,66,81,72,18,4,258,0,0,12,27,64,50,16,7,173,0,16,8,22,22,13,3,3,92,262,390,730,806,1176,861,327,71,4622
21103,384,63,3,1957,0,13,368,687,695,475,83,5,2323,3,7,86,332,407,243,76,8,1160,48,93,130,162,186,133,31,14,798,2584,4351,8638,8796,9609,6865,1733,195,42764
21104,185,38,5,1029,0,5,156,469,451,294,55,4,1432,4,6,37,251,284,158,47,7,792,29,36,58,60,104,50,22,8,369,1366,2109,4568,4739,5128,3565,1071,128,22671
