SA3_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
10102,241,167,118,19,50,29,34,11,6,685,149,122,33,0,17,20,6,10,9,371,25,10,33,10,17,19,12,26,9,157,1780,1374,2517,1205,1354,1301,1037,1284,130,11982,0,0,0,0,0,0,0,0,4,9,0,0,0,4,0,0,0,0,7,9,0,0,0,0,3,0,0,6,3,10,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,8,18,0,0,3,0,0,0,0,4,10,15,0,0,3,0,3,0,7,3,3,21,0,3,0,8,3,0,4,0,3,18,0,4,3,0,3,0,0,0,5,15,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,5,0,0,3,0,3,0,3,0,31,39,6,15,20,19,13,7,10,19,84,184
10103,116,61,27,10,11,10,3,4,4,251,81,35,7,9,9,9,4,3,3,159,32,14,27,16,13,22,8,16,8,151,1618,756,1114,1263,702,946,646,1087,96,8221,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,13,3,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,3,0,6,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,15,12,0,4,5,4,3,10,8,52,98
10104,165,200,62,18,29,24,20,13,5,547,98,163,19,6,14,20,9,12,3,338,48,32,54,33,29,64,11,71,7,351,2884,2559,3087,2552,2219,2843,1133,2689,202,20174,0,0,0,0,0,0,0,3,5,11,3,0,4,4,3,0,0,3,11,25,0,0,4,0,3,0,0,4,13,24,3,0,4,0,0,0,0,8,13,33,3,0,0,3,0,3,0,0,19,31,0,0,0,0,0,0,0,5,8,24,0,0,8,4,0,0,0,0,11,24,4,0,0,3,0,0,0,0,10,22,0,0,3,0,0,0,0,0,9,16,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,3,3,0,7,5,0,0,0,0,31,54,23,16,28,16,10,15,13,31,147,289
10105,134,139,64,8,21,33,79,14,0,484,107,89,22,7,19,10,7,4,4,269,31,24,22,10,11,27,11,24,10,174,1586,1324,1465,1184,1093,1249,817,1244,89,10055,4,0,0,0,0,0,0,0,4,11,0,0,0,5,0,0,0,3,0,9,0,0,0,7,0,0,0,0,8,9,0,0,0,0,0,0,0,0,9,12,3,0,3,4,0,0,0,0,0,8,0,0,0,0,0,3,0,4,11,19,0,0,3,3,0,3,0,0,5,12,0,0,3,0,0,0,0,0,9,12,0,5,3,0,0,0,0,0,9,11,0,4,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,5,0,5,4,0,0,0,4,0,24,45,9,19,20,16,9,8,7,15,84,177
10106,148,126,37,8,29,11,37,15,4,414,140,81,13,0,11,6,12,4,0,266,49,12,14,13,7,10,4,16,3,135,1791,956,1091,766,916,766,490,924,91,7791,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,4,3,10,0,3,7,0,0,0,0,0,3,19,0,0,3,0,0,0,0,0,7,12,0,3,0,0,3,0,3,0,8,15,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,26,3,13,18,6,8,3,10,10,60,124
10201,692,860,246,28,190,119,66,41,25,2264,410,564,63,14,71,70,17,27,28,1254,95,95,105,97,79,99,43,65,19,703,5826,8086,7210,6171,6579,6785,2646,5244,502,49054,0,0,0,3,3,0,0,3,15,24,0,3,7,3,0,7,0,3,21,39,0,0,0,8,0,0,0,4,10,22,0,0,4,7,3,0,0,3,26,52,0,0,7,3,3,3,0,3,29,40,3,3,11,3,6,0,0,3,19,52,0,0,3,3,0,3,3,6,28,47,0,6,4,4,0,3,4,3,29,51,3,7,12,3,7,0,4,6,30,65,3,3,4,0,0,0,0,4,8,24,0,0,0,0,0,3,0,0,13,19,4,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,12,10,7,7,11,6,7,8,3,8,89,143,28,38,55,39,27,30,19,53,333,613
10202,502,506,213,24,117,75,98,38,12,1592,290,309,66,25,58,55,15,23,11,851,62,42,98,76,53,95,45,60,34,570,4282,5164,5940,4968,4799,5870,3019,4666,407,39119,0,0,0,3,0,0,0,0,12,24,0,0,0,3,0,0,0,3,9,26,0,3,3,0,3,3,0,3,16,36,0,0,3,0,0,3,3,7,21,41,0,0,3,6,0,3,0,6,20,44,0,0,4,3,3,3,3,10,21,47,5,5,11,0,0,4,4,11,18,61,0,0,0,3,8,0,4,3,23,38,3,0,8,4,0,0,3,4,16,41,0,3,8,0,0,0,0,0,5,19,3,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,5,13,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,3,0,7,13,6,3,7,6,7,77,129,15,27,50,39,18,29,27,59,272,539
10301,239,242,118,11,42,29,34,31,7,752,136,112,19,4,16,21,8,9,0,326,38,15,38,26,28,24,25,34,13,236,2240,2103,2397,1845,1717,1955,1176,2091,158,15685,3,0,0,0,0,0,0,0,9,15,0,0,4,0,0,0,0,0,16,20,0,0,4,3,0,0,0,0,9,18,0,3,0,0,0,0,0,0,4,15,3,0,4,0,0,0,0,0,3,17,0,0,0,0,0,0,0,4,9,15,0,0,0,0,3,0,0,3,12,29,4,0,0,3,0,0,0,0,13,18,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,0,3,24,46,19,6,23,9,9,7,5,19,122,223
10302,260,218,128,5,40,29,119,21,8,840,240,113,28,8,19,15,28,13,3,469,106,22,51,13,31,34,31,45,18,351,4396,1864,2423,1614,1703,1826,1546,2310,190,17864,0,0,0,0,0,0,0,3,8,18,0,0,0,0,0,0,0,0,13,16,0,0,3,0,0,0,0,3,17,20,11,3,4,3,0,0,0,4,14,32,0,0,3,0,0,3,0,0,14,29,0,0,6,0,0,0,3,3,21,38,0,3,3,3,3,0,0,4,16,37,0,0,0,0,0,0,0,0,18,22,4,3,0,0,0,0,0,0,10,20,5,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,8,4,0,4,8,0,0,0,0,44,65,30,13,27,15,3,6,14,26,191,333
10303,170,183,368,11,50,16,668,36,17,1506,165,134,232,3,15,21,132,22,4,722,41,19,48,12,19,22,42,30,8,237,2094,1495,2657,1343,1464,1473,2084,1732,151,14494,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,12,15,0,0,0,4,0,0,0,0,6,15,0,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,5,6,12,0,0,4,0,0,0,0,0,6,18,0,0,3,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,8,0,7,7,0,0,0,0,0,33,49,8,10,13,10,3,4,3,22,115,190
