SA3_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
10304,0,4,3,19,3,32,0,16,3,78,3,12,18,151,9,318,12,182,6,715,0,0,0,36,6,29,0,23,0,96,6,0,0,16,3,24,0,3,0,52,0,4,7,5,0,0,0,3,0,25,0,3,11,4,0,0,0,0,0,21,0,3,10,0,0,0,0,0,0,12,0,3,3,3,3,0,0,0,0,10,3,0,3,8,0,9,0,3,9,37,7,34,45,240,30,422,13,235,25,1048,0,0,3,0,0,0,0,3,0,9,0,0,3,7,0,18,4,11,0,46,0,0,0,11,0,14,0,3,0,41,0,4,9,18,0,9,0,3,0,45,0,11,59,25,14,6,0,3,0,127,0,13,59,6,5,3,0,6,0,94,0,0,27,3,3,0,0,0,0,45,4,0,22,0,0,3,0,0,0,34,0,0,3,0,0,0,0,0,0,5,11,28,189,82,29,54,9,29,4,438
10401,0,0,0,11,0,29,0,7,0,44,0,5,9,64,4,240,0,127,7,451,0,5,3,8,0,27,0,14,0,58,0,7,0,7,0,3,0,3,0,19,0,0,6,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,11,17,3,21,23,91,9,303,3,150,9,615,0,0,0,4,0,0,0,0,0,8,0,0,0,10,6,17,0,10,0,40,0,0,4,7,0,13,0,3,0,24,0,4,4,8,0,10,0,3,0,34,0,6,43,5,12,8,0,3,0,82,0,0,24,0,0,3,0,3,0,35,0,0,10,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,5,15,102,38,20,49,4,27,0,254
10402,0,0,0,20,0,33,0,25,3,80,9,9,17,208,27,583,14,295,13,1181,5,3,3,39,14,58,9,25,0,149,3,0,0,24,4,17,0,3,0,55,5,7,6,8,3,3,0,3,0,28,4,0,10,6,3,0,0,3,0,20,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,5,0,0,0,12,0,4,0,14,0,10,0,8,7,48,25,25,39,322,56,703,25,361,23,1581,0,0,4,8,0,3,0,0,0,18,0,5,7,11,5,22,0,20,0,67,3,3,3,21,6,17,0,16,3,75,3,6,12,17,5,11,0,7,0,61,7,9,74,26,18,10,4,4,0,154,0,3,46,12,4,3,0,0,0,69,0,4,24,0,0,3,0,0,0,37,0,4,6,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,9,20,31,183,100,45,71,5,47,5,510
10501,0,0,0,4,0,3,0,3,0,8,0,0,5,14,3,41,3,15,0,73,0,0,3,0,0,7,0,3,0,19,0,0,3,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,17,3,5,12,28,3,57,0,24,3,142,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,8,0,3,0,11,0,3,0,0,0,15,0,0,0,3,3,4,0,0,0,12,0,3,7,6,8,0,0,0,0,30,0,3,8,0,3,0,0,0,0,22,0,0,8,3,0,0,0,3,0,16,3,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,10,36,29,15,10,3,4,0,119
10502,0,0,0,4,0,4,0,8,0,19,0,3,3,20,0,75,4,37,0,143,0,0,0,4,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,11,0,7,13,30,0,92,7,43,7,198,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,18,0,0,3,7,0,3,0,0,0,17,0,0,0,10,0,4,0,0,0,17,0,3,12,0,3,0,0,0,0,23,0,0,8,3,6,0,0,0,0,15,0,3,0,0,0,0,0,0,0,9,0,3,3,4,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,3,3,15,30,25,7,10,3,12,3,111
10503,0,4,0,11,0,29,0,15,0,65,4,15,12,140,16,363,12,149,8,708,3,6,3,23,7,47,0,19,0,103,0,0,0,14,3,9,4,3,0,38,0,4,13,9,0,5,0,3,0,36,0,3,9,3,0,0,0,0,0,22,0,0,7,4,3,0,0,0,0,12,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,14,0,0,11,30,11,26,46,212,31,465,16,193,16,1020,0,0,3,0,0,3,0,0,0,9,0,0,3,7,0,13,0,8,0,37,0,0,5,14,3,13,4,9,0,48,3,9,0,13,6,9,0,3,0,42,4,16,56,28,23,5,3,3,0,132,3,6,70,12,7,7,0,0,0,100,3,0,29,8,4,0,0,0,0,44,0,3,27,3,0,0,0,3,0,42,0,0,3,0,0,3,0,0,3,8,13,36,199,79,47,52,4,25,3,464
10601,0,0,3,30,0,13,0,12,0,69,6,17,19,181,25,433,20,265,3,968,3,6,8,64,8,76,3,36,3,202,0,3,0,23,4,23,0,15,0,75,0,3,11,5,6,7,0,3,0,33,0,3,8,11,0,0,0,0,0,20,0,0,8,5,0,0,0,0,0,15,0,4,0,42,0,0,0,0,0,46,0,0,0,3,0,11,0,5,10,35,21,31,50,362,42,568,30,337,21,1461,0,0,6,5,0,3,0,0,0,17,0,3,8,14,7,38,0,10,0,83,0,0,11,24,6,11,3,8,0,63,3,3,4,15,0,14,0,10,0,49,3,4,64,15,15,7,0,3,0,112,3,7,53,5,5,4,0,3,0,85,3,3,34,5,7,0,0,0,0,53,3,6,26,5,0,0,0,0,0,48,0,0,0,3,0,0,0,0,0,8,21,31,212,86,39,71,9,41,3,519
10602,0,0,0,14,0,34,0,14,0,66,7,39,17,169,45,558,41,318,12,1197,0,12,11,64,6,110,11,48,0,258,10,3,4,26,8,24,0,7,0,79,0,3,10,5,6,5,0,0,0,22,3,6,7,5,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,12,0,0,6,21,17,63,47,285,66,738,56,388,19,1678,0,0,3,0,0,0,0,0,0,8,0,0,4,19,5,25,5,17,0,71,0,3,3,21,3,24,0,16,0,67,0,3,6,15,5,26,0,7,0,61,8,8,77,17,23,13,0,3,3,152,3,6,83,6,13,3,0,5,0,114,3,5,30,5,0,0,0,0,0,44,0,3,16,6,0,0,0,0,0,30,0,0,0,3,0,3,0,0,4,12,14,34,224,80,51,87,8,46,9,559
10603,0,0,4,18,7,24,4,19,3,80,13,14,15,158,23,407,16,232,6,872,0,3,5,39,6,52,8,26,0,145,3,3,4,15,3,28,0,10,0,71,0,0,8,3,3,3,0,0,0,26,3,0,5,3,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,4,8,26,20,25,51,248,38,534,27,289,16,1240,0,0,3,0,0,3,0,0,0,12,0,0,0,23,3,31,0,20,0,80,0,4,0,17,3,28,0,9,0,61,0,4,12,19,3,17,0,12,0,58,5,6,84,12,6,9,3,0,0,124,3,7,56,4,0,0,0,0,0,78,0,3,25,5,3,0,0,0,0,41,0,0,9,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,4,7,26,197,83,25,90,8,46,4,478
10604,0,0,0,9,3,24,0,15,0,54,3,9,9,56,11,153,5,92,3,337,3,0,3,13,3,23,3,10,0,57,0,0,6,0,0,3,0,0,0,5,0,0,3,3,0,0,0,3,0,15,3,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,3,6,20,8,12,27,73,18,207,13,129,13,493,0,0,3,0,0,0,0,0,0,6,0,0,0,7,0,8,0,7,0,27,0,0,3,6,0,5,0,5,0,21,0,0,3,3,4,5,0,6,0,19,3,7,42,3,6,0,4,10,0,72,0,6,31,4,0,0,0,9,0,47,3,0,24,0,3,0,0,3,0,33,0,0,11,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,8,13,118,17,17,18,5,36,0,241
10701,0,0,3,11,3,21,0,13,0,59,8,34,16,172,39,380,52,193,7,902,6,14,10,54,14,85,13,49,0,226,7,0,3,18,8,28,0,12,0,76,0,0,3,5,3,5,0,3,0,23,0,3,3,6,0,0,0,0,0,16,0,5,3,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,8,0,0,9,24,20,59,43,273,61,533,69,269,18,1347,0,0,4,3,0,0,0,0,0,11,0,0,0,18,3,21,3,14,0,52,0,0,11,7,3,15,0,8,0,43,3,16,13,12,3,3,0,4,0,53,3,14,59,17,10,4,0,0,3,113,3,12,93,3,3,3,3,3,0,134,0,0,29,4,3,0,4,0,0,38,3,0,20,0,0,0,0,0,0,31,0,0,3,3,0,0,0,0,0,9,13,44,224,65,24,53,14,28,3,474
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
