SA3_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
12702,459,80,86,5882,4689,602,487,93,62,5932,4623,643,568,84,74,5993,3877,551,472,81,76,5052,2448,368,301,48,56,3219,953,202,144,35,27,1358,218,86,50,19,11,392,82,37,21,8,13,166,43279,4352,3545,709,707,52594
12703,322,62,52,6077,4736,470,350,51,68,5677,4444,443,279,51,65,5286,3945,354,275,57,55,4689,2266,262,208,48,33,2811,846,175,101,21,17,1164,200,64,43,22,8,340,86,44,17,25,19,184,44810,3335,2459,499,557,51662
12801,415,48,36,4310,3096,601,416,64,31,4212,3007,527,374,60,47,4012,2755,512,352,50,25,3692,1729,374,299,62,34,2500,767,253,168,60,14,1254,244,117,86,32,9,484,66,48,70,45,9,247,33129,4012,3122,558,381,41211
12802,306,30,26,2838,2103,375,317,31,22,2858,2158,365,311,48,29,2906,1975,321,295,36,27,2651,1247,228,219,33,17,1743,502,173,150,31,17,870,167,48,65,23,5,315,44,29,27,12,10,114,20714,2548,2398,334,253,26249
19797,0,0,3,9,9,0,0,0,0,11,6,0,4,0,3,14,3,0,0,0,0,10,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,7,16,0,3,90
19999,5354,207,280,16018,7582,2499,5540,232,287,16145,7353,2382,5983,217,285,16220,6535,1911,5248,206,269,14163,4221,1239,3818,184,211,9671,1837,610,1713,152,102,4419,643,172,537,95,61,1508,209,84,226,89,75,688,79641,17188,41955,1991,2587,143362
20101,304,51,40,4918,4172,413,291,61,34,4977,4149,403,332,66,58,5004,3649,377,310,62,56,4452,2355,240,268,65,46,2962,822,137,147,61,27,1198,189,55,53,27,24,348,83,35,38,24,15,195,39233,2647,2476,572,505,45430
20102,144,36,11,795,522,103,141,27,13,810,594,106,161,47,17,918,511,115,175,46,19,864,354,93,151,75,13,680,122,66,98,64,8,359,19,33,75,53,5,183,24,15,32,38,10,118,4871,756,1166,456,135,7376
20103,84,31,17,697,600,62,91,42,8,803,639,67,100,35,6,850,558,71,131,43,14,819,416,54,129,49,15,659,149,42,90,56,5,336,24,24,46,32,3,133,21,10,32,33,4,97,4989,459,825,398,129,6801
20201,270,34,30,4300,3742,376,264,44,47,4466,3711,325,297,42,46,4428,3452,290,308,55,43,4139,2208,225,236,44,38,2749,720,134,144,54,19,1071,165,47,48,31,11,299,92,30,19,17,16,170,35538,2288,2270,450,451,40993
20202,232,45,11,1610,1382,184,229,46,40,1875,1381,171,284,49,26,1917,1282,160,251,59,17,1769,906,128,250,62,26,1367,281,99,155,68,18,624,75,41,82,54,7,261,39,24,74,57,3,196,12000,1152,1907,525,238,15823
20203,51,19,6,366,298,39,86,30,14,467,283,48,82,30,8,450,266,50,121,44,3,490,197,58,96,55,7,410,52,30,69,59,7,207,16,16,41,40,5,107,12,14,42,23,4,91,2439,340,685,357,70,3890
20301,62,23,0,423,282,82,68,19,7,459,240,80,75,29,11,436,191,67,90,28,13,378,177,36,62,28,8,304,72,28,70,47,9,227,18,10,49,26,3,110,13,6,18,33,5,72,2530,492,592,273,67,3958
20302,584,110,66,9767,8150,703,600,105,91,9644,7924,670,547,98,86,9318,6961,649,560,100,85,8353,4443,464,475,107,59,5544,1457,301,260,63,35,2118,401,102,107,48,17,680,156,58,54,38,24,334,75404,4859,4773,947,801,86786
20303,304,60,23,1902,1274,314,301,53,22,1968,1208,275,273,62,24,1849,1152,237,282,75,19,1755,738,209,240,63,3,1262,291,144,165,56,10,666,98,61,57,39,8,263,26,25,43,34,3,127,12700,1893,2281,562,204,17636
20401,218,58,37,1918,1540,205,242,54,38,2075,1643,220,272,72,38,2241,1619,211,290,97,35,2255,1133,186,299,124,35,1766,472,110,225,146,17,971,121,45,122,110,15,411,52,29,103,115,14,318,14915,1441,2159,889,346,19755
20402,178,42,21,1833,1598,170,195,47,23,2032,1645,197,229,48,33,2153,1508,200,252,80,30,2070,1037,167,247,88,17,1554,371,108,187,87,16,775,93,33,90,60,12,295,55,23,80,66,18,244,13937,1284,1833,635,289,17974
20403,268,68,30,3083,2560,281,304,56,48,3250,2536,318,308,67,38,3269,2333,296,385,85,48,3154,1595,227,324,116,26,2284,521,135,225,131,23,1036,121,54,133,79,15,396,41,23,78,81,22,251,23607,1936,2606,810,350,29310
20501,165,43,23,1634,1346,175,223,47,29,1813,1267,176,205,52,30,1735,1113,154,232,56,22,1578,738,139,208,60,22,1165,269,82,140,71,14,571,82,46,97,51,12,282,49,24,73,44,6,197,12652,1260,1763,516,245,16436
20502,149,27,31,1478,1375,153,184,34,24,1770,1447,152,216,63,34,1904,1414,176,279,75,29,1982,991,149,259,99,34,1525,385,90,175,102,21,768,112,37,98,59,11,306,42,18,76,64,21,228,11989,1060,1792,590,304,15725
20503,326,60,40,2133,1677,245,367,92,26,2398,1682,237,412,90,31,2444,1684,221,413,104,27,2458,1138,181,373,124,41,1868,393,138,290,117,18,956,131,57,145,71,15,415,53,33,118,75,21,302,14845,1613,3101,885,324,20763
20504,173,29,26,2907,2656,204,171,33,34,3088,2761,189,169,36,24,3174,2527,196,169,38,44,2965,1575,146,179,46,31,1977,550,105,95,35,12,801,144,19,54,24,17,262,62,19,47,25,14,165,24468,1371,1477,335,311,27973
20505,196,37,30,1641,1456,122,172,49,10,1804,1460,134,203,48,26,1865,1405,115,254,72,27,1876,974,111,240,81,25,1426,315,77,178,68,16,657,87,30,75,53,7,255,40,14,70,46,12,182,13391,898,1805,553,243,16891
20601,387,44,33,2602,1803,304,321,64,18,2514,1726,286,291,45,32,2378,1444,231,218,27,29,1952,995,153,185,22,20,1374,395,114,100,25,15,650,114,35,36,18,7,208,56,21,24,10,13,127,18705,2152,2694,414,265,24227
20602,248,18,17,1565,1109,233,261,34,29,1671,928,227,196,17,15,1379,856,170,180,30,12,1255,568,112,130,12,17,846,200,59,70,18,13,359,56,27,29,14,3,126,20,17,23,11,5,72,10816,1397,1791,215,166,14387
20603,231,50,24,2299,1691,314,198,52,30,2284,1538,288,193,39,36,2089,1237,255,192,42,23,1742,845,188,168,34,22,1254,343,96,89,22,8,554,99,33,28,13,8,181,41,27,24,14,3,119,16858,1962,1766,369,230,21178
20604,1395,179,265,50181,39244,2132,1468,172,256,43278,31325,1897,1240,168,236,34858,24013,1445,1086,149,228,26921,14143,1054,830,120,168,16308,5532,703,598,90,93,7019,1513,312,267,80,51,2225,618,131,187,74,106,1115,392564,13925,10674,1638,2817,421617
20605,619,90,70,10703,7662,1108,559,88,73,9490,6070,992,552,73,47,7734,4681,786,432,78,58,6035,2909,600,334,74,44,3962,1217,364,233,56,27,1900,338,145,101,42,19,639,144,87,44,37,18,336,77877,7038,4566,779,685,90934
20606,313,49,21,3170,2064,540,304,59,25,2995,1765,459,314,47,19,2603,1388,419,254,54,26,2132,981,313,181,53,15,1545,475,248,167,39,11,942,176,119,84,31,12,416,81,72,52,36,13,256,26553,3627,2662,528,282,33646
20607,589,75,67,8685,6152,865,570,70,61,7726,4945,695,438,61,63,6199,3896,626,409,72,43,5050,2564,441,280,61,47,3394,1071,293,256,50,25,1698,320,139,118,31,24,635,124,56,60,26,18,278,69590,5801,4705,640,682,81417
20701,566,159,48,7766,5877,1134,629,170,64,7873,5220,1078,658,122,54,7136,4559,929,584,107,51,6234,3080,660,484,103,34,4356,1497,487,393,99,31,2506,496,234,193,71,26,1010,180,132,121,52,17,510,58413,6942,5065,1152,528,72106
20702,192,49,12,2347,1874,341,257,53,21,2543,1829,342,283,66,20,2541,1509,298,220,42,15,2086,1035,202,181,42,14,1473,474,140,118,32,9,769,147,94,60,20,7,328,70,54,55,21,7,203,19735,2364,1936,479,206,24724
20703,321,70,38,5117,4512,519,343,88,40,5492,4134,443,305,59,26,4971,3614,384,313,52,30,4388,2258,252,248,35,30,2826,898,157,132,28,17,1237,293,72,79,16,16,483,92,35,48,19,19,215,40729,3107,2566,550,352,47301
20801,405,66,30,3084,2281,613,444,77,28,3448,2183,596,445,62,26,3315,1731,550,418,66,26,2788,1139,424,311,71,22,1968,637,276,231,46,11,1202,181,137,103,48,12,486,67,66,56,47,15,247,21623,3810,3220,613,270,29534
20802,516,88,25,4285,3049,628,586,85,38,4378,2770,560,505,73,24,3942,2414,492,477,77,37,3497,1739,392,406,64,23,2628,790,280,258,54,29,1416,276,122,118,29,10,554,121,64,67,30,17,293,30274,4043,4097,684,332,39434
20803,512,99,47,7000,5969,882,544,105,58,7563,5331,841,485,102,63,6820,4534,677,392,84,62,5745,2971,545,330,60,39,3953,1249,321,211,64,31,1873,359,150,83,40,20,656,124,86,51,37,15,307,52547,5391,3716,797,570,63030
20804,160,36,20,1979,1649,272,187,41,11,2164,1425,255,189,39,25,1924,1242,203,167,28,19,1657,853,179,131,28,17,1202,382,122,101,29,13,640,127,60,51,11,5,253,62,35,21,13,10,143,17872,1680,1372,299,184,21411
20901,406,40,35,4372,3681,467,390,53,51,4643,3379,470,336,69,37,4288,3161,415,349,51,25,4003,2166,313,274,49,40,2838,837,193,192,50,22,1287,188,95,89,36,13,431,79,49,41,26,9,206,33779,3173,2913,511,383,40759
20902,301,37,33,3768,3221,336,295,60,32,3947,2966,314,236,42,39,3592,2564,280,205,31,34,3113,1657,153,140,32,31,2012,600,103,81,28,19,831,150,44,35,28,4,263,60,26,15,15,3,123,29982,2169,2050,433,394,35028
20903,232,41,18,1494,983,331,236,31,14,1601,902,328,246,47,16,1538,845,322,233,47,6,1457,570,232,151,46,13,1019,243,133,130,37,10,544,83,66,40,29,6,223,25,23,24,13,0,92,9699,1996,1808,354,128,14000
20904,502,100,76,6373,5074,693,466,74,93,6393,4616,602,409,93,75,5800,3880,508,331,66,55,4840,2368,368,243,54,51,3078,866,161,121,49,34,1233,211,95,51,28,12,399,72,51,43,32,12,202,47823,4461,3538,761,720,57303
21001,201,53,32,3847,3148,431,219,40,42,3883,2804,415,180,52,39,3496,2283,344,161,43,36,2857,1354,241,123,32,25,1767,463,125,73,28,21,713,140,57,27,22,11,258,52,27,17,13,7,111,28052,2675,1515,370,358,32979
21002,112,17,3,733,541,155,109,19,4,831,526,137,97,26,7,797,422,90,129,23,10,679,278,75,90,28,9,478,115,64,71,30,8,293,40,23,43,24,0,131,17,11,13,15,0,57,4958,798,872,233,84,6946
21003,232,31,24,1681,1282,228,205,32,14,1754,1203,208,157,21,21,1612,1038,146,133,33,19,1364,643,96,80,15,9,850,249,59,38,13,4,365,77,23,19,3,7,127,30,15,14,4,3,65,11717,1371,1483,235,204,15002
21004,94,23,11,833,608,100,114,26,6,860,619,96,96,15,11,833,555,95,91,9,7,756,378,59,69,18,0,527,127,31,32,7,6,211,34,17,18,9,0,70,6,11,5,10,3,34,6330,692,778,162,78,8039
21005,414,82,102,9157,7987,707,451,87,92,9314,7354,667,390,91,100,8606,5812,521,256,58,87,6734,3415,371,214,49,43,4091,1043,176,95,50,38,1401,246,65,32,16,18,386,97,38,22,17,22,191,67160,4629,3278,700,934,76693
21101,449,89,66,7343,6453,776,531,110,53,7931,6017,797,494,83,71,7458,5064,723,472,91,50,6406,3394,483,361,75,49,4364,1285,287,228,55,25,1884,304,135,83,42,24,585,131,58,48,40,13,288,56573,4945,3900,831,609,66860
21102,66,16,6,472,340,151,89,18,5,600,326,141,82,21,3,576,290,116,83,21,5,510,189,87,56,10,3,351,97,61,42,20,4,221,49,28,21,7,3,105,13,18,24,11,0,71,3006,798,615,152,42,4622
21103,335,61,30,4628,3871,491,356,70,41,4827,3726,531,410,72,42,4782,3211,429,339,59,39,4077,2093,341,270,46,28,2782,823,221,153,43,18,1266,259,99,73,26,13,470,80,34,40,19,18,195,35619,3377,2835,561,368,42764
21104,189,27,18,2552,2138,297,197,53,12,2701,1892,307,175,34,17,2424,1649,236,161,26,12,2086,1161,147,140,22,10,1483,537,117,91,29,8,786,158,54,54,12,6,285,60,22,21,15,12,128,18888,1841,1462,313,170,22671
21105,518,83,32,4154,3180,566,567,102,41,4452,3068,568,591,115,60,4398,2632,528,538,143,48,3891,1840,392,480,118,43,2875,709,260,308,96,29,1397,206,100,134,67,16,522,75,41,61,74,25,280,29926,3786,4368,985,459,39531
21201,285,49,29,2486,1955,351,271,54,30,2658,1615,318,276,67,27,2302,1396,303,251,65,27,2034,874,196,225,46,21,1371,325,107,135,38,21,625,106,47,69,39,7,274,30,26,52,54,11,177,18189,2285,2276,565,291,23603
21202,359,72,40,4189,3428,497,375,72,34,4413,2992,500,336,76,38,3944,2387,417,313,70,32,3212,1562,238,264,55,28,2137,510,137,121,29,23,824,160,49,55,16,8,285,47,22,35,17,16,136,30799,3145,2877,588,369,37780
21203,365,59,35,2714,1989,298,371,69,38,2763,1678,293,266,48,28,2317,1441,252,255,49,31,2018,933,134,171,50,18,1308,351,75,86,32,13,550,95,29,47,22,8,201,30,11,23,21,7,94,19147,2142,2649,547,308,24792
21204,599,120,135,12986,11352,1036,610,127,104,13239,10861,1003,623,110,110,12702,8862,805,544,94,96,10400,5626,620,426,78,68,6806,2092,381,200,63,56,2791,509,173,75,37,22,817,157,62,43,38,37,346,94689,6690,4597,1042,1075,108092
21205,525,156,73,12215,10553,968,602,123,90,12339,9319,897,561,112,64,10948,7649,699,518,103,75,9042,4992,559,377,79,55,6075,1924,316,257,70,32,2600,520,141,141,34,26,852,196,71,76,39,34,421,91221,6014,4369,1029,768,103405
21301,397,84,62,6275,5178,523,387,81,78,6242,4635,460,383,71,72,5625,4027,414,330,75,62,4894,2378,264,211,55,40,2947,847,151,121,34,28,1179,189,57,30,17,7,302,76,20,19,12,17,141,46590,3428,2920,678,669,54288
21302,279,46,28,3955,3372,378,303,47,33,4130,3167,368,264,53,36,3894,2687,271,251,47,33,3286,1732,195,172,26,29,2154,543,98,92,20,12,758,143,50,32,13,9,250,45,18,13,12,9,100,28291,2312,2101,389,345,33435
21303,318,47,42,4137,3307,350,316,49,37,4057,2997,324,272,54,46,3691,2636,248,222,40,30,3179,1723,156,156,28,9,2072,614,92,75,14,20,819,158,36,29,12,11,248,58,12,7,13,0,97,32341,2283,2257,395,390,37665
21304,346,71,30,3371,2411,346,303,73,32,3165,2140,294,235,75,33,2779,1682,235,209,48,16,2191,1162,148,161,45,25,1547,392,81,86,29,16,602,90,31,28,24,10,169,39,9,22,10,4,87,23312,2426,2302,556,356,28946
21305,590,98,80,7702,5915,610,509,97,75,7205,5302,535,377,78,87,6381,4190,437,336,68,64,5095,2518,290,237,65,57,3159,848,152,113,33,29,1185,208,58,41,23,5,336,67,27,14,14,8,133,54755,4216,3942,819,725,64450
21401,392,77,42,4375,3586,589,435,80,51,4738,3363,534,414,74,33,4416,2830,489,372,64,48,3812,1853,344,316,72,37,2616,714,198,180,55,31,1175,173,86,59,27,17,366,84,42,35,14,10,182,32857,3568,3222,653,415,40714
21402,682,142,62,5381,4046,848,746,126,55,5811,3710,764,716,113,67,5370,3377,665,624,127,50,4836,2258,529,527,113,53,3468,1019,366,364,109,38,1899,311,155,187,87,30,769,122,75,84,68,28,377,37512,5069,5227,1084,573,49461
21501,272,79,21,2369,2068,260,291,114,34,2769,2162,290,348,137,51,2981,2117,270,370,223,33,3016,1430,211,322,205,32,2198,489,114,261,179,20,1066,145,74,129,128,11,480,69,58,139,142,17,424,18866,1807,2652,1442,336,25097
21502,171,41,30,2031,1702,227,180,70,28,2215,1542,205,200,85,36,2073,1462,196,217,111,23,2003,978,151,183,81,34,1429,370,98,126,62,12,664,86,47,56,43,7,239,36,17,32,40,9,140,15381,1412,1569,671,285,19322
21503,148,61,19,1422,1213,182,174,78,28,1678,1245,223,188,99,36,1791,1193,205,242,110,39,1785,839,198,181,110,39,1376,310,104,129,117,18,677,83,49,60,49,9,243,42,26,57,67,10,205,11228,1407,1515,863,294,15300
21601,182,44,20,1647,1315,204,178,53,25,1776,1340,213,233,69,33,1887,1287,201,232,81,28,1822,852,107,226,71,24,1283,306,63,127,60,19,572,75,25,70,43,7,226,42,15,56,61,11,179,11746,1178,1620,589,265,15393
21602,123,41,20,1066,822,157,138,55,15,1182,847,139,150,58,16,1208,791,128,166,65,17,1165,571,101,137,68,22,892,224,65,92,56,14,450,58,22,28,44,8,156,24,18,32,44,6,129,7800,895,1149,519,173,10542
21603,197,56,38,3017,2528,308,225,55,43,3156,2487,306,235,58,26,3112,2155,298,234,74,39,2808,1511,213,196,68,38,2030,547,110,146,67,21,888,127,52,54,40,8,282,72,44,52,35,20,222,23002,2007,1809,606,353,27776
21701,153,44,17,1416,1271,131,171,52,18,1643,1377,134,227,76,20,1835,1156,120,290,96,23,1696,814,100,292,112,25,1341,298,72,181,97,27,671,91,21,106,59,11,286,26,26,85,79,11,219,10937,843,1826,724,225,14565
21703,194,46,23,1563,1294,157,242,59,28,1771,1314,138,295,85,30,1865,1173,156,291,68,29,1716,759,124,238,66,30,1211,283,88,173,76,27,649,82,32,121,64,11,311,34,21,76,49,14,189,12000,1071,2051,638,268,16027
21704,221,52,29,1960,1635,194,257,46,16,2148,1485,207,255,63,30,2037,1333,167,278,58,25,1863,899,107,245,50,24,1323,327,74,160,55,13,626,79,27,48,41,4,198,25,14,56,47,5,146,14884,1220,1970,491,233,18799
29797,0,0,0,29,22,0,3,0,0,26,24,0,0,0,0,29,22,0,0,0,0,22,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,139,3,4,3,3,155
29999,4215,136,244,13092,6247,2413,4531,202,251,13646,5704,2136,4199,184,238,12464,4930,1751,3989,164,219,11052,3281,1107,2869,147,176,7571,1467,522,1268,98,78,3434,490,187,429,78,55,1240,235,56,195,65,51,612,66028,15169,33979,1616,2241,119037
30101,192,39,23,1944,1468,298,231,43,18,2053,1380,320,238,31,14,1986,1171,324,201,43,14,1753,783,192,190,44,16,1229,285,124,99,20,4,538,92,35,35,9,7,183,32,10,11,11,10,75,14595,2053,1653,345,151,18803
30102,240,54,15,2554,2016,303,276,51,20,2669,1923,300,276,64,17,2590,1715,305,269,60,28,2368,1071,243,223,66,27,1626,404,118,127,34,16,694,123,58,63,21,6,270,38,23,36,21,8,121,18542,2078,2003,485,205,23321
30103,265,26,36,4727,3914,344,256,38,31,4587,3584,346,254,38,31,4255,2826,296,209,15,30,3378,1799,204,190,24,24,2240,587,121,124,39,13,881,142,49,40,18,9,249,43,18,15,15,9,94,33402,2399,1900,311,280,38296
30201,80,10,5,802,652,91,114,15,5,878,612,105,79,18,11,822,522,99,94,15,4,737,327,68,75,15,10,495,123,47,41,7,4,229,31,16,23,5,3,85,15,7,17,5,0,42,5945,719,753,131,65,7613
30202,243,33,19,4038,3370,321,258,39,27,4010,3154,275,211,26,16,3686,2632,234,198,33,13,3111,1670,178,161,19,16,2055,554,104,102,25,8,786,134,45,34,15,12,236,52,30,25,12,12,128,31841,2038,1842,268,210,36198
30203,201,30,48,7600,6761,340,253,43,61,7454,6574,328,238,39,46,7228,5095,293,225,37,39,5694,3171,191,166,44,22,3596,1098,119,102,44,28,1392,249,47,34,23,3,361,88,22,28,26,12,175,58680,2248,1848,370,456,63600
30204,167,26,8,1250,1029,138,141,15,14,1338,963,118,147,7,10,1258,837,95,113,21,9,1067,526,50,101,15,9,707,193,37,61,14,8,315,59,11,37,3,3,111,14,9,18,3,3,48,9153,804,1107,147,104,11319
30301,163,30,6,1480,1166,158,154,17,6,1507,1045,164,129,29,10,1373,859,135,113,12,13,1143,632,99,99,23,3,853,237,52,61,12,4,370,59,23,29,4,8,114,19,9,10,4,0,46,11754,1150,1147,181,87,14327
30302,268,33,31,4548,3671,394,306,41,20,4432,3243,284,244,40,35,3846,2762,258,203,39,24,3291,1691,186,184,30,23,2112,681,88,104,22,7,907,170,51,47,12,6,290,53,34,33,7,12,129,34287,2373,2174,337,252,39417
30303,205,39,22,3678,3085,307,203,50,13,3658,2688,226,190,43,25,3170,2222,223,184,43,18,2693,1422,156,134,45,14,1773,551,87,92,32,11,769,139,24,37,17,4,219,42,13,22,18,12,108,29330,1921,1652,408,226,33532
30304,131,26,11,2425,1983,207,150,32,21,2397,1762,201,155,21,11,2146,1477,203,111,17,14,1828,931,134,79,25,9,1173,318,88,61,16,9,488,98,40,30,5,8,184,27,21,18,10,3,70,17862,1549,1192,236,151,20987
30305,192,47,46,4797,4176,333,223,40,37,4811,3843,307,220,43,38,4447,3029,288,184,30,28,3566,1838,213,148,29,17,2249,592,138,96,33,23,876,160,39,34,18,11,257,56,29,13,15,10,120,35069,2250,1642,396,339,39692
30306,108,19,11,837,590,106,114,26,5,840,538,80,122,23,13,764,526,85,97,17,9,738,332,67,76,13,10,501,146,50,61,14,3,273,38,9,23,9,3,90,16,6,9,9,0,43,5756,809,903,207,75,7739
30401,100,26,6,1050,787,120,111,28,9,1049,662,122,115,15,12,923,583,111,98,16,10,820,351,76,78,12,3,522,168,55,60,21,3,304,40,33,27,16,0,111,8,8,8,3,0,25,7797,845,824,171,69,9698
30402,128,23,6,914,686,170,160,32,4,1056,592,202,128,25,4,955,436,186,119,20,3,752,323,119,102,25,3,578,146,117,89,23,0,373,63,42,40,28,4,175,22,28,27,18,3,97,5851,1209,1036,240,65,8399
30403,125,25,10,2310,1991,176,148,15,12,2353,1789,169,139,26,15,2134,1543,140,132,26,6,1848,990,122,122,18,9,1267,471,82,87,21,7,674,129,50,46,12,4,232,48,23,35,14,7,123,22272,1220,1254,213,146,25104
30404,150,16,7,1721,1403,170,167,25,6,1766,1147,130,124,18,7,1428,982,100,104,14,4,1201,621,89,122,12,10,862,255,53,64,12,4,381,64,21,28,6,0,123,20,9,11,8,3,58,15183,946,1112,149,82,17477
30501,686,93,88,24898,20213,1105,686,80,115,22192,16176,972,615,59,78,17903,12357,766,522,65,79,13789,6973,554,399,52,76,8059,2511,309,215,44,38,3114,562,142,114,38,26,882,195,65,58,34,42,393,185233,6961,5088,720,988,198985
30502,155,27,4,1675,1146,233,155,20,12,1562,983,230,129,23,3,1369,737,154,96,22,7,1005,470,113,58,26,8,673,195,65,50,13,7,330,58,24,14,4,3,109,23,24,15,3,3,67,11413,1513,1070,205,88,14292
30503,350,51,35,7426,5837,640,364,61,31,6930,5022,515,342,65,39,5972,3972,391,269,49,22,4712,2462,281,222,58,23,3045,922,181,142,44,15,1302,253,83,65,38,9,448,103,25,37,29,13,213,55225,3636,2869,531,327,62596
30504,282,34,20,4096,2977,481,309,40,21,3829,2635,384,250,33,19,3314,2028,346,214,40,15,2643,1291,234,197,35,16,1771,569,142,94,27,11,846,162,47,68,19,4,295,58,30,27,13,12,130,30462,2763,2187,321,202,35942
30601,209,24,10,1676,1251,149,184,39,16,1641,1212,138,208,27,25,1609,895,143,190,29,10,1266,635,67,161,14,16,896,258,51,99,22,8,435,83,21,40,7,4,168,20,12,10,0,3,51,11057,912,1478,240,138,13827
30602,388,76,63,6298,5229,490,444,70,51,6280,4599,481,446,61,53,5632,3944,448,442,57,44,4931,2543,319,296,68,34,3262,976,171,193,57,24,1423,248,80,93,44,21,480,77,36,49,42,17,226,45308,3081,3194,614,507,52699
30603,118,51,11,1219,1107,135,139,52,24,1461,1138,135,157,65,23,1515,1104,107,201,66,22,1502,761,99,202,67,18,1145,278,59,101,73,10,521,77,30,46,49,8,218,31,19,53,56,9,165,10047,846,1265,556,214,12925
30604,90,14,13,593,469,73,79,18,11,637,499,68,89,13,4,681,426,59,95,22,3,605,280,50,77,22,8,431,108,31,52,15,3,212,31,9,24,18,7,91,18,9,19,13,5,59,4304,428,632,162,77,5606
30605,190,44,19,1461,1226,138,232,64,26,1684,1239,159,220,70,35,1723,1125,154,244,75,21,1616,877,108,226,76,20,1310,315,40,156,81,26,613,101,41,77,62,18,300,53,16,57,46,9,178,10778,928,1727,604,246,14288
30701,241,107,25,2383,1797,273,271,153,47,2535,1725,229,282,173,32,2453,1435,205,312,181,46,2178,878,150,280,198,35,1530,334,84,179,189,12,798,99,41,119,152,14,429,53,22,130,149,14,371,16573,1626,2352,1546,332,22425
30702,158,52,38,1974,1727,151,204,91,20,2188,1563,158,226,97,23,2077,1271,163,274,124,29,1866,871,129,305,119,20,1445,336,66,206,125,27,765,85,46,135,125,13,410,35,25,111,98,15,277,14372,1169,1962,995,254,18747
30703,139,43,16,1498,1230,162,198,60,25,1671,1260,137,224,81,25,1736,1150,133,248,82,23,1638,808,96,239,107,32,1281,297,86,199,125,14,714,81,30,103,89,14,318,36,15,59,103,22,232,10962,1000,1745,802,233,14748
30801,87,40,17,1918,1555,122,109,41,29,1858,1456,144,131,48,20,1798,1108,118,122,61,18,1425,569,65,108,55,10,797,201,30,67,28,10,334,60,33,29,24,3,152,16,12,14,32,5,78,13659,853,924,423,201,16058
30803,303,75,39,4634,4188,336,346,92,46,5005,4152,335,403,100,45,5042,3663,303,384,102,52,4498,2216,210,355,93,36,2914,714,100,204,105,25,1146,180,45,87,48,11,373,76,17,74,70,17,260,39071,2112,2985,869,443,45480
30804,55,20,3,665,527,47,57,25,8,669,485,41,57,37,11,627,378,32,74,44,15,542,241,22,83,33,5,377,91,18,44,25,0,181,23,10,25,30,6,87,9,3,20,25,0,66,4644,285,555,290,69,5843
30805,183,43,29,3020,2575,179,173,57,18,3005,2444,189,169,64,18,2887,1975,147,172,63,19,2375,1057,81,153,62,17,1372,332,46,101,57,7,553,87,28,49,33,10,208,40,11,20,17,10,99,22205,1146,1429,482,202,25466
30901,368,61,24,3505,2450,521,352,53,21,3401,2097,448,299,65,26,2940,1806,395,292,45,26,2569,1173,301,247,50,25,1797,581,189,167,58,12,1005,164,93,50,28,14,350,69,42,28,19,15,162,26265,3430,2655,522,302,33177
30902,215,30,16,1973,1498,236,246,29,25,2039,1522,206,213,37,22,2008,1332,211,212,44,24,1823,855,176,173,30,18,1244,369,87,139,17,19,627,103,32,42,11,10,197,31,10,20,23,10,85,14118,1589,1822,307,213,18047
30903,192,47,16,1923,1419,319,226,49,21,2035,1344,315,235,29,30,1952,1137,228,203,60,24,1656,803,194,185,43,16,1240,375,156,146,42,8,736,120,60,80,20,4,286,42,31,33,18,9,123,14214,2012,1751,422,184,18587
30904,97,18,13,500,339,78,111,15,6,545,344,91,103,17,6,558,280,61,110,15,13,478,185,60,105,28,4,388,60,38,67,26,8,193,19,26,37,16,3,105,19,13,21,22,3,70,2973,489,778,189,72,4513
30905,125,23,3,845,512,156,154,36,5,866,465,130,133,29,7,766,430,87,129,25,6,677,263,82,99,19,10,468,100,56,69,18,3,246,21,21,18,19,0,82,8,12,13,6,0,38,4433,859,1017,223,58,6588
30906,263,54,23,2196,1511,307,247,53,25,2137,1398,286,263,49,23,2015,1161,249,250,51,17,1727,778,196,191,31,10,1213,328,124,100,32,3,597,80,60,46,19,3,204,37,12,14,12,3,81,14067,2008,1928,403,169,18582
