SA3_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
10102,0,8,0,8,0,0,0,0,0,0,8,3,8,0,14,0,0,0,0,0,0,14,0,20,0,21,3,0,0,3,7,0,28,3,46,0,44,10,5,0,15,3,3,65,9,98,0,111,15,26,0,40,15,7,175,10,56,0,68,4,60,0,70,13,8,155,6,105,0,110,23,162,0,185,47,63,408,34,337,4,374,62,251,0,310,80,80,847,0,0,0,0,0,0,0,0,138,3,139,0,0,0,0,0,0,0,0,161,3,165,0,6,0,9,37,3,0,46,71,0,123,7,13,0,24,62,0,0,68,0,0,94,27,26,0,50,175,33,0,209,7,7,271,5,17,0,18,35,12,0,52,3,3,76,19,59,0,73,33,70,0,103,33,32,242,62,115,0,173,346,128,0,480,415,43,1113,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,15,3,18,0,3
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,3,0,3,0,0,20,0,13,0,13,3,0,0,11,0,0,25,3,40,0,48,20,25,0,44,5,10,103,3,34,0,36,9,27,0,29,12,6,84,0,81,0,81,3,65,0,74,17,41,214,8,181,0,190,39,117,0,161,31,59,448,0,4,0,4,0,0,0,0,65,3,69,0,0,0,0,0,0,0,0,62,3,71,3,0,0,3,3,0,0,4,21,3,33,0,4,0,4,13,5,0,11,3,0,15,0,13,0,19,38,17,0,58,6,3,84,0,13,0,13,4,11,0,19,3,5,42,10,38,0,49,10,51,0,55,11,35,152,15,74,0,93,68,84,0,154,176,47,465,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,7,0,0
10104,0,6,0,3,0,0,0,0,4,0,3,0,15,0,15,0,0,0,0,0,3,18,8,23,0,29,0,0,0,0,0,0,31,8,27,0,35,0,0,0,0,0,0,47,10,83,0,91,5,24,0,35,6,5,135,3,31,0,35,3,26,0,28,5,3,75,8,99,0,109,14,167,0,179,40,144,468,32,286,0,324,28,217,0,245,56,159,788,0,3,0,3,0,0,0,0,215,3,223,8,7,0,11,0,0,0,0,227,6,244,3,6,0,12,7,0,0,9,101,4,123,4,4,0,8,10,6,0,14,10,3,34,4,39,0,38,57,15,0,71,15,5,137,4,34,0,45,24,21,0,40,3,5,97,13,99,3,114,53,149,0,204,52,118,486,39,197,3,239,154,183,0,342,622,152,1348,0,0,0,0,0,0,0,0,20,3,19,0,0,0,0,0,0,0,0,23,0,30,0,0
10105,0,7,0,6,0,0,0,0,0,0,9,0,7,0,7,0,0,0,0,0,0,7,0,20,0,20,0,0,0,0,0,0,22,0,19,0,19,0,5,0,5,0,0,28,7,55,0,60,16,16,0,30,11,4,107,4,33,0,37,4,28,0,35,10,6,79,7,59,0,65,10,106,3,123,21,59,260,19,193,4,212,33,149,3,188,39,65,511,4,0,0,4,0,0,0,0,110,0,113,9,3,0,8,0,0,0,0,94,0,103,0,10,0,14,23,3,0,29,32,3,71,3,5,0,11,43,4,0,45,0,3,61,3,22,0,29,109,20,0,136,9,3,173,3,11,0,14,16,21,0,37,8,0,62,7,50,0,61,30,60,3,96,48,35,232,29,107,0,133,220,110,3,333,304,41,811,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0
10106,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,8,3,15,0,22,0,3,0,3,0,0,21,0,9,0,9,3,0,0,3,0,0,15,3,33,0,38,4,27,0,31,3,3,79,0,18,0,24,3,20,0,24,5,3,54,8,34,0,39,15,69,0,84,22,39,188,11,120,3,135,22,124,0,148,33,48,362,0,0,0,0,0,0,0,0,37,0,41,0,0,0,0,0,0,0,0,51,3,48,0,0,0,0,14,3,0,17,19,0,38,0,0,0,0,23,3,0,29,0,0,31,3,10,0,16,85,17,0,102,9,4,128,7,9,0,17,27,12,0,37,4,0,60,4,39,0,47,14,29,0,42,24,27,145,23,71,0,86,162,59,0,228,136,33,484,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,8,0,0
10201,0,5,0,5,0,0,0,0,0,0,9,3,46,0,47,0,0,0,0,3,0,53,5,69,0,76,0,0,0,0,4,0,82,8,79,0,91,0,7,0,11,3,3,106,31,254,4,283,55,92,0,142,24,19,466,11,116,0,127,42,153,0,195,36,17,382,35,231,5,272,75,494,0,570,134,163,1135,91,804,11,903,170,747,3,921,210,199,2237,6,5,0,8,0,0,0,0,583,8,598,14,12,0,19,4,0,0,4,615,13,655,13,27,0,39,199,22,0,223,219,11,498,23,35,0,60,325,42,4,369,12,9,451,63,114,0,174,852,172,3,1032,37,11,1252,20,63,0,82,184,94,3,279,26,10,390,45,289,0,335,163,323,4,484,168,143,1127,186,538,7,724,1721,656,14,2388,1653,206,4978,0,0,0,0,0,0,0,0,30,0,28,0,0,0,0,3,0,0,3,53,0,60,4,3
10202,0,7,0,7,0,0,0,0,0,0,7,4,38,0,40,0,0,0,0,3,0,43,0,49,0,47,4,0,0,5,3,3,57,11,74,0,87,5,8,0,16,3,3,108,27,196,0,222,38,63,0,101,21,13,360,10,85,0,92,40,123,0,163,27,9,295,22,233,3,254,37,347,0,391,108,160,911,69,674,8,755,125,543,0,677,164,188,1787,6,13,0,17,0,0,0,3,486,17,527,7,13,0,24,3,0,0,3,499,14,547,12,37,0,49,118,13,0,130,192,5,377,14,40,0,51,191,27,0,217,17,0,292,38,83,0,120,590,151,0,743,44,11,907,13,55,0,74,121,75,0,200,17,7,297,40,202,0,240,120,238,3,360,105,107,815,138,442,4,579,1146,500,3,1656,1361,163,3755,0,0,0,0,0,0,0,0,28,3,33,0,3,0,3,0,0,0,0,35,4,46,0,8
10301,0,0,0,0,0,0,0,0,0,0,3,0,15,0,16,0,0,0,0,0,0,16,3,30,0,34,0,0,0,3,3,0,40,7,39,0,42,3,5,0,5,3,0,54,20,76,4,100,35,46,0,81,8,10,192,5,49,0,61,9,57,0,68,12,10,155,11,129,0,140,20,258,0,283,55,101,572,48,347,3,392,64,369,0,437,81,120,1029,0,3,0,3,0,0,0,0,136,0,147,3,4,0,4,0,0,0,0,145,8,158,7,9,0,21,55,5,0,58,53,0,127,0,8,0,13,111,5,0,113,3,0,127,13,24,0,41,391,69,0,457,5,3,511,10,19,0,28,55,28,0,80,4,4,119,19,101,0,121,41,112,0,152,26,54,358,50,174,0,233,647,215,0,862,379,70,1548,0,0,0,0,0,0,0,0,5,0,11,3,0,0,3,0,0,0,0,14,0,18,0,0
10302,0,0,0,0,0,0,0,0,0,0,3,0,14,0,18,0,0,0,0,0,3,22,6,35,3,42,0,0,0,3,3,0,44,8,42,0,46,0,3,0,3,3,5,58,14,81,0,100,11,37,0,47,12,10,170,0,40,0,39,13,28,0,42,3,11,100,3,99,0,107,12,114,0,121,35,170,434,33,315,3,344,30,186,3,221,56,198,827,0,4,0,4,0,0,0,0,136,0,146,3,5,0,9,0,0,0,0,135,5,146,0,14,0,14,3,0,0,3,62,4,86,0,13,0,11,15,7,0,21,4,0,42,6,28,0,33,47,26,0,75,3,5,117,0,23,0,23,6,22,0,28,4,0,56,11,104,0,111,10,61,0,66,30,67,278,19,183,3,208,82,112,0,194,380,86,871,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,21,0,20,0,0
10303,0,9,0,9,0,0,0,0,0,0,9,0,23,0,24,0,0,0,0,0,3,22,0,20,0,20,0,0,0,0,0,3,25,6,35,0,44,0,3,0,3,4,3,45,12,79,0,86,7,31,0,38,7,11,144,0,31,0,35,0,45,0,50,8,13,107,3,102,3,104,8,122,0,133,43,103,382,25,293,3,321,18,199,0,222,58,137,739,0,0,0,0,0,0,0,0,108,0,113,0,5,0,5,0,0,0,0,102,4,114,8,12,0,21,9,0,0,15,47,3,84,5,12,0,16,13,0,0,16,3,0,35,10,25,5,38,46,21,0,61,3,6,103,9,31,0,32,12,11,0,22,3,5,66,15,86,0,104,26,75,0,104,23,77,311,39,176,5,214,113,104,0,217,291,103,819,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,11,0,11,0,0
