SA3_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
10304,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,11,0,4,7,6,3,0,0,20,26,141,290,299,345,279,95,1473,475,617,477,404,391,157,25,2551,52,37,41,53,24,32,21,260,3488,5121,5406,5452,4137,1238,253,25096
10401,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,6,12,55,161,235,319,159,67,1018,363,259,258,330,451,110,14,1785,39,24,23,30,45,22,20,208,2135,2316,3176,3978,3605,829,185,16233
10402,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,3,3,3,3,3,0,0,11,36,190,429,487,529,272,66,2009,694,587,563,607,693,170,16,3318,82,57,60,79,43,17,21,369,4615,5609,6531,7764,6496,1412,182,32611
10501,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,3,0,3,0,5,0,3,0,3,3,3,0,15,40,88,135,236,266,149,76,982,94,226,142,140,142,55,13,812,18,25,28,26,26,20,12,163,992,1976,1749,2089,1741,616,186,9355
10502,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,8,0,3,3,3,0,0,0,12,17,48,76,76,114,54,13,399,144,208,143,172,197,45,7,913,19,15,12,25,24,8,10,121,1065,1607,1424,1725,1613,368,64,7870
10503,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,15,3,6,4,3,0,3,0,24,55,188,276,403,487,328,154,1886,524,582,398,378,413,139,28,2449,69,44,45,59,61,29,25,334,3980,5639,5382,6072,4989,1523,390,27976
10601,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,3,0,8,0,0,0,12,70,171,269,359,407,289,89,1656,797,965,882,734,656,134,18,4190,76,62,71,80,58,23,13,373,5047,6863,7203,7100,5000,1161,218,32593
10602,3,6,0,4,3,0,0,21,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,10,4,0,4,3,0,0,27,26,168,248,290,220,114,23,1088,758,615,530,447,422,110,13,2900,51,32,45,39,16,15,15,221,4654,5654,5660,5664,3857,823,108,26419
10603,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,8,3,4,3,3,0,0,0,13,17,131,274,332,313,195,46,1316,657,558,499,498,477,129,19,2836,48,52,27,55,53,20,5,258,4159,5402,5576,6050,4338,979,150,26644
10604,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,10,20,95,118,152,181,153,73,797,266,306,292,291,253,64,14,1482,26,30,33,40,28,6,8,181,1933,2868,2827,2962,2196,605,146,13538
10701,4,4,4,3,3,0,0,16,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,9,8,3,6,3,0,0,25,25,132,186,169,142,78,4,738,574,454,431,440,457,113,14,2488,67,35,45,54,31,10,16,254,3882,4870,5564,6262,4401,757,84,25822
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,20,12,12,7,0,0,58
10703,11,0,4,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,14,7,5,0,3,0,0,29,36,166,345,331,300,156,39,1373,786,484,475,459,402,102,14,2722,42,40,32,35,25,10,11,194,4482,4135,4618,4867,3540,738,108,22483
10704,29,21,19,15,3,0,0,88,6,6,6,3,0,0,0,12,0,0,3,4,0,0,0,8,31,27,27,20,5,0,0,110,75,295,616,573,414,220,36,2221,1488,1279,1070,876,833,241,22,5808,98,90,66,91,67,32,20,465,9150,10774,11336,11365,7825,1624,191,52270
10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,47,94,155,184,103,28,617,245,156,153,221,232,86,6,1094,30,12,20,23,32,8,18,137,1202,1262,1684,2199,2011,535,91,8988
10802,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,8,24,62,165,213,261,212,65,1013,321,249,249,288,362,94,16,1588,59,29,51,55,56,19,11,290,1949,2232,2797,3499,3249,865,158,14753
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,5,8,3,3,0,0,32,0,0,0,0,0,0,0,4,18,41,56,45,41,15,7,214
10804,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,13,5,6,3,3,0,0,0,15,37,135,313,388,393,242,81,1593,623,481,461,507,555,164,16,2802,54,43,46,56,45,25,16,290,3699,4457,5645,6856,5426,1267,192,27531
10805,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,8,29,69,160,263,302,275,64,1162,405,281,296,371,438,117,19,1929,48,16,37,69,45,22,23,261,2248,2504,3041,4153,3700,1006,175,16815
10901,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,13,5,6,4,7,5,0,0,18,37,141,228,300,345,181,73,1301,723,626,484,456,455,153,14,2917,45,33,43,45,46,28,15,261,4499,5501,5540,6217,4910,1212,190,28063
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,26,43,78,117,136,86,33,515,73,61,70,93,93,33,8,432,21,12,13,17,12,8,3,93,609,791,946,1230,1149,321,74,5125
10903,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,4,0,0,6,34,111,255,329,437,244,83,1495,320,259,216,302,386,131,26,1645,52,28,42,39,40,29,14,241,2117,2546,2855,3562,3485,1081,245,15892
11001,0,0,5,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,3,6,6,0,3,0,15,32,98,219,285,344,300,90,1377,419,277,193,219,257,91,18,1476,36,29,30,32,25,15,10,184,2479,2718,2805,3449,2831,952,215,15451
11002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,7,50,102,239,357,410,384,132,1678,245,190,178,221,258,89,25,1204,44,28,52,51,39,39,21,279,1722,1973,2450,3025,2788,1070,319,13346
11003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,28,86,155,217,251,164,58,957,156,230,165,152,180,69,15,970,42,20,17,31,31,16,10,171,1389,2137,2177,2417,2067,680,153,11027
11004,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,11,0,8,4,3,3,0,0,24,60,208,337,479,618,414,160,2277,633,644,549,524,544,196,32,3123,81,63,66,60,75,36,29,408,4802,6788,6688,7390,6072,1699,361,33799
11101,3,8,0,0,3,0,0,20,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,10,6,14,6,3,4,0,0,33,58,230,513,525,423,177,46,1965,1515,958,724,664,652,165,16,4693,64,63,39,53,40,21,17,309,8230,8272,8049,8481,5887,1220,153,40300
11102,3,3,3,0,3,0,0,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,3,0,3,0,0,21,39,151,244,267,268,141,19,1134,379,339,355,305,358,110,16,1868,51,28,43,33,25,9,8,194,2619,3294,3589,3955,3269,767,81,17577
11103,16,52,51,41,21,3,0,190,10,16,3,9,9,0,0,46,8,6,5,7,4,0,0,28,31,80,64,57,33,3,0,269,118,438,699,648,522,228,56,2705,2344,2478,2003,1847,1679,419,55,10818,156,134,125,160,96,51,33,764,14403,21769,21694,22139,15240,2624,355,98220
11201,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,4,0,3,3,0,0,9,3,4,0,4,3,0,0,16,33,258,685,794,781,398,109,3059,619,463,485,546,621,176,8,2923,62,52,95,84,62,45,22,426,3679,4726,6121,6854,5891,1516,249,29042
11202,3,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,4,0,3,7,3,0,0,19,50,147,301,409,543,332,134,1915,586,463,479,461,600,185,19,2793,65,40,64,67,67,22,41,364,3788,4303,5524,6913,6174,1572,308,28582
11203,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,9,3,4,3,8,3,0,0,23,48,228,548,531,532,263,80,2227,551,493,468,526,593,180,30,2840,67,56,77,72,58,19,11,365,3564,4477,5513,6421,5495,1309,221,26997
11301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,8,48,99,193,298,333,217,79,1260,358,334,278,279,261,116,17,1645,58,48,40,66,63,30,23,323,3099,4205,4099,4742,3763,1059,242,21213
11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,7,14,33,60,70,123,116,48,468,92,102,92,107,115,41,4,560,12,17,15,15,16,19,8,98,679,965,1139,1367,1257,386,97,5889
11303,3,0,0,0,0,0,0,8,0,0,3,0,3,0,0,5,3,4,4,3,0,0,0,18,9,3,8,3,3,0,0,30,108,244,423,546,567,397,148,2430,854,807,631,539,598,206,20,3659,118,77,53,79,63,45,32,462,7254,8317,7931,8388,6730,1823,390,40838
11401,4,0,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,3,9,3,3,0,0,20,33,207,377,483,510,313,80,1996,874,651,626,710,754,225,20,3867,101,69,53,80,85,34,28,451,5213,6071,6666,7807,6562,1524,206,34050
11402,7,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,3,5,0,0,18,23,106,315,382,445,334,112,1721,503,302,248,297,300,174,33,1855,36,25,34,37,37,25,9,202,2819,2876,3224,4132,3343,1281,253,17922
11501,24,54,28,13,13,3,0,144,3,3,3,3,0,0,0,14,3,3,6,3,0,3,0,15,29,60,37,21,11,5,0,169,128,361,982,1040,837,414,80,3835,1535,954,918,663,677,254,25,5033,117,123,81,112,75,31,16,555,9639,12822,13923,12803,8554,2320,258,60322
11502,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,0,6,0,0,0,15,30,88,251,365,317,207,56,1317,302,131,135,120,120,74,6,893,25,17,21,8,17,0,3,86,1791,1646,1899,2324,1721,631,124,10139
11503,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,81,174,197,182,105,32,807,83,45,52,45,67,33,10,341,7,7,7,17,9,4,0,53,641,647,783,984,698,292,65,4114
11504,4,7,3,3,0,0,0,16,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,8,3,7,0,0,0,24,28,114,296,242,171,70,14,943,397,161,121,113,100,45,3,932,23,19,15,12,11,3,0,90,2566,2142,2319,2139,1446,372,51,11035
11601,42,46,22,23,17,7,0,151,6,3,0,0,0,0,0,9,3,3,3,0,0,0,0,10,49,49,23,23,16,7,0,172,45,232,388,310,257,93,15,1352,1020,799,686,535,505,158,18,3721,88,112,83,95,55,26,11,473,7326,10642,10691,10413,7422,1576,149,48225
11602,13,9,7,3,0,0,0,27,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,13,10,10,3,3,0,0,34,50,255,416,354,196,74,9,1351,371,277,221,164,154,43,3,1238,27,26,19,22,17,10,4,126,2690,3318,3457,3135,1870,485,46,14999
11603,34,32,14,13,10,3,0,95,3,3,0,0,0,0,0,3,0,0,0,7,0,0,0,9,32,35,19,14,6,3,0,111,24,177,232,176,118,36,5,766,680,669,570,486,383,115,10,2921,101,127,98,81,68,20,12,500,6230,10358,10749,10016,6400,1171,68,44987
11701,77,109,83,50,47,3,0,369,5,10,9,4,0,0,0,23,0,3,3,6,3,0,0,12,83,120,98,57,50,3,0,413,27,140,263,179,125,39,17,785,805,1154,1443,1433,976,169,9,5988,106,131,95,92,73,25,5,534,6448,14511,14753,13806,8138,1564,148,59366
11702,41,49,24,26,24,0,0,158,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,39,54,23,24,22,0,0,166,31,170,265,294,178,65,10,1023,379,399,322,223,228,85,11,1642,47,71,52,53,30,16,3,266,3069,6253,5268,5016,3429,933,105,24081
11703,938,1976,1493,943,584,118,7,6062,38,136,128,96,38,8,3,444,11,35,61,50,17,3,0,171,986,2156,1682,1087,640,123,10,6675,297,2397,3645,2545,1419,605,98,11009,5303,9754,8210,3970,3227,1247,203,31919,695,1157,808,597,430,189,89,3966,54273,165773,129930,86609,47093,11029,1325,496038
11801,87,146,77,63,41,17,0,436,9,10,3,3,6,0,0,28,3,4,3,0,0,0,0,13,100,162,82,69,47,16,0,476,101,557,1061,1090,803,582,184,4384,1193,1077,719,451,444,278,52,4214,95,118,88,74,60,24,29,488,7992,14020,10421,8745,6067,2652,551,50448
11802,78,130,78,67,61,13,0,427,5,11,3,9,0,0,0,33,0,0,0,3,0,0,0,4,84,139,84,74,64,13,0,460,113,362,756,725,528,236,59,2774,843,901,732,530,520,194,22,3749,93,86,65,75,52,26,18,416,5756,10595,9384,8618,6238,1748,243,42583
11901,56,67,43,47,19,3,0,229,0,4,0,0,0,0,0,12,3,5,8,6,0,0,0,19,62,75,50,50,23,3,0,260,92,348,535,484,408,128,31,2025,969,873,719,634,639,218,33,4094,119,145,97,116,93,29,21,617,8196,13116,13367,13735,9602,2175,246,60435
11902,29,29,11,13,7,3,0,89,0,3,0,0,0,0,0,7,0,4,0,0,3,0,0,7,29,32,15,17,14,3,0,97,46,214,366,331,243,78,11,1291,469,428,395,299,276,102,21,1995,59,71,73,65,42,16,6,338,3754,6436,6328,6441,4385,1020,144,28506
11903,20,26,22,15,18,0,0,100,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,20,27,29,16,15,0,0,109,54,238,437,440,317,155,52,1690,791,477,387,363,362,150,18,2546,56,58,43,53,37,15,4,266,4479,5860,5502,6051,4305,1155,166,27520
11904,19,36,37,26,15,3,0,146,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,18,42,35,31,15,3,0,150,61,274,462,394,299,123,30,1640,553,706,590,444,436,193,25,2940,63,97,48,49,37,15,6,328,4159,7830,7352,7152,5128,1389,168,33180
12001,33,67,41,32,16,5,0,192,3,0,0,0,3,0,0,12,0,0,5,3,0,0,0,6,38,69,41,38,22,5,0,210,40,275,559,540,361,182,43,1993,611,611,540,355,384,137,21,2659,60,80,42,59,38,16,7,298,4320,8729,8019,6730,4309,1161,141,33410
12002,31,61,35,28,23,6,0,186,3,3,0,9,3,0,0,16,0,0,5,4,0,0,0,6,39,66,43,38,26,6,0,209,30,179,451,499,359,209,39,1758,383,405,362,266,240,108,8,1775,44,46,35,35,33,13,4,195,2766,5223,4813,4390,3011,988,133,21324
12003,82,106,49,66,47,8,3,356,3,7,0,3,0,0,0,13,0,3,3,3,3,0,0,11,85,117,54,71,49,5,3,382,61,281,577,658,477,179,61,2297,991,921,749,671,619,229,36,4209,117,125,87,89,55,25,10,507,7180,12310,11229,11691,8403,2048,290,53154
12101,139,185,141,101,68,19,6,646,6,5,9,3,0,0,0,25,0,3,6,3,3,0,0,12,144,194,152,106,69,17,6,685,105,398,954,968,714,395,81,3615,1448,1535,1226,813,763,347,51,6192,129,151,120,90,74,36,16,613,10001,21459,18951,15714,10284,3007,402,79807
12102,28,23,18,10,14,3,0,93,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,7,36,28,14,14,14,3,0,106,38,159,460,504,339,148,35,1685,701,397,395,307,283,138,23,2236,42,50,43,35,30,12,11,217,3986,4607,5000,5215,3849,1061,161,23876
12103,33,40,16,17,12,3,0,124,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,5,32,43,17,20,17,3,0,136,89,251,786,1172,862,604,191,3963,815,509,459,447,459,265,56,3013,47,40,43,41,31,21,9,224,4378,5255,5599,7247,5245,2079,413,30213
12104,142,258,221,134,66,12,0,840,3,14,24,7,9,6,0,66,0,5,7,7,6,0,0,26,150,278,258,155,85,22,0,940,74,514,1065,1025,801,556,163,4191,1034,1266,1075,626,543,274,58,4866,88,165,134,84,63,34,18,582,8153,22295,20208,14672,8274,2732,439,76772
12201,22,64,29,15,9,4,0,139,4,4,0,0,0,0,0,12,0,0,0,3,0,0,0,3,28,71,32,17,18,4,0,161,31,134,378,429,286,194,58,1507,369,308,222,192,198,88,18,1395,26,22,17,18,15,11,5,123,2234,3100,2816,2750,1924,720,144,13686
12202,3,9,0,7,0,0,0,29,7,0,4,3,0,0,0,15,0,0,3,3,0,0,0,12,11,12,12,13,4,0,0,53,47,198,595,735,587,384,85,2633,552,288,316,254,292,144,16,1878,35,31,26,37,28,16,10,178,3439,3675,4215,4733,3554,1287,205,21101
12203,30,49,24,16,17,3,0,138,9,12,3,14,0,0,0,37,0,3,3,0,3,0,0,16,38,65,36,28,19,3,0,191,93,397,1196,1209,732,366,106,4104,1257,774,748,665,589,301,56,4388,86,87,75,96,70,34,20,462,7868,10931,11737,11938,8077,2481,391,53428
12301,4,7,4,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,5,0,0,0,28,27,178,312,212,162,70,8,976,565,365,283,269,244,62,11,1802,39,32,42,36,14,3,5,179,4209,4266,4437,4142,2721,575,53,20406
12302,32,20,25,13,8,4,0,102,4,3,5,0,0,0,0,15,0,0,0,3,0,0,0,9,41,22,31,17,10,4,0,119,48,249,376,365,316,75,27,1457,1183,886,696,644,610,189,25,4232,123,81,119,71,56,22,9,476,8029,10097,10366,10413,7555,1540,130,48132
12303,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,5,0,0,0,0,0,10,33,129,223,249,211,97,23,972,217,217,233,163,189,38,9,1057,21,12,24,25,12,4,3,109,1540,1952,2280,2180,1627,390,67,10027
12401,12,6,3,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,4,3,0,0,32,54,170,438,556,517,311,50,2090,567,354,342,378,446,150,18,2250,40,20,21,30,26,17,9,157,3045,2733,3445,4233,3633,1136,145,18361
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,16
12403,37,22,19,17,21,0,0,110,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,37,22,19,15,19,4,0,118,66,366,523,488,397,166,33,2026,1393,1096,821,698,719,207,23,4950,88,96,59,74,51,27,6,405,8968,10134,10131,9899,7449,1657,151,48388
12404,6,5,7,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,3,0,0,28,32,110,190,176,112,70,8,702,423,293,241,278,230,75,5,1543,36,25,23,32,17,13,0,146,2941,3369,3507,3867,2735,635,77,17121
12405,13,8,6,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,8,6,7,3,0,0,47,21,79,153,126,105,40,3,529,289,286,248,196,200,46,8,1277,41,53,40,36,22,13,6,206,2520,4057,4166,4113,2846,553,62,18318
12501,81,99,97,56,40,9,0,387,3,3,0,3,0,0,0,9,0,3,0,3,0,0,0,10,82,109,103,68,40,9,0,403,45,234,337,282,171,51,12,1128,784,880,703,507,482,142,17,3511,89,128,101,87,55,24,3,496,6505,14531,13483,11958,7481,1467,136,55559
12502,29,26,16,14,14,4,0,101,5,0,0,0,0,0,0,6,3,3,0,0,0,0,0,7,34,25,18,18,16,4,0,114,26,166,335,282,234,110,26,1180,327,253,227,242,211,70,5,1343,23,52,27,39,24,13,9,186,2341,4171,4487,4633,3274,734,101,19749
12503,44,40,26,26,14,3,0,156,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,45,47,36,26,19,3,0,173,68,352,438,311,249,60,9,1494,614,646,557,542,451,189,20,3021,120,172,120,90,83,27,9,616,6125,11656,11724,11635,8305,1723,143,51310
