SA3_CODE_2016,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000mo_Mng,CIII_IV_3000mo_Pro,CIII_IV_3000mo_TecTW,CIII_IV_3000mo_CoPSW,CIII_IV_3000mo_ClAW,CIII_IV_3000mo_SWks,CIII_IV_3000mo_MaOpDv,CIII_IV_3000mo_Lab,CIII_IV_3000mo_IDNS,CIII_IV_3000mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
10102,72,20,323,31,81,28,67,51,11,676,63,11,246,21,51,11,45,29,9,487,65,12,208,17,38,8,33,23,3,412,45,7,125,9,13,9,15,16,6,228,77,12,104,10,13,10,18,3,3,254,42,3,24,0,0,8,3,0,3,88,7,0,22,4,3,0,3,4,7,60,525,102,1566,303,375,178,303,280,57,3694,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,9,0,0,0,3,3,3,0,0,0,8,0,0,0,0,4,3,0,0,0,12,0,0,0,3,0,0,0,3,0,7,0,3,9,0,9,3,3,4,0,33,3,0,3,3,8,8,0,9,0,29,6,3,0,5,15,0,5,8,0,39,0,4,3,4,10,6,4,3,0,28,0,0,3,6,0,3,0,3,0,16,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3
10103,78,13,148,27,42,14,49,35,10,412,38,10,76,21,21,6,26,14,5,221,32,9,58,8,12,5,11,5,5,154,27,3,26,8,3,3,0,3,0,76,34,3,27,6,3,0,0,3,0,77,14,3,3,4,0,0,0,0,0,26,11,0,17,4,0,3,3,6,7,46,437,88,747,357,217,178,220,257,35,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,4,0,0,0,3,0,6,0,0,0,0,3,0,0,3,0,8,0,0,3,3,3,3,0,3,0,20,7,0,0,10,8,5,5,5,0,41,0,0,0,9,3,9,3,7,0,36,10,0,0,9,10,3,3,3,0,41,3,0,0,0,3,0,0,3,0,12,0,3,0,0,5,0,0,0,0,7,4,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
10104,143,40,320,74,132,47,81,106,14,957,78,29,197,25,45,19,59,46,9,504,61,12,122,9,19,16,30,16,0,284,21,10,63,10,10,3,7,18,7,150,37,6,49,13,12,10,9,0,0,143,13,3,10,6,3,3,3,0,0,50,16,0,34,8,4,7,3,12,7,95,787,271,2066,900,632,535,402,691,89,6364,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,8,0,22,0,0,4,6,3,4,0,8,0,31,3,0,4,6,5,6,0,7,0,32,3,0,7,13,17,7,0,15,0,60,8,3,3,14,6,16,4,7,0,68,6,4,9,7,34,16,7,16,0,87,9,8,3,15,13,4,4,10,0,62,4,8,3,5,18,4,4,7,0,55,0,3,3,5,3,4,0,3,0,20,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5
10105,67,21,184,63,68,20,49,37,4,505,46,11,120,27,26,3,39,23,3,311,49,9,75,12,18,4,28,8,4,219,14,0,49,16,10,7,28,6,3,124,36,6,50,6,3,8,37,4,0,153,21,3,16,5,3,3,0,0,0,47,12,0,15,6,0,6,4,7,9,53,414,134,971,464,313,200,278,259,36,3086,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,0,0,0,0,11,4,0,0,3,0,4,0,0,0,17,0,0,0,4,6,3,0,3,0,17,7,0,0,8,10,3,3,5,0,32,7,0,3,5,8,7,0,7,0,38,5,0,7,8,11,3,4,8,0,30,0,0,3,0,9,4,0,0,0,21,0,0,0,0,5,3,0,3,0,17,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
10106,57,16,126,23,36,9,24,33,8,323,32,6,68,7,14,6,28,9,0,176,38,7,43,4,9,5,17,8,0,131,18,7,35,4,3,3,10,3,0,82,17,3,31,6,3,4,11,10,0,76,11,0,4,0,0,0,9,3,0,28,14,4,9,0,0,3,0,8,3,39,362,89,674,241,221,119,173,222,39,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,12,3,0,0,0,4,0,0,0,0,12,0,0,0,0,6,3,0,5,0,14,0,0,0,0,3,0,0,5,0,16,3,0,0,0,3,3,3,3,0,21,4,3,0,0,7,3,4,3,0,22,3,0,0,0,0,0,0,5,0,15,4,4,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
10201,229,111,925,203,291,112,170,144,28,2214,182,79,519,85,135,73,91,65,17,1244,192,61,335,82,96,48,75,51,16,958,111,26,205,33,43,20,32,18,5,500,142,66,184,16,43,34,30,14,12,535,69,12,40,3,9,5,6,5,6,153,25,13,75,19,17,18,12,21,19,209,1426,852,4527,2057,1758,1103,815,1099,169,13809,5,0,0,0,0,0,0,0,0,9,0,0,0,3,5,4,0,7,0,30,0,3,3,12,4,16,0,15,0,65,3,3,3,17,19,25,7,12,0,78,3,4,8,19,11,18,0,15,0,78,3,5,6,25,30,31,8,15,0,129,6,4,12,18,30,18,3,25,0,121,12,9,10,13,52,15,3,11,3,129,24,11,10,8,43,21,10,0,0,116,10,5,3,7,17,8,5,0,0,47,11,0,0,3,8,3,3,3,0,30,3,0,0,0,0,0,0,0,0,12
10202,191,101,766,182,246,90,199,153,35,1966,174,74,444,73,171,59,109,52,8,1158,122,46,325,49,91,33,62,64,12,815,83,26,189,26,29,15,34,43,10,449,120,30,159,15,30,28,43,24,5,459,47,13,42,5,9,13,7,8,3,144,11,8,71,22,17,9,14,12,23,178,1176,694,3876,1791,1457,928,882,993,175,11974,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,14,0,6,0,37,0,0,0,17,8,33,0,5,3,74,0,0,0,13,7,19,0,17,0,62,3,0,6,11,13,26,4,17,0,83,6,7,8,27,32,38,3,9,0,127,6,5,10,23,26,20,11,16,5,119,12,0,12,20,38,12,16,10,0,120,12,3,4,13,28,10,9,4,0,78,5,3,3,3,7,3,3,3,0,36,3,0,0,3,3,3,0,0,0,18,3,0,0,0,4,0,0,0,0,11
10301,88,51,308,79,115,39,76,74,9,831,71,33,198,60,70,17,56,39,6,538,74,25,144,60,35,14,32,45,4,430,60,12,97,47,8,8,15,18,5,273,80,14,98,17,12,10,12,13,7,264,23,3,11,0,0,5,5,6,0,54,5,0,21,9,3,0,7,5,5,63,617,239,1620,751,531,331,388,473,69,5020,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,14,0,0,4,7,4,6,0,8,0,32,5,0,3,6,3,5,0,3,0,26,0,0,4,5,6,9,0,9,0,38,0,8,6,10,12,11,0,13,0,56,4,0,3,7,12,6,5,9,0,46,6,6,3,6,24,9,9,12,0,74,4,0,0,4,11,6,9,3,0,36,7,0,7,0,11,0,3,7,0,30,12,0,0,0,3,0,0,4,0,19,0,0,0,3,0,0,0,0,0,6
10302,176,28,280,57,98,48,99,74,10,859,108,13,144,30,40,22,64,28,5,464,62,11,123,6,19,8,65,15,4,320,49,7,78,3,8,3,53,4,0,205,68,10,105,0,11,8,60,8,4,270,27,3,16,3,0,3,7,3,0,64,25,5,34,8,7,3,5,8,12,110,1071,228,1586,619,526,341,543,516,84,5531,8,0,0,0,0,0,0,0,0,10,3,0,0,0,3,5,0,5,0,22,3,0,0,3,8,5,0,8,0,29,3,3,4,9,4,3,0,14,0,39,0,0,3,10,4,11,0,7,0,39,8,0,6,9,12,16,0,13,0,65,14,0,3,6,18,13,3,8,0,68,17,0,3,3,17,9,5,3,0,72,12,4,6,3,8,0,7,3,0,47,3,0,0,0,5,0,3,0,0,15,7,0,0,0,3,3,0,0,0,13,7,0,0,0,3,0,3,0,0,10
10303,89,19,273,52,72,23,88,46,13,676,32,18,185,20,47,9,94,21,4,427,41,15,161,26,29,9,98,23,4,392,29,9,141,19,10,7,91,12,4,327,44,17,318,8,13,4,361,18,13,787,28,8,155,3,6,3,73,6,3,290,15,5,29,8,6,3,18,3,7,98,535,193,1893,541,484,258,949,416,74,5353,3,0,0,0,0,0,0,3,0,11,0,3,0,3,0,3,0,0,0,11,3,0,0,7,6,0,0,3,0,24,3,0,0,3,6,6,0,7,0,32,3,0,0,9,7,3,0,8,0,32,3,0,0,10,15,7,0,9,0,41,3,0,3,7,12,10,3,7,0,47,3,0,3,3,18,8,0,5,0,41,3,0,3,0,10,3,3,5,0,31,4,0,0,0,3,0,3,0,0,13,0,0,3,0,7,0,5,0,0,20,0,0,0,0,0,0,8,0,0,11
