SA3_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
10102,5150,798,622,157,70,6797,15,0,0,0,0,18,40,13,11,0,0,58,9,5,4,0,0,20,4,0,0,0,0,4,14,0,0,0,0,15,34,9,5,0,3,53,20,6,9,5,0,40,5,3,4,0,0,13,6,0,3,0,0,13,181,25,6,0,3,220,0,0,0,0,0,3,10,3,0,0,0,12,7,0,0,0,0,11,24,4,4,0,0,33,20,5,9,0,0,38,4,0,0,0,0,4,9,3,0,0,0,19,6,0,0,0,0,11,9,3,8,0,0,19,3,0,3,0,0,9,13,3,0,0,0,20,148,20,10,3,0,180,37,0,0,0,0,38,70,3,0,0,0,76,8,0,0,0,0,10,10,3,0,0,0,17,22,8,3,0,0,39,34,0,0,0,0,42,7,0,0,0,0,10,7,0,0,0,0,7,220,38,37,6,0,306,24,3,9,0,0,34,14,0
10103,3137,323,561,165,54,4241,14,0,0,0,0,14,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,12,6,7,0,0,20,0,0,0,0,0,4,13,0,0,0,0,14,11,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,3,3,0,0,14,0,0,0,0,0,0,11,0,0,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,62,8,7,0,0,76,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,18,11,0,0,0,0,11,5,0,0,0,0,5,3,0,0,0,0,5,140,21,18,9,3,190,28,0,0,0,0,30,0,0
10104,6934,981,1577,224,164,9884,14,3,5,0,0,25,10,3,4,0,0,21,0,0,0,0,0,4,8,3,0,0,0,8,6,0,3,0,0,4,0,0,0,0,0,0,28,7,7,3,6,52,4,0,3,3,0,11,7,0,0,0,0,7,28,4,7,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,3,7,0,0,18,14,3,5,0,3,21,0,0,0,0,0,0,10,0,0,0,0,9,3,0,0,0,0,4,9,0,4,0,0,16,3,0,3,0,0,9,24,3,4,3,0,36,117,12,38,3,0,180,0,0,0,0,0,0,13,0,0,0,3,22,5,0,0,0,0,10,5,0,0,0,0,5,34,11,5,3,0,49,8,0,3,0,0,11,6,0,3,0,0,7,0,0,0,0,0,0,345,46,118,10,8,511,27,3,9,0,0,41,6,0
10105,3681,423,630,187,63,4993,4,0,0,0,0,9,48,8,6,4,0,71,0,3,0,0,0,6,10,4,0,0,0,15,15,0,0,0,0,15,7,0,0,0,0,7,12,0,5,0,0,17,9,0,0,0,0,10,11,0,4,0,0,15,95,9,0,0,0,111,4,0,0,0,0,6,18,3,4,0,0,21,18,0,0,0,0,20,12,0,3,0,0,12,6,3,0,0,0,16,6,0,0,0,0,6,39,4,5,0,0,43,19,0,3,3,0,25,8,0,0,0,0,8,3,0,0,4,0,8,5,0,0,0,0,6,70,5,6,0,0,89,20,6,3,0,0,24,39,0,3,0,0,41,0,0,0,0,0,0,3,3,0,0,0,5,13,5,3,0,0,19,14,0,0,0,0,14,10,0,0,0,0,9,8,0,0,0,0,10,122,20,21,12,0,172,10,0,3,0,0,14,29,0
10106,2329,427,695,228,53,3732,3,3,0,0,0,4,28,11,3,0,0,43,3,0,0,0,0,6,3,0,0,0,0,5,12,0,0,0,0,18,3,0,0,0,0,3,8,0,0,0,0,17,4,0,0,0,0,6,4,0,0,0,0,4,53,12,0,0,3,70,3,0,0,0,0,5,6,0,0,0,0,8,4,0,0,0,0,10,9,0,0,0,0,12,13,0,0,3,0,15,0,0,0,0,0,0,12,4,0,0,0,16,14,3,6,3,0,26,6,0,0,0,0,6,3,0,0,0,0,3,8,0,3,0,0,10,45,3,5,3,3,57,14,4,0,0,0,15,24,0,0,0,0,20,0,0,3,0,0,3,0,0,0,0,0,0,14,0,0,0,0,13,17,0,0,0,0,16,8,0,0,0,0,4,4,0,0,0,0,4,86,17,16,12,3,130,7,0,0,0,0,5,26,0
10201,16398,2057,2231,252,242,21187,50,15,14,0,0,81,90,35,36,8,0,173,10,0,3,3,0,19,25,13,4,4,0,45,39,8,4,0,0,49,7,0,0,0,0,10,46,11,14,0,3,73,9,0,4,0,0,17,44,4,7,0,0,51,246,34,9,7,3,302,41,3,9,0,0,50,28,3,0,0,0,27,11,3,3,0,0,14,61,16,16,0,0,93,32,11,11,3,0,60,15,0,3,0,0,19,56,12,15,6,7,92,13,13,13,0,0,39,50,10,14,0,0,78,18,8,5,3,0,33,27,4,11,3,0,46,451,96,79,9,5,633,32,0,0,0,0,34,111,13,0,4,0,122,16,5,8,0,0,33,8,0,0,0,0,15,114,37,31,3,3,191,45,12,6,0,0,56,37,6,3,3,0,47,10,3,7,0,0,19,992,252,252,23,18,1531,84,16,12,3,0,116,37,11
10202,14478,1583,1724,201,203,18187,26,4,3,0,0,33,59,32,18,7,0,119,8,3,4,0,0,15,14,8,4,0,0,23,37,3,4,0,0,40,4,0,3,0,0,9,24,8,9,3,0,45,7,3,0,0,0,8,13,3,4,0,0,20,186,32,16,0,0,230,21,0,0,0,0,21,13,0,3,0,0,20,4,3,3,0,0,8,42,8,8,3,0,70,21,4,10,0,0,35,6,0,0,0,0,6,28,4,3,0,0,38,17,10,4,0,0,32,36,6,4,0,0,52,20,7,3,0,0,29,23,8,8,0,0,37,346,57,41,13,5,448,12,3,3,0,0,21,79,9,4,0,0,90,4,0,0,0,0,7,5,3,3,0,0,11,76,20,10,0,0,109,18,0,0,0,0,19,19,3,3,0,0,33,3,0,3,0,0,5,710,116,125,12,11,976,56,10,6,3,0,75,22,3
10301,6792,634,840,221,101,8589,15,0,0,0,0,15,22,0,8,4,0,33,4,0,0,0,0,4,5,0,6,0,0,9,11,0,0,0,0,13,3,0,0,0,0,3,16,3,4,0,0,18,0,0,0,0,0,3,3,0,0,0,0,7,65,11,6,0,0,80,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,3,15,3,3,0,0,20,7,0,3,0,0,11,4,0,0,0,0,8,7,0,0,0,0,12,0,0,5,0,0,6,4,0,0,0,0,8,0,0,3,0,0,6,7,4,3,0,0,21,118,16,9,0,3,145,12,0,0,0,0,14,33,0,0,0,0,37,3,0,0,0,0,3,3,0,0,0,0,3,38,3,0,0,0,43,14,4,0,0,0,18,14,0,4,0,0,20,0,0,0,0,0,0,169,17,31,17,8,230,14,3,4,0,0,23,11,3
10302,6674,753,1942,645,208,10224,11,0,0,0,0,9,22,0,18,3,0,39,0,0,0,0,0,3,5,0,3,0,0,8,11,0,0,0,3,13,0,0,0,0,0,0,10,0,3,0,0,12,3,0,3,0,0,3,3,0,3,0,0,8,51,10,3,0,0,62,8,0,0,0,0,8,8,0,0,0,0,8,0,6,0,0,0,6,6,0,0,0,0,6,4,4,3,0,0,6,0,0,0,0,0,0,9,0,0,0,0,5,3,0,0,0,3,10,9,0,0,0,0,12,0,0,0,3,0,4,7,0,0,3,0,10,78,3,10,3,4,97,6,0,0,0,0,7,38,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,3,3,40,10,0,0,0,0,13,0,3,0,0,0,4,0,0,0,0,0,0,72,10,23,11,0,114,12,0,0,3,0,16,3,0
10303,6695,507,791,272,106,8373,8,0,0,0,0,4,14,5,9,3,0,32,3,0,0,0,0,3,0,0,3,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,13,0,0,3,0,16,0,0,0,0,0,4,0,0,0,0,0,3,41,7,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,23,3,0,0,0,25,8,3,6,0,0,16,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,8,0,8,0,0,14,95,6,8,5,0,123,0,0,0,0,0,0,15,3,0,0,0,22,4,0,0,0,0,3,3,0,0,0,0,3,25,5,3,0,0,32,4,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,3,169,21,28,9,3,236,12,0,3,3,0,23,6,5
