SA3_CODE_2016,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
10901,3572,5354,3665,3431,4061,3264,1692,2590,431,28063
10902,1170,513,653,477,475,256,547,920,118,5125
10903,3380,1795,2130,1759,1560,1203,1241,2543,281,15892
11001,2661,3411,1679,1677,1951,1494,630,1724,220,15451
11002,2877,1743,1532,1534,1288,1213,813,2048,297,13346
11003,2239,1600,1352,1013,1275,869,1137,1329,212,11027
11004,4919,5660,4445,3534,3915,3186,2918,4663,562,33799
11101,4044,7235,5487,5409,5774,6028,1906,3889,537,40300
11102,1625,3331,2805,2518,2101,1577,1479,1878,266,17577
11103,9666,25339,12269,10883,15882,8249,5961,8537,1433,98220
11201,4163,5712,3963,3740,3232,3280,1356,3123,488,29042
11202,3701,5959,3202,3363,3593,2799,1619,3881,461,28582
11203,3147,5264,3530,3801,3547,2816,1515,2920,451,26997
11301,3850,2727,2666,1818,2361,1831,1723,3848,379,21213
11302,1049,734,827,559,566,430,741,879,109,5889
11303,5891,7441,5699,5480,4896,3994,2300,4557,575,40838
11401,3964,6227,5294,4743,3992,3929,1762,3589,555,34050
11402,2454,3245,2717,2186,2092,1975,1016,1953,276,17922
11501,8381,16050,6361,6582,8785,6833,2162,4077,1093,60322
11502,1561,1728,1666,1035,1353,910,624,1080,174,10139
11503,685,537,844,346,571,195,310,551,77,4114
11504,1428,1460,1787,1025,1316,1591,880,1378,178,11035
11601,5745,8810,6590,4350,6900,5343,4603,4996,887,48225
11602,1589,3085,1977,1951,1604,1737,1303,1500,250,14999
11603,4896,5772,4770,3407,6137,3864,10360,4853,931,44987
11701,7806,8701,7202,6308,9213,6605,6987,5216,1336,59366
11702,3253,4621,3500,2133,2793,2182,2449,2665,480,24081
11703,87891,190256,33194,32487,83907,33337,6905,18084,9978,496038
11801,7707,13506,5417,7480,5393,6212,954,2846,941,50448
11802,4525,14556,4454,5760,5071,3040,1611,2849,715,42583
11901,6984,10791,8592,5916,8714,5727,6144,6322,1245,60435
11902,3234,5197,3905,3289,3798,3100,2613,2770,596,28506
11903,3122,6074,3466,3687,3997,3384,1183,2044,556,27520
11904,3573,9782,3811,3902,4685,2725,1467,2664,581,33180
12001,4947,9633,3233,2929,5969,3252,1023,1798,631,33410
12002,3236,5704,2726,2761,2502,2050,799,1142,403,21324
12003,6470,13324,5352,5576,8311,5990,3054,4049,1034,53154
12101,13063,27212,7568,5928,11477,7673,1823,3693,1368,79807
12102,2941,5373,3274,2866,3055,2469,1403,2118,378,23876
12103,3884,10317,2676,4391,3905,2391,426,1686,526,30213
12104,15571,29369,5705,5648,10500,5435,660,2417,1464,76772
12201,1923,3863,1517,2058,1495,1531,213,872,223,13686
12202,3045,4900,3162,2295,2810,2297,784,1446,359,21101
12203,7853,12197,7127,5919,7321,5766,2662,3782,797,53428
12301,2056,3060,3514,2261,2660,2364,2157,2019,327,20406
12302,4866,8903,5970,5629,6072,5327,4978,5525,877,48132
12303,1152,1291,2020,864,1066,713,1505,1268,157,10027
12401,2015,4296,2276,3151,2126,1777,592,1882,248,18361
12402,0,3,3,8,0,0,0,0,0,16
12403,4792,10404,6065,5763,7308,5719,3066,4475,796,48388
12404,1896,2967,2895,2390,2190,1567,1210,1691,316,17121
12405,1924,2941,2162,1483,2446,1390,3657,1952,369,18318
12501,8130,10721,7266,4461,9188,4950,4754,4895,1212,55559
12502,2904,4385,2906,1486,2888,1681,1283,1790,432,19749
12503,6120,7067,7320,4399,7490,4167,8115,5339,1288,51310
12504,10278,27145,7316,9052,21526,6799,3748,5718,2028,93612
12601,1300,3311,1036,1322,1679,891,172,537,181,10433
12602,15861,30740,8404,6825,12837,6897,1919,4529,1640,89659
12701,1952,3530,2067,2006,1806,1355,1342,1608,295,15974
12702,6023,8507,7388,5268,6889,5450,6116,5672,1274,52594
12703,5772,8874,6884,5255,8064,5079,5606,4913,1217,51662
12801,5245,8378,4987,5101,5426,6130,1929,3368,649,41211
12802,2913,5961,3850,3715,3658,2594,1045,2136,381,26249
19797,3,19,18,11,3,0,3,30,0,90
19999,9963,14162,50067,12664,5609,6004,13366,28443,3083,143362
20101,4584,10103,6157,5812,6200,5105,2391,4365,701,45430
20102,1537,1166,941,923,718,566,384,1011,122,7376
20103,1296,941,883,860,636,662,443,971,118,6801
20201,4239,9227,5410,5206,5641,4771,2050,3852,601,40993
20202,2145,2710,2054,2061,1424,1282,909,2991,245,15823
20203,1298,387,424,198,267,184,473,589,73,3890
20301,987,534,508,408,389,252,213,600,64,3958
20302,9196,19713,11343,10962,11328,9558,5078,8252,1351,86786
20303,2319,3250,2695,2633,1857,2288,517,1808,265,17636
20401,3517,2898,2586,2815,1982,1767,1171,2684,336,19755
20402,3025,2938,2339,2062,2050,1825,1125,2285,327,17974
20403,4325,4811,4379,3684,3079,2689,2347,3547,456,29310
20501,2650,3010,2150,1815,1932,1727,837,2058,252,16436
20502,2485,2437,2058,2040,1796,1654,884,2104,269,15725
20503,3912,3093,2825,2415,2210,2344,1111,2533,325,20763
20504,2855,4652,4654,3688,3958,2931,2067,2629,536,27973
20505,2971,2571,2764,1886,1679,1476,1112,2146,278,16891
20601,2855,5828,3257,3410,2901,2509,1234,1833,401,24227
20602,1936,3410,2157,2221,1489,1214,698,1041,229,14387
20603,2345,5061,2232,3284,3332,2419,711,1454,348,21178
20604,67144,160177,27096,29682,78277,26704,6564,17888,8091,421617
20605,17366,27236,9682,6755,13772,7206,2678,4746,1492,90934
20606,5415,9421,3720,4226,3769,4225,444,1880,535,33646
20607,13315,27910,7753,6928,10987,7249,2263,3697,1327,81417
20701,10653,23889,6366,8349,10375,6761,1087,3488,1140,72106
20702,3040,4648,2919,3810,2747,4469,837,1871,382,24724
20703,5611,15965,4755,5134,7707,3977,891,2461,795,47301
20801,3934,7866,3413,4705,3627,2996,778,1740,481,29534
20802,4485,11582,4494,5868,5049,3817,882,2659,595,39434
20803,9058,10142,9421,5792,8032,8208,5153,6225,1000,63030
20804,2720,5576,2137,2374,2609,4114,248,1328,301,21411
20901,3843,12941,5078,5643,5068,3688,1183,2740,567,40759
20902,4206,7733,3945,4134,4415,4686,2355,2954,600,35028
20903,1700,3036,2189,2206,1721,1353,451,1154,184,14000
20904,6370,10945,7595,6234,6850,7489,4463,6430,926,57303
21001,4434,4651,5437,2458,5725,3522,3289,2898,571,32979
21002,868,1255,1062,879,948,840,274,719,99,6946
21003,1587,2838,2258,2458,1482,1416,1172,1545,245,15002
21004,782,1398,1130,1251,961,1374,298,721,117,8039
21005,8850,10442,10768,7745,9869,7219,11154,9065,1576,76693
21101,9062,11607,9536,6202,9578,7715,5470,6574,1118,66860
21102,510,1334,661,752,579,252,94,356,76,4622
21103,5174,8701,6369,4826,5494,4877,2301,4372,652,42764
21104,3001,4821,2825,2741,3070,3192,1001,1726,301,22671
21105,5081,6511,6350,5294,4452,4439,2136,4649,616,39531
21201,2976,3664,3575,2836,2863,3101,1459,2769,349,23603
21202,4230,7481,5231,4685,4943,4642,2184,3792,576,37780
21203,2580,4284,3421,3828,2565,3161,1607,2957,384,24792
21204,13894,16809,15623,7329,15687,9636,14820,12221,2079,108092
21205,14411,29011,12668,9037,15477,8562,5516,7046,1682,103405
21301,5741,9311,6719,5921,6929,6253,6390,5971,1049,54288
21302,4074,5029,5245,3078,3799,2819,4759,3993,630,33435
21303,4433,8527,3832,4472,4377,5209,2922,3206,684,37665
21304,2930,4960,4023,4528,3476,3516,2200,2798,511,28946
21305,7059,10230,7552,6969,7542,7148,10208,6592,1153,64450
21401,4757,8296,5795,5125,5443,4530,2155,3988,632,40714
21402,5890,8303,8287,7408,5484,6219,1735,5390,736,49461
21501,5178,3803,2824,3271,2457,2286,1438,3453,387,25097
21502,3101,3232,2455,2185,2336,2048,1278,2359,332,19322
21503,3281,2247,1807,1532,1684,1502,958,1999,293,15300
21601,2817,2247,2022,1627,1549,1667,990,2237,233,15393
21602,2111,1263,1326,994,1032,977,726,1896,208,10542
21603,3931,5502,3582,3200,3335,2743,1803,3255,427,27776
21701,2924,2228,1847,1569,1531,1404,1141,1697,217,14565
21703,3384,2291,2012,1707,1562,1583,965,2249,271,16027
21704,3187,3099,2391,2042,2340,2260,1125,2071,288,18799
29797,6,14,67,0,0,3,25,35,4,155
29999,7931,11580,45843,10740,4300,5051,8961,22073,2556,119037
30101,2210,2703,2848,2472,2499,2856,1026,1927,252,18803
30102,2507,4735,2957,3390,3008,2498,1033,2862,326,23321
30103,4893,5528,5992,3173,5300,2957,4705,5087,655,38296
30201,762,1759,762,1241,1111,1088,162,625,105,7613
30202,3789,8293,4877,3908,5194,4809,1664,3189,485,36198
30203,7882,9143,9568,5110,9142,5816,8710,7146,1072,63600
30204,1118,2206,1262,2145,1481,1186,536,1220,166,11319
30301,1769,2704,1682,1811,1860,2304,684,1288,235,14327
30302,3956,13727,3897,5315,5938,2494,1156,2372,561,39417
30303,4257,7924,3537,3605,5566,4300,1389,2414,548,33532
30304,2628,4697,3053,1822,3244,1740,1700,1779,315,20987
30305,4815,4322,6087,2182,5781,3203,8729,3801,775,39692
30306,721,1966,889,1415,902,746,287,659,151,7739
30401,1179,1699,1188,1438,1091,1599,536,845,130,9698
30402,1033,2361,893,1344,1026,790,159,647,133,8399
30403,2542,9164,2326,2821,2946,2991,475,1524,319,25104
30404,2210,3396,2274,4280,1718,1593,653,1026,328,17477
30501,28876,73361,13384,15570,43071,11143,1933,8250,3394,198985
30502,2112,2707,2153,1437,1938,1320,919,1486,223,14292
30503,8374,20045,7111,5973,10318,4303,1850,3708,920,62596
30504,5080,11663,3703,3505,6079,2883,733,1766,524,35942
30601,1503,2446,2045,2106,1461,1843,761,1417,235,13827
30602,5860,10828,7025,7244,7878,5730,2550,4727,866,52699
30603,2058,1556,1580,1383,1346,1053,1078,2632,235,12925
30604,860,642,864,886,571,587,284,801,109,5606
30605,2226,2169,1772,1738,1695,1460,821,2172,233,14288
30701,4819,2688,3492,1819,2312,1483,2449,2991,376,22425
30702,3695,2196,2986,1442,1844,1281,1775,3252,276,18747
30703,2682,1785,1811,1564,1605,1302,1168,2576,256,14748
30801,2070,1985,3059,1023,1591,1094,3366,1613,247,16058
30803,4795,7911,6755,5833,6367,4812,2970,5420,610,45480
30804,1050,735,943,518,607,498,758,647,85,5843
30805,2564,3823,4991,2360,3043,2256,3274,2762,399,25466
30901,4583,4268,4787,4587,4092,5569,1387,3416,499,33177
30902,1975,3481,2428,2902,2267,2218,709,1750,308,18047
30903,2413,2470,2615,2292,2400,3345,959,1771,333,18587
30904,802,799,583,673,505,360,157,548,80,4513
30905,742,1659,873,1134,787,522,204,577,92,6588
30906,2219,3015,3181,2143,2539,2145,1031,1995,324,18582
30907,5943,5991,7998,4505,5809,5251,4999,5938,836,47269
30908,2560,5874,2300,3005,4033,3258,576,1718,426,23756
30909,4947,11949,6580,4704,7184,4146,3866,3980,783,48142
30910,3364,4749,2520,3874,4189,3586,466,2599,463,25809
31001,3921,4438,4953,4229,4220,2652,4189,4105,588,33286
31002,3082,2517,3048,2516,1826,1287,1414,2396,348,18437
31003,3076,7050,4038,4998,4428,3724,2240,5046,577,35174
31004,2273,3291,2838,2621,2346,2655,2422,2631,350,21429
31101,736,725,699,722,608,407,371,820,69,5164
31102,983,1866,1168,1566,1335,1186,519,1447,188,10260
31103,1999,2404,2433,2244,2158,2696,2089,2316,308,18653
31104,774,895,1186,752,921,729,601,884,95,6839
31105,2613,4673,3108,2622,3037,2703,1450,2330,353,22894
31106,3507,5098,4195,3469,4787,3866,2072,2817,539,30353
31201,2181,2215,4157,1323,1580,1108,4845,2406,326,20144
31202,5193,7327,8140,4437,6159,4623,4181,4813,740,45605
31203,1349,1172,1500,1279,1039,1014,553,1257,141,9292
31301,557,766,763,823,588,774,257,707,87,5328
31302,2217,4264,2657,3180,2902,3131,1441,3241,385,23421
31303,563,428,432,652,359,258,318,879,60,3944
31304,1443,1804,2248,1710,1700,1358,1366,1776,197,13601
31305,1843,3960,2411,2869,2383,2322,810,1959,257,18806
31401,1563,2656,2157,2128,1835,1664,580,1319,196,14088
31402,1574,2732,1962,2346,1916,2627,476,1579,249,15454
31403,2539,2920,3624,1922,2967,2258,1950,1983,280,20443
31501,1589,1796,1642,1639,1106,486,1140,1469,285,11149
31502,1818,2415,3514,1478,1614,920,2728,1889,318,16689
31503,2165,1118,1073,854,907,535,608,1486,170,8920
31601,1934,4362,2839,1851,2741,1571,1059,1527,251,18124
31602,3189,4469,4257,3810,3820,4048,1370,2708,393,28054
31603,3477,4777,3710,4010,4360,4604,837,2641,442,28864
31605,2324,3095,2462,2575,2115,2533,548,1791,271,17714
31606,1978,1856,1989,1441,1284,1270,857,1977,196,12846
31607,1885,3355,2655,1956,2367,1345,1705,1748,274,17280
31608,688,1094,890,511,701,456,464,556,80,5426
31701,6782,13015,8808,7580,9497,6529,4042,7084,766,64098
31801,2709,2215,2281,1815,1799,1364,1644,2468,240,16534
31802,8050,16027,11368,12400,11586,8110,5364,7584,1178,81677
31901,3583,4802,3850,3702,3781,3397,2053,4347,445,29956
31902,3170,2099,1997,1949,1649,1401,1367,3067,316,17019
31903,2191,2280,2117,1861,1825,1707,1217,2255,271,15717
31904,1527,3111,2024,2584,2022,2137,709,1800,223,16138
31905,1468,1880,1743,1953,1826,1292,1037,1586,210,12998
39797,9,53,36,15,13,3,14,52,4,202
39999,6496,8924,34880,7959,3724,4424,8990,21413,2113,98920
40101,14575,40812,7821,11778,27048,7298,1188,5149,1976,117645
40102,2898,3569,2754,2678,2202,2261,1103,2542,262,20274
40103,2096,5055,1450,2128,2907,1733,222,897,225,16709
40104,934,2048,1327,1549,1059,1112,460,923,137,9549
40105,2982,5789,2861,2626,3599,2702,432,1777,292,23053
40106,936,1915,994,1136,1041,1068,137,718,108,8055
40107,2562,5354,1958,3193,2898,1654,261,1218,264,19370
40201,1154,1551,1256,1213,1117,1215,648,1417,149,9713
40202,2812,4999,2424,3512,2274,2834,1700,3737,398,24698
40203,2562,3493,3162,3262,2581,2801,2521,2736,368,23484
40204,5131,8175,6645,5335,5350,4395,4862,5708,844,46444
40205,1960,3875,2803,3522,2241,3560,1003,2296,261,21518
40301,1322,2103,1551,2609,1441,1545,220,1259,148,12191
40302,2367,3939,2840,3514,2930,2864,1089,1993,286,21818
40303,2376,10015,3005,3368,3404,2110,606,2170,309,27360
40304,4203,6378,5485,5509,4088,5241,2009,4482,507,37893
40401,4485,7481,5758,4921,4863,4603,2842,3886,581,39422
40402,4740,4467,7142,3398,4940,3323,5871,4935,677,39493
40403,5622,7160,6408,4136,7034,4474,3538,4418,686,43485
40501,2341,1846,1802,1357,1525,1069,1018,2778,196,13934
40502,2233,1041,1011,826,868,610,567,1576,138,8869
40503,1849,1420,1343,1218,990,956,862,1246,158,10046
40504,1601,1067,1041,964,862,865,495,1064,140,8097
40601,3768,3253,3210,2481,2412,2141,1988,2885,440,22591
40602,1393,1958,2765,1551,1246,937,2385,1427,268,13932
40701,2562,2053,1830,2037,1552,1558,640,1969,187,14390
40702,4909,3209,3420,2644,2924,2663,2181,4403,386,26740
40703,5143,3258,3178,3006,2677,2503,1896,5589,441,27695
49797,3,12,14,3,0,0,7,19,0,64
49999,2141,3071,12099,3898,1273,1493,2399,7300,627,34306
50101,2963,2980,2923,2351,2210,2321,862,2573,264,19438
50102,4517,6455,8071,4093,4913,3843,4985,5360,705,42934
50103,1965,1054,1092,754,867,719,655,1334,139,8572
50201,2447,4302,4165,3822,3076,3521,1685,2907,411,26336
50301,4254,14903,3970,5382,5219,2860,527,2293,555,39969
50302,26767,68452,15974,15884,36122,10351,3784,8482,3168,188978
50401,2883,3590,4636,3192,2948,3384,1719,2675,416,25442
50402,1000,1635,1381,1391,1071,909,557,1118,172,9244
50403,6531,8278,9439,5670,7152,5657,5421,5667,880,54697
50501,4167,10779,4958,7425,5847,7316,1059,3856,657,46063
50502,8894,14212,10798,7209,10778,8506,2929,6141,1062,70529
50503,5059,6149,8290,4940,5426,4878,3459,5196,695,44095
50601,1622,3527,2511,2443,1976,2332,1003,1934,228,17569
50602,7674,9319,10229,8159,8830,5440,7273,6076,1121,64116
50603,7786,11443,9845,4985,9364,6471,7316,5748,1097,64061
50604,2522,3703,4125,3598,2667,2865,1893,2633,345,24345
50605,1613,2131,2341,1571,1959,1309,1769,1510,254,14453
50606,603,632,771,556,536,287,458,676,60,4577
50607,1560,4012,1488,1988,1809,997,201,906,201,13175
50701,5296,6050,9624,3603,5446,3843,4336,4347,751,43309
50702,3600,6140,3573,3504,3646,2228,1666,2568,450,27379
50703,1293,1853,3119,1163,1298,656,1890,1440,289,13009
50704,3846,12206,4348,4821,5321,4963,948,3197,528,40189
50705,3033,5254,4458,4932,3173,4321,1341,3098,471,30091
50901,4617,3632,3155,2789,2663,2216,1373,3248,365,24054
50902,5371,2426,3057,1822,2287,1368,2131,2934,349,21752
50903,2821,1154,1591,746,864,482,1385,1169,182,10396
51001,1369,2001,1968,1413,1350,626,1053,1100,204,11077
51002,1380,2475,5445,1106,1312,628,4529,1853,405,19133
51003,2717,4559,11605,2165,2549,1251,6455,5273,756,37344
51101,1023,675,1021,505,668,497,654,703,110,5846
51102,556,496,770,368,440,241,423,390,78,3755
51103,1930,2974,4846,1594,2009,1155,4060,1895,399,20861
51104,3179,3679,4232,2315,2695,1711,2764,2458,440,23480
59797,89,301,529,41,30,0,188,379,35,1595
59999,2643,4577,20738,4549,2026,2034,5905,10794,1106,54378
60101,290,327,416,407,269,329,408,343,33,2825
60102,1632,2501,2151,2448,1829,1813,712,1485,228,14795
60103,2100,2345,3431,2633,2617,2500,2177,2436,374,20606
60104,939,1536,1294,1051,817,1028,294,886,121,7970
60105,5922,15700,4914,6113,9532,3994,894,3355,928,51349
60106,472,402,390,368,266,474,187,496,44,3108
60201,3830,7938,4653,4954,5302,4348,1949,3355,545,36869
60202,1154,640,680,595,445,367,409,796,77,5172
60203,2034,1252,1738,1049,1043,1049,1486,1930,230,11808
60301,580,218,279,199,144,108,192,430,52,2207
60302,833,732,678,465,470,379,306,950,80,4887
60303,454,221,288,290,183,175,99,425,32,2166
60401,1991,2970,2642,2364,2390,2118,1272,2363,339,18442
60402,1957,2408,2431,2119,1943,1895,1258,2474,289,16767
60403,1364,665,1066,549,574,421,956,1462,153,7203
69797,3,10,8,3,0,0,5,23,0,55
69999,790,674,2960,1049,266,353,932,1888,217,9132
70101,4163,5560,4289,2634,5226,1859,1122,1992,561,27413
70102,2337,5764,2976,3230,3009,2017,1225,1682,430,22672
70103,1542,1722,4403,1911,1200,429,1497,1854,335,14906
70104,867,1169,1272,991,1043,890,358,677,121,7396
70201,1955,3777,1982,2777,2066,1040,816,1503,378,16277
70202,240,381,216,332,201,77,61,339,62,1913
70203,546,977,580,658,387,186,329,538,230,4432
70204,396,976,755,587,429,183,569,374,178,4453
70205,812,1266,987,1019,705,349,367,784,232,6525
79797,8,19,31,0,0,0,4,25,3,91
79999,234,367,1310,292,186,114,362,690,122,3674
80101,3857,9287,2412,3777,4389,1975,692,1386,694,28466
80103,2407,3094,1670,1145,2208,738,866,748,317,13195
80104,1950,3107,2203,1930,2066,1620,552,1119,285,14840
80105,12118,21099,3985,5213,13272,3202,463,2086,1806,63241
80106,9654,16111,4808,5384,9865,3321,1245,2314,1424,54124
80107,2493,5144,1635,2315,3052,1940,552,1020,444,18594
80108,565,1135,420,724,506,389,75,310,60,4182
80109,3011,8593,1571,2477,4091,1755,267,1022,521,23316
80110,49,95,40,23,33,9,5,21,6,280
80111,94,107,54,47,52,6,8,21,14,403
89797,0,0,0,0,0,0,0,0,0,0
89999,480,850,2532,762,294,272,401,1050,178,6817
90101,126,132,170,150,122,18,107,140,24,986
90102,32,36,35,31,28,8,14,37,12,237
90103,134,110,46,107,25,3,3,24,23,478
90104,172,119,181,118,113,108,41,115,20,988
99797,0,0,0,0,0,0,0,0,0,0
99999,26,33,18,3,7,3,3,6,9,118
