SA3_CODE_2016,Lab_1000_1249_H_0,Lab_1000_1249_H_1_15,Lab_1000_1249_H_16_24,Lab_1000_1249_H_25_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40,Lab_1000_1249_H_41_48,Lab_1000_1249_H_49mo,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_15,Lab_1250_1499_H_16_24,Lab_1250_1499_H_25_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40,Lab_1250_1499_H_41_48,Lab_1250_1499_H_49mo,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_15,Lab_1500_1749_H_16_24,Lab_1500_1749_H_25_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40,Lab_1500_1749_H_41_48,Lab_1500_1749_H_49mo,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_15,Lab_1750_1999_H_16_24,Lab_1750_1999_H_25_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40,Lab_1750_1999_H_41_48,Lab_1750_1999_H_49mo,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_15,Lab_2000_2999_H_16_24,Lab_2000_2999_H_25_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40,Lab_2000_2999_H_41_48,Lab_2000_2999_H_49mo,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000mo_H_0,Lab_3000mo_H_1_15,Lab_3000mo_H_16_24,Lab_3000mo_H_25_34,Lab_3000mo_H_35_39,Lab_3000mo_H_40,Lab_3000mo_H_41_48,Lab_3000mo_H_49mo,Lab_3000mo_H_NS,Lab_3000mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_15,Lab_PINS_H_16_24,Lab_PINS_H_25_34,Lab_PINS_H_35_39,Lab_PINS_H_40,Lab_PINS_H_41_48,Lab_PINS_H_49mo,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_15,Lab_Tot_H_16_24,Lab_Tot_H_25_34,Lab_Tot_H_35_39,Lab_Tot_H_40,Lab_Tot_H_41_48,Lab_Tot_H_49mo,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_15,OIDNS_NNI_H_16_24,OIDNS_NNI_H_25_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40,OIDNS_NNI_H_41_48,OIDNS_NNI_H_49mo,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_15,OIDNS_1_149_H_16_24,OIDNS_1_149_H_25_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40,OIDNS_1_149_H_41_48,OIDNS_1_149_H_49mo,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_15,OIDNS_150_299_H_16_24,OIDNS_150_299_H_25_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40,OIDNS_150_299_H_41_48,OIDNS_150_299_H_49mo,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_15,OIDNS_300_399_H_16_24,OIDNS_300_399_H_25_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40,OIDNS_300_399_H_41_48,OIDNS_300_399_H_49mo,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot,OIDNS_400_499_H_0,OIDNS_400_499_H_1_15,OIDNS_400_499_H_16_24,OIDNS_400_499_H_25_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40,OIDNS_400_499_H_41_48,OIDNS_400_499_H_49mo,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_15,OIDNS_500_649_H_16_24,OIDNS_500_649_H_25_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40,OIDNS_500_649_H_41_48,OIDNS_500_649_H_49mo,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_15,OIDNS_650_799_H_16_24,OIDNS_650_799_H_25_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40,OIDNS_650_799_H_41_48,OIDNS_650_799_H_49mo,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_15,OIDNS_800_999_H_16_24,OIDNS_800_999_H_25_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40,OIDNS_800_999_H_41_48,OIDNS_800_999_H_49mo,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_15,OIDNS_1000_1249_H_16_24,OIDNS_1000_1249_H_25_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40,OIDNS_1000_1249_H_41_48,OIDNS_1000_1249_H_49mo,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_15,OIDNS_1250_1499_H_16_24,OIDNS_1250_1499_H_25_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40,OIDNS_1250_1499_H_41_48,OIDNS_1250_1499_H_49mo,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_15,OIDNS_1500_1749_H_16_24,OIDNS_1500_1749_H_25_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40,OIDNS_1500_1749_H_41_48,OIDNS_1500_1749_H_49mo,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_15,OIDNS_1750_1999_H_16_24,OIDNS_1750_1999_H_25_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40,OIDNS_1750_1999_H_41_48,OIDNS_1750_1999_H_49mo,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot
10102,3,3,3,11,41,55,26,35,3,173,3,0,6,7,9,24,13,31,3,89,0,0,0,3,6,12,3,22,0,47,0,0,0,0,0,3,9,12,0,27,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,10,0,6,6,0,5,7,0,0,4,29,48,253,162,175,243,223,99,159,30,1389,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,5,9,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,3,0,0,3,13,0,0,4,0,0,0,0,0,0,12,0,0,3,4,3,0,0,3,3,13,0,0,3,0,7,5,3,0,10,25,0,0,0,7,5,16,0,3,4,30,0,0,3,0,7,6,8,8,0,31,0,0,0,0,3,3,3,0,5,17,0,3,0,3,3,3,0,0,0,14,0,0,0,0,6,3,0,9,5,19
10103,3,3,3,6,32,6,13,10,3,89,3,0,0,6,6,6,8,14,0,37,0,0,0,0,3,3,4,6,0,13,3,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,3,3,0,6,0,3,0,5,18,33,212,156,221,207,141,82,117,37,1190,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,3,6,0,3,0,0,3,3,0,0,4,12,0,0,3,0,6,0,0,0,6,16,0,0,0,0,0,0,0,3,5,14,0,0,0,0,7,5,0,3,4,26,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,3,4
10104,10,10,12,18,89,79,43,31,3,299,6,3,3,5,29,40,14,18,3,117,3,0,3,0,11,11,7,14,0,47,0,0,3,0,3,3,4,3,0,22,0,0,0,0,3,0,3,4,0,13,0,8,0,3,6,0,0,3,0,15,5,16,12,0,8,7,3,9,11,71,119,737,428,398,466,348,174,176,65,2907,0,0,3,0,0,0,0,3,8,9,3,8,0,0,0,0,0,0,5,20,3,3,3,3,0,3,0,0,10,23,6,8,0,4,0,3,0,0,13,36,3,9,4,0,0,3,0,0,16,40,0,3,3,7,3,5,0,0,7,39,0,4,3,3,15,5,0,0,12,36,3,0,3,3,3,8,0,0,14,29,3,0,0,4,10,12,0,3,6,43,0,0,0,3,6,9,0,0,4,23,0,0,0,3,0,3,3,3,0,12,0,0,0,3,0,4,0,0,0,10
10105,3,0,0,4,31,44,21,27,3,137,0,0,0,0,25,11,7,17,3,71,0,0,0,0,8,7,0,9,0,29,0,0,0,0,3,3,0,3,0,11,3,0,0,0,0,4,4,7,0,14,0,0,0,0,4,0,0,0,0,4,0,5,7,4,6,3,0,0,5,26,35,239,163,170,289,213,96,113,34,1354,3,3,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,3,15,0,7,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,8,21,0,0,0,3,5,3,0,0,6,18,0,0,0,3,7,3,0,4,3,20,0,0,0,0,3,3,3,3,6,20,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,3,0,0,7
10106,3,0,3,7,20,23,15,8,4,85,0,3,0,3,3,4,3,10,0,23,0,0,0,0,3,0,3,4,0,17,0,0,0,0,0,0,4,3,0,12,0,0,0,0,4,4,0,5,0,20,0,3,0,0,0,0,0,0,0,4,0,7,0,3,3,0,0,3,0,18,35,206,123,127,169,156,69,88,28,1006,0,0,0,0,0,0,3,3,5,8,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,12,0,3,3,0,0,3,0,0,3,11,0,0,0,0,3,0,0,0,4,16,0,0,0,0,5,0,0,0,4,14,0,4,0,0,3,3,3,4,0,23,0,0,0,0,3,3,0,4,0,12,0,0,0,0,5,0,0,0,3,8,0,0,0,0,0,0,0,3,0,10
10201,13,14,18,38,111,126,77,62,3,459,9,4,12,6,33,51,30,37,7,190,3,7,3,6,23,20,20,29,3,112,0,0,3,3,3,9,10,24,0,46,0,4,0,4,4,7,10,22,0,41,0,5,0,4,6,5,3,4,0,27,0,15,7,11,9,12,5,3,12,81,181,1470,810,762,932,724,351,334,92,5649,4,7,0,0,0,0,0,7,19,34,0,21,0,0,3,0,0,4,9,41,3,12,5,0,0,0,0,0,6,30,3,5,7,8,3,0,0,0,24,53,3,0,5,4,0,4,0,3,22,46,0,10,10,3,11,8,0,4,22,65,4,13,7,14,16,13,3,5,12,91,4,4,8,9,25,24,6,18,17,115,7,9,3,11,32,25,12,3,22,111,0,4,0,0,18,22,3,16,3,63,3,0,0,3,12,15,3,6,13,57,0,3,0,0,12,13,3,7,3,40
10202,12,18,12,34,111,127,55,64,6,430,11,7,10,0,40,51,30,38,3,179,3,0,5,3,26,47,26,27,3,140,6,0,3,0,13,29,9,15,3,74,0,3,0,3,8,11,3,17,0,41,0,7,5,0,0,3,0,6,0,20,0,13,7,5,12,15,4,6,9,73,170,1191,712,626,892,727,245,285,104,4948,3,3,0,0,0,3,0,4,18,30,0,12,0,0,0,0,0,0,8,26,0,12,3,3,0,0,0,0,13,35,3,8,5,3,3,3,0,3,20,40,0,0,4,3,0,3,3,0,25,45,3,10,7,5,9,3,3,3,19,56,7,3,3,13,20,10,0,3,17,77,0,0,3,8,14,21,3,8,12,76,3,0,3,9,34,20,14,15,11,100,4,0,0,0,15,11,6,6,3,48,0,4,0,0,6,12,0,7,10,49,0,3,0,0,3,4,0,5,3,24
10301,10,8,12,22,63,68,28,24,0,239,4,0,3,8,26,27,17,15,4,106,3,3,3,5,33,28,18,24,0,108,0,0,0,0,15,7,9,17,0,49,0,0,0,0,3,4,3,18,0,31,0,3,3,0,3,3,0,3,0,10,0,8,4,5,4,6,0,4,3,36,85,473,259,232,481,346,139,187,37,2244,3,0,0,0,0,0,0,0,11,14,3,7,0,0,0,0,0,0,10,18,0,3,0,0,0,0,0,0,15,17,3,6,3,4,0,0,0,0,5,18,0,0,4,0,0,0,0,0,5,15,0,0,4,3,3,0,0,0,5,23,0,0,3,3,0,6,3,0,14,38,3,4,0,4,0,4,3,5,11,28,3,0,3,4,5,6,0,6,3,26,0,0,0,0,6,3,3,4,3,22,0,3,0,0,6,9,6,3,0,25,0,0,0,0,7,0,0,0,0,12
10302,4,0,10,8,61,54,35,45,4,228,7,0,3,3,16,13,20,26,0,84,0,0,0,4,3,13,6,18,0,45,0,0,0,0,0,0,4,3,0,13,0,3,0,0,3,0,6,7,0,21,0,0,0,0,3,9,3,0,0,21,0,6,6,4,7,5,5,9,11,46,89,493,275,327,457,429,198,230,65,2567,3,4,0,0,0,0,0,0,7,19,0,3,0,0,0,0,0,0,12,18,0,3,5,0,0,0,0,0,12,23,0,3,3,3,3,0,0,3,13,29,3,4,4,3,3,5,0,3,16,32,0,0,8,3,0,3,0,0,19,40,6,3,5,0,6,3,3,6,10,39,6,0,3,3,7,13,7,8,13,54,0,0,0,3,5,5,6,3,13,33,0,0,0,4,4,6,0,3,0,17,3,0,0,6,4,0,0,4,3,24,0,0,0,0,0,0,0,0,0,6
10303,9,3,7,5,33,47,11,17,4,138,0,0,6,4,18,22,7,9,5,70,0,3,0,0,4,13,7,14,0,40,3,0,0,0,4,3,7,9,0,29,3,0,0,3,0,5,6,14,0,42,0,0,3,7,0,0,3,5,0,22,3,3,0,3,3,6,3,0,9,33,79,442,256,265,289,262,112,167,55,1913,3,0,0,0,0,0,0,3,10,14,0,3,0,0,0,3,0,0,5,14,0,3,0,0,0,0,0,0,6,13,0,5,3,0,3,0,0,0,3,15,3,0,0,0,3,0,0,0,10,22,4,4,3,3,0,0,0,0,7,21,0,0,0,4,0,7,0,3,3,18,3,0,0,7,7,3,0,5,3,31,3,3,0,0,5,4,3,3,4,33,0,0,0,0,3,9,0,4,0,19,0,0,0,0,6,0,0,5,0,21,0,0,0,0,0,3,0,3,0,11
