SA3_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
10604,124,0,3,3,0,133,4,0,0,0,0,3,4,0,0,0,0,3,56,0,0,0,0,54,27,0,0,0,0,27,12,0,3,0,0,13,3,0,3,0,0,4,263,17,37,13,5,335,21,3,0,3,0,27,35,4,0,0,0,39,27,0,0,0,0,28,184,4,13,3,0,205,229,11,32,15,10,298,11388,578,1007,404,162,13538
10701,173,3,6,0,0,184,25,0,4,0,0,29,5,3,0,0,0,11,77,10,6,0,0,96,48,0,3,0,3,54,49,0,7,0,0,56,38,4,4,0,0,48,1051,59,89,15,13,1225,56,3,4,3,0,63,86,18,12,3,0,117,13,0,3,0,0,16,933,81,100,11,17,1134,308,16,32,6,25,398,22459,1362,1501,250,244,25822
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,58
10703,101,0,3,0,3,112,14,0,4,0,0,14,7,0,3,0,0,15,77,16,19,3,0,121,19,0,0,0,0,25,51,4,8,0,0,65,16,3,10,0,0,34,833,102,130,30,12,1107,43,3,9,3,0,57,41,10,9,3,0,61,11,0,0,0,0,15,399,58,78,13,9,563,283,30,33,13,20,377,18027,1613,2157,428,252,22483
10704,374,9,11,3,4,409,54,3,10,0,0,73,35,5,3,0,0,47,197,27,21,3,0,246,138,10,8,3,0,158,169,11,30,3,0,211,86,22,27,3,3,138,2090,162,207,22,12,2497,200,13,18,0,8,238,269,24,57,14,9,372,53,3,3,0,0,58,1752,120,169,30,26,2088,436,40,59,6,40,574,44586,3098,3565,554,469,52270
10801,39,3,3,0,0,46,0,0,0,0,0,4,5,0,0,0,0,3,22,7,8,0,0,37,0,0,0,0,0,0,8,0,3,0,0,16,4,0,0,0,0,4,205,31,59,14,7,310,8,0,3,0,0,11,5,0,0,0,0,5,6,0,0,0,0,8,64,7,19,7,4,99,166,15,26,10,7,225,6874,585,1108,256,168,8988
10802,63,4,3,0,4,72,0,0,0,0,0,6,3,0,3,0,0,7,29,3,3,0,0,36,6,0,0,0,0,6,13,0,3,0,0,23,3,0,0,0,0,3,308,26,68,24,0,429,22,5,11,0,3,36,0,3,0,0,0,7,6,0,0,0,0,6,168,24,18,4,6,215,311,6,65,20,21,424,11540,715,1710,509,273,14753
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,13,0,0,0,0,0,4,152,31,25,4,6,214
10804,116,12,8,6,0,144,9,0,3,0,0,13,11,0,3,0,0,13,99,18,20,11,0,148,15,0,0,0,0,21,20,3,13,0,3,38,3,3,0,0,0,8,834,92,136,28,17,1110,67,7,14,3,0,86,26,0,10,0,0,35,21,3,3,0,0,33,291,44,47,12,7,401,330,37,47,23,14,450,21953,1777,2877,591,331,27531
10805,76,8,3,0,5,91,4,0,0,0,0,5,3,0,0,0,0,10,27,7,9,0,0,51,10,0,0,0,0,15,13,3,3,4,0,22,0,0,0,0,0,5,353,47,76,20,7,500,29,3,11,0,0,41,14,0,0,0,0,15,13,0,3,0,0,21,171,11,23,7,0,216,303,24,49,9,29,405,13301,909,1755,535,317,16815
10901,165,3,3,0,0,168,10,0,3,0,0,14,16,0,0,0,0,16,76,13,10,3,0,98,54,4,3,0,0,57,25,5,8,0,0,35,3,0,0,0,0,3,586,51,53,19,10,718,48,7,9,0,0,61,21,5,4,0,0,27,14,0,3,0,0,21,413,23,37,13,7,489,286,37,43,11,24,407,23306,1740,2159,583,276,28063
10902,14,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,3,74,3,10,3,3,94,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,89,0,0,4,0,87,99,13,9,21,16,148,3711,386,598,332,99,5125
10903,81,3,3,0,0,95,3,0,0,0,0,6,5,0,0,0,0,6,45,5,0,0,0,50,31,3,0,0,0,42,14,0,4,0,3,18,0,0,0,0,0,0,214,23,35,18,3,285,15,0,0,0,0,21,8,0,3,0,0,15,9,0,0,0,0,9,166,4,4,3,4,180,308,28,61,35,23,459,11687,1339,1719,845,305,15892
11001,77,0,3,3,0,84,7,0,0,0,0,8,12,0,0,0,0,12,60,5,8,3,0,72,38,5,0,0,0,39,19,0,0,0,0,23,3,0,0,0,0,3,286,25,46,23,8,386,52,3,14,4,0,76,22,7,0,0,0,32,12,0,0,0,0,12,381,12,22,12,3,433,171,17,27,16,19,249,12069,865,1694,639,178,15451
11002,127,3,3,0,7,144,0,0,0,0,0,0,0,0,0,0,0,3,23,3,4,4,0,38,3,0,0,0,0,4,4,0,8,3,0,13,0,0,0,0,0,4,139,20,49,27,3,236,6,0,3,0,0,12,16,0,6,0,0,17,3,3,0,0,0,5,110,13,13,14,0,144,235,21,59,39,26,369,9371,689,1960,1048,278,13346
11003,59,0,0,0,0,65,0,0,0,0,0,3,3,0,0,0,0,3,35,0,4,0,0,41,9,3,0,0,0,15,3,3,0,0,0,7,0,0,0,0,0,0,99,10,21,10,4,152,17,3,0,3,0,24,0,0,0,0,0,3,17,0,0,0,0,19,79,6,9,9,3,104,235,32,40,17,21,331,8271,816,1238,506,198,11027
11004,251,0,3,0,4,264,4,3,0,0,0,6,25,3,0,0,0,25,100,14,5,0,0,119,34,4,0,0,0,40,29,3,5,0,0,36,0,0,3,0,0,4,400,32,62,24,12,539,63,4,7,8,0,85,44,0,9,0,0,62,30,0,0,0,0,31,380,10,20,9,8,424,518,50,88,31,34,722,27386,1798,3064,1067,486,33799
11101,188,4,12,0,3,221,26,3,10,0,0,41,26,5,3,0,0,28,130,18,11,3,0,166,48,3,3,0,0,51,65,7,8,3,0,84,4,4,3,0,0,10,877,106,106,19,8,1107,111,9,22,0,0,138,62,6,17,3,0,88,34,3,7,0,0,44,455,59,63,7,9,585,357,23,25,11,24,443,33892,2739,2852,482,333,40300
11102,110,3,0,0,0,115,11,0,0,0,0,8,9,0,0,0,0,8,65,3,9,3,0,83,16,0,0,0,0,16,27,3,3,3,0,40,0,0,0,0,0,0,367,48,60,21,7,504,46,4,13,0,0,67,19,7,7,0,0,33,23,0,3,0,0,31,222,31,58,9,3,327,196,18,7,12,20,253,14276,1237,1560,310,196,17577
11103,481,10,19,0,5,514,86,7,5,0,0,102,57,0,4,0,0,65,400,41,30,4,0,474,126,5,4,3,0,141,138,0,18,0,4,158,13,3,3,0,0,20,2658,169,181,13,12,3041,349,14,24,3,0,395,152,12,36,5,6,211,121,5,3,3,0,136,1755,106,148,20,17,2050,797,33,61,6,49,943,87886,4377,4577,681,700,98220
11201,77,3,8,0,3,92,8,0,3,0,3,20,11,4,3,0,0,22,115,20,48,8,4,191,16,4,0,0,0,18,55,3,8,0,0,70,4,3,0,0,0,9,850,152,320,43,19,1378,132,23,71,0,3,228,8,0,11,3,0,29,23,3,8,0,0,33,474,84,166,28,26,780,422,60,107,15,33,645,20770,2445,4616,736,474,29042
11202,136,4,6,3,3,148,9,0,0,0,0,10,14,0,3,0,0,19,79,12,12,0,0,113,12,0,0,0,0,15,29,0,3,3,0,41,6,0,0,0,0,6,647,58,116,24,5,853,93,0,15,4,0,118,26,3,5,3,0,40,26,5,3,0,0,32,337,24,61,25,12,457,424,20,63,26,17,550,23142,1208,3052,793,386,28582
11203,205,4,8,3,0,218,20,0,9,0,0,32,22,3,0,0,0,23,119,19,21,4,5,164,16,3,0,0,0,27,55,4,7,0,0,69,14,0,3,0,0,16,946,135,167,35,11,1297,68,18,10,3,0,104,39,10,4,4,0,59,17,0,3,0,0,22,533,38,84,18,8,679,373,24,65,23,25,515,20806,2017,3172,647,360,26997
11301,199,3,0,0,7,213,5,0,0,0,0,5,5,0,0,0,0,5,103,10,7,0,0,118,27,9,0,0,0,39,33,3,0,0,0,32,20,3,0,0,0,22,247,16,28,4,3,297,22,3,0,3,0,33,9,4,0,0,0,14,46,0,0,0,0,49,649,14,26,4,11,704,370,23,63,31,26,523,16717,1483,1881,827,305,21213
11302,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,3,70,0,3,0,0,70,3,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,88,6,12,4,0,116,9,0,0,3,0,11,3,3,0,0,0,4,4,0,0,0,0,8,58,6,8,3,0,82,109,7,23,11,9,160,4539,333,638,253,120,5889
11303,310,3,3,3,0,313,9,0,0,0,0,9,20,0,3,0,0,22,137,3,8,0,4,153,88,4,0,0,0,96,32,3,0,0,0,35,3,0,0,0,0,7,563,38,56,17,5,679,70,0,5,4,3,79,24,0,16,3,3,47,54,0,3,0,0,62,701,25,31,12,3,768,568,34,93,44,52,795,33494,2103,3593,1157,493,40838
11401,152,3,3,0,4,164,11,6,5,0,0,21,23,3,4,0,0,30,82,10,20,3,0,111,24,4,3,0,0,30,70,7,4,0,3,77,6,3,3,0,0,14,1165,110,202,56,15,1555,96,7,16,6,3,121,32,8,12,3,3,60,24,0,0,0,0,25,423,51,68,19,11,569,514,43,80,17,42,700,27154,2210,3512,692,487,34050
11402,73,0,6,0,0,79,15,0,8,3,0,30,8,0,3,0,0,13,70,17,19,0,0,108,18,4,0,0,0,22,20,0,0,0,0,28,0,0,0,0,0,0,705,129,147,39,9,1026,46,7,12,3,0,73,26,3,11,0,0,38,12,7,0,0,0,15,371,49,80,19,3,520,213,25,46,15,21,320,13237,1757,2195,496,236,17922
11501,1524,43,33,9,10,1613,146,28,30,0,0,198,135,18,17,3,0,171,746,97,61,6,3,905,612,76,60,13,5,763,197,20,8,0,0,226,93,21,17,0,0,143,2031,246,157,32,10,2473,310,24,19,3,3,358,517,52,28,8,12,623,112,14,3,0,0,130,3110,313,272,45,41,3776,401,46,37,14,35,532,50254,5239,3617,740,471,60322
11502,111,3,3,0,5,119,17,3,3,0,0,26,14,3,0,0,0,19,108,16,13,0,0,139,51,7,0,0,3,63,23,6,3,0,0,37,7,0,0,0,0,9,299,87,53,14,5,460,34,10,8,0,0,54,39,9,4,0,0,52,9,0,0,0,0,12,325,60,48,20,3,449,64,9,24,0,8,110,7144,1494,1112,295,92,10139
11503,23,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,6,0,19,4,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,3,90,45,44,12,0,188,7,3,3,0,0,14,3,0,0,0,0,4,0,0,0,0,0,3,37,13,11,3,0,70,35,11,13,4,0,59,2389,669,776,208,68,4114
11504,164,16,10,7,3,190,7,0,6,0,0,17,14,0,7,0,0,14,85,22,16,3,0,129,41,0,11,0,0,53,47,3,0,0,0,52,10,3,0,0,0,12,317,58,40,11,3,422,33,3,5,0,0,43,39,4,5,4,0,62,13,0,0,0,0,11,358,55,36,4,3,460,79,13,5,3,0,110,8596,1265,881,205,83,11035
11601,2039,61,75,12,20,2204,156,3,6,0,0,170,49,7,3,0,0,69,356,30,15,0,3,409,575,74,62,10,6,734,150,3,9,3,0,165,94,18,23,11,0,149,1194,93,67,14,8,1378,133,12,3,0,0,153,552,45,40,14,6,656,59,0,3,0,0,63,2956,266,262,53,35,3569,466,44,35,6,37,580,41320,3340,2599,501,462,48225
11602,365,27,41,4,4,445,24,13,14,0,0,48,19,0,5,0,0,28,121,12,21,3,0,153,91,26,36,3,0,152,24,3,0,0,0,30,21,3,8,0,0,27,370,53,60,6,0,484,50,7,3,3,0,61,75,15,20,7,0,119,21,0,3,0,0,26,626,102,131,27,12,888,121,17,19,3,13,177,11464,1495,1611,286,142,14999
11603,2149,68,88,17,16,2336,81,10,3,0,0,88,44,0,0,0,0,44,245,11,7,0,0,264,307,18,14,0,5,345,99,3,0,4,0,103,129,17,20,3,0,167,1291,69,36,3,8,1415,79,3,0,0,5,87,659,30,45,15,18,771,50,0,0,0,0,48,3117,184,254,29,53,3628,523,33,28,4,42,630,40763,1896,1614,266,452,44987
11701,1371,3,17,3,13,1408,154,6,8,0,0,171,168,5,4,4,0,183,435,42,17,3,5,500,278,3,0,0,5,287,478,13,21,3,6,516,155,13,13,7,3,188,2130,118,84,4,19,2354,233,10,3,3,0,250,747,31,36,6,5,831,53,3,3,0,0,56,6047,257,249,30,65,6655,524,31,21,4,52,632,54607,2438,1562,257,504,59366
11702,444,10,9,0,0,469,45,5,6,3,0,63,43,11,3,0,0,53,123,35,17,3,3,177,97,4,0,0,0,103,238,8,19,3,7,274,53,9,8,3,0,68,644,121,127,11,7,906,97,16,19,3,0,132,805,103,103,29,9,1059,10,0,3,0,0,15,2386,171,267,32,40,2898,200,24,29,3,18,275,19079,2214,2242,300,247,24081
11703,10545,98,99,20,45,10807,1279,77,85,17,3,1461,1924,69,65,13,10,2079,5887,538,216,15,28,6681,3434,82,49,11,18,3596,4909,122,157,46,73,5316,761,76,67,14,9,929,28873,1852,1122,82,155,32082,4550,184,167,12,27,4942,5925,257,226,48,62,6524,690,37,16,6,3,755,40419,1663,1386,199,340,44002,3242,212,162,38,238,3893,451305,23020,16546,1976,3194,496038
11801,742,12,44,7,6,808,165,33,50,8,3,250,111,6,12,0,3,134,921,433,342,40,17,1743,115,5,7,3,3,132,550,13,30,4,3,613,60,14,3,3,0,83,2138,444,413,60,24,3074,400,57,69,11,3,536,331,23,47,14,4,428,61,14,13,4,0,87,4970,607,695,118,70,6463,342,50,63,13,35,500,37910,5813,5391,871,471,50448
11802,809,17,17,5,6,857,106,20,24,3,0,159,131,11,9,0,0,151,392,107,76,3,0,576,183,8,12,0,0,197,300,23,17,3,4,344,80,7,4,0,0,88,1841,213,215,27,12,2313,292,21,30,0,0,349,434,32,52,17,0,535,111,0,3,0,0,117,3684,282,379,48,45,4439,350,28,35,4,34,447,35238,3104,3347,510,381,42583
11901,1096,21,18,8,5,1147,137,7,11,4,0,166,69,8,4,3,3,88,260,27,15,0,3,305,310,11,10,3,5,333,202,8,10,8,3,228,121,16,23,0,3,169,1244,73,70,10,8,1408,120,5,6,3,0,135,2999,293,374,86,52,3802,83,3,0,0,0,93,4700,363,400,36,64,5576,606,67,65,11,58,805,50318,4728,3998,734,660,60435
11902,487,20,11,3,5,520,35,3,10,0,0,48,41,3,0,3,0,51,107,18,10,0,0,129,105,12,4,0,0,119,98,3,12,3,4,122,35,8,11,0,0,57,434,35,29,3,4,504,46,4,5,0,0,63,789,78,139,21,18,1038,32,0,0,0,0,37,2501,305,514,48,57,3429,256,25,40,11,21,348,21988,2797,2809,516,399,28506
11903,366,9,18,0,5,402,34,5,7,0,0,47,36,3,4,0,0,41,99,10,4,0,3,122,60,4,0,0,0,65,114,11,11,6,3,139,21,0,6,3,0,27,491,73,53,15,4,637,41,4,3,4,0,49,307,50,48,26,9,438,13,0,0,0,0,18,1742,192,188,32,32,2180,200,31,30,9,14,274,21248,2987,2493,526,277,27520
11904,693,12,24,3,3,739,52,9,9,3,0,79,59,10,3,0,0,67,162,17,17,3,5,198,101,9,6,0,0,122,211,12,23,10,3,263,44,8,14,0,0,71,806,65,80,13,6,974,82,4,3,0,0,92,280,27,72,10,3,398,53,0,3,0,0,62,2982,287,368,46,47,3734,261,35,39,10,24,361,26762,2797,2818,451,358,33180
12001,1034,4,13,0,5,1057,67,4,6,4,0,79,81,6,5,0,0,93,258,23,27,0,0,309,335,20,16,3,6,378,202,13,13,0,0,229,78,13,17,0,0,112,922,97,86,11,8,1120,118,12,16,3,0,148,411,20,29,8,3,477,33,5,3,0,0,44,2615,143,183,35,26,3008,235,19,18,11,21,303,27943,2591,2222,370,286,33410
12002,296,5,12,0,0,312,44,10,5,0,0,55,42,8,3,3,0,56,110,26,26,0,0,165,94,3,7,0,0,105,189,14,3,3,3,215,40,5,15,0,0,66,785,211,214,20,8,1241,94,19,34,7,0,155,193,19,19,14,0,246,24,3,6,0,0,29,1429,134,146,18,11,1741,152,14,30,0,12,205,16045,2500,2285,316,182,21324
12003,1369,26,25,4,8,1436,111,11,22,0,4,148,85,4,7,0,0,100,218,13,19,0,0,260,493,50,49,11,4,601,285,3,37,6,6,337,126,25,25,3,0,184,1142,100,112,10,7,1370,160,5,12,3,0,185,1169,133,110,31,22,1465,51,0,7,0,0,55,4128,267,316,41,60,4812,415,35,54,13,51,555,43985,4131,3846,667,516,53154
12101,1612,22,22,7,9,1676,208,20,17,0,0,248,279,38,22,6,0,338,1018,149,68,10,7,1246,570,14,8,0,3,598,570,28,25,3,4,638,92,19,9,3,3,131,4073,420,224,37,22,4780,545,52,33,6,3,634,652,35,34,9,3,734,141,3,3,0,0,153,6139,373,312,50,41,6916,425,37,45,8,38,552,68806,5853,3914,707,519,79807
