SA3_CODE_2016,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000mo_Mng,CI_II_3000mo_Pro,CI_II_3000mo_TecTW,CI_II_3000mo_CoPSW,CI_II_3000mo_ClAW,CI_II_3000mo_SWks,CI_II_3000mo_MaOpDv,CI_II_3000mo_Lab,CI_II_3000mo_IDNS,CI_II_3000mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000mo_Mng,LE_IDNS_3000mo_Pro,LE_IDNS_3000mo_TecTW,LE_IDNS_3000mo_CoPSW,LE_IDNS_3000mo_ClAW,LE_IDNS_3000mo_SWks,LE_IDNS_3000mo_MaOpDv,LE_IDNS_3000mo_Lab,LE_IDNS_3000mo_IDNS,LE_IDNS_3000mo_Tot,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot
10102,0,0,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,15,22,34,56,25,13,28,0,219,3,0,0,0,0,0,0,0,3,8,0,0,0,3,3,5,0,0,0,12,0,0,0,4,0,0,0,0,0,8,0,0,0,3,4,3,0,3,0,17,3,0,3,0,9,3,0,3,0,25,3,0,10,3,8,0,0,7,0,28,3,0,5,8,9,9,0,9,5,47,3,5,11,9,5,3,10,9,0,57,7,0,6,3,10,0,10,7,3,47,10,3,0,4,5,0,3,3,0,31,9,5,4,0,8,0,0,4,0,35,3,3,0,0,0,0,0,4,0,14,5,6,0,0,3,0,3,0,4,18,3,3,0,0,0,0,0,0,0,10,0,3,0,0,3,0,3,0,6,20,67,29,44,38,57,28,35,46,29,385
10103,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,39,4,12,43,41,17,16,37,0,204,3,0,0,0,0,0,0,0,0,4,3,0,0,0,4,7,0,3,0,14,0,0,0,0,3,5,0,3,0,12,3,0,0,7,0,3,4,6,3,27,3,0,3,0,5,3,0,7,3,24,3,8,4,11,9,9,3,9,8,62,5,0,4,6,7,11,5,9,3,49,13,3,4,12,11,8,0,3,3,52,15,5,7,3,7,0,0,3,0,38,5,4,5,0,6,0,0,0,0,19,9,3,0,0,3,0,0,0,0,19,0,0,4,3,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,6,0,0,5,3,5,0,3,3,27,75,25,33,49,46,42,26,49,23,377
10104,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,36,74,105,76,23,77,0,467,8,0,0,3,0,0,0,3,0,17,0,0,4,7,3,15,0,7,5,38,5,3,3,6,5,10,4,8,0,41,11,0,9,12,6,14,0,13,3,64,3,8,5,18,4,14,4,19,4,82,13,7,12,22,15,18,11,9,0,101,11,12,20,16,19,16,4,17,9,126,12,16,14,13,20,14,7,20,3,115,22,12,11,4,20,3,3,7,6,91,9,9,10,0,5,0,3,0,3,44,9,11,0,0,3,0,3,0,0,27,4,8,0,0,3,0,0,0,0,23,6,6,0,0,0,0,0,0,0,12,3,7,0,0,0,0,0,0,0,3,3,4,10,5,3,9,3,5,13,61,113,92,97,111,107,113,39,116,52,843
10105,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,4,15,30,53,33,18,28,3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,3,0,0,3,0,3,0,0,0,16,4,0,0,6,0,3,0,0,0,19,3,0,0,8,8,3,0,6,0,26,3,7,7,0,4,6,0,5,0,35,9,5,0,4,14,3,3,10,0,53,11,8,3,5,18,5,3,7,3,59,14,8,0,9,9,8,3,3,5,54,3,0,0,0,3,0,4,4,0,23,7,5,0,0,0,0,3,0,0,14,0,4,0,0,0,0,0,0,0,7,8,6,0,0,0,3,3,0,0,22,3,4,0,0,3,0,0,0,0,17,0,3,6,3,0,4,3,0,9,32,70,48,29,48,67,41,29,42,27,395
10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,10,6,11,34,17,5,26,0,136,3,0,3,0,0,0,0,0,3,5,4,0,3,0,0,4,0,0,0,13,3,0,0,3,0,0,0,3,0,10,3,0,4,4,3,3,3,3,0,19,4,5,3,7,0,0,0,0,0,20,6,4,3,3,8,5,0,3,0,31,8,0,0,9,9,4,3,3,0,39,4,0,0,6,3,7,3,11,3,31,5,4,5,0,9,3,3,3,3,42,0,0,3,0,0,0,3,0,0,16,3,3,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,0,5,0,0,11,3,3,5,0,0,0,0,0,0,14,10,4,0,3,0,3,0,0,7,20,58,35,28,30,39,26,21,40,21,295
10201,8,9,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,0,0,11,91,56,50,128,223,169,46,111,7,874,3,3,0,0,9,3,0,3,5,21,0,3,0,9,3,20,0,23,5,63,3,4,9,18,9,24,3,15,4,85,10,9,11,17,20,16,3,15,3,106,7,17,15,26,24,17,3,17,12,140,16,14,10,33,51,25,11,34,15,202,21,21,28,28,34,30,13,33,4,207,16,28,32,45,55,26,19,31,3,244,33,26,30,19,63,9,7,15,18,211,20,29,18,15,26,10,6,9,4,127,14,20,10,3,9,4,3,3,3,75,10,23,7,8,4,4,5,0,3,57,11,27,3,7,8,3,0,0,8,63,8,27,3,0,0,0,0,0,4,48,9,16,14,14,6,5,7,13,42,128,179,265,185,226,318,196,88,201,139,1798
10202,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,9,68,35,47,124,176,183,47,96,10,793,0,0,0,0,3,0,0,3,3,16,0,0,4,4,3,23,0,11,0,52,0,6,6,10,10,12,3,17,3,61,11,0,10,13,9,14,3,21,5,83,5,5,5,31,17,19,5,14,6,108,5,15,18,20,30,25,5,20,9,155,21,13,10,43,27,17,25,38,6,208,21,15,21,25,41,22,17,23,8,195,13,23,15,14,29,13,28,15,4,157,12,12,16,10,18,4,7,9,0,93,12,11,9,3,4,4,3,5,5,51,7,14,3,0,0,0,0,5,3,41,6,11,0,0,4,0,0,3,0,23,9,4,3,3,4,0,0,0,3,24,3,7,8,10,5,7,3,9,44,102,124,139,133,193,207,171,101,196,103,1369
10301,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,22,29,53,95,57,23,55,0,387,4,0,0,0,0,0,0,0,0,3,3,0,4,3,3,7,0,7,0,20,5,0,7,3,0,5,0,7,3,30,7,5,4,6,7,3,3,7,6,40,8,0,3,8,7,11,0,8,0,42,8,7,7,9,9,11,0,4,3,57,10,0,9,9,5,13,8,23,5,81,11,6,7,12,15,7,12,8,3,88,8,6,10,3,5,3,3,6,3,49,5,6,3,3,9,3,3,3,0,38,5,17,6,3,3,0,3,4,5,44,5,5,0,6,3,0,0,3,0,23,3,0,0,0,0,0,3,0,0,13,9,5,0,0,0,0,0,0,0,18,7,3,7,3,0,3,6,7,13,46,94,70,63,63,66,61,45,94,39,592
10302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,7,0,0,0,3,0,0,0,0,7,92,16,28,57,94,68,20,63,10,444,17,0,0,0,0,0,0,4,6,29,6,0,0,3,0,12,0,13,0,31,17,0,0,12,4,7,0,15,5,55,9,8,3,12,4,4,0,9,3,51,18,3,13,16,10,10,4,7,0,86,22,5,8,20,14,10,11,15,7,112,23,7,14,13,17,13,8,22,4,123,20,6,18,15,17,8,14,12,6,111,28,10,4,4,12,9,9,5,0,92,12,3,6,3,3,4,7,8,0,49,7,4,3,0,0,0,3,0,0,21,7,5,4,0,0,0,8,0,0,26,9,3,0,0,0,0,5,0,0,18,17,9,4,0,3,0,0,3,0,36,11,4,3,3,3,3,3,9,21,55,219,67,78,98,84,91,70,117,55,887
10303,3,0,0,0,3,0,10,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,42,14,21,49,80,43,33,51,3,333,9,0,0,0,0,0,0,3,8,14,3,0,4,0,0,3,0,3,0,16,4,3,3,4,7,13,3,10,0,41,8,0,0,3,11,3,3,3,3,41,10,0,6,10,12,3,0,9,3,54,7,3,3,13,17,17,5,11,0,78,10,0,9,6,10,8,9,7,3,57,12,8,4,5,18,3,9,8,3,70,10,9,5,8,7,4,12,3,0,53,13,7,3,5,4,0,10,10,0,43,0,0,0,3,4,0,6,0,6,25,4,4,0,3,0,0,8,0,0,24,3,4,7,0,0,0,13,0,3,28,0,3,4,0,0,0,5,3,3,15,0,3,0,4,3,0,6,6,11,49,87,52,56,63,84,64,88,79,49,616
