SA3_CODE_2016,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_Inc_LR_15_24,M_M1_Tram_Inc_LR_25_34,M_M1_Tram_Inc_LR_35_44,M_M1_Tram_Inc_LR_45_54,M_M1_Tram_Inc_LR_55_64,M_M1_Tram_Inc_LR_65_74,M_M1_Tram_Inc_LR_75ov,M_M1_Tram_Inc_LR_Tot,M_M1_Taxi_15_24,M_M1_Taxi_25_34,M_M1_Taxi_35_44,M_M1_Taxi_45_54,M_M1_Taxi_55_64,M_M1_Taxi_65_74,M_M1_Taxi_75ov,M_M1_Taxi_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_Inc_LR_15_24,M_M2_TrnTrm_Inc_LR_25_34,M_M2_TrnTrm_Inc_LR_35_44,M_M2_TrnTrm_Inc_LR_45_54,M_M2_TrnTrm_Inc_LR_55_64,M_M2_TrnTrm_Inc_LR_65_74,M_M2_TrnTrm_Inc_LR_75ov,M_M2_TrnTrm_Inc_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_Inc_LR_15_24,M_M2_BusTrm_Inc_LR_25_34,M_M2_BusTrm_Inc_LR_35_44,M_M2_BusTrm_Inc_LR_45_54,M_M2_BusTrm_Inc_LR_55_64,M_M2_BusTrm_Inc_LR_65_74,M_M2_BusTrm_Inc_LR_75ov,M_M2_BusTrm_Inc_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
10102,0,0,0,0,0,0,0,5,10,10,0,7,6,4,0,33,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,3,0,9,0,0,4,0,0,10,879,1574,1397,1357,899,234,37,6383,161,79,46,23,25,5,0,346,18,40,41,52,40,17,3,205,17,15,8,14,8,0,0,67,3,11,10,14,7,0,0,44,10,9,11,18,14,5,3,67,58,69,47,52,53,18,9,295,1155,1802,1561,1543,1063,292,53,7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3
10103,6,12,0,3,0,0,0,22,7,6,0,0,4,3,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,397,514,516,651,524,139,15,2765,154,69,25,21,13,5,0,292,0,11,10,24,31,14,8,94,3,3,5,7,4,3,0,25,7,4,15,7,6,0,0,39,12,20,25,18,22,15,0,112,138,175,88,79,76,20,14,588,732,817,688,813,682,199,34,3964,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,9,9,8,0,0,61,16,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,49,15,9,9,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10104,0,0,0,0,0,0,0,0,11,11,10,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,4,808,1171,1476,1986,1864,412,39,7764,217,79,67,49,43,3,0,465,8,24,27,96,81,28,4,274,17,15,14,25,29,3,0,102,13,11,18,27,26,6,0,95,4,8,14,22,31,7,7,95,79,67,78,93,125,56,12,511,1166,1387,1710,2305,2191,525,63,9351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
10105,20,20,9,7,7,0,0,61,4,12,8,8,5,0,0,40,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,9,0,4,4,0,0,13,541,930,870,961,702,171,21,4202,147,63,42,28,25,3,0,316,15,15,26,29,20,17,9,128,11,4,9,10,6,0,0,45,0,5,6,9,9,0,0,32,3,3,12,7,10,8,5,48,29,60,36,45,60,24,7,266,779,1129,1034,1099,845,227,38,5156,3,9,8,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,8,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10106,10,13,10,11,3,3,0,44,6,8,10,5,7,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,368,564,652,644,489,152,18,2902,55,33,16,22,15,4,5,149,6,18,27,43,33,26,10,158,7,7,8,8,10,0,3,44,3,4,7,3,4,0,3,24,0,5,6,10,4,12,4,44,27,37,30,45,64,41,7,254,488,695,773,789,625,231,52,3664,3,5,5,3,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,3,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10201,48,62,51,51,45,11,0,270,106,36,45,57,28,4,0,282,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,19,2565,3831,3954,4269,3230,731,64,18643,603,205,126,111,91,24,5,1159,17,62,91,107,100,28,3,409,28,51,40,65,63,9,3,258,24,29,32,40,28,4,0,157,10,11,31,35,41,9,3,138,139,142,84,119,108,42,7,638,3537,4433,4467,4852,3734,858,88,21974,19,16,16,17,14,4,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,16,21,26,17,3,0,97,9,0,0,0,6,0,0,10,0,3,3,0,0,0,0,11,44,41,41,38,40,10,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,14,4,7,0,0,0,0,25,0,0,0,0,0,0,0,0
10202,37,27,28,18,14,10,0,134,95,26,19,11,21,0,0,179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,12,2225,3351,3456,3674,2666,571,46,15986,567,193,92,73,58,10,0,985,26,62,103,130,134,31,3,484,29,42,41,45,31,6,0,188,24,25,17,44,18,0,0,134,10,7,19,29,20,17,0,98,96,67,58,75,78,26,14,416,3103,3805,3830,4107,3043,673,63,18626,8,9,12,9,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,6,3,0,29,5,4,4,0,4,0,0,17,5,3,3,0,0,0,0,17,19,23,29,13,11,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,19,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3
10301,3,3,0,0,0,0,0,10,8,3,9,6,3,3,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,3,6,0,20,950,1499,1457,1564,1177,303,35,6977,204,97,52,53,39,9,4,456,9,23,32,54,64,23,4,210,4,11,7,16,11,10,0,63,14,13,19,22,15,3,0,74,0,8,8,10,18,12,3,64,86,94,67,62,61,34,13,415,1279,1755,1651,1792,1395,396,55,8319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10302,0,0,0,0,0,0,0,5,5,28,21,26,19,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,3,0,28,916,1338,1395,1489,1315,386,81,6910,239,127,77,71,59,21,5,593,3,24,49,89,86,31,14,298,10,12,19,13,17,11,4,86,7,11,8,11,11,5,0,58,7,16,18,34,29,30,7,138,93,98,102,142,168,65,33,703,1289,1650,1692,1883,1717,539,149,8917,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10303,0,6,3,0,3,0,0,13,3,5,7,8,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,13,720,1376,1345,1572,1147,227,31,6409,149,111,83,72,59,6,4,474,12,14,20,56,56,31,8,191,11,11,3,11,22,9,0,68,3,7,7,15,13,0,3,42,28,11,13,8,13,8,0,84,80,80,59,81,85,37,19,444,1009,1619,1546,1821,1391,316,64,7765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
