SA3_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
12401,5,11,7,18,70,100,46,84,3,337,4,3,3,12,31,49,33,51,0,193,6,0,0,6,16,44,20,37,3,135,5,3,0,6,12,21,9,23,3,76,0,3,0,6,10,7,6,35,0,71,3,0,0,0,0,3,3,4,0,15,0,0,0,4,16,7,4,3,14,46,65,193,192,259,420,537,225,345,45,2276,0,4,0,0,0,0,0,3,0,11,16,213,16,3,0,0,0,0,4,252,3,171,61,22,4,0,0,3,4,277,10,121,101,38,18,7,3,0,9,299,14,78,124,58,14,13,3,4,0,323,17,75,143,119,40,19,18,11,3,439,25,31,72,195,77,45,16,15,3,483,9,18,51,113,116,49,28,21,3,412,14,12,24,53,78,40,27,27,3,275,10,10,9,20,30,13,16,17,0,111,9,0,3,7,16,9,24,23,0,90,3,0,0,3,16,11,13,10,0,57
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,16,11,16,43,264,311,168,178,12,1019,9,5,7,21,141,204,122,158,3,678,12,3,3,6,84,129,58,136,3,437,4,0,0,6,39,67,46,82,5,250,0,3,3,3,22,46,46,114,0,240,3,0,0,0,0,5,8,34,0,59,0,3,3,3,21,22,10,20,28,113,132,287,356,433,1307,1587,783,1041,130,6065,6,15,0,0,3,3,4,3,0,38,13,318,36,5,0,0,0,0,7,383,23,253,94,26,4,9,3,0,0,412,12,152,156,66,20,21,5,0,7,441,16,92,177,103,22,30,9,9,9,473,21,77,173,226,90,59,16,25,14,699,33,39,131,238,207,120,29,31,10,840,18,29,70,171,250,188,50,37,6,826,24,14,28,96,193,151,49,58,9,620,13,14,10,29,100,67,55,43,5,335,13,0,10,9,70,59,71,36,0,275,7,4,3,6,47,43,28,26,3,162
12404,16,11,11,15,105,143,70,98,12,475,10,3,3,14,118,101,79,65,6,394,3,0,0,6,83,101,74,70,4,340,3,0,0,3,34,42,48,54,0,184,4,0,0,0,32,33,61,48,0,179,0,0,0,0,3,5,3,12,0,34,0,3,4,3,10,15,7,7,5,57,60,114,126,170,651,724,463,528,54,2895,3,9,4,0,0,0,0,0,0,17,12,113,3,3,0,0,0,3,0,138,7,91,38,6,0,3,0,3,3,155,0,67,43,13,6,6,0,4,3,139,5,49,61,25,9,3,3,7,9,176,14,36,69,70,28,18,3,5,6,256,8,11,42,113,70,37,16,20,4,316,6,17,20,59,60,53,30,11,0,263,14,0,11,31,65,70,53,31,3,276,9,3,3,14,58,50,39,27,0,197,5,3,0,6,45,50,26,25,3,159,10,0,3,3,28,45,22,17,0,130
12405,7,6,3,23,122,113,83,51,7,414,6,0,0,12,67,69,52,60,4,263,3,0,3,4,40,44,43,58,0,202,3,0,0,0,18,32,29,34,4,123,4,0,0,0,6,23,21,55,0,110,0,0,0,0,0,6,0,12,0,19,0,3,0,0,5,14,3,9,11,41,35,113,119,144,520,509,307,361,52,2162,0,3,3,0,0,0,0,0,0,14,5,49,8,0,0,0,0,0,0,71,3,73,28,0,0,0,0,0,3,104,3,34,39,17,7,3,0,0,3,113,8,32,46,27,7,7,3,3,3,132,0,22,63,72,28,13,6,10,4,215,7,7,35,68,41,33,10,16,8,218,13,4,11,50,56,42,19,15,3,213,5,10,8,19,37,34,13,16,0,145,4,0,4,8,25,9,12,19,6,79,8,0,0,3,15,19,18,8,0,73,4,0,0,0,9,6,5,10,0,48
12501,23,16,28,40,406,430,169,159,16,1299,18,20,16,30,233,313,148,174,5,946,12,7,10,7,173,255,122,155,7,756,8,3,4,8,96,142,87,131,10,491,16,4,6,9,95,122,116,184,3,544,0,0,0,3,5,16,14,55,3,97,0,9,4,0,16,28,8,12,15,88,139,298,386,400,1893,2061,880,1072,140,7266,5,11,5,10,0,3,0,0,3,34,22,193,17,3,0,3,0,4,10,253,16,204,63,21,0,3,0,0,7,312,11,137,96,41,3,12,3,5,10,325,6,73,137,54,18,12,5,12,7,322,12,61,115,129,50,26,12,17,12,439,17,31,63,106,109,76,32,24,18,471,20,25,46,69,123,128,62,48,4,527,17,7,18,36,131,126,72,51,11,473,10,10,3,27,89,96,54,55,9,348,18,0,9,14,78,101,39,47,4,324,10,3,5,9,83,80,29,46,5,272
12502,7,9,11,19,157,168,60,67,7,509,10,5,4,18,108,137,49,67,9,407,6,3,7,11,56,94,45,58,3,283,0,0,0,0,31,52,28,42,0,161,3,3,0,0,26,57,35,72,4,208,0,0,0,0,0,4,5,16,0,36,0,5,0,0,6,13,0,6,11,46,52,139,187,187,672,834,333,432,59,2906,0,3,0,4,0,0,0,0,0,12,3,78,10,3,3,0,0,0,0,94,3,101,32,3,0,0,0,0,4,140,5,45,31,14,0,8,0,3,8,113,5,23,47,24,4,10,0,5,9,123,8,22,49,60,21,16,4,10,3,200,5,8,29,57,48,30,10,5,0,192,7,8,16,49,66,41,8,11,0,208,5,5,6,23,78,49,16,15,0,195,5,0,5,13,25,15,7,7,0,76,3,0,3,3,14,9,8,9,0,54,0,0,0,0,10,3,12,5,0,32
12503,20,26,29,47,437,438,186,189,20,1395,24,16,15,27,233,290,144,131,11,882,6,3,3,15,109,175,115,132,11,569,6,6,3,3,52,75,60,103,3,315,6,6,3,7,45,80,42,128,3,312,0,0,0,0,3,6,8,36,3,62,4,8,0,3,26,28,8,13,24,117,124,406,469,447,1896,1936,828,1034,193,7320,0,11,3,0,0,3,0,6,3,32,6,106,15,6,0,0,0,4,3,140,5,159,67,18,8,5,0,6,8,283,3,118,109,42,23,17,4,15,11,345,13,78,117,93,19,29,6,23,23,403,16,55,136,161,78,38,25,35,21,568,14,37,82,170,187,59,33,49,13,642,7,19,35,136,177,102,74,50,15,618,10,13,29,54,138,97,66,89,9,509,10,0,8,25,55,35,66,60,9,271,9,8,6,9,48,52,46,49,3,221,14,3,10,3,35,33,32,31,0,165
12504,21,16,20,55,375,407,170,123,25,1199,21,19,20,32,228,315,129,118,20,893,19,3,11,29,180,197,99,113,3,656,11,3,3,16,132,115,49,88,0,415,13,4,5,13,122,130,94,136,9,512,0,0,0,6,11,23,13,39,0,95,0,8,3,8,25,29,6,19,31,130,147,384,487,523,1933,1976,795,895,173,7316,3,22,6,7,4,3,0,10,12,61,26,305,35,4,0,0,0,5,8,391,20,353,130,28,10,9,6,3,12,569,21,217,282,65,16,21,9,6,7,637,19,160,263,125,44,37,6,17,15,674,29,120,284,267,132,68,23,31,16,984,44,70,144,316,307,130,43,42,12,1118,41,45,90,243,431,252,95,77,13,1285,35,17,44,97,354,242,94,94,9,986,28,3,26,47,192,114,82,71,8,566,22,3,16,53,150,108,72,48,6,481,18,3,8,32,214,94,58,38,5,467
12601,0,0,7,16,39,43,18,21,0,145,0,0,3,0,15,35,18,13,0,89,0,0,7,4,22,19,11,21,5,81,3,0,0,3,9,9,9,11,0,48,0,0,0,0,16,23,10,21,0,71,0,0,0,0,3,0,0,16,0,23,0,4,0,0,5,4,0,0,3,15,22,99,117,92,204,237,106,146,17,1036,0,5,0,0,0,0,0,0,0,10,7,127,6,0,0,3,0,0,0,148,4,102,32,4,0,0,0,0,0,153,0,39,47,10,0,3,0,3,0,107,11,27,58,27,4,10,5,8,0,146,3,21,53,54,27,5,3,6,0,179,3,15,31,61,36,29,3,5,0,181,4,10,10,44,50,36,10,11,0,170,3,3,0,15,34,23,14,3,0,97,0,5,5,8,8,3,11,7,0,45,0,3,0,3,4,3,4,3,0,23,0,0,0,0,9,7,3,8,0,19
12602,32,27,52,69,460,458,145,155,14,1410,22,9,18,46,369,335,125,136,10,1069,14,0,9,23,231,236,123,130,4,768,13,3,5,11,134,198,87,113,3,558,19,3,9,10,156,221,128,218,3,771,3,0,0,5,20,52,19,55,4,159,3,3,9,13,27,26,10,23,26,136,176,412,631,565,2297,2244,859,1070,154,8404,3,27,9,4,3,3,0,3,3,55,35,418,41,5,3,3,3,0,14,520,27,432,182,23,3,6,0,0,21,700,15,233,251,57,17,13,0,3,10,595,18,133,265,109,26,25,9,8,5,601,25,104,276,198,92,72,21,19,10,824,21,57,145,244,207,139,47,28,8,895,17,41,82,153,302,206,65,57,12,920,17,20,39,65,246,191,88,79,8,756,17,6,11,33,87,71,68,54,4,357,6,4,5,19,56,48,51,40,6,236,3,0,0,7,36,21,21,28,0,128
12701,4,4,3,17,69,126,43,60,6,333,3,3,4,5,25,67,34,43,3,196,0,4,6,4,19,44,23,48,0,155,0,0,0,0,16,30,22,19,0,93,0,0,0,0,12,22,15,47,3,102,0,0,0,0,0,4,3,10,3,20,0,0,6,0,5,7,4,5,0,28,36,145,157,178,380,563,208,352,44,2067,0,0,0,0,0,0,0,0,0,6,0,63,8,0,0,0,0,0,0,82,5,86,21,17,3,3,0,5,9,148,4,48,50,21,14,4,3,8,3,157,6,39,81,35,6,13,0,6,7,188,12,49,54,72,41,31,13,16,3,288,6,3,43,82,87,28,14,24,6,294,15,6,13,56,83,53,18,27,6,277,3,6,11,26,81,36,20,22,3,215,4,0,3,13,26,26,22,16,4,115,0,0,0,9,23,9,22,16,0,86,6,0,0,3,14,8,9,12,0,54
12702,13,31,16,42,377,381,191,202,30,1280,8,10,3,21,172,237,121,176,11,760,7,9,6,14,86,157,105,150,7,544,4,8,5,0,40,71,72,86,0,286,7,0,0,3,29,47,46,132,3,273,0,0,0,0,0,13,9,33,3,63,3,8,11,5,23,40,11,22,30,146,104,487,505,553,1746,1773,873,1145,205,7388,6,22,4,11,4,0,3,3,7,56,17,186,31,4,3,0,3,3,6,244,17,286,95,33,4,7,0,12,16,473,4,159,179,44,13,10,6,18,15,453,16,114,208,102,36,22,16,31,14,542,18,82,175,252,85,46,22,41,24,735,16,39,88,237,211,104,25,56,15,795,20,29,51,159,241,115,43,82,13,746,15,14,24,57,167,120,62,76,13,538,12,0,8,18,62,37,29,39,0,210,8,3,0,7,43,22,43,29,3,157,5,0,0,5,29,27,22,18,0,114
12703,25,17,25,39,355,408,168,167,20,1222,15,12,12,26,251,295,145,188,8,944,12,7,3,11,150,188,113,135,12,631,8,8,0,0,54,111,59,110,3,354,11,3,3,4,36,89,55,144,6,346,0,0,0,3,3,15,3,43,3,77,3,7,13,0,32,33,5,15,31,137,145,345,356,371,1754,1890,799,1078,152,6884,3,20,4,3,0,5,0,3,0,37,12,202,19,3,0,0,3,4,4,258,11,211,71,18,5,7,3,11,10,345,17,128,136,44,17,8,6,10,9,372,10,76,152,66,18,27,14,18,10,391,23,71,162,184,82,44,27,30,14,642,28,30,96,169,166,103,54,45,16,708,24,21,40,99,169,119,70,67,12,624,22,21,21,43,141,130,70,108,17,572,17,3,12,10,79,87,66,81,5,360,22,3,6,8,52,74,52,92,7,322,10,0,4,4,38,50,27,86,0,216
12801,24,13,32,39,204,279,139,154,3,886,6,8,9,27,100,182,78,128,7,541,11,3,7,20,56,120,75,112,0,401,0,7,7,3,18,70,24,97,3,232,6,3,7,4,14,44,44,95,0,220,4,0,4,4,8,9,7,37,0,72,5,4,0,3,8,20,6,9,14,74,118,277,403,416,944,1278,586,875,79,4987,3,11,3,0,0,0,3,6,0,30,22,418,32,0,0,0,0,3,6,478,15,302,116,24,7,7,0,3,7,475,11,191,199,43,10,14,10,9,0,488,14,111,207,98,34,14,5,14,7,510,15,93,223,202,63,49,17,14,7,679,14,45,93,236,168,92,25,33,5,715,31,19,53,132,176,149,65,34,0,656,15,13,24,80,129,120,44,51,0,472,4,12,12,26,44,39,24,25,4,188,5,4,10,17,38,21,31,26,0,145,0,0,0,8,12,11,16,24,0,75
12802,10,10,14,36,165,217,93,105,12,671,4,4,13,18,99,115,66,96,3,413,13,8,6,17,58,117,44,99,4,357,6,0,0,9,40,55,34,67,0,200,4,0,3,3,23,43,31,76,0,183,0,0,0,3,6,12,6,20,0,49,0,5,0,4,9,10,3,14,9,49,87,218,247,302,824,1042,436,632,59,3850,4,6,0,0,0,0,0,0,0,16,13,281,23,5,0,3,0,0,0,320,11,244,72,23,3,3,7,0,8,364,9,126,136,38,14,6,3,7,3,344,9,73,194,65,23,11,5,12,4,387,16,51,149,147,44,37,11,5,12,470,14,23,82,202,118,68,23,21,8,552,13,23,56,104,124,89,28,22,0,459,13,8,23,52,84,53,24,33,9,288,3,6,7,14,41,31,15,17,3,133,7,7,3,12,30,22,32,18,7,131,7,0,3,3,25,15,22,13,0,83
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,208,215,347,678,1373,3329,1063,1389,116,8714,152,119,156,353,769,2203,894,1175,70,5894,104,62,88,204,496,1538,714,1273,39,4521,60,38,42,96,252,742,393,795,28,2439,50,32,44,60,172,611,354,988,20,2321,24,6,14,21,36,94,37,325,12,566,24,45,55,65,137,259,54,140,119,899,1530,3011,3366,4650,7530,15502,5292,8301,887,50067,13,54,16,6,4,5,0,8,10,104,87,760,31,11,3,3,0,0,18,917,84,830,154,42,7,6,4,11,19,1149,63,681,346,96,24,17,8,16,24,1283,90,534,574,241,36,34,11,29,34,1588,82,466,669,607,117,57,29,43,43,2126,65,250,370,607,198,120,54,87,35,1777,70,116,190,394,281,175,80,92,30,1422,43,61,114,163,191,166,89,118,14,958,30,34,35,60,91,77,40,81,7,454,28,13,16,31,42,54,40,58,9,286,19,9,14,14,29,35,17,37,4,183
20101,30,5,16,44,294,358,160,153,12,1060,9,4,8,19,118,193,101,116,6,577,9,3,3,3,70,104,69,89,5,359,4,0,9,3,40,55,40,59,3,219,7,0,3,7,27,41,63,82,0,227,0,0,0,0,10,4,7,28,3,54,0,3,6,7,15,33,7,16,10,97,167,359,318,485,1544,1625,746,818,98,6157,3,14,3,0,0,0,0,0,0,30,30,316,13,4,4,0,0,0,19,379,28,330,68,24,12,3,0,6,11,482,27,222,137,48,16,7,0,3,8,468,22,157,246,113,23,17,3,6,11,605,33,118,245,292,93,32,19,27,12,859,37,52,141,300,184,60,25,27,11,839,39,27,75,219,249,92,31,34,9,770,33,23,41,117,155,88,47,44,3,551,21,11,15,37,75,65,42,50,3,314,20,3,3,7,41,55,43,38,0,201,12,10,3,0,13,36,20,16,3,106
20102,5,0,5,8,30,44,23,29,3,149,0,0,3,5,20,18,10,19,0,72,3,3,0,0,0,8,13,8,0,39,0,0,0,0,0,5,0,4,0,12,4,0,0,0,3,3,3,3,0,16,0,0,0,0,0,4,0,5,0,12,0,0,0,0,6,5,3,3,0,15,38,79,95,94,154,204,85,166,21,941,0,4,3,4,0,0,0,0,0,12,3,62,5,0,0,0,0,0,3,67,5,50,17,5,0,0,0,0,0,77,3,33,33,4,6,3,0,0,0,81,4,36,37,26,4,9,0,0,0,114,10,19,46,43,20,6,3,4,3,158,7,12,25,51,26,19,4,6,0,152,12,5,17,33,17,15,11,13,3,120,3,0,6,9,10,6,3,8,0,47,3,0,0,6,6,3,0,4,0,29,3,0,0,0,3,0,3,0,0,12,0,3,0,0,4,5,0,4,0,22
20103,3,0,0,11,51,19,22,20,0,127,0,0,0,3,12,13,8,10,0,48,0,0,0,0,5,7,3,11,0,29,0,0,0,0,3,4,6,10,0,19,0,0,0,0,7,3,3,10,0,23,0,0,0,3,0,0,0,3,0,7,3,0,3,4,3,3,3,6,6,30,23,77,65,97,225,160,93,121,23,883,0,0,0,0,0,0,0,0,0,6,3,29,0,0,0,0,0,0,0,40,5,31,11,3,0,0,0,0,4,58,0,14,16,7,3,0,0,0,0,45,7,14,25,13,7,0,0,4,0,67,9,27,39,42,11,6,3,3,0,149,9,11,24,41,24,17,4,3,0,122,8,0,19,32,25,8,3,10,3,98,7,4,12,14,22,26,13,4,3,110,6,0,0,10,3,22,9,8,0,57,4,0,0,4,7,27,9,7,0,52,0,0,0,0,3,24,3,7,0,42
20201,17,8,18,39,226,274,150,148,3,879,17,3,8,15,121,160,95,116,5,545,8,8,0,7,66,87,56,86,3,325,3,3,3,9,28,46,21,58,0,180,9,0,0,8,28,61,45,88,3,234,0,3,0,0,3,6,3,27,0,42,3,0,3,5,28,23,12,17,11,109,147,310,292,417,1370,1323,683,784,81,5410,7,17,3,0,0,0,0,0,0,19,18,269,21,7,0,5,3,4,4,321,25,239,61,19,4,3,0,0,9,355,24,158,104,32,7,14,4,3,6,347,18,146,169,106,34,13,0,11,7,514,43,123,217,293,70,33,16,23,13,832,51,62,146,282,185,90,39,35,14,899,35,34,69,192,175,97,59,41,11,693,17,13,36,112,121,74,35,35,0,448,11,12,16,23,78,62,28,31,0,261,15,3,0,9,38,59,31,21,3,190,12,0,5,3,20,44,16,17,0,116
20202,5,0,13,21,75,99,54,41,0,313,5,8,5,7,28,51,28,35,0,162,6,4,0,3,17,36,18,32,0,119,6,0,3,0,5,16,21,23,0,72,0,0,0,0,11,21,19,21,3,67,0,0,3,0,0,0,0,3,0,18,0,5,5,6,7,9,7,9,5,48,61,160,175,202,391,472,244,310,42,2054,0,6,3,0,0,0,0,0,0,10,9,100,6,0,0,0,0,4,0,124,10,89,21,5,0,0,3,0,3,137,7,61,55,11,5,5,0,0,3,160,6,54,57,28,13,3,3,3,7,164,15,42,78,90,29,12,3,10,4,277,19,20,57,78,56,18,5,11,3,263,11,14,30,61,77,31,16,19,3,264,9,7,22,32,49,62,23,25,3,234,4,0,5,17,40,47,26,30,4,186,11,3,0,3,14,31,11,28,0,102,3,0,0,0,6,26,12,13,0,72
20203,0,0,0,0,9,24,11,14,0,65,0,0,0,0,4,6,3,8,0,30,3,0,0,0,0,4,9,0,0,15,0,0,0,0,0,6,7,4,0,17,4,0,0,0,3,4,18,36,0,66,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,5,0,0,14,17,35,11,25,59,90,63,120,10,424,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,17,0,12,0,3,0,0,0,3,0,17,0,3,5,3,0,0,0,3,0,17,0,8,5,4,0,0,0,0,0,17,3,5,8,9,4,3,0,5,0,39,0,7,6,15,9,0,0,0,0,29,6,3,4,3,4,4,3,0,0,24,0,0,3,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
20301,3,6,0,3,19,19,19,16,0,81,0,0,0,6,3,8,5,14,0,44,0,0,0,0,9,8,6,3,0,22,0,0,0,0,0,8,3,6,0,20,0,0,0,0,0,5,0,11,0,26,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,0,0,0,0,5,9,44,37,53,89,121,64,84,8,508,0,3,0,0,0,0,0,0,0,5,0,20,3,0,0,0,0,0,0,27,3,23,6,4,0,0,0,0,3,40,0,16,17,4,0,0,0,4,0,42,3,16,14,5,0,0,0,0,3,47,4,10,18,28,9,3,0,4,3,73,0,4,10,16,12,3,0,3,3,57,3,0,3,18,3,4,3,3,3,40,3,3,6,7,10,7,3,0,0,40,0,0,0,3,0,0,3,3,0,11,3,0,0,0,4,6,0,0,0,9,0,0,0,0,0,0,3,0,0,8
20302,40,16,40,94,481,640,301,273,15,1904,26,10,18,43,259,397,199,197,18,1171,27,10,16,27,169,323,148,197,10,923,12,8,8,14,85,164,78,137,0,503,27,3,7,8,106,152,117,184,0,601,14,0,3,6,44,23,27,90,7,208,4,11,6,12,36,53,9,23,29,182,309,677,661,891,2637,3094,1344,1554,172,11343,11,18,9,4,0,0,0,4,4,51,33,560,30,13,5,0,0,0,13,659,57,518,147,39,8,3,3,3,15,802,43,363,317,76,16,12,7,11,10,862,52,284,407,217,43,26,13,15,14,1062,76,237,487,532,140,63,35,43,28,1630,58,87,257,522,343,157,47,49,16,1537,45,61,127,368,375,219,95,89,12,1398,41,35,77,168,312,276,115,105,17,1146,23,15,19,73,175,210,77,82,9,681,31,3,11,30,73,142,65,68,0,432,16,3,4,15,38,99,33,38,0,251
