SA3_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
10304,0,8,3,6,0,5,0,42,0,74,4,8,10,5,0,4,3,19,0,44,3,20,7,10,11,6,11,37,0,106,4,20,13,10,6,21,7,37,0,109,3,22,23,16,11,16,5,51,0,140,6,16,26,29,13,25,10,56,5,187,5,11,13,28,40,48,26,85,3,263,15,9,15,18,62,77,41,101,0,345,11,11,16,27,58,95,57,138,3,411,4,8,4,12,51,76,46,114,0,318,3,6,6,13,34,60,38,120,7,281,9,4,0,10,44,44,32,81,3,228,20,0,11,16,64,93,101,209,3,514,9,5,8,9,11,45,28,179,4,298,3,7,4,3,7,9,13,15,5,64,103,150,166,216,411,616,412,1291,40,3400,3,7,3,0,3,3,0,0,0,20,0,20,3,3,0,0,0,0,0,29,0,35,10,3,0,6,0,9,0,69,11,33,24,11,3,4,0,3,0,92
10401,0,3,3,3,0,5,0,29,5,55,0,8,4,5,0,8,0,11,0,38,7,15,6,15,3,4,3,12,0,71,0,10,17,9,3,14,7,32,3,99,4,8,14,18,5,10,5,52,3,132,5,13,13,19,13,26,16,60,5,177,6,10,13,26,27,34,20,67,3,212,8,15,16,24,46,55,31,56,0,246,3,13,10,12,53,45,39,73,0,248,3,3,10,3,25,26,15,48,0,137,3,3,4,3,24,28,17,35,0,115,3,3,0,4,11,26,12,31,3,96,8,8,4,0,26,35,37,75,0,195,0,0,3,6,0,16,19,61,3,108,0,0,0,0,7,6,0,14,0,26,54,114,125,153,245,341,226,665,34,1948,0,0,0,0,0,0,0,0,0,3,0,14,4,3,0,0,0,0,0,16,5,19,11,0,0,0,0,5,0,42,4,24,22,12,4,3,3,7,0,75
10402,4,10,7,12,7,11,0,43,0,83,0,8,8,3,0,4,0,23,6,51,7,26,7,19,3,18,7,32,0,118,3,24,22,16,13,17,8,38,4,142,4,28,42,30,21,35,9,39,0,201,8,25,30,55,35,35,20,70,6,283,16,17,24,59,94,78,31,104,3,425,12,11,23,39,153,131,68,111,0,557,11,11,20,31,95,134,78,122,4,504,13,6,10,27,64,94,55,143,4,415,10,6,9,23,50,82,56,117,3,364,9,10,5,9,36,54,23,88,0,225,7,6,7,9,47,104,73,174,6,437,9,3,4,6,9,26,12,114,0,178,5,3,0,3,10,11,7,13,6,48,117,206,224,347,631,818,438,1220,49,4044,5,4,0,3,4,0,0,3,0,24,6,32,9,3,0,3,0,3,3,55,6,61,13,13,4,4,3,4,0,112,9,68,38,24,13,4,0,3,0,150
10501,3,7,4,3,5,10,3,105,6,153,0,0,3,4,3,9,0,31,0,50,0,4,0,7,4,10,3,40,0,69,5,5,8,4,0,6,10,36,0,89,0,10,7,3,4,15,5,56,7,109,4,10,3,16,10,19,4,108,0,180,7,6,4,9,14,30,12,91,0,180,3,7,4,6,21,29,26,97,0,196,9,10,3,16,27,52,25,128,3,263,6,5,4,8,24,30,11,87,0,169,0,0,3,6,19,23,11,82,0,144,3,4,3,4,5,15,6,66,0,112,7,0,0,8,10,24,16,106,0,177,7,8,3,3,9,18,15,118,0,174,6,3,0,8,0,9,4,50,11,89,66,80,61,99,150,293,167,1202,45,2151,0,0,0,0,0,0,0,0,0,9,0,6,3,0,0,0,0,0,0,9,3,6,4,4,0,0,0,0,0,20,0,7,3,0,0,4,0,0,0,14
10502,0,4,4,0,0,3,0,27,0,40,0,0,0,3,0,3,0,5,0,9,0,3,3,0,3,0,0,14,0,22,0,9,0,0,8,4,0,16,0,35,0,3,3,5,0,3,0,26,0,49,4,3,4,11,5,16,3,36,0,82,3,8,0,6,18,15,10,39,3,95,0,0,0,8,26,15,7,40,0,94,8,0,0,9,19,30,16,45,0,130,4,3,0,3,14,11,9,34,3,85,0,4,0,0,8,25,9,20,0,66,0,3,0,0,19,8,8,33,0,73,3,3,3,3,26,21,19,68,0,148,3,0,4,0,5,4,6,55,0,85,0,0,0,0,0,8,3,15,3,33,31,37,30,57,149,161,89,474,21,1047,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,9,10,6,3,0,0,0,3,24,0,14,4,3,0,0,0,0,0,25
10503,4,5,9,9,3,25,4,91,0,147,0,14,3,5,4,5,3,30,3,72,7,21,12,14,7,15,13,92,5,184,3,17,22,21,4,14,12,89,8,191,10,10,22,12,5,25,10,142,3,236,12,11,29,37,19,49,28,140,10,335,7,12,17,35,58,78,44,157,11,410,13,13,17,49,82,96,72,175,4,510,13,15,21,29,73,124,77,218,11,571,12,3,9,15,49,76,50,148,0,368,12,8,3,14,58,82,50,174,0,400,4,13,7,7,42,53,42,112,0,280,8,7,4,9,54,77,89,211,3,473,14,7,6,8,14,40,20,172,3,284,9,3,3,3,4,19,15,54,8,114,118,168,170,270,478,779,511,2005,67,4566,5,3,0,0,0,4,0,3,0,20,0,25,7,0,4,3,0,0,0,33,3,27,20,4,3,3,0,3,3,69,6,21,15,3,4,0,0,5,0,58
10601,5,9,0,7,3,10,4,34,6,77,0,15,5,3,0,3,0,7,0,44,3,21,10,14,3,15,8,41,0,120,6,18,27,7,11,11,3,32,4,117,5,11,30,23,4,16,9,46,6,145,4,16,23,46,21,32,8,54,0,212,0,5,29,43,68,58,22,55,3,291,4,8,10,31,79,79,51,99,4,363,9,7,18,20,70,113,68,138,9,463,5,3,9,17,49,72,36,97,5,297,9,6,14,20,30,54,43,129,3,303,5,3,3,8,16,37,30,84,0,193,18,5,4,5,44,72,66,228,3,451,4,12,15,6,20,50,66,249,3,424,0,0,5,5,3,6,9,20,10,60,90,141,211,258,422,632,423,1320,55,3560,0,4,0,3,3,3,3,3,0,18,3,30,6,4,0,0,0,3,0,43,4,30,12,9,0,4,0,0,0,64,4,52,24,8,6,3,0,6,0,103
10602,0,7,3,3,0,0,0,20,3,37,0,8,3,3,0,0,0,9,0,25,3,14,3,6,4,3,0,13,0,45,0,6,9,9,0,5,4,17,3,43,0,9,6,8,9,8,3,8,0,60,5,13,10,28,15,19,9,26,4,132,5,7,13,36,45,49,16,42,0,204,5,6,8,27,79,70,41,58,3,306,12,11,7,30,77,77,53,87,0,349,4,3,5,12,54,68,42,74,3,265,5,5,9,7,37,66,42,91,3,269,0,0,5,4,21,43,27,76,4,174,14,7,3,12,35,96,82,168,5,423,11,8,3,7,13,45,30,166,0,281,0,0,0,0,4,10,4,3,3,27,67,101,91,201,383,551,342,868,29,2634,3,4,3,0,0,0,0,6,0,23,5,36,4,3,0,0,0,4,0,53,4,48,19,3,0,4,0,8,0,83,4,36,27,13,0,3,3,3,0,96
10603,0,4,3,0,3,3,3,5,0,25,0,11,0,7,0,3,0,11,0,31,3,19,6,3,3,5,3,14,0,53,7,18,10,16,0,10,3,18,0,78,3,16,16,10,14,12,0,16,3,78,5,23,21,36,21,21,3,39,3,180,7,10,26,30,48,38,17,36,0,217,15,8,10,33,77,78,34,63,3,325,14,3,13,27,75,88,50,105,0,369,10,10,5,13,54,56,38,105,4,291,7,9,13,11,55,84,62,97,4,345,7,3,0,4,49,72,48,84,4,278,13,4,10,16,75,119,131,225,0,588,5,7,3,7,25,40,45,149,0,292,0,4,0,3,3,12,9,13,3,42,99,146,142,211,505,633,455,982,28,3198,4,0,3,3,0,0,0,0,0,18,0,21,3,5,0,0,0,0,0,34,0,29,11,4,0,3,0,3,0,57,3,33,22,3,3,0,3,0,0,74
10604,0,3,4,4,4,0,3,32,0,48,0,5,0,0,3,5,0,15,5,29,0,16,5,0,3,6,3,24,0,61,4,10,10,9,3,6,3,29,0,71,3,8,10,11,3,6,4,37,4,86,4,8,20,19,14,12,4,53,0,140,6,4,10,14,27,29,15,58,0,167,8,3,8,13,36,37,24,60,3,193,0,3,11,12,41,54,28,84,3,245,7,0,4,14,20,26,17,73,0,164,3,0,4,4,17,37,15,48,0,123,3,0,0,3,15,20,5,35,0,79,6,4,3,6,14,35,21,106,0,194,6,0,0,11,10,9,26,97,3,166,4,5,3,5,0,9,3,18,5,48,52,72,81,128,210,288,182,772,31,1814,0,0,0,0,0,3,0,3,0,9,0,10,0,3,0,0,0,0,0,13,4,20,3,0,0,0,0,3,0,32,0,11,13,0,0,0,0,6,0,30
