SA3_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
10102,3,3,3,3,0,0,3,30,0,43,0,8,3,6,0,3,0,12,0,31,0,3,5,0,0,0,3,17,0,44,4,7,10,11,0,4,4,29,3,66,0,4,4,12,7,5,6,13,0,61,0,13,12,15,3,17,0,35,4,98,4,8,7,24,22,25,15,21,0,121,6,10,8,17,34,39,26,48,3,190,9,12,10,15,43,48,33,79,0,245,3,5,7,8,35,46,26,78,3,206,5,3,3,12,17,51,31,80,0,209,6,10,3,7,17,43,32,62,0,178,18,14,4,14,41,86,107,195,0,480,7,3,8,5,7,26,30,161,0,255,3,0,4,0,4,6,0,8,0,32,65,110,86,141,234,409,316,868,18,2263,0,6,0,3,0,0,0,0,0,7,0,22,3,0,0,0,3,3,0,32,4,37,3,4,0,0,3,3,0,54,4,24,8,8,3,0,0,3,3,53
10103,0,7,0,0,3,3,3,26,3,42,0,7,8,0,0,3,3,13,0,28,4,3,3,12,0,8,3,18,0,51,0,10,7,5,3,3,7,27,4,64,3,12,7,10,9,3,3,47,0,88,5,15,9,8,6,20,16,68,0,145,3,9,15,13,20,19,12,75,0,163,3,10,8,15,22,31,36,100,0,230,7,12,11,3,19,49,31,115,3,251,5,5,8,10,15,23,11,84,3,166,4,6,8,0,11,26,15,60,4,137,3,0,0,4,8,23,14,34,3,93,4,8,0,3,20,24,18,86,0,169,4,0,3,3,6,15,8,65,3,107,0,0,3,4,0,6,5,11,0,37,53,88,82,98,137,260,177,834,27,1760,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,13,3,0,0,7,0,3,0,25,0,9,3,3,4,0,0,3,0,16
10104,7,3,3,3,7,10,0,27,0,59,4,9,0,7,0,10,7,21,0,63,5,17,8,25,3,5,4,43,0,124,10,21,19,26,8,16,8,45,3,154,7,15,21,33,8,20,14,40,3,151,4,26,33,58,21,38,12,97,3,295,4,26,21,46,53,54,32,91,3,331,13,16,15,42,90,81,42,110,9,422,6,8,10,36,95,104,59,130,9,449,8,17,15,16,43,53,42,92,0,290,3,9,4,15,34,49,47,80,0,241,7,3,7,10,18,23,24,54,3,148,15,13,3,13,29,48,38,104,0,259,4,6,6,10,3,9,13,68,0,119,3,5,6,0,8,11,3,14,9,57,98,194,179,330,426,524,339,1007,51,3151,0,3,3,3,0,0,0,3,0,17,0,22,0,3,4,0,0,3,0,31,6,48,17,5,0,3,3,0,0,82,4,48,28,12,3,3,0,3,3,104
10105,0,4,0,7,3,8,3,17,3,49,0,9,5,0,0,7,3,8,0,31,7,6,7,4,4,3,4,21,0,52,0,5,10,10,0,6,6,18,0,60,0,6,7,9,8,10,4,22,0,72,4,10,13,20,5,18,3,50,0,122,3,4,11,14,32,26,7,41,5,150,3,3,15,14,42,34,19,61,6,201,5,7,4,14,43,53,31,81,0,244,4,4,8,5,23,53,20,66,0,187,0,3,3,8,15,26,19,57,0,141,4,0,3,4,16,21,12,47,0,108,4,9,9,7,18,40,20,89,0,199,3,5,6,5,7,16,17,70,3,125,3,0,0,0,3,0,0,14,5,32,52,88,94,122,217,325,176,654,35,1748,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,19,0,21,10,0,0,3,0,0,0,41,0,15,14,3,3,0,0,5,0,34
10106,0,3,0,5,0,4,0,33,0,49,0,9,0,4,0,3,4,12,0,26,4,20,5,6,6,6,0,18,0,67,0,10,8,9,8,11,3,17,0,61,0,13,9,11,7,12,10,32,0,97,3,14,13,21,7,31,18,39,4,161,9,5,11,25,28,36,16,36,3,173,10,5,10,17,32,37,17,71,3,204,7,8,10,18,24,46,24,92,0,243,3,8,5,13,22,28,17,63,0,158,3,9,5,6,10,31,20,64,0,148,4,5,0,3,3,23,12,45,3,104,3,8,6,8,22,20,31,72,3,175,0,4,6,7,6,22,20,87,3,150,0,4,4,0,0,7,3,24,9,49,47,119,107,157,180,331,196,719,28,1878,0,3,0,0,0,3,0,0,0,8,3,17,0,0,0,0,0,0,0,18,0,24,7,7,0,0,0,0,0,40,0,15,4,4,0,3,0,0,3,34
10201,0,6,3,6,6,11,8,34,0,77,5,17,12,9,0,8,5,13,0,69,10,35,9,14,3,9,0,20,3,107,8,22,36,26,17,18,5,28,3,168,3,29,30,29,17,24,8,35,0,180,6,27,66,64,39,42,13,63,8,335,17,25,37,67,115,98,23,70,8,471,17,27,35,77,212,189,90,123,3,774,25,26,30,64,175,248,139,218,5,938,17,12,30,39,133,163,97,206,3,710,16,7,20,34,94,156,87,214,5,631,17,7,11,23,64,101,69,165,5,466,25,14,13,22,102,212,122,370,3,898,10,12,13,16,17,79,60,255,5,476,3,0,10,11,7,19,15,35,8,111,202,284,357,509,1015,1375,740,1846,60,6386,3,7,6,3,3,6,0,10,3,50,9,102,16,7,3,8,0,6,3,148,6,138,43,15,5,12,5,4,0,240,15,131,64,22,9,10,3,14,3,272
10202,0,3,3,4,0,7,3,15,0,35,3,17,3,8,0,5,0,11,0,48,4,22,20,8,4,8,3,9,0,82,3,28,28,7,7,8,11,23,3,120,3,22,29,22,6,13,16,34,0,138,13,24,28,61,33,34,9,47,10,250,11,10,34,62,87,82,24,45,5,367,19,12,20,66,169,146,73,108,3,612,13,15,14,49,142,184,105,187,9,704,9,9,9,21,89,128,80,141,6,490,4,6,11,14,60,115,63,149,3,427,9,3,3,8,36,91,38,140,0,324,19,13,16,19,69,141,114,281,3,671,5,6,6,10,35,51,58,176,3,344,0,0,7,6,13,16,6,12,4,62,118,196,230,359,763,1021,589,1364,47,4684,5,4,5,3,9,3,0,7,0,33,9,73,11,3,3,4,4,3,3,102,7,87,33,11,3,0,0,4,4,151,14,86,42,17,6,7,4,7,3,189
10301,0,11,5,6,0,4,0,22,0,52,3,7,3,4,0,3,0,14,0,35,0,15,10,9,0,6,3,12,3,59,5,12,6,7,3,16,3,30,0,78,0,11,11,17,3,15,3,36,0,107,5,10,12,22,13,26,9,47,3,147,5,9,17,30,43,45,7,53,6,211,9,14,22,31,47,57,35,84,0,296,13,5,10,24,54,57,52,89,3,308,6,10,3,18,50,43,42,81,0,247,11,14,5,7,38,50,34,99,0,263,5,3,3,3,21,37,24,76,4,184,14,9,4,3,59,76,58,136,3,356,3,8,3,5,6,23,18,115,3,180,0,0,0,5,0,3,3,17,3,37,72,133,121,182,346,460,308,908,28,2555,3,0,3,0,0,0,0,4,0,9,0,23,4,0,0,0,0,3,4,41,3,47,3,0,0,0,0,4,0,59,4,30,17,3,0,0,4,3,3,63
10302,3,3,4,10,3,26,15,110,5,185,3,16,3,3,0,8,3,50,4,89,5,17,13,14,5,21,6,70,5,148,5,27,11,20,7,26,20,86,16,214,5,19,25,24,5,30,13,129,13,269,13,34,27,45,21,47,36,214,3,438,18,21,23,41,47,76,37,206,7,475,14,19,26,47,51,102,62,266,4,584,22,14,10,27,49,127,57,278,14,599,8,12,8,17,35,66,52,189,0,379,10,8,11,13,36,54,34,151,0,317,5,0,4,12,17,38,34,98,0,208,3,8,5,15,17,60,52,182,3,345,3,12,8,9,10,30,29,175,0,271,8,10,3,10,3,14,3,50,15,113,123,216,192,305,310,719,448,2245,92,4648,0,0,0,0,0,0,0,0,0,3,4,11,0,3,0,3,0,0,0,25,0,24,9,5,3,3,0,0,0,53,7,31,8,10,3,0,0,6,0,78
10303,0,3,13,7,5,13,3,39,0,97,0,12,3,3,0,5,3,16,0,37,4,14,5,12,11,11,7,39,3,100,4,10,14,12,3,17,4,40,0,107,3,9,16,8,8,14,13,36,3,115,3,11,18,19,13,26,14,68,3,183,5,13,14,27,34,37,15,71,4,229,6,6,18,16,41,44,24,90,3,252,7,3,12,19,31,59,32,91,6,258,0,10,9,3,26,40,26,75,0,189,3,3,7,4,13,27,16,58,3,146,3,0,4,8,14,22,15,34,0,97,14,3,3,3,26,44,35,114,0,242,0,7,3,3,9,22,23,127,0,188,0,0,4,0,4,5,0,22,6,46,67,114,138,148,249,380,232,927,28,2276,3,0,3,0,0,0,0,0,0,10,0,20,3,3,5,4,0,0,0,43,3,19,3,7,0,0,0,3,0,34,3,24,15,9,3,8,0,3,0,64
