SA3_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
10102,6,5,0,0,0,13,0,6,12,5,3,8,0,0,25,0,0,8,3,7,0,0,0,30,0,5,11,6,3,3,3,0,31,0,0,7,0,3,8,0,0,17,0,0,3,0,8,0,0,0,14,0,0,8,3,8,0,0,0,19,0,0,0,5,7,6,0,0,17,0,0,0,3,5,0,3,3,18,6,5,10,6,10,8,3,0,40,14,26,62,46,66,36,13,12,271,30,4,9,16,28,26,18,0,132,447,38,32,27,32,34,12,7,629,145,104,53,68,51,79,28,11,534,75,93,94,77,111,95,45,9,599,96,107,105,117,112,112,67,7,720,99,179,211,159,195,157,66,29,1093,59,242,344,256,257,230,75,13,1482,40,246,493,375,438,318,67,13,1997,7,176,584,456,453,320,96,9,2103,6,97,445,353,321,227,55,11,1513,3,34,290,327,334,211,46,11,1251,0,14,166,240,254
10103,0,0,3,0,4,16,0,3,3,3,5,3,0,0,14,0,4,4,3,4,3,0,0,26,0,0,3,3,3,3,0,0,13,0,0,4,0,3,0,0,0,6,0,0,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,5,0,7,0,3,3,3,4,0,20,10,34,18,18,25,28,16,9,156,15,6,12,13,29,19,11,0,109,210,17,21,24,23,22,9,3,334,68,55,54,40,63,66,34,3,388,60,80,73,73,66,76,49,6,490,68,118,92,88,101,109,61,13,652,102,229,239,159,221,178,77,25,1230,57,281,309,208,272,198,65,13,1404,23,199,362,223,266,241,88,11,1419,7,84,291,231,281,214,60,10,1182,0,24,131,159,219,133,39,11,715,0,11,90,130,168,109,26,3,537,0,3,41,94,129
10104,4,10,3,3,5,39,0,4,5,13,6,7,0,0,36,0,4,9,4,9,10,3,0,29,0,0,5,9,14,17,0,0,43,0,0,4,5,11,6,0,0,23,0,0,0,8,3,0,3,0,12,0,0,0,3,4,4,0,0,10,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,4,6,0,7,11,3,11,3,0,45,23,22,36,73,80,102,37,19,384,47,5,20,26,30,53,25,3,213,691,38,44,61,72,118,27,4,1067,206,93,122,148,210,271,101,13,1167,122,114,141,228,289,367,132,20,1417,182,182,218,275,413,463,163,24,1934,123,284,388,502,698,671,224,34,2929,65,320,558,608,847,734,187,22,3340,28,220,564,662,930,851,146,14,3414,10,93,476,609,839,723,134,17,2898,0,38,280,391,495,458,73,9,1748,0,20,165,274,404,339,50,9,1254,0,5,94,204,296
10105,3,7,3,0,0,21,0,3,3,6,3,0,0,0,18,0,0,4,3,3,6,0,0,20,0,0,3,3,7,5,0,0,20,0,0,9,0,4,3,0,0,13,0,0,3,0,3,3,0,0,9,0,0,3,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,8,10,4,5,0,0,35,10,13,47,34,35,41,4,6,191,23,6,14,21,19,29,15,5,129,323,32,21,29,39,26,20,0,500,128,80,67,72,69,75,40,10,529,88,71,66,71,84,82,47,13,527,84,89,114,117,113,112,55,13,699,58,181,250,194,237,213,82,23,1237,33,176,363,288,337,249,83,14,1537,25,187,374,296,412,294,79,13,1672,10,123,424,363,391,285,72,10,1677,3,56,283,244,283,195,44,3,1109,0,17,192,215,214,155,34,6,833,0,11,111,174,175
10106,3,0,0,0,0,11,0,3,5,6,0,3,0,0,16,0,0,3,0,3,0,8,0,14,0,0,10,4,6,4,0,0,23,0,0,3,3,3,7,0,0,12,0,0,0,3,0,3,0,0,8,0,0,5,3,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,5,8,6,3,0,0,22,8,11,37,29,25,33,16,7,160,8,3,13,28,28,24,17,4,126,150,25,26,14,34,28,9,3,284,76,50,58,55,64,61,36,17,417,36,64,55,83,75,83,47,5,445,43,52,83,99,110,108,72,6,566,45,131,134,171,191,167,87,16,946,38,157,204,214,248,190,65,11,1128,10,119,267,247,289,225,81,10,1256,5,86,226,250,255,205,57,21,1112,0,21,154,144,163,119,44,11,652,3,12,104,160,154,106,33,5,579,0,4,72,108,100
10201,10,15,12,5,0,65,3,8,10,16,25,18,5,0,91,0,11,21,16,35,26,4,4,115,0,6,25,25,28,15,6,3,111,0,0,17,15,19,11,3,0,63,0,0,5,19,20,10,0,3,57,0,0,10,8,6,12,0,0,40,0,0,0,12,7,3,3,3,38,0,0,4,4,7,5,3,11,33,16,16,18,25,24,12,7,0,114,52,84,145,181,216,160,49,43,928,87,20,48,75,100,62,18,3,423,1876,244,133,184,145,125,34,4,2751,766,534,305,369,382,323,83,11,2774,400,530,415,480,534,477,167,36,3033,383,610,550,576,698,634,228,36,3716,288,901,971,1065,1268,1129,353,34,6018,131,1012,1474,1378,1587,1285,338,21,7213,55,748,1815,1655,1916,1494,285,24,7980,21,446,1691,1649,1856,1465,235,25,7400,5,143,1154,1152,1285,816,155,15,4729,0,67,845,1028,1132,762,129,11,3968,0,24,445,797,871
10202,8,14,9,0,0,56,0,8,17,15,21,11,0,0,77,0,14,16,11,20,16,4,0,76,0,0,32,22,26,23,0,0,100,0,3,12,20,7,10,0,0,48,0,0,7,16,8,5,4,0,49,0,0,0,6,8,9,3,0,24,0,0,3,10,3,0,0,4,21,0,0,3,3,3,3,0,0,14,6,9,23,22,20,20,15,7,108,44,67,134,167,138,130,35,21,744,74,23,37,67,42,60,5,0,310,1615,180,95,133,110,65,28,0,2228,701,418,228,299,264,248,70,11,2237,342,439,356,418,419,354,127,19,2473,356,500,522,481,508,502,142,28,3031,268,751,851,831,990,833,224,31,4769,118,840,1269,1100,1299,935,201,22,5791,50,677,1516,1371,1604,1141,201,13,6566,17,354,1383,1356,1549,1123,200,7,5986,6,132,905,978,949,665,109,11,3752,0,50,654,778,850,550,85,11,2977,0,19,335,579,624
10301,3,6,3,0,0,23,0,0,8,8,4,7,7,0,38,0,3,8,4,3,3,5,0,28,0,0,3,6,3,3,3,0,26,0,0,4,8,3,6,0,0,22,0,0,5,6,6,12,0,0,25,0,0,0,0,0,5,3,0,12,0,0,0,3,8,7,0,0,17,0,0,0,0,3,3,0,0,7,8,4,7,5,12,3,3,0,40,19,22,49,69,58,59,25,13,317,30,9,13,30,30,29,21,7,173,494,103,49,33,24,29,19,7,756,216,198,114,96,84,110,64,7,875,125,191,147,133,116,120,66,16,906,134,203,191,157,187,165,113,19,1165,124,299,353,309,337,283,120,27,1851,54,349,524,421,435,375,113,21,2281,22,296,637,507,604,472,109,26,2667,5,175,624,533,597,425,110,11,2488,3,78,407,403,448,332,69,4,1736,0,27,288,398,436,336,58,3,1546,0,16,168,330,330
10302,10,5,7,7,3,40,0,7,5,3,4,6,3,4,39,3,3,5,12,17,9,0,0,54,0,4,6,14,5,9,3,0,33,0,0,0,4,9,3,0,0,17,0,0,4,6,8,4,0,3,24,0,0,0,3,0,0,0,0,6,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,3,7,6,3,9,12,12,10,4,9,62,24,30,45,77,85,56,46,29,407,47,14,25,54,65,68,49,7,327,458,37,37,50,65,72,25,10,752,144,91,128,117,149,162,67,17,882,122,85,159,130,211,255,133,47,1140,142,147,194,224,278,278,133,47,1448,121,280,393,414,484,488,195,49,2412,78,385,481,502,582,512,186,67,2794,36,293,547,569,719,573,160,40,2933,5,202,508,519,605,534,149,42,2564,0,88,374,335,403,306,69,18,1590,3,45,275,306,330,264,61,30,1306,0,18,153,247,218
10303,3,6,0,6,0,21,4,7,8,3,0,5,0,0,18,0,3,6,4,3,11,0,0,31,0,4,7,3,10,3,7,3,33,0,0,3,7,3,0,0,0,19,0,0,5,3,7,9,0,0,21,0,0,3,4,0,0,0,3,11,0,0,3,8,12,6,0,0,23,0,0,0,3,3,0,0,0,10,3,3,5,3,6,3,4,9,40,21,25,44,44,59,50,28,17,295,32,11,17,24,33,58,34,0,213,359,30,46,45,44,56,28,0,616,137,64,107,102,141,147,55,25,771,88,71,136,146,185,176,103,17,928,104,92,144,194,248,195,90,24,1094,73,175,232,324,396,317,116,24,1653,80,277,350,318,414,337,110,28,1919,32,233,400,376,455,382,99,25,1999,15,140,420,359,468,374,75,19,1876,3,61,295,286,359,251,64,10,1315,0,34,251,264,304,234,28,9,1127,0,29,178,253,307
