SA3_CODE_2016,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_Inc_LR_15_24,F_M2_TrnTrm_Inc_LR_25_34,F_M2_TrnTrm_Inc_LR_35_44,F_M2_TrnTrm_Inc_LR_45_54,F_M2_TrnTrm_Inc_LR_55_64,F_M2_TrnTrm_Inc_LR_65_74,F_M2_TrnTrm_Inc_LR_75ov,F_M2_TrnTrm_Inc_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_Inc_LR_15_24,F_M2_BusTrm_Inc_LR_25_34,F_M2_BusTrm_Inc_LR_35_44,F_M2_BusTrm_Inc_LR_45_54,F_M2_BusTrm_Inc_LR_55_64,F_M2_BusTrm_Inc_LR_65_74,F_M2_BusTrm_Inc_LR_75ov,F_M2_BusTrm_Inc_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,4,6,5,7,0,0,29,5,4,7,7,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,70,137,167,144,79,13,616,180,131,125,112,118,39,4,709,15,12,11,12,5,0,3,62,1028,1139,1281,1474,1056,264,38,6280,0,0,4,0,0,0,0,7,25,18,9,12,6,4,0,75,0,0,3,3,0,0,0,8
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,4,6,3,0,0,42,19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,41,14,4,6,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,3,7,3,0,0,0,31,57,15,8,12,4,4,0,102,6,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,7,0,0,0,0,0,15,10,38,76,106,85,65,19,401,108,124,81,91,115,32,3,554,12,0,17,5,12,10,5,61,857,864,826,1081,744,259,39,4671,15,12,0,7,3,0,0,41,21,6,7,4,7,3,0,43,0,0,0,0,0,0,0,3
10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,7,0,0,0,4,0,0,14,4,13,4,14,4,0,0,41,12,13,8,12,11,0,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,11,75,175,210,290,155,22,936,304,262,266,374,470,122,3,1798,42,26,22,26,38,17,10,172,1560,1642,2330,3290,2997,609,56,12488,0,3,0,0,0,0,0,3,36,16,15,14,5,0,0,87,0,0,0,0,0,0,0,0
10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,3,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,7,7,6,7,0,0,29,13,19,8,12,13,0,0,69,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,14,52,77,93,91,70,23,416,151,186,136,143,134,40,8,803,6,14,11,12,9,3,4,54,904,1229,1225,1466,1075,275,44,6217,30,38,24,13,18,0,0,115,25,33,10,16,16,0,0,101,0,3,3,0,0,0,0,7
10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,3,3,0,0,11,3,8,9,9,6,0,0,37,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,6,15,37,107,123,114,96,31,530,80,111,117,102,91,34,4,538,9,6,11,8,6,0,0,54,588,720,900,1024,758,265,44,4300,20,30,17,16,8,3,0,84,17,23,11,12,6,3,0,72,0,0,0,0,0,0,0,0
10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,20,22,10,7,0,86,6,9,3,5,4,3,0,30,0,0,0,0,0,0,0,4,43,55,35,55,28,14,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,12,19,13,4,5,3,0,0,44,0,0,0,0,0,0,0,3,24,15,8,4,3,0,0,54,23,18,21,28,26,3,0,115,83,86,64,89,59,17,0,394,14,9,9,5,3,0,0,40,3,3,0,0,3,0,0,7,0,0,0,0,0,0,0,4,12,12,9,10,11,0,0,52,60,295,698,641,460,191,23,2356,1019,913,801,760,771,193,13,4460,60,41,51,70,51,25,10,309,5115,5467,6664,7804,5780,1085,85,32007,104,122,105,93,93,15,0,518,253,121,109,130,111,21,0,747,3,3,3,3,0,0,0,12
10202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,5,3,0,0,31,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,25,20,10,22,7,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,36,5,0,3,3,0,0,46,3,0,0,0,0,0,0,3,33,4,0,5,4,0,0,57,16,15,16,18,23,0,0,82,85,41,29,41,29,5,0,230,14,9,3,3,5,0,0,27,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,8,3,4,5,0,0,33,39,235,445,398,322,107,12,1558,844,706,649,586,559,124,11,3484,59,40,43,51,44,15,10,263,4301,4453,5162,5704,4007,686,52,24372,61,57,49,34,21,13,0,228,231,76,59,64,58,4,0,495,0,3,0,0,0,0,0,3
10301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,7,3,14,9,4,3,3,0,40,11,13,9,12,7,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,64,122,127,128,106,14,587,354,260,200,194,205,60,5,1272,30,17,21,23,19,8,4,112,1693,1799,1982,2212,1676,428,43,9838,4,3,0,0,4,0,0,16,16,10,16,12,10,6,0,63,3,0,0,0,0,0,0,3
10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,6,0,8,9,4,3,3,28,7,0,9,10,3,3,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,4,15,107,202,217,271,178,75,1069,233,267,194,255,227,62,19,1246,28,20,19,25,24,22,13,145,1382,1689,1956,2364,1888,535,153,9970,3,0,4,0,0,0,0,4,12,33,26,26,22,0,0,126,0,0,0,0,0,0,0,0
10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,6,4,0,0,36,5,9,5,7,4,0,0,40,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,10,8,67,115,139,143,98,30,601,192,264,197,206,190,54,7,1120,22,16,28,14,16,9,8,111,1044,1366,1671,1997,1463,371,81,7998,4,7,3,7,5,0,0,25,10,8,7,10,8,0,0,40,0,0,0,0,0,0,0,3
