SA3_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
10102,84,204,229,247,229,69,4,1093,4,0,0,0,0,7,0,0,15,100,9,9,0,3,6,0,0,123,32,17,10,4,4,9,0,0,83,12,13,12,12,19,11,0,0,83,9,19,22,15,13,20,11,0,105,13,15,30,24,23,19,5,3,139,19,27,44,36,46,31,10,0,207,8,22,59,39,56,33,6,3,236,0,16,50,39,33,28,6,0,173,0,8,29,21,16,9,3,0,89,0,5,12,9,6,13,0,0,47,0,0,8,7,7,6,0,0,27,0,0,0,3,3,0,0,0,11,0,0,0,6,3,0,0,0,10,4,7,5,3,5,7,0,0,29,202,162,299,211,237,209,54,12,1389,3,0,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,3,0,5,0,0,0,0,10,0,0,3,0,3,3,0,0,13,0,3,0,0,3,0,0,0,12,0,0,3
10103,142,117,82,141,125,30,0,711,3,0,3,3,4,0,0,0,11,41,4,4,5,0,7,3,0,69,19,14,18,13,11,13,3,0,93,12,21,14,13,17,20,9,0,104,10,19,25,16,22,19,12,0,123,27,43,57,20,39,32,13,0,221,10,49,61,27,40,22,7,3,216,7,22,35,35,27,25,13,3,164,0,10,28,20,19,13,0,0,89,0,0,6,11,16,7,0,0,37,0,0,4,0,3,7,0,0,13,0,0,0,0,4,0,3,0,4,0,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,8,3,4,3,3,3,3,4,0,18,143,191,259,168,204,156,66,12,1190,0,0,0,0,3,3,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,3,3,0,0,0,3,0,0,12,3,9,0
10104,69,142,254,318,352,95,12,1260,12,4,8,0,0,9,3,0,32,148,13,7,13,18,28,3,3,225,41,21,22,28,53,47,9,3,226,24,30,31,39,59,56,22,0,262,32,33,35,44,82,91,22,0,337,8,33,59,71,86,104,30,5,403,18,42,60,64,98,104,15,6,409,9,31,74,71,120,97,23,0,424,9,12,58,57,96,56,12,0,299,0,5,22,22,36,26,3,0,117,0,3,13,3,15,7,0,0,47,0,0,6,5,10,5,3,0,22,0,0,3,3,4,0,0,0,13,0,0,0,3,3,9,4,0,15,11,10,8,3,18,7,7,0,71,323,231,411,423,699,643,154,18,2907,3,0,0,3,0,5,0,0,9,14,0,0,0,0,0,0,0,20,0,0,0,3,0,7,3,0,23,3,3,0,4,4,16,4,3,36,0,3,3,0,10,9,4,3,40,3,3,4
10105,49,165,195,220,185,34,4,875,7,0,3,6,3,0,0,0,21,70,4,10,5,3,7,3,0,104,27,16,12,13,17,13,6,0,103,17,8,7,14,15,14,0,0,83,12,13,17,18,21,18,6,3,107,5,26,36,27,43,28,10,3,171,8,36,58,41,62,44,10,4,258,7,41,41,35,55,38,7,0,217,0,9,34,45,26,21,3,0,137,3,3,24,12,11,16,3,0,71,0,0,4,11,4,3,0,0,29,0,0,3,6,3,0,0,0,11,0,0,3,7,3,0,0,0,14,0,0,3,0,0,0,0,0,4,6,5,4,3,5,3,0,0,26,164,169,255,240,272,203,43,14,1354,0,0,0,0,3,3,0,0,14,3,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,15,0,0,0,3,0,0,0,3,14,0,0,0,0,0,0,3,0,3,4,0,4
10106,32,86,113,158,120,33,8,549,6,0,0,5,3,0,3,0,17,43,3,7,8,9,3,0,3,66,26,13,16,10,18,12,3,0,92,4,9,11,8,6,17,11,0,66,3,5,10,11,26,17,9,0,84,11,22,21,30,27,25,4,0,139,6,31,35,31,49,28,3,3,183,3,22,36,31,36,28,14,0,167,0,8,12,21,21,17,6,0,85,0,0,8,3,5,6,0,0,23,0,0,3,7,0,3,4,0,17,0,0,3,3,4,0,0,0,12,0,0,0,3,6,0,0,0,20,0,0,0,3,0,0,3,0,4,0,0,4,0,5,4,0,0,18,99,121,158,175,215,165,54,13,1006,0,0,0,0,3,3,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,4,0,12,0,0,5
10201,194,439,539,745,670,162,16,2881,19,3,3,0,8,7,0,0,46,494,36,12,18,31,22,6,0,623,153,103,42,46,94,57,17,0,501,71,72,51,76,91,89,19,4,472,47,86,64,74,105,106,30,3,513,38,98,107,128,177,169,53,0,779,31,114,185,182,228,180,29,3,959,10,90,151,163,209,156,25,0,799,5,28,85,87,115,111,17,0,459,0,11,39,46,53,40,0,0,190,0,3,18,29,39,24,3,0,112,0,0,3,15,17,11,0,0,46,0,0,3,7,18,5,0,0,41,0,0,3,3,7,14,0,0,27,11,6,10,14,15,12,7,0,81,867,663,788,883,1222,1000,217,20,5649,4,0,8,8,6,4,0,0,34,16,7,7,6,0,7,0,0,41,3,6,5,3,5,6,0,4,30,10,9,9,3,6,6,6,8,53,3,6,0,10,3,8,9,4,46,0,12,11
10202,225,578,637,785,701,161,7,3201,26,3,5,0,5,5,0,0,50,429,31,12,17,19,17,5,0,525,149,73,33,53,46,45,10,3,411,43,70,57,66,89,68,15,0,402,50,72,74,74,74,82,20,3,452,30,104,103,81,156,141,18,6,645,26,115,158,135,196,130,28,5,793,10,81,141,151,174,138,13,0,710,4,30,93,95,110,86,7,0,430,0,10,38,45,51,36,0,0,179,0,4,34,32,43,21,4,0,140,0,3,18,15,31,6,3,0,74,0,0,11,8,11,9,0,0,41,0,0,3,4,4,12,3,0,20,9,3,15,10,14,14,3,0,73,778,605,788,793,1029,806,132,19,4948,0,0,3,13,7,0,0,0,30,9,4,0,3,0,0,0,0,26,6,12,6,4,3,5,3,0,35,5,3,5,9,3,8,10,3,40,5,3,8,6,3,9,3,8,45,3,10,8
10301,80,205,272,339,279,82,11,1291,9,3,3,3,3,3,3,0,27,128,18,7,10,6,0,3,0,185,45,28,24,21,24,22,11,0,166,19,25,27,27,30,22,13,0,157,19,21,37,32,39,29,10,0,190,19,46,47,49,42,56,14,3,275,10,66,65,60,71,63,12,0,355,6,33,66,55,86,61,6,0,312,3,16,36,43,62,56,13,0,239,0,7,12,25,31,23,5,0,106,0,0,14,22,39,27,3,0,108,0,0,3,10,25,9,0,0,49,0,0,8,10,8,5,0,0,31,0,0,0,3,0,3,0,0,10,4,0,4,0,7,10,0,0,36,273,264,360,379,469,398,92,9,2244,4,0,0,0,0,0,0,0,14,4,3,0,0,0,4,0,0,18,3,5,3,3,5,0,0,3,17,0,0,0,3,0,5,3,3,18,0,0,4,3,0,4,0,0,15,0,5,0
10302,110,316,328,436,372,109,18,1717,14,0,0,3,4,3,0,0,28,102,6,3,12,21,22,3,4,174,44,21,29,21,37,31,13,0,194,27,16,23,20,37,57,20,10,209,25,28,26,25,63,46,20,7,238,34,54,62,68,86,84,30,3,421,25,75,78,68,96,93,26,4,470,5,50,82,77,73,81,12,0,385,0,19,39,50,48,56,9,0,228,0,3,21,15,26,18,0,0,84,0,3,7,9,15,5,0,0,45,0,0,3,3,3,0,0,0,13,0,0,0,8,3,3,0,0,21,0,0,0,3,3,5,0,3,21,6,3,4,0,12,8,5,3,46,289,281,395,387,523,509,150,35,2567,3,5,0,0,4,3,3,0,19,11,0,0,5,0,0,0,0,18,0,7,0,0,0,6,6,5,23,0,0,0,5,7,3,3,5,29,0,0,6,5,3,3,9,5,32,3,4,6
10303,79,447,572,638,425,60,7,2248,7,0,0,0,3,3,0,0,27,109,7,9,11,15,13,9,0,164,32,15,14,25,41,35,9,3,177,15,16,20,38,38,40,14,0,183,19,14,18,34,60,38,10,0,201,14,26,40,43,73,40,13,0,247,11,43,51,39,49,69,9,3,290,5,29,46,42,56,61,11,0,250,8,12,23,18,47,22,6,5,138,0,3,15,14,23,10,4,0,70,0,0,10,13,14,7,3,0,40,0,4,8,11,3,6,0,0,29,0,0,9,21,9,0,0,0,42,0,0,0,3,10,4,3,0,22,4,3,7,4,12,9,0,0,33,223,177,273,312,456,364,99,17,1913,3,0,0,0,0,6,0,0,14,4,3,0,0,3,0,0,0,14,0,0,3,0,0,0,0,4,13,0,3,0,5,4,4,5,0,15,3,4,0,0,3,3,9,4,22,0,0,0
