SA3_CODE_2016,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_15,OM_UIE_75ov_HW_16_24,OM_UIE_75ov_HW_25_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40,OM_UIE_75ov_HW_41_48,OM_UIE_75ov_HW_49mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_15,OM_UIE_Tot_HW_16_24,OM_UIE_Tot_HW_25_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40,OM_UIE_Tot_HW_41_48,OM_UIE_Tot_HW_49mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_15,CFW_15_19_HW_16_24,CFW_15_19_HW_25_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40,CFW_15_19_HW_41_48,CFW_15_19_HW_49mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_15,CFW_20_24_HW_16_24,CFW_20_24_HW_25_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40,CFW_20_24_HW_41_48,CFW_20_24_HW_49mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_15,CFW_25_29_HW_16_24,CFW_25_29_HW_25_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40,CFW_25_29_HW_41_48,CFW_25_29_HW_49mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_15,CFW_30_34_HW_16_24,CFW_30_34_HW_25_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40,CFW_30_34_HW_41_48,CFW_30_34_HW_49mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_15,CFW_35_39_HW_16_24,CFW_35_39_HW_25_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40,CFW_35_39_HW_41_48,CFW_35_39_HW_49mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_15,CFW_40_44_HW_16_24,CFW_40_44_HW_25_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40,CFW_40_44_HW_41_48,CFW_40_44_HW_49mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_15,CFW_45_49_HW_16_24,CFW_45_49_HW_25_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40,CFW_45_49_HW_41_48,CFW_45_49_HW_49mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_15,CFW_50_54_HW_16_24,CFW_50_54_HW_25_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40,CFW_50_54_HW_41_48,CFW_50_54_HW_49mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_15,CFW_55_59_HW_16_24,CFW_55_59_HW_25_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40,CFW_55_59_HW_41_48,CFW_55_59_HW_49mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_15,CFW_60_64_HW_16_24,CFW_60_64_HW_25_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40,CFW_60_64_HW_41_48,CFW_60_64_HW_49mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_15,CFW_65_69_HW_16_24,CFW_65_69_HW_25_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40,CFW_65_69_HW_41_48,CFW_65_69_HW_49mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_15,CFW_70_74_HW_16_24,CFW_70_74_HW_25_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40,CFW_70_74_HW_41_48,CFW_70_74_HW_49mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_15,CFW_75ov_HW_16_24,CFW_75ov_HW_25_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40,CFW_75ov_HW_41_48,CFW_75ov_HW_49mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_15,CFW_Tot_HW_16_24,CFW_Tot_HW_25_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40,CFW_Tot_HW_41_48,CFW_Tot_HW_49mor,CFW_Tot_HW_NS,CFW_Tot_Tot,ET_NS_15_19_HW_0,ET_NS_15_19_HW_1_15,ET_NS_15_19_HW_16_24,ET_NS_15_19_HW_25_34,ET_NS_15_19_HW_35_39,ET_NS_15_19_HW_40,ET_NS_15_19_HW_41_48,ET_NS_15_19_HW_49mor,ET_NS_15_19_HW_NS,ET_NS_15_19_Tot,ET_NS_20_24_HW_0,ET_NS_20_24_HW_1_15,ET_NS_20_24_HW_16_24,ET_NS_20_24_HW_25_34,ET_NS_20_24_HW_35_39,ET_NS_20_24_HW_40,ET_NS_20_24_HW_41_48,ET_NS_20_24_HW_49mor,ET_NS_20_24_HW_NS,ET_NS_20_24_Tot,ET_NS_25_29_HW_0,ET_NS_25_29_HW_1_15,ET_NS_25_29_HW_16_24,ET_NS_25_29_HW_25_34,ET_NS_25_29_HW_35_39,ET_NS_25_29_HW_40,ET_NS_25_29_HW_41_48,ET_NS_25_29_HW_49mor,ET_NS_25_29_HW_NS,ET_NS_25_29_Tot,ET_NS_30_34_HW_0,ET_NS_30_34_HW_1_15,ET_NS_30_34_HW_16_24,ET_NS_30_34_HW_25_34,ET_NS_30_34_HW_35_39,ET_NS_30_34_HW_40,ET_NS_30_34_HW_41_48,ET_NS_30_34_HW_49mor,ET_NS_30_34_HW_NS,ET_NS_30_34_Tot
10102,8,10,11,5,0,3,4,8,4,48,40,197,140,163,107,219,99,351,24,1333,0,9,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,8,0,19,0,8,0,0,0,0,0,8,0,20,0,4,0,5,0,0,0,6,3,25,3,9,9,3,0,4,0,6,0,40,0,6,0,4,3,0,0,12,3,28,0,4,8,8,5,3,3,18,0,49,0,8,9,5,3,3,3,14,0,52,4,12,9,8,3,3,0,17,0,49,0,15,9,7,3,0,5,5,0,39,0,13,11,11,4,4,0,6,3,46,16,97,55,48,21,28,11,104,8,396,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,3,0,0,11
10103,0,7,3,0,3,9,0,12,0,39,36,111,52,108,58,159,86,409,27,1050,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,3,0,0,3,3,0,6,0,11,0,3,0,0,0,0,0,0,3,6,3,3,0,0,0,3,0,5,0,23,0,8,5,0,0,4,0,7,3,32,0,6,3,6,0,0,3,11,0,33,0,3,3,0,4,0,0,21,0,35,3,3,3,4,5,3,0,15,3,42,0,7,4,3,0,8,0,21,0,39,8,6,4,5,0,0,0,22,0,40,3,12,14,10,3,7,0,13,6,59,7,3,3,3,3,4,3,14,5,44,17,68,41,35,22,31,10,136,20,382,0,9,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,3,0,3,0,0,0,0,0,0,8
10104,6,21,16,7,4,7,3,17,0,71,113,500,321,412,241,493,216,724,49,3076,0,7,4,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,11,0,4,4,3,0,0,0,0,0,19,0,14,6,3,3,5,3,9,0,38,5,16,7,3,0,0,3,11,6,50,0,15,6,9,3,6,0,10,0,54,0,19,3,11,3,6,10,15,3,67,5,20,10,9,10,9,0,16,7,78,12,35,10,15,4,13,9,11,9,111,3,21,17,12,6,5,0,20,3,84,6,19,7,7,0,7,3,10,6,60,4,7,3,4,0,9,0,3,0,27,30,178,78,74,26,71,26,109,36,630,0,13,0,0,3,7,0,0,7,33,0,3,0,3,0,3,0,0,4,19,0,0,0,3,3,4,3,0,3,23,0,5,0,0,0,3,0,0,8,19
10105,0,8,6,3,4,4,0,10,0,47,27,144,101,129,91,204,73,366,16,1153,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,11,3,8,3,3,0,0,0,4,0,20,0,5,0,0,3,0,0,4,0,15,0,7,0,3,0,8,0,5,0,22,3,4,3,0,0,4,0,0,0,9,0,3,0,6,7,5,9,19,0,46,0,3,3,6,7,13,4,21,0,59,3,7,3,4,0,3,4,14,0,47,0,10,15,14,4,11,3,17,0,73,0,8,4,6,0,3,9,18,0,46,0,8,3,11,0,8,0,6,0,34,11,73,38,56,21,43,23,121,11,399,0,11,0,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,0,0,0,7,15,0,3,0,0,3,0,0,0,3,10
10106,4,10,3,11,0,9,4,14,0,50,50,167,104,164,75,202,116,403,31,1316,0,6,0,0,0,0,0,0,3,17,0,5,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,11,0,12,0,3,0,3,3,10,3,35,0,11,3,0,0,3,0,13,0,39,0,10,3,5,0,11,0,15,0,44,0,9,7,7,3,3,0,20,0,46,0,11,9,7,3,5,0,24,3,59,3,10,10,11,3,5,0,32,3,72,3,18,4,15,3,4,0,17,3,72,7,15,7,8,9,12,3,15,3,72,6,10,9,7,4,11,0,3,0,61,20,123,64,61,26,68,17,149,16,545,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6
10201,6,17,8,11,0,5,3,12,3,64,138,1037,639,744,421,804,346,1031,72,5231,0,6,3,0,0,0,0,0,0,12,0,0,4,3,0,0,0,3,3,19,0,14,0,0,0,3,0,5,4,31,0,18,3,5,0,3,0,16,3,47,3,32,9,5,6,5,7,21,0,86,3,19,15,13,5,4,5,15,8,93,0,27,22,11,10,13,0,12,5,107,3,25,11,11,5,19,4,19,3,106,8,26,12,12,12,16,0,20,3,113,9,33,18,4,5,9,0,16,0,95,3,36,11,0,3,8,0,3,3,68,4,16,9,7,3,3,0,7,8,57,3,9,4,3,5,7,3,7,3,42,36,272,130,80,50,91,21,143,49,870,3,26,5,9,0,3,0,0,8,55,0,4,4,3,8,7,0,3,12,41,6,5,10,3,9,5,0,3,3,41,0,0,4,10,7,11,0,0,7,41
10202,0,14,7,6,3,3,0,3,3,42,91,641,427,490,300,610,265,703,57,3583,0,14,0,0,0,0,0,0,0,18,0,16,5,3,0,0,0,6,0,29,0,6,3,3,0,4,3,0,0,22,0,16,8,4,3,3,0,4,5,46,0,20,10,6,0,5,0,9,3,56,0,14,8,3,7,9,3,8,9,61,0,19,6,20,5,7,3,11,3,70,0,13,10,5,0,4,10,20,3,71,8,21,14,13,3,18,3,16,3,91,4,26,5,5,3,4,3,12,4,72,0,17,7,3,3,0,5,5,0,47,3,9,11,3,0,0,0,3,3,46,0,3,0,0,0,4,0,6,0,23,27,196,92,71,32,68,26,103,41,647,0,14,4,8,7,0,0,0,8,42,3,9,5,0,10,10,0,0,18,56,0,8,3,3,8,3,3,8,8,35,3,3,0,11,5,3,0,0,6,34
10301,3,9,3,13,3,5,0,13,3,53,29,198,163,164,131,250,122,477,35,1573,0,9,0,3,0,3,0,0,0,21,0,4,0,0,0,0,0,0,0,8,0,3,0,4,4,0,3,0,0,17,0,4,0,0,0,0,0,0,3,13,0,9,0,6,0,3,0,8,0,30,0,9,0,4,0,4,3,15,0,41,0,3,4,3,0,8,0,7,0,30,3,11,5,3,9,8,0,16,0,49,5,8,6,7,0,7,0,15,0,55,0,8,3,5,3,3,4,28,0,57,0,14,12,5,3,12,3,16,3,76,0,16,10,10,0,8,5,14,6,60,0,13,11,3,3,4,0,5,4,45,19,102,51,56,26,60,27,133,26,493,0,4,3,0,0,0,0,0,8,15,0,3,7,0,4,0,3,0,3,23,0,0,0,0,4,0,0,3,4,15,0,3,0,0,0,0,3,0,4,16
10302,8,21,13,22,7,22,9,60,8,175,90,270,228,280,168,470,261,1394,45,3203,3,10,3,3,0,3,0,0,4,29,0,4,4,3,0,0,0,7,0,14,3,9,4,5,0,3,0,10,0,35,0,17,3,3,0,6,0,19,6,57,3,10,4,3,3,8,3,23,0,58,0,12,8,6,6,12,3,37,5,91,3,12,10,11,5,17,0,52,0,114,0,8,10,8,8,18,8,67,12,123,3,11,3,4,0,21,7,69,9,126,10,19,13,25,8,24,10,70,4,176,5,11,11,16,10,21,7,68,9,161,10,19,4,11,3,14,6,30,5,110,15,23,20,23,0,19,6,22,25,156,45,173,91,115,42,161,62,482,83,1253,0,10,3,0,3,3,4,4,3,28,3,0,0,0,7,0,3,3,12,27,3,0,3,3,3,3,3,6,0,23,4,4,3,7,3,5,0,3,10,35
10303,0,9,14,4,11,9,3,9,4,75,53,206,177,169,118,260,109,474,27,1584,0,11,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,3,0,8,0,4,3,0,0,0,0,0,0,11,3,7,7,3,0,3,0,6,4,34,0,5,4,0,0,3,0,3,0,17,0,9,7,3,3,3,0,15,0,33,0,11,0,3,3,0,0,5,0,28,0,4,3,11,0,3,7,17,0,50,4,11,9,3,0,12,0,23,3,63,3,11,11,9,8,10,4,25,0,93,4,17,13,10,3,6,7,29,0,93,0,20,9,10,5,11,7,21,8,92,3,21,8,10,4,6,0,14,6,76,15,134,69,72,29,60,29,175,20,608,3,0,4,0,0,0,0,0,3,17,0,0,0,7,3,8,0,0,4,23,0,0,0,4,0,4,3,0,0,15,5,0,3,0,0,3,0,0,0,17
