SA3_CODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
10304,0,3,5,0,0,5,10,3,19,3,3,0,3,9,0,0,11,0,0,20,0,4,0,7,31,0,0,33,0,0,46,0,3,0,3,3,6,0,12,0,5,23,0,15,0,17,3,22,0,20,3,27,74,5,32,0,34,53,27,0,85,47,36,203,4,4,0,12,0,0,0,0,207,5,223,5,36,0,40,0,0,0,0,212,4,262,10,54,0,61,24,3,0,29,94,7,195,18,57,0,76,53,5,0,61,0,0,139,49,169,0,214,208,92,0,297,11,20,551,23,113,0,135,55,132,0,192,31,20,371,37,389,4,426,87,485,3,578,95,232,1338,128,817,5,959,437,717,8,1163,659,300,3077
10401,0,0,3,0,0,3,6,0,9,0,0,0,3,0,0,0,0,0,0,8,0,5,0,7,4,0,0,6,3,0,16,0,0,0,0,0,3,0,6,0,3,7,3,7,0,12,0,16,0,18,3,15,46,6,20,0,22,10,17,0,28,49,18,120,0,5,0,5,0,0,0,0,132,5,142,5,8,0,9,0,0,0,0,178,9,200,3,26,0,32,9,5,0,16,62,3,112,3,35,0,42,11,6,0,18,3,0,66,18,107,3,127,51,40,0,88,14,8,232,8,44,0,54,20,42,0,57,11,11,140,30,189,0,217,36,212,0,249,50,166,688,68,417,3,488,133,306,3,440,457,196,1578
10402,0,0,3,0,0,3,8,0,13,0,3,0,3,3,3,0,3,0,0,9,3,8,0,12,25,5,0,28,0,0,42,0,12,0,12,3,3,0,6,3,3,26,0,19,0,19,6,22,0,30,9,26,78,5,43,0,48,42,33,0,71,85,32,238,12,7,0,18,0,0,0,0,340,8,367,6,25,0,29,0,0,0,0,371,5,413,9,46,0,52,35,3,0,39,152,3,250,10,63,0,75,61,18,0,74,10,3,166,57,192,0,247,241,115,0,357,31,29,671,28,101,0,134,75,104,0,180,30,25,360,56,409,3,470,113,498,0,615,153,235,1479,185,840,8,1031,526,738,0,1263,1087,310,3692
10501,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,7,3,0,6,0,3,9,0,3,0,3,0,3,0,3,0,0,3,0,5,0,7,0,8,0,8,3,14,36,3,12,0,14,8,10,0,19,16,20,75,0,3,0,3,0,0,0,0,31,0,35,0,9,0,9,0,0,0,0,37,4,46,0,8,0,14,0,0,0,0,14,0,33,0,11,0,16,3,3,0,11,0,0,27,8,46,0,58,17,32,0,46,7,9,115,7,37,0,42,7,39,0,41,3,9,99,12,109,0,120,18,122,3,139,25,128,407,31,218,3,254,39,189,3,233,123,160,762
10502,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,3,3,0,0,6,3,0,0,3,3,7,12,3,6,0,7,0,3,0,4,0,0,11,3,7,0,12,0,3,0,9,0,10,26,10,11,0,22,5,6,0,16,17,16,70,3,3,0,5,0,0,0,0,41,3,41,0,3,0,4,0,0,0,0,49,4,58,0,13,0,12,0,0,0,4,19,3,33,0,12,0,17,0,0,0,0,3,4,23,9,42,0,54,14,21,0,38,8,11,116,12,47,0,54,12,40,0,53,7,7,123,17,87,3,99,10,116,3,128,35,95,358,42,200,3,253,41,179,3,223,164,122,749
10503,0,3,0,0,0,0,5,0,11,3,3,0,4,4,0,0,5,0,0,11,4,9,0,16,12,7,0,18,0,3,40,6,3,0,9,7,3,0,11,0,7,26,0,19,0,20,5,15,0,17,6,29,72,18,37,3,50,33,26,0,58,56,42,206,4,8,0,16,0,0,0,0,212,10,231,9,27,0,32,0,0,0,0,234,11,278,13,38,0,54,15,3,0,17,110,12,191,16,75,0,92,22,4,0,30,10,6,129,51,192,0,241,134,89,0,226,22,34,516,23,119,0,137,54,123,3,176,21,18,362,20,364,4,387,53,384,3,441,109,248,1192,135,822,3,962,286,600,6,896,714,333,2896
10601,0,3,5,0,0,6,19,0,25,0,0,0,0,5,0,0,8,0,0,12,3,11,0,12,19,3,0,23,3,0,40,0,9,0,9,5,4,0,14,7,0,26,0,14,0,17,8,19,0,26,4,22,69,9,37,0,40,40,31,0,69,64,28,203,7,12,0,18,0,0,0,0,260,15,291,8,34,0,41,3,0,0,3,276,10,330,16,56,0,78,63,6,0,69,124,4,279,16,65,0,80,92,18,0,113,19,4,215,42,165,3,212,276,112,0,391,66,20,692,18,130,0,148,56,134,0,186,35,21,388,24,319,0,349,78,336,0,416,129,232,1122,133,782,5,921,575,604,0,1178,908,310,3314
10602,0,6,3,0,0,3,7,0,18,0,0,0,0,7,0,0,3,0,0,5,0,3,0,3,29,3,0,31,3,3,40,0,4,0,4,6,9,0,19,0,0,21,0,12,0,12,12,13,0,18,5,15,52,0,22,0,23,55,27,0,76,37,19,166,13,13,0,21,0,0,0,0,278,15,309,19,34,0,46,0,3,0,3,315,11,377,14,60,3,76,72,11,0,83,128,6,289,9,66,0,74,123,20,0,139,10,6,230,31,199,0,232,436,113,0,547,34,13,830,18,105,3,118,86,140,0,228,33,17,393,31,278,6,311,76,367,0,449,129,138,1025,129,748,10,889,801,648,3,1449,932,199,3463
10603,0,0,3,0,0,0,15,0,19,0,3,0,3,3,0,0,3,0,0,9,0,6,0,6,24,4,0,29,0,5,39,3,3,0,9,3,10,0,12,0,6,22,3,11,0,13,11,21,0,33,0,19,64,7,29,0,33,43,32,0,80,52,34,204,3,17,0,17,0,0,0,0,238,3,256,15,27,0,37,0,0,0,0,248,4,295,13,44,0,61,53,11,0,61,102,6,229,14,58,0,69,85,8,0,97,7,4,171,36,167,7,203,263,104,3,368,27,19,622,15,96,3,115,55,125,0,179,18,12,336,31,282,0,316,84,319,0,399,117,182,1015,127,687,10,819,536,567,4,1107,755,237,2917
10604,0,6,5,0,0,5,4,0,16,0,3,0,3,7,0,0,7,0,0,4,0,5,0,8,9,4,0,16,0,3,25,0,5,0,5,0,4,0,4,0,0,10,0,5,0,5,3,11,0,13,3,16,37,6,25,0,22,29,16,0,39,40,22,125,5,3,0,7,0,0,0,0,114,9,124,0,22,0,21,0,0,0,0,94,0,121,8,47,0,58,12,3,0,20,54,6,135,3,36,0,40,12,3,0,15,3,4,70,31,76,0,105,68,37,0,97,14,11,224,9,54,0,66,30,49,0,78,9,10,158,7,155,0,164,25,142,0,167,54,129,520,64,391,0,464,149,228,4,378,338,175,1355
10701,0,5,6,0,0,5,9,0,20,0,0,0,0,3,0,0,6,0,0,7,0,4,0,3,20,4,0,22,3,3,36,0,3,0,3,10,5,0,9,0,0,15,4,14,0,17,5,13,0,19,9,16,64,4,19,3,27,45,29,0,65,55,23,169,3,4,0,8,0,0,0,0,198,3,217,10,22,0,32,0,0,0,0,192,3,230,11,48,0,61,69,13,0,77,79,7,225,12,57,0,66,117,13,0,136,11,0,212,37,157,0,197,450,109,0,564,29,22,809,22,68,0,86,93,88,0,181,32,10,307,39,207,3,252,91,258,3,349,121,141,866,124,572,5,696,821,477,4,1301,665,192,2862
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,5
10703,0,0,0,0,0,0,10,0,12,0,0,0,0,18,3,0,18,0,0,16,3,11,0,13,25,4,0,30,0,4,50,0,3,0,3,3,4,0,6,0,0,19,3,9,0,15,5,13,0,19,6,11,51,5,34,0,43,48,22,0,73,54,17,188,6,14,0,20,0,0,0,0,272,5,296,13,32,0,43,3,0,0,3,319,7,377,13,54,0,65,100,8,0,110,120,4,297,11,71,0,86,184,17,0,208,15,5,314,33,159,3,195,539,109,4,651,44,25,911,20,70,0,93,71,92,0,164,36,13,304,27,190,0,218,72,269,0,340,142,149,852,126,588,3,722,972,498,5,1472,950,222,3361
10704,0,3,8,0,0,8,22,0,40,0,0,0,0,36,7,0,45,0,0,48,8,14,0,15,121,16,0,136,11,7,169,0,9,0,9,28,17,0,41,7,0,57,10,13,0,15,22,37,0,58,12,40,124,16,40,0,54,212,70,0,285,133,46,521,3,6,0,13,0,0,0,0,446,3,462,16,36,0,49,3,0,0,3,458,5,525,26,92,0,116,249,25,0,271,193,9,592,32,76,0,108,505,46,3,555,21,8,696,98,288,0,383,1919,358,7,2283,86,38,2790,33,146,0,186,475,324,3,798,79,26,1094,98,428,3,526,357,970,13,1330,250,261,2369,299,1084,4,1386,3509,1715,21,5248,1529,359,8528
10801,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,7,0,6,0,6,3,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,3,6,9,22,0,10,0,11,11,8,0,19,33,11,73,0,0,0,3,0,0,0,0,128,5,129,4,8,0,13,0,0,0,0,98,3,117,0,11,0,11,0,0,0,0,25,0,41,7,15,3,25,16,3,0,16,4,5,49,7,51,0,60,32,13,0,41,4,4,115,12,19,0,37,11,20,0,28,0,3,67,12,106,0,126,20,95,0,120,32,103,380,50,222,4,276,74,133,0,210,293,128,908
10802,0,0,3,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,3,9,0,4,0,4,3,6,0,5,0,4,13,0,4,0,3,0,3,0,3,0,0,8,3,8,0,14,9,10,0,15,4,25,51,9,20,0,24,18,17,0,28,43,33,132,6,0,0,5,0,0,0,0,127,3,139,8,0,0,6,0,0,0,0,165,12,187,11,23,0,34,8,0,0,8,64,5,107,3,34,0,37,21,4,0,26,3,3,70,6,74,0,81,46,28,0,70,13,17,186,12,42,0,48,15,40,0,55,6,18,127,31,141,0,172,49,185,3,239,76,186,674,70,317,0,387,138,268,3,402,451,246,1484
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,9,0,3,9,0,0,0,0,3,9,0,5,0,5,15
10804,0,5,3,0,0,4,18,0,22,0,4,0,4,3,0,0,3,0,0,10,4,5,0,8,19,0,0,20,0,3,33,5,3,0,4,9,4,0,13,0,0,19,3,14,0,19,7,13,0,16,11,30,73,17,34,0,47,33,16,0,58,93,30,227,4,5,0,7,0,0,0,0,331,5,351,6,14,0,18,0,0,0,0,301,11,326,20,50,0,70,22,10,0,31,119,10,232,14,71,0,88,65,6,0,70,5,3,172,34,130,3,174,183,59,0,244,17,17,452,27,85,0,115,76,109,0,182,20,10,319,45,337,4,381,105,413,0,515,142,212,1247,146,694,12,844,448,596,5,1044,937,270,3096
10805,0,3,3,0,0,3,9,0,16,0,5,0,3,3,0,0,3,0,0,10,0,3,0,9,12,3,0,10,0,8,21,0,0,0,0,0,0,0,0,0,0,7,0,7,0,14,0,21,0,20,4,30,67,8,28,0,32,23,26,0,42,49,40,162,3,9,0,10,0,0,0,0,179,9,198,8,17,0,19,0,0,0,0,165,6,195,5,25,0,38,10,3,0,13,77,5,127,8,32,0,36,29,6,0,30,0,0,71,20,86,0,111,59,46,0,103,16,17,244,15,43,0,54,13,46,0,52,19,4,131,31,192,0,224,36,197,4,237,85,183,733,88,400,4,488,149,293,4,439,533,226,1695
10901,0,0,7,0,0,7,17,0,24,0,0,0,0,17,0,0,17,3,0,27,0,3,0,3,40,3,0,42,3,7,58,0,3,0,5,7,5,0,16,0,3,23,0,14,0,18,7,29,0,38,7,34,90,4,32,0,37,85,37,0,123,69,43,268,0,3,0,9,0,0,0,0,268,4,278,8,28,0,33,0,0,0,0,317,7,362,18,52,0,76,38,9,0,49,162,8,289,12,52,0,69,84,16,0,100,19,4,191,51,186,0,236,388,104,0,499,34,17,779,31,87,0,118,85,136,0,217,38,23,394,51,305,0,352,115,384,0,506,126,197,1183,170,714,4,890,718,647,3,1364,957,254,3468
