STE_CODE_2016,Pro_400_499_H_0,Pro_400_499_H_1_15,Pro_400_499_H_16_24,Pro_400_499_H_25_34,Pro_400_499_H_35_39,Pro_400_499_H_40,Pro_400_499_H_41_48,Pro_400_499_H_49mo,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_15,Pro_500_649_H_16_24,Pro_500_649_H_25_34,Pro_500_649_H_35_39,Pro_500_649_H_40,Pro_500_649_H_41_48,Pro_500_649_H_49mo,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_15,Pro_650_799_H_16_24,Pro_650_799_H_25_34,Pro_650_799_H_35_39,Pro_650_799_H_40,Pro_650_799_H_41_48,Pro_650_799_H_49mo,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_15,Pro_800_999_H_16_24,Pro_800_999_H_25_34,Pro_800_999_H_35_39,Pro_800_999_H_40,Pro_800_999_H_41_48,Pro_800_999_H_49mo,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_15,Pro_1000_1249_H_16_24,Pro_1000_1249_H_25_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40,Pro_1000_1249_H_41_48,Pro_1000_1249_H_49mo,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_15,Pro_1250_1499_H_16_24,Pro_1250_1499_H_25_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40,Pro_1250_1499_H_41_48,Pro_1250_1499_H_49mo,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_15,Pro_1500_1749_H_16_24,Pro_1500_1749_H_25_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40,Pro_1500_1749_H_41_48,Pro_1500_1749_H_49mo,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_15,Pro_1750_1999_H_16_24,Pro_1750_1999_H_25_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40,Pro_1750_1999_H_41_48,Pro_1750_1999_H_49mo,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_15,Pro_2000_2999_H_16_24,Pro_2000_2999_H_25_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40,Pro_2000_2999_H_41_48,Pro_2000_2999_H_49mo,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000mo_H_0,Pro_3000mo_H_1_15,Pro_3000mo_H_16_24,Pro_3000mo_H_25_34,Pro_3000mo_H_35_39,Pro_3000mo_H_40,Pro_3000mo_H_41_48,Pro_3000mo_H_49mo,Pro_3000mo_H_NS,Pro_3000mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_15,Pro_PINS_H_16_24,Pro_PINS_H_25_34,Pro_PINS_H_35_39,Pro_PINS_H_40,Pro_PINS_H_41_48,Pro_PINS_H_49mo,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_15,Pro_Tot_H_16_24,Pro_Tot_H_25_34,Pro_Tot_H_35_39,Pro_Tot_H_40,Pro_Tot_H_41_48,Pro_Tot_H_49mo,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_15,TaTW_NNI_H_16_24,TaTW_NNI_H_25_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40,TaTW_NNI_H_41_48,TaTW_NNI_H_49mo,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_15,TaTW_1_149_H_16_24,TaTW_1_149_H_25_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40,TaTW_1_149_H_41_48,TaTW_1_149_H_49mo,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_15,TaTW_150_299_H_16_24,TaTW_150_299_H_25_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40,TaTW_150_299_H_41_48,TaTW_150_299_H_49mo,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_15,TaTW_300_399_H_16_24,TaTW_300_399_H_25_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40,TaTW_300_399_H_41_48,TaTW_300_399_H_49mo,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_15,TaTW_400_499_H_16_24,TaTW_400_499_H_25_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40,TaTW_400_499_H_41_48,TaTW_400_499_H_49mo,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_15,TaTW_500_649_H_16_24,TaTW_500_649_H_25_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40,TaTW_500_649_H_41_48,TaTW_500_649_H_49mo,TaTW_500_649_H_NS,TaTW_500_649_H_Tot,TaTW_650_799_H_0,TaTW_650_799_H_1_15,TaTW_650_799_H_16_24,TaTW_650_799_H_25_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40,TaTW_650_799_H_41_48,TaTW_650_799_H_49mo,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_15,TaTW_800_999_H_16_24,TaTW_800_999_H_25_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40,TaTW_800_999_H_41_48,TaTW_800_999_H_49mo,TaTW_800_999_H_NS,TaTW_800_999_H_Tot
1,678,5748,4776,2045,881,1115,310,788,253,16589,1387,7003,8922,4875,2298,2481,659,1488,381,29488,1634,5289,10549,7564,5996,5233,1592,2304,482,40642,2104,4377,11138,9838,12758,12108,3877,4506,640,61346,3294,3912,10365,12460,23935,25117,8630,9451,845,98022,3441,2617,6075,10259,23650,27405,10425,12349,701,96921,3797,2149,4285,8626,24166,31783,12036,15729,688,103249,3104,1470,2379,5131,19553,27674,12125,16991,547,88974,3916,1993,3146,6178,22960,41002,19302,30648,637,129794,2038,1691,2376,4235,6309,19782,11135,34020,448,82027,294,597,689,676,1158,1743,615,1264,994,8029,27784,58110,70728,74416,144948,197372,81200,131267,7360,793185,174,405,238,170,239,342,108,433,142,2245,257,2479,471,231,161,228,65,217,120,4237,387,4289,1951,824,622,631,212,471,280,9666,514,3590,4250,1829,2077,1961,524,894,429,16064,612,2853,5414,3388,4465,4625,1461,1497,597,24904,933,2802,5516,6517,7851,8224,2712,3190,817,38568,1066,1875,3823,6392,13976,12188,4253,4630,921,49120,1358,1550,2759,5052,18785,19299,7434,7898,973,65104
2,667,5431,4221,1770,646,862,266,648,179,14688,1318,6523,8215,4179,1708,1759,554,1188,300,25740,1619,4740,9960,7025,4460,3940,1260,1707,339,35051,2129,3679,10527,11483,10971,10104,3509,3687,504,56590,3037,3072,8605,14553,21711,21420,8401,8514,650,89970,3279,1924,4555,10821,21651,23080,10181,10824,607,86920,3109,1512,2919,7574,19957,25428,11224,13064,537,85338,2084,1019,1603,3486,12625,18867,10002,13053,382,63142,2434,1343,2201,4431,13448,26417,13796,19660,452,84191,1456,1211,1503,3318,4441,12601,7413,20555,287,52793,263,513,655,765,1000,1440,523,1000,841,6996,23443,49643,60282,71648,113721,147451,67546,95412,5633,634779,122,369,186,184,210,335,98,397,130,2023,227,2526,466,238,173,221,59,206,113,4238,390,3988,1706,775,510,634,172,403,204,8771,426,3222,3648,1490,1578,1633,462,748,337,13551,539,2537,4459,2709,3576,3990,1069,1244,435,20559,787,2265,4305,5567,6745,6881,2084,2435,623,31689,965,1535,2790,5509,12680,10689,3640,3634,759,42197,1238,1213,1945,4509,17284,17187,6402,6060,866,56705
3,403,3293,2262,1191,442,584,157,473,111,8910,817,4144,4422,2957,1219,1201,396,943,202,16316,1074,3293,5378,4433,3349,2546,950,1484,226,22726,1347,2636,5994,6293,7413,5879,2325,2836,281,35009,2190,2234,5623,9153,13338,11853,5066,6379,396,56222,2387,1289,3430,8348,14035,13240,6102,8013,324,57166,2814,1155,2241,7945,15078,16949,8088,11699,361,66324,1695,608,1038,3751,9417,12170,6060,8894,248,43894,1989,817,1350,3219,10012,16883,8778,14573,269,57884,1009,652,978,1973,2863,8175,4705,13586,185,34119,136,292,312,392,607,741,307,656,467,3911,17091,31647,35990,51354,78440,91262,43251,70626,3405,423068,127,287,139,137,151,219,92,403,70,1630,189,2323,387,167,104,152,69,189,71,3657,250,2650,1195,586,369,414,136,415,142,6154,315,2399,2072,1135,1241,1052,363,682,214,9465,383,1845,2850,1983,2601,2308,843,1058,276,14141,618,1779,2982,4426,4980,4302,1773,2264,390,23520,824,1114,1982,4709,10219,6993,3023,3368,456,32687,1048,955,1486,3700,14264,11863,5807,5690,568,45369
4,157,1286,979,403,172,208,58,140,44,3445,342,1621,1829,1019,418,392,120,258,62,6071,438,1337,2465,1713,1062,754,307,402,84,8565,653,968,2790,2877,2864,1768,773,813,123,13633,857,786,2483,4052,5729,3695,1721,1692,137,21149,927,497,1215,3340,6085,4165,2231,2325,118,20896,1081,456,802,2411,6645,5361,2833,3255,127,22971,738,231,419,1016,3973,4348,2841,3720,74,17350,595,335,476,1030,3385,4518,3041,4196,87,17661,311,257,374,736,1020,2061,1326,3807,54,9952,70,112,116,175,248,222,88,173,138,1334,6635,11970,14970,19373,31844,27849,15452,21130,1157,150374,36,102,40,50,43,55,29,112,31,508,80,667,114,74,45,54,15,72,30,1143,109,1108,418,229,154,142,57,155,50,2420,136,1014,797,458,464,384,117,192,72,3637,165,818,1126,827,1045,848,282,346,91,5551,263,703,1285,1873,2013,1520,563,683,145,9053,314,447,888,2044,4065,2394,1037,887,159,12249,400,384,574,1521,5578,4079,2016,1612,208,16375
5,248,2043,1199,551,173,273,68,181,44,4782,421,2424,2431,1174,478,509,166,346,91,8030,480,2010,3010,1868,1204,959,341,501,92,10466,678,1547,3534,2820,2678,2300,833,987,127,15510,949,1256,3582,4286,5932,5416,2023,2225,186,25858,1088,816,2141,3717,7225,6982,2945,3239,175,28320,1366,756,1541,3503,7871,8638,3733,4420,237,32067,1220,489,872,2019,6532,7973,3868,5113,162,28241,1694,750,1127,2248,7670,12604,7003,10277,249,43624,1067,584,821,1549,2297,6978,4216,9947,126,27580,81,163,204,187,318,426,189,325,263,2157,10072,19502,21985,24644,42718,53550,25551,38073,1920,238004,79,176,63,85,78,128,53,175,41,881,107,1020,192,80,61,66,26,94,35,1673,174,1613,580,253,180,207,51,152,75,3270,184,1298,1109,513,628,547,167,269,106,4816,237,1055,1657,893,1223,1270,383,392,128,7241,345,1009,1906,1996,2176,2239,702,861,187,11421,400,723,1338,2272,3788,3159,1144,1228,239,14288,544,688,1017,2141,6224,5623,2184,2261,335,21022
6,54,403,283,88,33,57,28,50,12,1008,100,521,530,265,108,125,48,80,23,1806,133,396,728,477,291,196,83,125,21,2452,184,304,886,779,670,446,203,187,24,3681,261,254,820,1261,1493,966,426,450,44,5970,279,152,446,1133,1463,1087,509,622,26,5728,315,138,254,808,1765,1374,750,867,29,6308,203,77,120,310,1265,1106,733,912,23,4749,167,77,148,314,836,1032,639,1007,14,4229,88,61,90,195,254,467,300,878,11,2333,19,30,45,37,51,58,13,38,34,329,1944,3459,4619,5839,8291,7012,3755,5308,302,40533,8,24,14,14,15,20,14,34,11,150,31,224,29,9,10,16,3,19,10,352,39,393,135,77,50,55,14,36,23,815,53,352,269,124,175,135,33,70,20,1230,76,302,350,267,360,306,87,98,43,1889,88,240,423,536,672,583,203,227,33,3005,113,162,265,600,1267,884,341,319,43,3991,115,109,181,468,1684,1480,576,458,66,5142
7,14,92,68,44,56,31,8,19,9,337,39,118,122,89,109,91,24,42,15,642,34,75,129,114,132,115,41,67,10,722,68,75,144,173,297,205,81,113,16,1169,93,84,153,291,680,482,224,312,21,2343,158,58,109,245,850,670,311,440,26,2865,215,55,89,227,1001,902,370,591,21,3476,173,38,50,167,774,884,415,741,31,3271,228,47,67,180,747,1017,561,1209,18,4076,96,35,34,94,154,351,218,895,14,1898,7,23,24,33,54,67,31,41,45,319,1188,1022,1109,1757,4950,4885,2317,4493,245,21978,6,11,3,5,6,6,4,15,3,65,8,57,23,6,3,4,0,9,10,120,9,70,44,27,26,8,3,17,4,211,7,54,50,30,50,43,14,20,9,278,11,46,87,51,70,88,25,34,6,422,21,50,107,95,151,141,59,83,25,726,30,37,64,129,312,269,103,154,17,1112,45,42,53,125,511,414,202,243,33,1669
8,45,332,173,102,38,53,5,38,18,804,91,442,354,205,102,116,31,82,21,1447,119,338,512,326,237,181,60,128,22,1927,148,275,648,568,704,439,195,188,32,3193,288,296,719,967,2040,1325,532,511,56,6735,458,227,481,1087,3208,2141,946,758,46,9352,613,243,400,1030,3892,2714,1155,1014,74,11144,395,164,238,621,2286,2345,1136,1196,50,8433,654,251,324,798,3523,4717,2441,2712,64,15488,197,139,165,420,697,2295,1211,2327,40,7477,27,26,26,39,106,96,53,64,52,483,3166,4031,4258,6288,16909,16532,7792,9104,537,68612,8,11,14,5,13,13,0,20,0,83,20,166,25,3,4,7,3,8,10,248,21,176,70,27,17,25,12,14,12,359,21,131,121,57,72,74,13,36,16,538,20,128,202,114,153,178,70,54,14,938,43,129,212,261,322,319,129,138,24,1570,66,92,161,304,593,512,227,211,19,2190,67,80,117,274,915,846,338,385,34,3056
9,0,0,3,6,4,10,0,0,0,17,0,3,6,8,3,3,7,4,0,30,4,0,0,0,7,6,0,4,0,20,4,0,0,3,5,0,0,0,0,16,0,0,3,3,11,16,3,14,0,52,3,3,0,5,10,8,3,8,0,38,3,4,3,3,11,14,5,9,0,56,3,0,0,0,18,17,4,11,3,60,10,3,4,0,9,14,8,7,0,52,6,3,0,0,3,16,3,12,0,44,0,0,0,0,0,0,0,0,0,0,31,26,28,27,91,103,41,64,3,426,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,3,3,3,0,0,3,12,0,5,4,3,10,3,0,0,0,16,0,0,3,4,10,3,0,9,0,36,3,3,7,7,19,9,10,0,0,60,9,8,5,5,19,8,9,10,3,66
