STE_CODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
1,3520,2387,1492,1087,1609,994,417,890,1078,13481,1913,4726,2001,4655,2914,3599,594,2958,651,24012,3640,8706,5450,11868,7115,8315,1845,6746,1105,54787,5112,11044,8762,15748,9846,9983,3047,9365,1322,74233,6101,13714,12343,20026,12995,11897,4105,11394,1606,94189,10703,25450,22127,32234,23778,16916,6755,15238,2293,155500,15776,35904,33625,37469,33760,19012,11426,18693,3029,208686,25292,55416,50716,36038,47645,18300,16108,19255,3957,272727,35273,90595,60190,27371,54283,15033,15879,14295,4535,317448,30310,90642,40940,14533,35202,9471,9895,7159,3147,241296,32741,97391,31640,11535,24013,7293,7111,4670,2824,219221,27788,84529,19486,8323,12843,4562,4816,2559,1901,166819,71339,122495,23731,8602,17453,7444,6785,2401,2674,262925,67668,77644,6594,1627,9950,5598,1225,785,2195,173283,4150,7220,5214,3047,3541,1862,1500,2044,5429,34006,341319,727855,324306,234166,296954,140283,91516,118454,37742,2312603
2,3219,2164,1284,1019,1392,907,314,787,972,12067,1818,4671,2098,5281,2519,4375,516,3083,615,24975,3330,8928,5259,12392,6038,8654,1664,6691,922,53885,4664,10165,7774,14917,8045,9697,2493,8280,1082,67111,5502,12611,11074,18583,10572,10385,3165,9609,1244,82747,9599,22977,18756,29510,18173,13913,5777,12993,1743,133447,13852,31834,29426,32189,26058,15203,10388,15912,2263,177130,21899,52033,44211,30797,37214,14415,14384,15570,2922,233438,29190,83846,51058,22811,40171,11812,13058,11608,3255,266801,24810,81506,33376,12808,25598,7261,7098,5853,2326,200643,26985,80358,24645,8455,16971,5280,4561,3763,2005,173024,22647,59672,15362,5282,8420,3426,2548,2281,1351,120988,53526,78862,17662,4886,11242,5305,3002,2317,1803,178611,44746,49988,4855,1174,5786,3635,695,662,1341,112891,3692,6366,5149,2982,2862,1837,1304,1832,4428,30449,269471,585986,271991,203089,221066,116100,70965,101242,28289,1868204
3,2331,1455,1156,702,1115,656,309,771,567,9063,1251,2756,1547,3945,1815,3521,468,2942,385,18630,2215,4914,3557,8360,4108,5795,1171,5323,613,36055,3161,5996,5362,10304,5521,6322,1685,6641,793,45772,3597,7393,7461,14072,7210,7430,2308,7959,849,58280,6367,13984,13458,25475,13860,10900,4071,11596,1170,100886,9636,19891,21859,28929,20063,12472,7525,14250,1693,136312,15733,31335,34915,24358,27839,11160,10491,14435,2114,172379,21111,51566,43771,18492,31253,8768,10444,10572,2303,198268,17072,53160,30991,10247,19515,5060,6493,5191,1684,149419,18522,62633,23905,7593,12657,3931,4919,3387,1435,138985,14758,41714,15464,4804,6342,2177,3851,2050,1022,92172,33779,54834,21791,4343,8371,3023,6028,2064,1355,135576,24085,32678,6926,698,3518,1969,1606,667,852,73008,2188,3525,3619,2117,1828,1164,1055,1591,3137,20232,175808,387824,235766,164444,165011,84345,62424,89437,19973,1385032
4,729,407,333,261,310,181,62,244,174,2709,403,986,563,1326,547,1141,144,1171,128,6413,886,1916,1459,3184,1409,2160,400,2194,222,13832,1155,2218,2090,3919,1926,2348,623,2454,268,17008,1461,2924,3048,5520,2654,2686,769,2914,306,22286,2465,5371,5289,9747,4942,3764,1350,4152,444,37525,3706,7725,8227,10322,6799,3912,2353,5022,543,48615,5798,12368,12477,9531,9685,3707,3589,5017,728,62892,7645,19504,14629,7374,10954,2886,3319,3662,806,70774,6221,19590,9518,3615,6360,1632,1843,1598,628,50991,6642,21712,6696,2458,4107,1148,1347,901,528,45534,5426,16678,3864,1724,2145,682,860,475,311,32156,11509,16767,4553,2458,2368,856,1024,483,411,40437,6674,9642,1084,335,856,478,207,199,221,19690,677,1220,1061,726,536,346,247,510,811,6131,61401,139026,74891,62500,55588,27920,18139,31003,6535,476996
5,1129,770,608,431,626,380,160,402,315,4811,627,1704,871,2286,1035,1930,261,1532,201,10455,998,2993,1965,4599,2312,3333,654,3081,322,20268,1304,3288,2585,5388,2767,3553,905,3611,377,23764,1644,4128,3632,6721,3646,3767,1123,3981,418,29045,2895,7046,6181,11025,6701,5028,1822,5051,560,46313,4039,9303,9115,12454,8462,5137,2893,5587,725,57726,6809,14034,15209,12885,12049,4875,4612,6036,930,77445,9564,23668,23104,9746,15674,4098,5505,5530,1181,98073,8290,26263,18647,5313,10997,2771,3878,3099,1042,80308,9336,30055,16257,4524,7459,2068,3762,2157,973,76596,7852,26767,11748,3254,4037,1292,3284,1578,779,60582,21560,41379,22951,3697,6105,1858,6810,2654,1263,108273,20080,26483,13291,613,3372,1249,2507,1477,935,70003,1083,1986,2177,982,980,546,611,742,1622,10731,97201,219847,148350,83919,86224,41896,38782,46524,11644,774385
6,249,88,95,58,77,41,21,61,35,731,165,241,193,371,187,225,35,288,33,1737,367,527,497,949,393,540,123,655,79,4139,427,641,730,1256,560,629,196,676,104,5211,502,852,1026,1785,797,774,222,807,112,6876,858,1571,1789,3047,1438,1085,379,1262,146,11591,1261,2186,2814,3036,2053,1203,710,1405,179,14838,1829,3336,4152,2556,2648,1065,999,1267,237,18092,2332,5502,4653,2004,3097,699,915,920,276,20392,1913,5392,2830,1068,1833,361,497,423,198,14515,1822,5991,1892,699,1109,233,436,262,160,12606,1450,4585,1079,494,524,108,258,174,102,8773,3071,4045,974,380,641,169,167,141,127,9710,1402,2255,191,55,172,80,32,55,48,4301,228,281,307,189,153,119,81,140,265,1769,17876,37498,23230,17942,15680,7343,5070,8522,2108,135270
7,57,61,43,38,50,22,12,42,29,350,24,101,45,121,51,120,18,93,37,606,63,168,102,255,111,138,51,159,88,1139,68,189,134,275,142,166,61,207,35,1274,84,234,197,418,173,226,86,270,42,1725,157,460,371,727,403,315,147,449,74,3088,278,569,665,1033,620,444,209,584,78,4483,536,975,1146,1423,1141,466,349,626,127,6776,944,2061,2038,1469,1896,371,473,515,170,9942,998,2619,1878,1072,1330,213,349,322,136,8921,1120,3218,1789,767,968,150,289,181,131,8619,1071,3099,1290,555,563,93,249,174,94,7197,2510,3854,2840,870,735,91,586,492,140,12111,1599,1823,2346,228,269,66,227,305,105,6960,109,256,273,156,108,51,70,110,266,1395,9613,19682,15151,9414,8558,2946,3156,4516,1547,74596
8,104,137,52,58,73,30,14,31,47,546,60,343,80,308,137,212,23,140,41,1334,114,449,192,693,281,419,68,254,44,2508,146,507,266,803,373,467,87,313,51,3007,188,651,429,969,476,524,119,462,60,3874,387,1229,756,1576,882,728,161,625,101,6436,649,1676,1386,2024,1435,782,250,652,149,9004,1244,2849,2208,2329,2435,799,376,713,239,13191,1937,6116,3059,1971,4378,599,418,564,418,19456,1963,8522,2348,1101,4787,399,342,308,461,20238,2737,10229,2026,941,4195,281,224,191,525,21353,3084,7841,1072,645,2097,162,91,97,366,15452,11531,14410,1248,1159,3560,258,81,105,892,33241,5473,6957,324,225,989,242,11,25,328,14584,223,451,181,150,202,42,25,57,266,1600,29835,62368,15624,14933,26304,5958,2288,4522,3982,165822
9,5,0,0,0,0,3,0,0,3,15,3,4,0,6,0,0,0,0,0,25,5,12,4,16,3,3,0,4,0,51,11,11,11,19,6,5,0,14,0,71,15,13,13,14,4,10,0,7,3,80,15,23,23,25,17,12,4,24,3,144,19,20,45,31,29,7,13,18,3,186,41,15,53,33,28,12,11,12,0,206,28,46,47,36,28,0,6,19,8,216,35,31,25,24,20,4,4,3,3,161,23,58,32,21,23,0,10,9,3,173,36,54,27,25,15,0,9,6,3,162,73,55,49,21,18,0,9,5,11,233,43,39,24,8,7,0,4,0,9,122,6,0,9,4,0,0,0,3,3,23,361,386,354,275,194,54,73,127,50,1872
