STE_CODE_2016,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000mo_Mng,CI_II_3000mo_Pro,CI_II_3000mo_TecTW,CI_II_3000mo_CoPSW,CI_II_3000mo_ClAW,CI_II_3000mo_SWks,CI_II_3000mo_MaOpDv,CI_II_3000mo_Lab,CI_II_3000mo_IDNS,CI_II_3000mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000mo_Mng,LE_IDNS_3000mo_Pro,LE_IDNS_3000mo_TecTW,LE_IDNS_3000mo_CoPSW,LE_IDNS_3000mo_ClAW,LE_IDNS_3000mo_SWks,LE_IDNS_3000mo_MaOpDv,LE_IDNS_3000mo_Lab,LE_IDNS_3000mo_IDNS,LE_IDNS_3000mo_Tot,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot
1,360,266,75,49,178,116,140,50,12,1243,216,96,30,28,79,79,22,17,9,579,69,26,34,61,113,61,34,72,31,502,4109,2576,2953,5705,10461,6061,2697,5243,441,40245,249,105,85,109,120,99,37,127,304,1241,115,158,108,422,170,688,70,487,189,2413,260,264,290,668,430,663,162,721,277,3738,376,384,453,842,679,656,273,961,333,4967,387,482,628,995,845,770,353,1074,388,5927,665,826,1001,1535,1551,1151,619,1569,535,9443,888,1069,1249,1619,2040,1260,1120,1951,597,11791,1170,1436,1512,1453,2641,949,1384,1695,643,12896,1392,1956,1544,973,2535,736,1120,1025,631,11915,922,1755,917,484,1427,464,669,489,342,7469,951,1775,589,340,939,308,425,297,288,5918,750,1438,350,216,447,150,254,153,186,3945,1472,2014,362,203,497,239,325,155,237,5502,1303,1713,175,74,257,203,100,86,231,4135,561,663,539,541,550,463,402,692,2619,7038,11468,16044,9798,10468,15127,8817,7322,11482,7808,98337
2,243,121,44,33,81,80,35,37,9,684,116,41,13,22,33,63,11,25,4,321,35,21,30,75,74,51,23,45,34,395,2584,1576,2419,4578,5792,4093,1872,3880,289,27087,216,82,81,87,85,112,44,96,295,1090,151,139,121,406,133,670,35,472,169,2296,195,239,256,614,288,572,133,588,224,3112,311,267,453,742,422,579,208,756,262,3997,356,361,607,915,542,572,253,851,321,4781,566,641,903,1380,897,879,512,1172,392,7340,738,792,1110,1268,1235,817,905,1404,451,8724,906,1247,1448,1103,1528,700,1171,1171,479,9753,1028,1630,1352,796,1514,537,987,760,433,9043,788,1445,685,434,860,300,461,340,244,5559,712,1322,470,294,516,200,310,199,212,4232,533,970,296,187,243,108,166,133,111,2746,936,1278,291,153,262,171,163,157,155,3580,873,1112,147,59,154,142,75,78,158,2786,515,549,590,502,412,458,376,564,2195,6160,8820,12091,8802,8950,9084,6818,5794,8747,6108,75210
3,154,97,60,20,72,50,118,43,7,628,50,37,23,8,27,20,21,24,8,217,27,24,29,55,44,58,22,48,22,326,2298,1480,2445,4400,5401,5006,2098,4859,284,28274,142,61,70,51,57,86,26,78,149,723,78,63,97,291,95,536,42,369,108,1683,156,168,177,388,192,355,108,486,157,2184,199,201,301,490,285,372,147,677,207,2874,248,240,400,637,440,444,216,804,225,3654,407,441,628,1049,662,676,400,1153,306,5714,480,520,857,1077,887,750,662,1328,397,6965,712,770,1107,839,1169,609,870,1189,364,7625,813,971,1151,620,1096,405,800,765,353,6974,499,842,647,323,642,225,477,366,203,4218,512,913,423,241,353,180,338,203,145,3306,329,610,288,119,177,83,245,120,84,2056,569,863,336,102,181,120,337,133,101,2742,466,782,161,53,96,102,109,92,101,1962,322,332,418,398,278,316,316,535,1678,4582,5944,7768,7034,6685,6601,5264,5088,8301,4590,57273
4,57,35,13,31,24,18,22,13,0,214,20,3,11,10,10,9,3,9,0,75,9,4,11,11,19,24,12,15,4,106,1056,560,947,1711,2314,1989,770,1989,127,11447,59,12,25,21,31,16,10,41,53,267,29,39,26,113,28,180,15,161,33,626,57,49,80,153,55,158,35,182,67,853,76,79,119,193,100,156,48,242,60,1077,120,89,178,220,137,166,57,278,87,1325,164,143,229,430,252,238,132,409,97,2097,201,166,302,387,313,224,233,475,118,2409,247,291,380,342,409,176,302,421,112,2685,295,370,344,216,402,131,251,239,111,2357,210,342,217,121,212,71,133,116,56,1487,196,332,147,79,116,39,92,64,47,1118,164,235,91,46,72,21,55,32,17,734,218,267,66,68,59,26,77,29,38,841,143,205,21,24,38,28,24,38,30,556,114,108,127,125,80,111,77,184,478,1409,2294,2731,2352,2542,2311,1737,1544,2908,1411,19829
5,111,70,104,44,76,37,166,113,15,734,47,60,47,4,24,26,39,50,4,298,16,17,9,31,36,32,9,32,15,188,1295,798,1489,2528,3246,2606,1188,2535,198,15883,73,32,29,28,50,35,19,47,89,402,35,60,38,172,67,233,27,185,62,872,81,75,94,257,129,231,64,270,56,1256,86,88,148,276,173,242,64,305,89,1469,107,129,191,343,211,224,78,377,106,1776,200,206,297,602,441,374,174,477,130,2888,284,245,391,584,469,336,275,561,159,3302,312,391,575,589,645,315,387,548,155,3902,409,498,688,435,801,225,423,420,162,4066,319,535,433,227,486,155,279,191,134,2766,298,565,318,173,291,130,266,151,98,2287,228,456,224,123,150,61,214,121,76,1652,445,696,306,120,167,75,384,201,94,2490,445,572,168,26,115,56,165,131,83,1766,150,179,211,197,165,150,191,249,794,2291,3458,4727,4115,4156,4362,2846,3002,4230,2289,33193
6,9,11,3,5,7,3,3,8,0,50,3,0,0,0,3,0,3,3,0,15,4,4,3,0,5,19,0,7,0,41,272,148,304,651,726,705,196,736,45,3777,19,0,13,5,9,9,0,8,12,72,16,10,12,33,10,62,6,60,14,220,19,15,30,59,16,55,16,97,30,338,35,18,52,69,35,58,27,90,27,418,31,27,57,101,41,59,28,89,32,472,52,52,92,151,83,88,45,155,30,744,80,69,102,127,110,89,85,159,46,862,90,81,114,100,127,58,108,119,19,823,98,113,98,56,115,30,79,71,28,694,53,95,49,27,56,15,46,23,19,386,53,95,27,26,30,9,34,18,10,298,32,48,24,31,15,5,16,5,10,182,46,66,24,17,9,16,7,12,5,199,41,50,5,3,4,3,3,15,11,127,36,28,54,32,21,35,35,59,150,449,698,760,744,836,694,597,529,988,437,6285
7,8,12,11,7,6,0,11,11,0,72,3,0,10,0,0,4,3,8,0,27,3,11,0,14,5,3,4,4,9,52,147,192,180,376,379,197,116,253,46,1880,3,0,4,3,6,8,3,3,14,44,8,5,6,11,3,20,5,14,19,99,7,11,12,43,13,23,7,26,42,181,4,20,16,34,12,16,3,26,12,142,6,14,22,37,14,16,10,30,18,158,13,29,20,61,27,37,24,90,27,323,23,31,39,56,34,36,22,77,23,336,35,29,45,59,61,37,35,60,24,394,47,55,86,70,90,21,34,60,27,490,35,46,58,43,49,8,27,32,20,323,32,77,50,29,30,6,23,16,11,275,27,48,28,19,19,4,26,13,6,183,50,78,52,18,21,4,41,57,6,324,31,41,33,4,0,3,16,38,7,182,24,57,51,50,24,18,22,46,181,464,342,546,518,528,403,263,282,587,434,3910
8,26,23,7,5,21,3,3,3,0,91,12,9,3,0,3,0,0,0,0,27,0,4,0,6,0,0,0,0,0,15,221,209,171,421,583,293,73,200,36,2211,9,4,5,3,3,0,0,6,10,40,3,8,3,23,3,25,0,16,16,92,4,10,14,20,7,24,5,14,9,111,7,23,5,24,13,16,8,27,10,137,8,14,19,33,18,19,8,24,8,154,19,23,32,68,37,32,15,46,13,276,27,44,59,53,51,40,18,63,31,382,35,42,63,65,96,41,17,50,32,433,42,68,83,69,146,26,17,30,51,540,40,109,61,36,124,16,20,22,32,455,48,129,33,13,88,9,7,7,14,361,40,116,23,18,41,6,3,8,21,267,133,184,21,20,51,6,3,3,27,463,58,125,8,8,29,4,0,3,16,254,22,37,27,19,30,15,4,26,126,300,505,932,447,467,745,277,137,343,415,4267
9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,15,14,3,3,11,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,4,0,4,3,0,3,0,0,0,0,3,0,14,0,0,0,3,0,3,0,0,0,10,8,3,0,3,0,0,0,3,0,11,0,3,0,0,3,0,0,4,0,17,0,0,0,0,6,0,3,4,0,13,0,0,3,3,5,0,0,4,0,21,0,4,3,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,14,3,0,4,0,0,0,4,0,0,11,0,0,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,20,11,18,17,17,9,14,29,10,141
