STE_CODE_2016,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000mo_Mng,CL_nfd_3000mo_Pro,CL_nfd_3000mo_TecTW,CL_nfd_3000mo_CoPSW,CL_nfd_3000mo_ClAW,CL_nfd_3000mo_SWks,CL_nfd_3000mo_MaOpDv,CL_nfd_3000mo_Lab,CL_nfd_3000mo_IDNS,CL_nfd_3000mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot
1,348,303,348,1268,1112,760,213,668,52,5073,551,508,599,2053,2077,1149,360,993,98,8386,737,612,746,2255,2686,1328,677,1213,132,10381,1009,671,864,1928,3413,1222,972,1143,144,11365,1265,850,958,1289,3496,913,903,823,138,10633,993,697,614,634,2193,567,552,412,84,6747,907,718,478,459,1305,452,412,256,76,5061,655,514,290,253,604,262,269,140,45,3026,1208,945,329,212,619,432,343,119,46,4260,966,452,104,74,275,303,62,43,35,2307,161,87,79,181,262,116,74,100,101,1156,9501,6912,5946,12589,19733,8891,5142,7136,1105,76955,892,147,938,305,348,232,204,344,240,3647,516,371,1151,1224,624,876,203,911,158,6025,1073,774,3269,3506,1625,2171,641,2314,249,15616,1522,1008,5310,4913,2355,2488,950,3144,328,22021,1856,1377,7753,6676,3325,3164,1334,3725,397,29611,3405,2671,14920,12241,6601,4992,2571,5783,612,53803,5176,3434,23757,14523,9696,5926,5178,7897,933,76519,8025,4080,36776,12251,13178,5774,8353,9302,1289,99023
2,196,168,258,1032,588,466,112,501,45,3366,336,245,431,1812,1076,701,254,723,63,5647,477,269,565,1821,1338,855,555,749,65,6695,679,382,709,1457,1634,727,742,710,88,7133,817,522,650,952,1651,611,609,438,90,6344,605,450,415,472,981,359,316,203,59,3863,535,459,318,270,605,249,240,143,41,2853,399,301,174,153,269,164,143,76,26,1706,716,450,228,112,241,230,212,93,29,2312,441,238,69,56,108,198,37,19,18,1189,95,62,70,188,146,94,54,79,54,835,5768,3905,4333,10163,9592,5682,3469,4680,673,48265,902,113,786,275,280,209,135,296,202,3196,450,308,1112,1514,495,1175,170,981,149,6361,925,660,2876,3684,1288,2245,504,2259,229,14670,1243,676,4421,4577,1865,2427,729,2675,250,18866,1618,844,6780,6220,2647,2731,1065,3140,348,25395,2841,1425,12064,10667,4773,3756,2230,4900,472,43126,4308,1934,19991,11152,6834,4404,4730,7038,666,61049,6760,2698,30120,9683,9223,4312,7428,7597,912,78742
3,191,146,174,872,435,441,102,463,38,2861,284,249,361,1614,855,717,214,693,38,5033,428,288,471,1736,1146,821,465,853,63,6272,642,368,611,1226,1551,782,617,791,67,6648,678,465,611,859,1592,556,623,582,64,6040,452,393,358,383,925,335,387,248,70,3551,489,327,243,194,456,230,279,161,33,2403,312,232,166,109,190,133,211,106,19,1473,502,323,214,98,196,175,349,111,22,1979,330,126,92,27,78,114,71,32,12,890,67,49,52,137,114,80,53,78,48,672,4825,3290,3698,8678,8275,5277,3569,5012,580,43204,775,148,776,235,317,188,178,333,163,3122,380,326,900,1469,532,1242,209,1184,100,6338,706,556,2278,3175,1235,2180,508,2128,186,12962,1076,598,3444,3920,1747,2202,745,2499,241,16478,1259,803,5027,5708,2348,2575,1004,3008,262,21992,2270,1543,9414,11332,4906,4102,2021,4963,389,40946,3625,2087,15983,12434,7645,5088,4135,6998,619,58611,5828,2763,26901,9244,10351,4607,6494,8100,868,75156
4,68,50,71,358,192,171,43,159,14,1121,126,96,145,691,367,268,81,242,15,2020,190,98,181,644,454,262,152,253,26,2260,241,147,249,508,563,244,199,286,33,2466,300,178,231,356,649,183,189,174,31,2283,214,174,161,149,336,100,106,101,13,1350,174,128,83,96,164,75,94,43,20,886,123,50,36,70,76,42,44,27,9,480,206,123,58,87,57,42,55,23,11,665,97,52,15,14,34,41,13,10,3,289,32,21,19,53,41,25,8,22,15,234,1939,1244,1359,3520,3198,1811,1023,1689,211,15989,256,44,222,78,87,49,25,97,39,903,121,83,351,463,177,393,59,435,35,2102,304,188,933,1078,419,726,138,838,57,4693,414,206,1401,1497,567,799,229,919,80,6112,478,256,2095,2240,903,1010,310,1146,98,8530,885,485,3801,4076,1795,1465,615,1731,142,15000,1386,610,6051,4225,2552,1649,1254,2284,212,20222,2312,976,9577,3517,3711,1592,2065,2516,317,26575
5,109,76,105,432,298,232,55,239,16,1552,122,112,181,710,552,321,93,303,25,2414,197,131,224,849,610,313,139,293,24,2787,310,152,315,801,807,280,243,327,27,3261,342,232,383,542,1045,258,285,306,28,3417,283,199,282,237,651,177,216,148,27,2220,264,197,226,234,385,121,218,115,29,1790,186,165,154,157,155,76,172,64,20,1157,377,265,277,109,173,111,373,170,35,1892,272,147,204,29,75,67,151,65,14,1027,30,23,43,60,62,31,22,34,17,339,2694,1884,2598,4893,5308,2485,2059,2543,321,24766,314,68,385,124,158,106,77,140,85,1452,152,148,454,689,251,572,89,482,57,2889,275,262,1139,1433,605,942,216,1003,81,5955,356,227,1556,1827,709,971,298,1140,90,7179,401,348,2244,2399,989,1064,356,1196,102,9103,858,536,4020,4255,1955,1529,685,1784,182,15812,1189,687,6086,4989,2602,1702,1259,2198,237,20937,2039,983,10404,4732,3685,1721,2324,2830,365,29084
6,28,20,24,134,56,60,11,63,7,407,33,24,41,252,130,80,11,87,9,670,56,31,60,241,164,96,44,103,10,795,68,35,53,178,163,74,52,62,12,699,73,60,47,108,185,34,42,58,12,622,49,46,27,49,100,23,20,26,5,337,46,38,23,31,41,11,17,19,3,234,31,25,10,28,17,3,11,21,3,152,42,25,10,11,21,12,11,10,9,147,21,10,0,4,7,3,0,3,3,43,8,3,5,23,11,6,3,5,9,70,496,332,354,1273,981,509,244,579,81,4849,108,7,67,17,16,14,14,21,9,263,55,23,106,109,57,66,12,76,10,503,129,56,306,361,133,195,52,252,22,1505,160,50,494,543,221,250,84,266,37,2109,180,84,721,857,276,321,111,346,40,2927,360,137,1339,1509,570,450,213,624,52,5255,636,183,2230,1483,878,563,445,767,63,7242,895,296,3422,1115,1179,540,680,770,120,9014
7,5,14,10,31,15,6,3,15,0,89,8,22,8,60,20,15,8,28,5,178,14,18,26,78,42,23,14,31,9,260,18,14,21,97,65,27,20,35,3,297,34,30,33,68,91,22,26,34,5,338,30,22,25,47,74,20,21,20,7,255,41,24,26,33,39,8,12,11,7,200,23,18,9,12,18,10,7,4,3,105,38,29,29,30,23,5,25,23,3,201,19,9,22,4,4,5,8,13,3,91,7,6,10,17,10,3,8,6,10,71,241,233,238,524,428,174,147,244,70,2300,16,9,25,12,15,4,3,16,11,106,4,15,29,40,20,35,3,34,10,187,16,26,59,68,34,36,20,50,18,330,24,21,81,85,44,41,10,64,6,376,22,32,106,132,55,61,26,70,13,521,50,77,238,240,141,105,68,150,24,1083,112,86,421,376,232,145,102,215,32,1714,182,163,774,498,428,174,187,281,56,2746
8,9,9,13,40,35,29,3,21,0,158,10,16,21,79,41,35,14,29,4,239,20,15,31,84,84,39,15,43,4,327,27,23,17,85,109,39,22,37,4,368,42,45,38,68,195,34,16,32,9,475,57,71,26,35,240,21,14,16,13,488,68,68,32,33,183,25,14,8,7,434,55,51,5,15,59,9,6,3,13,217,122,96,12,24,67,12,4,0,17,341,46,53,3,7,20,5,0,0,0,130,8,6,4,3,13,3,0,0,0,30,465,470,213,537,1088,281,105,223,75,3450,20,5,30,10,16,6,4,8,7,115,13,15,40,80,21,47,3,35,5,255,18,24,105,191,38,92,19,62,10,552,35,32,158,209,85,86,26,63,15,705,40,49,223,257,102,132,46,121,12,979,106,53,454,524,206,169,60,176,25,1769,189,104,893,719,363,211,98,230,43,2841,304,163,1467,726,682,255,190,285,70,4131
9,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,3,0,6,0,17,0,0,0,0,3,0,3,0,0,9,4,4,0,0,3,0,0,0,0,15,0,0,0,0,3,0,3,3,0,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,6,9,16,16,5,10,10,3,95,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,7,0,0,4,8,0,0,0,3,0,16,0,0,4,3,0,0,0,3,0,17,6,0,7,4,3,0,0,0,0,23,4,4,20,4,5,5,4,13,0,56,5,3,31,12,8,0,12,12,0,86,16,3,42,7,6,0,3,4,0,91
