STE_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
1,28,90,8,9,138,8,5,3,13,295,21,640,47,121,439,40,6,22,37,1370,47,915,60,213,759,55,15,56,45,2160,38,753,55,221,679,57,20,50,30,1897,62,915,90,276,914,114,39,84,32,2523,107,1815,186,402,1637,226,91,93,62,4619,205,1623,305,1032,2367,233,166,112,77,6123,335,2140,566,797,4282,325,318,109,137,9020,674,3398,1387,1160,7272,252,403,111,300,14953,1162,4597,1932,1292,6878,110,253,78,299,16595,1853,6232,1734,1138,3954,57,151,49,270,15437,1864,5360,958,709,1758,37,73,26,158,10951,4489,9967,905,792,1704,65,80,23,188,18229,2598,4003,87,98,415,25,12,4,49,7286,89,316,49,72,288,15,15,7,38,896,13565,42762,8371,8332,33476,1613,1663,831,1739,112358,32,195,15,90,80,10,13,26,19,482,34,505,40,575,236,22,13,142,14,1569,59,890,90,1275,501,44,49,379,17,3306,73,1415,122,1592,710,29,65,423,23,4440
2,17,92,11,16,139,6,0,3,15,302,20,514,55,119,380,36,6,28,17,1175,34,900,96,175,662,57,18,32,34,2008,29,772,75,168,611,55,28,45,19,1804,52,1032,90,242,729,120,46,62,25,2399,121,1975,162,349,1343,246,110,78,48,4433,200,1809,471,640,1907,223,241,81,83,5654,323,2369,676,660,3315,282,278,87,104,8100,652,3629,930,717,5927,198,252,66,260,12624,981,4741,938,657,5657,77,138,38,287,13505,1647,6744,683,523,3161,49,60,24,264,13155,1696,4969,371,322,1205,32,22,26,140,8789,3833,8230,373,374,1333,54,12,10,198,14412,1942,3004,57,50,305,34,0,0,42,5433,88,272,51,54,284,14,12,10,34,820,11632,41037,5037,5061,26943,1496,1237,588,1580,94616,27,226,17,80,59,3,8,8,12,439,27,465,80,482,161,22,13,148,13,1410,55,1158,150,1052,442,26,32,195,8,3117,57,1396,231,1552,778,34,32,300,25,4416
3,9,75,8,16,140,5,3,4,13,265,16,418,24,93,349,24,4,19,31,972,23,634,38,123,505,34,7,30,25,1418,36,500,36,111,410,60,13,42,24,1222,36,614,53,179,548,60,25,48,22,1576,58,1190,101,212,993,119,55,68,30,2823,118,945,167,335,1503,142,115,72,54,3447,204,1347,357,886,2479,163,279,64,100,5884,475,2146,989,1896,4685,148,502,63,188,11085,849,3171,1498,1680,4425,62,369,36,218,12308,1308,4101,1006,991,2315,34,149,17,163,10081,1300,2871,477,504,931,13,44,9,83,6223,2450,4839,385,454,917,18,36,10,83,9187,786,1733,36,34,159,9,8,0,15,2776,61,172,32,50,161,12,10,7,14,521,7718,24728,5190,7564,20526,887,1621,493,1055,69785,27,158,15,65,74,3,0,36,10,397,31,279,51,532,126,21,7,364,4,1415,78,576,71,1241,287,31,10,484,9,2793,107,856,106,1602,432,47,35,553,16,3748
4,4,23,4,5,56,0,0,4,7,98,7,141,8,22,107,11,0,6,4,312,11,172,17,34,195,8,5,4,8,457,8,148,14,33,174,16,10,12,7,417,10,174,22,68,233,21,9,23,3,564,25,390,48,52,458,56,18,24,14,1088,28,347,79,64,594,60,28,20,22,1226,61,499,162,170,1092,62,47,21,41,2154,158,888,364,330,1977,52,84,43,94,3988,300,1286,609,354,1727,18,71,27,103,4491,481,1859,642,214,916,14,55,25,107,4320,483,1225,487,164,376,6,8,22,42,2834,1098,2029,398,153,360,10,32,9,56,4137,383,605,22,15,52,3,7,0,11,1099,21,68,24,13,68,11,4,0,13,218,3079,9864,2892,1686,8379,345,370,246,534,27404,3,34,0,29,27,0,0,5,8,112,10,96,21,161,46,4,8,42,4,391,26,243,34,402,105,9,20,54,4,891,29,318,37,506,210,13,16,107,6,1240
5,0,28,3,0,74,0,3,0,5,123,6,119,11,35,141,16,4,11,20,359,17,205,21,65,221,21,5,18,22,593,14,194,13,66,214,23,6,17,6,557,18,237,38,75,266,40,6,17,12,715,33,431,67,95,537,80,24,36,20,1333,33,419,73,91,720,70,58,28,16,1508,77,551,144,157,1138,101,84,28,37,2321,166,907,357,267,2093,82,84,35,66,4065,299,1222,489,308,1914,31,48,17,109,4436,463,1617,483,303,990,22,23,8,74,3979,453,1374,300,221,470,6,11,7,55,2899,1127,2474,363,339,479,8,7,11,63,4876,454,782,36,36,68,3,3,4,14,1404,15,76,16,15,82,3,3,4,17,231,3179,10644,2420,2079,9411,503,369,247,534,29393,12,83,11,59,34,0,3,18,4,232,28,229,43,282,91,8,5,123,4,806,48,415,100,607,212,12,9,309,3,1715,47,633,106,729,231,11,9,460,12,2244
6,0,0,0,0,13,0,0,0,0,18,3,7,0,3,39,3,0,3,3,55,4,21,3,16,82,3,0,4,3,131,0,17,3,14,64,3,4,4,3,105,3,25,0,17,76,14,0,14,3,152,5,37,6,16,148,14,5,9,6,254,12,62,13,6,190,18,6,4,11,328,15,84,8,20,352,25,15,4,16,544,20,176,29,22,700,22,13,9,44,1029,62,236,46,14,765,6,12,0,45,1184,97,297,54,30,310,0,6,0,46,841,98,197,17,21,105,0,0,0,18,458,194,264,22,13,97,0,0,3,11,603,52,61,3,0,12,0,0,0,0,127,5,16,3,3,25,0,0,0,5,57,561,1502,216,187,2979,106,66,55,211,5895,0,15,0,7,3,0,0,3,0,26,0,74,8,47,29,0,0,17,0,183,12,126,17,134,54,0,0,45,10,395,9,134,25,201,74,4,3,56,0,503
7,3,3,5,0,12,0,0,0,0,23,0,9,0,8,15,0,3,0,4,45,3,9,0,9,46,7,0,6,3,86,5,12,0,7,24,9,0,8,4,66,0,28,5,3,19,3,3,3,0,70,3,35,12,22,61,4,8,17,3,156,8,45,24,56,91,6,7,18,10,268,36,74,71,222,172,9,43,12,19,661,80,185,209,418,448,13,108,21,19,1508,149,275,348,415,432,8,114,4,41,1795,224,397,325,279,266,0,48,0,41,1580,205,344,185,145,138,0,7,0,16,1041,415,546,122,141,137,3,4,3,19,1395,92,145,12,15,19,0,0,0,14,292,8,23,10,19,17,3,5,5,3,94,1250,2134,1345,1756,1885,75,354,98,187,9088,0,14,0,3,11,0,0,3,0,32,0,27,3,34,6,3,0,5,0,84,4,55,13,104,14,0,3,20,7,219,3,54,10,81,21,3,0,16,5,197
8,10,28,3,0,28,0,0,0,5,76,9,83,8,34,72,6,0,4,7,230,24,132,16,37,116,11,0,11,7,349,17,104,10,40,102,11,6,4,7,301,16,165,12,38,143,14,10,3,5,413,215,363,36,70,311,21,11,14,29,1070,291,440,60,84,597,20,20,24,49,1580,377,743,134,169,1210,34,41,32,103,2842,536,2037,340,331,2908,41,71,27,261,6542,746,3987,460,435,4350,35,46,25,380,10472,1546,5369,552,471,4010,19,25,20,438,12449,2060,3659,273,431,1894,16,10,14,302,8659,8419,7869,333,857,3069,29,7,11,714,21325,2871,2385,52,141,567,4,0,0,165,6188,85,159,17,24,135,0,3,3,33,461,17233,27525,2300,3164,19511,270,253,189,2514,72955,5,19,0,8,3,0,0,0,3,41,0,21,6,50,9,3,0,3,3,99,4,41,8,72,19,0,3,10,3,161,3,64,4,70,39,0,4,11,4,197
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,13,3,0,5,3,0,0,0,3,22,19,4,0,0,4,0,0,0,0,29,15,8,3,12,7,0,0,0,8,57,6,8,0,13,6,0,0,0,0,42,7,10,3,6,11,0,0,0,0,40,11,3,3,11,3,0,0,0,0,35,25,10,3,11,4,0,0,0,0,57,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,100,54,21,68,44,3,3,3,10,302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4
