STE_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
1,13588,38962,43921,52480,41841,9715,815,205585,947,272,375,329,398,332,94,19,2767,15037,1740,996,943,1203,1061,262,68,21311,5303,3857,2745,2423,3239,3137,825,128,21650,2455,4209,4328,3382,4284,4205,1207,211,24285,1905,4536,5839,4221,5441,4791,1455,207,28396,1823,5407,7849,6476,8522,7258,1894,263,39491,1408,5860,10347,8612,10748,8776,1745,193,47689,797,4569,10252,8485,10343,8326,1481,121,44368,301,2239,6941,6416,7057,5229,965,78,29223,86,862,3206,3275,3503,2379,437,47,13796,32,383,1944,2076,2210,1471,283,27,8439,16,160,973,1228,1211,746,122,12,4457,17,107,817,1108,1114,672,107,19,3973,37,50,221,340,400,286,98,35,1472,562,548,826,767,1092,875,260,64,4984,30718,34796,57661,50093,60743,49540,11250,1493,296302,345,218,412,460,333,253,116,66,2208,807,251,210,219,186,160,59,33,1926,344,485,412,356,335,300,165,123,2522,230,510,503,433,454,381,285,241,3040,211,473,698,488,503,417,283,237,3311,180,696,1034
2,10982,31648,33461,40754,31918,6859,541,158617,770,321,307,292,325,285,71,23,2393,13893,2052,983,790,1067,1000,331,55,20164,4339,4103,2667,2025,2629,2850,773,143,19532,1717,4173,3728,2660,3374,3294,1115,226,20291,1181,3981,4651,3224,4225,3943,1351,249,22804,1127,4504,6666,5178,6702,5807,1734,278,32000,843,4879,9020,7368,8821,6742,1448,146,39272,432,3421,8337,6896,8156,6063,1132,101,34537,171,1528,5474,5202,5748,4299,731,88,23246,45,499,2590,2865,2954,1929,324,43,11250,23,248,1520,1842,1933,1189,204,20,6991,7,100,934,1157,1155,671,104,13,4145,16,106,928,1181,1110,616,107,29,4089,26,60,231,308,326,227,84,25,1285,521,513,737,783,952,862,286,59,4708,25113,30481,48773,41776,49475,39776,9811,1496,246705,248,191,349,398,339,225,103,50,1901,742,288,204,195,159,106,63,32,1786,284,427,318,279,258,245,147,76,2033,132,348,451,357,349,322,204,163,2317,119,354,511,379,393,354,243,161,2519,95,465,796
3,10711,29260,31407,36495,27987,6535,468,146529,643,261,336,244,297,272,77,15,2142,11424,1165,745,759,855,839,257,38,16078,4657,2609,2060,1767,2117,2044,494,78,15821,2307,2838,3223,2356,2779,2668,843,153,17172,1807,3280,4151,2904,3463,3191,1096,195,20088,1814,4503,6019,4908,6114,5145,1485,166,30153,1303,5494,8383,6606,7927,6081,1277,115,37186,794,4096,8239,7055,7750,5662,1037,64,34703,265,1922,5316,5214,5556,3925,646,39,22892,83,683,2504,2522,2503,1713,298,20,10326,34,323,1507,1621,1600,1008,164,8,6266,16,165,859,989,936,575,86,8,3624,9,118,865,944,903,529,96,14,3475,24,59,287,303,326,221,51,15,1289,484,411,665,654,760,653,192,41,3856,25655,27923,45150,38852,43901,34512,8107,974,225068,207,110,190,260,231,165,82,34,1274,559,150,103,136,112,87,38,20,1194,264,193,213,189,192,170,116,59,1393,137,213,284,248,223,250,162,173,1687,128,246,294,267,293,214,213,173,1832,134,324,513
4,2907,8818,9367,11833,9182,1966,185,45147,230,87,102,84,98,98,27,9,737,4752,743,345,302,395,361,83,10,6998,1763,1473,870,734,1063,899,226,24,7049,708,1313,1152,955,1306,1167,355,44,6998,487,1293,1465,1191,1670,1482,506,69,8165,439,1563,2172,1890,2473,2004,539,59,11150,335,1718,3165,2599,2845,2100,465,45,13268,165,1200,3059,2627,2769,1884,317,42,12058,67,517,1783,1827,1958,1405,232,14,7811,13,171,708,780,837,548,97,3,3157,4,72,374,462,466,302,55,9,1748,3,28,182,224,260,143,23,0,865,0,18,180,225,241,138,35,7,845,11,19,44,72,98,85,30,5,371,153,154,196,213,270,255,62,19,1308,9132,10369,15803,14185,16754,12862,3045,372,82519,62,30,80,68,65,54,25,14,397,161,59,52,47,46,33,15,12,417,69,84,70,82,82,67,40,29,524,28,74,113,70,88,99,79,53,599,40,80,129,103,104,102,76,73,708,32,122,177
5,5635,19567,19576,22259,16253,3579,263,88666,333,127,183,151,160,129,48,11,1144,5811,815,562,479,464,412,132,21,8705,2189,1643,1297,1158,1127,986,299,45,8749,997,1703,1876,1338,1464,1252,494,88,9221,666,1523,2119,1592,1698,1463,522,126,9708,680,1834,2715,2304,2461,2109,723,139,12961,499,1993,3299,2634,2878,2298,600,76,14272,333,1760,3613,2709,3033,2260,498,44,14257,166,1063,3103,2463,2709,1952,374,41,11870,42,451,1635,1486,1510,994,215,22,6351,23,270,1135,1001,1023,707,119,6,4295,15,169,860,787,687,412,65,6,2995,14,227,1486,1320,1113,592,89,5,4849,13,108,837,794,602,324,57,17,2747,232,205,364,287,361,264,102,12,1829,12017,13904,25076,20506,21300,16153,4343,666,113951,88,44,132,144,119,73,42,4,646,279,81,79,57,67,49,23,17,655,104,122,137,95,92,83,49,15,696,55,111,144,113,123,91,82,51,775,42,95,171,132,124,128,71,50,819,48,172,232
6,881,2225,2548,3765,3108,664,71,13546,69,25,12,17,31,24,9,0,195,1251,130,81,103,133,127,25,3,1857,487,355,276,259,357,362,66,11,2177,202,298,336,330,463,383,114,19,2146,160,364,413,413,541,526,142,28,2580,182,480,695,703,802,763,186,26,3838,126,566,876,782,968,725,136,13,4195,46,362,715,649,913,688,110,4,3500,21,143,426,477,552,426,57,14,2108,3,48,177,235,245,165,23,0,894,3,17,88,122,171,112,16,0,532,0,7,46,73,112,63,8,0,309,0,10,31,56,74,47,7,4,220,0,10,16,22,23,36,4,5,112,54,36,65,76,93,65,28,9,425,2609,2846,4270,4310,5484,4500,938,136,25088,12,5,17,12,19,17,6,0,84,55,14,10,9,8,11,10,10,122,30,21,26,21,29,28,17,8,182,18,22,29,22,36,37,29,19,212,18,35,40,36,56,30,30,26,258,17,26,62
7,502,1551,1430,1606,1203,285,19,6713,32,7,13,10,21,15,3,3,117,280,26,48,35,19,15,8,0,435,116,66,100,91,91,47,17,0,537,66,84,130,96,87,53,26,3,545,51,99,179,128,98,79,26,3,668,87,160,278,202,218,154,34,8,1149,86,222,370,236,248,194,55,0,1404,84,241,349,273,279,208,47,8,1484,32,131,329,190,226,171,43,3,1126,4,55,153,129,153,98,25,0,612,3,37,84,88,100,67,3,0,379,0,19,99,90,67,48,3,0,328,3,39,317,260,159,97,14,0,886,0,20,180,156,99,47,9,0,503,25,29,57,63,50,42,7,0,272,881,1238,2682,2034,1928,1342,320,30,10452,23,6,19,10,14,3,3,0,75,29,13,27,20,18,3,3,0,109,18,34,61,36,25,20,7,3,201,7,14,18,14,16,9,6,8,87,7,14,26,14,8,12,11,3,82,8,15,40
8,442,1005,945,1211,982,299,23,5131,46,21,17,7,12,3,3,0,109,889,94,50,32,26,20,8,3,1117,322,202,113,89,91,67,25,3,909,109,179,165,110,99,90,27,6,783,70,225,275,172,140,117,37,7,1045,84,242,353,270,227,182,45,0,1410,69,184,365,327,279,220,48,0,1487,37,182,463,324,299,240,50,7,1603,16,86,301,249,240,216,45,3,1149,3,36,163,150,141,102,32,3,622,0,15,84,72,78,69,13,0,328,5,3,45,49,44,25,7,0,177,0,3,34,38,38,24,6,0,151,0,3,3,14,12,11,7,0,48,19,21,35,34,32,20,8,3,161,1661,1503,2463,1936,1752,1394,352,39,11104,16,3,17,18,15,4,7,7,87,50,17,15,11,7,4,0,3,109,18,23,11,16,11,3,4,6,89,5,19,24,11,17,15,9,6,99,9,21,23,32,18,13,13,6,140,10,25,45
9,14,29,32,30,33,30,0,175,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,12,0,0,3,0,4,7,5,0,20,0,0,4,7,5,9,3,0,29,0,0,0,0,3,8,0,0,18,4,3,3,9,14,7,3,0,46,0,6,5,13,10,15,0,0,47,0,3,9,6,8,6,6,0,38,0,5,14,7,12,5,4,0,44,0,0,3,3,3,9,0,0,22,0,0,3,0,4,7,3,0,18,0,0,3,0,6,0,0,0,12,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,23,55,48,75,80,33,4,331,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0
