STE_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
1,3,3,14,16,5,15,3,10,9,79,7,27,40,128,20,189,11,119,13,548,8,13,12,58,27,82,10,69,8,296,10,25,37,54,22,64,3,29,5,238,28,33,171,53,54,52,23,58,14,494,30,45,191,49,34,21,25,55,20,469,11,15,50,17,7,10,9,24,0,148,16,20,43,19,8,11,15,28,9,162,11,13,63,19,20,35,13,45,186,405,117,191,622,414,206,475,110,444,267,2848,151,518,543,2149,646,3532,195,1661,161,9554,1116,8265,2816,26038,7211,46907,2375,20347,964,116038,1067,2828,2667,10966,4619,14023,1497,7285,488,45458,689,1508,1894,4679,1972,4290,386,1622,141,17179,694,1968,6733,2287,2219,1349,238,673,164,16329,668,1758,7719,1463,1477,642,185,501,139,14565,316,729,3105,615,473,286,93,219,38,5874,391,747,2024,615,341,256,84,224,55,4732,101,404,628,1112,365,1392,131,684,1858,6682,5192,18729,28139,49933,19321,72681,5186,33210,4020,236406
2,0,0,7,12,9,18,3,7,3,61,10,8,22,106,23,230,5,104,9,527,11,12,34,65,16,71,15,57,4,289,15,17,33,42,16,50,7,29,3,205,13,25,156,38,50,41,20,37,10,397,20,25,185,24,26,27,12,38,11,375,0,11,55,9,12,13,4,14,0,118,13,12,33,6,8,3,10,13,5,98,7,13,54,19,10,35,0,27,141,304,88,127,576,323,157,487,83,337,199,2378,121,359,407,1623,463,2736,168,1208,113,7194,1316,5633,2655,25326,6179,49000,1766,20610,869,113356,935,1719,2257,7822,3259,11530,1391,6523,316,35760,528,868,1054,2915,1321,3189,263,1178,104,11429,442,1017,4695,1252,1191,851,164,439,102,10147,384,1032,5657,703,738,349,98,308,88,9359,207,440,1902,349,265,227,37,137,17,3583,223,388,1055,359,162,172,65,139,41,2606,109,217,455,916,273,1369,81,670,1523,5617,4266,11676,20134,41258,13852,69424,4042,31219,3186,199049
3,3,3,13,4,3,10,0,7,3,37,0,3,15,59,18,130,10,91,12,346,4,9,10,37,8,54,11,35,9,178,4,17,20,42,11,51,3,48,3,193,13,17,109,24,39,31,18,52,13,307,5,19,106,25,28,13,10,39,4,253,7,8,51,6,9,4,5,16,3,113,9,7,41,8,5,6,16,29,3,118,4,3,22,25,9,18,5,23,102,206,41,86,387,231,123,328,75,333,155,1757,106,226,365,1159,364,1692,105,883,79,4973,650,3682,2529,16562,4268,33201,1569,14882,586,77932,555,1224,1408,5800,2485,7815,758,3894,171,24099,412,779,799,3192,1291,2986,233,1218,68,10973,374,959,2852,1512,1527,850,152,434,78,8743,292,807,2598,626,832,287,94,246,54,5847,171,387,1459,320,307,196,72,146,23,3072,203,377,1079,332,207,148,82,159,33,2611,51,134,230,589,153,827,76,442,857,3355,2813,8571,13317,30088,11415,48000,3128,22306,1953,141599
4,0,0,0,6,0,5,0,3,0,21,0,5,4,27,3,71,3,45,3,165,0,0,9,13,7,20,0,10,4,66,5,0,4,27,3,15,3,18,0,75,5,12,31,9,16,9,8,23,3,113,6,4,25,9,6,3,4,12,6,70,4,3,5,0,0,4,0,4,0,33,3,6,5,0,0,0,0,3,0,23,0,0,6,10,0,8,3,5,28,63,23,28,95,105,27,145,27,112,46,614,20,86,113,543,102,656,46,392,32,1982,309,1100,623,6705,1191,12515,524,6884,185,30030,161,304,359,1897,498,2412,226,1335,49,7231,129,202,246,999,330,922,56,381,22,3292,93,335,1130,378,421,223,40,167,24,2812,87,181,886,178,159,70,16,101,20,1697,49,86,410,91,77,66,6,33,3,827,35,58,197,86,38,39,12,37,4,513,17,32,73,176,32,309,21,175,260,1102,892,2384,4033,11052,2844,17211,949,9511,604,49482
5,0,4,5,6,0,9,0,4,3,31,0,5,8,34,8,87,5,41,0,187,3,3,9,33,0,21,0,23,3,98,3,8,18,13,4,17,0,8,0,75,11,9,48,21,18,18,7,22,10,163,4,5,49,5,13,7,3,17,0,107,0,3,34,7,0,8,5,6,0,63,3,5,25,3,6,0,5,9,3,62,0,0,12,11,0,12,3,11,38,86,24,43,203,126,59,184,29,147,63,870,36,111,217,609,145,944,65,467,33,2630,407,1794,946,9218,1865,18366,972,8564,304,42439,311,468,684,2999,982,4140,447,2264,102,12391,158,264,454,1332,430,1301,116,485,47,4584,159,304,1713,563,503,351,76,178,31,3878,130,300,1951,267,293,126,58,106,25,3237,69,141,772,133,118,78,35,65,9,1419,71,135,591,149,85,55,46,91,21,1256,30,70,143,297,68,433,31,210,428,1706,1369,3581,7475,15561,4486,25797,1846,12428,996,73548
6,0,0,0,0,0,0,0,0,3,5,4,0,0,13,3,22,3,12,5,54,0,0,0,7,3,7,0,13,0,33,3,3,4,10,0,3,0,3,0,30,0,6,19,5,8,3,3,5,0,50,3,3,18,5,0,3,0,3,6,35,3,0,3,0,0,0,0,3,0,7,3,0,3,0,0,0,3,0,0,12,0,4,3,0,0,3,0,0,4,18,14,14,51,41,14,43,10,41,19,251,9,29,38,162,16,266,9,122,9,658,73,230,188,1662,309,3527,153,1633,62,7843,22,60,65,388,112,610,45,291,4,1601,25,59,59,213,56,176,4,79,3,676,38,98,442,100,81,66,14,37,0,874,26,53,398,47,37,22,10,29,10,621,22,16,174,30,18,17,3,20,0,295,16,20,79,21,8,13,4,25,4,190,4,12,23,54,10,83,5,45,72,312,222,567,1473,2673,657,4786,251,2269,169,13070
7,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,3,0,3,0,18,0,0,0,0,0,0,0,8,0,7,0,0,3,0,0,3,0,0,0,10,0,3,6,5,6,4,0,0,0,25,0,0,7,3,0,3,0,5,3,24,0,0,4,3,0,0,0,0,0,10,0,0,3,4,0,3,0,0,0,16,0,0,3,3,0,4,0,3,25,36,4,8,32,27,8,25,3,17,34,150,4,5,11,31,16,52,3,29,7,172,16,71,68,341,86,948,20,361,21,1926,15,24,55,174,42,225,26,150,7,717,8,23,37,95,32,72,6,24,3,299,9,54,125,99,103,47,11,19,5,481,13,37,186,60,57,17,10,19,10,402,8,14,88,22,25,11,5,4,5,187,13,19,79,37,18,9,5,39,4,226,3,9,16,23,7,35,7,24,80,198,104,259,666,888,383,1418,86,667,134,4602
8,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,16,0,4,0,29,0,0,0,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,14,0,4,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,3,3,3,0,0,5,17,3,10,12,25,12,25,4,12,5,110,17,53,45,261,67,227,10,108,9,792,117,679,234,2792,568,3490,153,1266,62,9350,86,170,144,975,381,906,62,335,22,3071,96,107,102,498,195,379,21,110,11,1516,92,213,355,257,317,106,3,27,24,1392,187,187,423,141,165,43,8,24,14,1195,79,79,218,64,65,26,10,6,7,552,473,114,125,95,57,23,0,10,5,911,16,60,30,219,39,144,7,55,96,672,1166,1647,1668,5298,1854,5346,271,1932,255,19441
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,5,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,9,5,6,12,0,9,4,7,3,57
