STE_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
1,794,832,645,290,145,4616,108,782,1485,1077,1015,750,260,97,5579,80,744,1948,1385,1350,917,235,83,6752,32,511,2116,1556,1448,903,264,71,6906,11,190,1401,1191,995,594,162,46,4591,4,89,1009,1023,974,542,127,36,3807,6,38,549,766,599,347,88,24,2422,4,28,692,1053,880,462,123,64,3310,24,36,357,824,745,448,240,119,2790,482,908,1990,1612,1497,993,359,268,8103,2856,5983,14820,13234,12153,8097,3054,1667,61874,3980,1989,3963,4528,4546,3578,1457,343,24381,65627,13638,6489,6783,6169,5159,1823,372,106066,28491,28522,17485,16019,15787,14474,5051,1069,126895,16081,28459,25589,21994,22815,20529,7887,1714,145077,15762,30929,33395,27581,30051,25972,9729,1914,175329,13861,42807,55258,47975,52183,42815,14490,2394,271790,7827,50494,82065,65423,69091,52409,14200,1868,343367,3794,47271,111153,83665,86384,63994,14564,1705,412538,1419,34603,128525,95931,92274,67048,14677,1555,436033,459,15097,95128,74956,67442,45771,9543,1020,309415,203,6111,75621,71523,63310,41389,8057,867,267076,96,2321,46713,57483,49823
2,624,669,463,231,106,3445,64,556,1209,842,772,510,169,80,4201,27,521,1488,1058,979,664,177,64,4975,18,320,1502,1100,1071,676,206,68,4962,9,128,962,888,720,492,110,33,3338,4,54,685,806,686,380,95,22,2734,6,20,383,548,459,263,62,29,1768,8,21,427,660,656,338,95,35,2244,17,33,209,447,495,302,168,106,1768,352,753,1535,1416,1327,833,315,221,6756,2126,4469,11037,9996,9350,6156,2380,1245,46754,3374,1965,3543,4225,4164,3246,1139,268,21918,60493,15450,6790,6496,5800,4712,1661,341,101743,22543,29307,17295,15282,14335,12572,4328,811,116469,10314,26648,23387,19522,19779,16957,6412,1321,124336,9422,26792,28525,23941,26275,21977,8178,1550,146660,7499,34856,48111,40966,44539,35232,11821,1861,224883,4270,39298,72927,55661,58003,42634,11362,1435,285595,2125,36838,100857,71662,72566,51206,11433,1284,347978,832,24513,113945,80803,78014,54285,11122,1137,364645,228,8955,82115,63960,56997,37070,7294,737,257355,129,3458,58423,58671,51931,32892,5871,635,212007,57,1291,32685,43520,38068
3,436,440,331,151,106,2435,84,456,821,689,565,422,147,50,3219,42,414,1077,858,767,480,149,43,3826,22,252,1023,908,847,528,146,55,3787,5,108,651,718,618,341,95,21,2559,4,44,474,608,522,281,73,20,2024,5,25,276,402,353,199,47,17,1335,3,18,312,566,505,275,70,26,1776,19,29,149,342,344,181,106,54,1231,337,548,1016,1034,1005,580,224,158,4897,1959,3117,7401,7659,7020,4503,1817,1005,34480,2568,1163,2444,3095,3589,3047,1142,222,17285,49384,7075,4237,4719,4204,3614,1267,229,74735,23376,15146,11009,10655,9853,9038,3079,576,82737,12961,16219,15629,13756,13990,12669,5016,1023,91251,11727,18876,20073,17911,18985,16468,6399,1196,111642,11265,29660,35781,32622,35091,28026,9617,1364,183423,6413,38288,55727,45608,47321,34573,9009,977,237917,3325,34058,72718,58104,59634,41689,8835,810,279176,1276,23564,78174,66264,65471,44366,8585,744,288453,411,10616,55714,50428,47399,30075,5402,484,200540,190,4390,42003,48136,45813,28035,4467,416,173462,95,1927,24339,32998,31093
4,165,146,118,79,41,885,13,125,255,240,231,164,45,19,1097,9,106,339,270,313,191,43,20,1290,0,69,304,309,336,215,67,34,1329,9,31,208,245,228,168,40,12,947,0,10,134,198,227,122,30,6,728,0,3,69,131,117,85,8,9,421,0,0,73,148,168,84,21,13,505,6,4,46,58,81,55,42,28,327,83,106,287,266,256,150,72,68,1297,510,902,2346,2395,2478,1712,684,429,11456,814,413,820,972,1125,880,343,67,5430,16904,3588,1722,1603,1606,1515,471,95,27504,7370,7383,4561,3966,4243,3908,1305,233,32971,3441,6674,5997,5183,5782,5232,2012,354,34669,3036,7058,7822,7012,8143,7102,2769,521,43463,2423,9982,13506,12315,14003,11591,3843,553,68220,1253,11227,19939,16574,17884,13445,3461,476,84260,595,9904,25993,21251,22837,16795,3499,409,101291,231,6252,26717,22961,24672,18377,3369,375,102953,73,2548,18009,16372,16835,11466,2177,204,67681,32,925,13130,14927,14872,10538,1706,186,56318,14,342,7141,10538,10905
5,203,188,144,81,35,1106,54,195,335,267,251,167,73,36,1380,31,181,446,385,353,215,68,23,1702,14,151,556,444,488,284,75,21,2032,6,70,437,369,416,269,70,20,1649,6,49,302,368,393,227,53,10,1413,0,24,238,325,300,168,38,14,1100,0,24,337,530,493,234,62,15,1695,10,18,163,377,365,176,88,33,1226,132,270,546,490,523,295,117,66,2443,865,1616,4256,4299,4305,2603,997,401,19337,1324,614,1503,1715,1790,1405,481,83,8912,24581,4757,3079,3004,2286,1819,662,137,40317,10562,9664,6813,6231,5331,4539,1583,265,44983,5395,9084,8859,7363,7004,6037,2491,479,46718,4922,9278,10648,9124,9106,7867,3100,614,54664,4730,12919,16862,14906,15541,12691,4661,756,83064,2740,15468,23367,18532,19114,14402,4471,572,98665,1479,15400,33227,24690,25766,18501,4498,457,124006,713,12362,42211,31071,31689,23028,4950,470,146490,218,6616,32674,25794,24957,16787,3548,311,110915,111,3336,28101,24947,24383,15924,2964,260,100032,58,1705,19383,20621,19682
6,60,75,53,22,16,332,6,45,67,59,77,62,16,13,340,0,37,105,82,104,70,16,10,424,0,20,91,118,139,76,16,10,467,0,11,74,88,69,53,16,3,308,0,0,37,63,74,52,8,3,240,0,0,22,36,42,21,5,0,126,0,0,12,39,60,28,8,10,147,0,4,12,17,23,13,14,7,81,37,53,60,68,75,79,29,17,412,188,283,657,724,886,621,239,139,3746,240,93,173,212,308,333,104,17,1492,5131,711,455,462,508,496,158,27,7945,2146,1647,1285,1321,1331,1477,429,79,9714,1126,1608,1656,1669,1920,1958,727,156,10819,1165,1976,2143,2239,2721,2554,888,192,13876,997,3033,3903,3986,4511,4001,1294,209,21936,523,3672,5630,5101,5789,4435,1090,139,26370,207,2861,7028,6016,6937,5228,1004,125,29413,79,1743,7016,6443,7478,5581,883,109,29339,21,684,4506,4678,5116,3558,562,51,19187,9,236,3009,4043,4717,3276,438,42,15772,8,87,1622,2831,3299
7,28,27,16,9,9,147,9,24,39,22,26,25,8,0,161,3,41,61,45,42,29,7,3,234,5,35,74,50,57,35,11,3,270,3,22,57,44,43,32,8,0,215,0,13,46,46,55,21,3,0,196,0,3,25,40,48,22,3,0,139,0,3,45,61,42,32,0,0,184,0,10,17,38,48,18,12,0,145,44,57,103,91,71,45,9,0,418,156,299,650,558,531,335,103,27,2664,135,49,133,123,128,97,35,11,702,1407,130,253,193,142,92,45,10,2270,674,379,583,489,407,297,117,17,2964,375,422,657,477,401,292,138,29,2787,350,537,829,651,507,423,171,32,3495,486,867,1504,1142,989,784,262,39,6077,452,1412,2192,1463,1361,979,305,23,8186,373,1851,3279,2222,2027,1387,358,34,11527,169,1741,4716,3082,2861,1959,430,34,14994,39,994,3987,2737,2555,1694,356,24,12390,30,489,3292,2829,2528,1635,275,20,11102,4,206,2064,2313,2354
8,42,28,23,10,3,179,5,58,85,49,36,21,9,3,274,7,53,123,92,72,34,6,4,402,10,81,217,165,110,69,20,4,678,0,31,235,167,152,78,9,3,677,0,18,242,214,157,79,10,4,718,0,8,115,153,127,67,13,4,481,0,4,157,358,343,159,22,3,1045,3,5,22,102,128,89,33,7,385,31,44,89,81,80,38,14,5,383,165,405,1419,1510,1308,699,185,74,5756,202,99,190,185,160,88,41,14,976,5025,1011,403,330,234,155,60,14,7230,2214,2132,839,602,485,386,158,23,6849,889,1928,1143,782,659,541,233,59,6232,829,2049,1541,1068,872,732,316,38,7453,964,2649,2656,1874,1551,1213,520,81,11507,644,2959,3940,2783,2276,1597,540,57,14802,407,3364,5948,3977,3377,2251,620,67,20012,161,3349,8932,5553,4705,3023,727,64,26520,36,1717,9834,6003,4875,3098,582,57,26203,7,571,8334,7117,6040,3269,584,47,25966,7,152,4734,5593,4598
9,5,0,0,0,0,6,0,0,0,6,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,15,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,9,0,0,3,0,3,3,0,0,9,0,6,15,20,18,14,7,0,84,3,0,3,0,3,10,3,0,22,20,8,0,4,5,6,7,0,55,11,6,15,11,16,18,8,3,83,4,3,18,20,24,22,12,6,121,10,9,26,20,37,38,16,3,150,7,15,35,52,52,52,21,6,250,7,25,63,63,59,66,15,3,306,4,31,57,72,73,58,31,3,324,3,28,69,66,79,59,21,0,334,0,8,49,46,58,57,21,0,242,0,11,41,54,60,45,19,3,238,0,3,44,55,58
