STE_CODE_2016,AgFF_Mng,AgFF_Pro,AgFF_Tech_trds_wks,AgFF_Com_persl_svce_wks,AgFF_Cler_admin_wks,AgFF_Sales_wks,AgFF_Mach_ops_dvrs,AgFF_Labourers,AgFF_IDNS,AgFF_Tot,Min_Mng,Min_Pro,Min_Tech_trds_wks,Min_Com_persl_svce_wks,Min_Cler_admin_wks,Min_Sales_wks,Min_Mach_ops_dvrs,Min_Labourers,Min_IDNS,Min_Tot,Mnf_Mng,Mnf_Pro,Mnf_Tech_trds_wks,Mnf_Com_persl_svce_wks,Mnf_Cler_admin_wks,Mnf_Sales_wks,Mnf_Mach_ops_dvrs,Mnf_Labourers,Mnf_IDNS,Mnf_Tot,EGWWS_Mng,EGWWS_Pro,EGWWS_Tech_trds_wks,EGWWS_Com_persl_svce_wks,EGWWS_Cler_admin_wks,EGWWS_Sales_wks,EGWWS_Mach_ops_dvrs,EGWWS_Labourers,EGWWS_IDNS,EGWWS_Tot,Const_Mng,Const_Pro,Const_Tech_trds_wks,Const_Com_persl_svce_wks,Const_Cler_admin_wks,Const_Sales_wks,Const_Mach_ops_dvrs,Const_Labourers,Const_IDNS,Const_Tot,WST_Mng,WST_Pro,WST_Tech_trds_wks,WST_Com_persl_svce_wks,WST_Cler_admin_wks,WST_Sales_wks,WST_Mach_ops_dvrs,WST_Labourers,WST_IDNS,WST_Tot,RetT_Mng,RetT_Pro,RetT_Tech_trds_wks,RetT_Com_persl_svce_wks,RetT_Cler_admin_wks,RetT_Sales_wks,RetT_Mach_ops_dvrs,RetT_Labourers,RetT_IDNS,RetT_Tot,AcFd_Mng,AcFd_Pro,AcFd_Tech_trds_wks,AcFd_Com_persl_svce_wks,AcFd_Cler_admin_wks,AcFd_Sales_wks,AcFd_Mach_ops_dvrs,AcFd_Labourers,AcFd_IDNS,AcFd_Tot,TPW_Mng,TPW_Pro,TPW_Tech_trds_wks,TPW_Com_persl_svce_wks,TPW_Cler_admin_wks,TPW_Sales_wks,TPW_Mach_ops_dvrs,TPW_Labourers,TPW_IDNS,TPW_Tot,IMT_Mng,IMT_Pro,IMT_Tech_trds_wks,IMT_Com_persl_svce_wks,IMT_Cler_admin_wks,IMT_Sales_wks,IMT_Mach_ops_dvrs,IMT_Labourers,IMT_IDNS,IMT_Tot,FinIns_Mng,FinIns_Pro,FinIns_Tech_trds_wks,FinIns_Com_persl_svce_wks,FinIns_Cler_admin_wks,FinIns_Sales_wks,FinIns_Mach_ops_dvrs,FinIns_Labourers,FinIns_IDNS,FinIns_Tot,RHRE_Mng,RHRE_Pro,RHRE_Tech_trds_wks,RHRE_Com_persl_svce_wks,RHRE_Cler_admin_wks,RHRE_Sales_wks,RHRE_Mach_ops_dvrs,RHRE_Labourers,RHRE_IDNS,RHRE_Tot,ProSTS_Mng,ProSTS_Pro,ProSTS_Tech_trds_wks,ProSTS_Com_persl_svce_wks,ProSTS_Cler_admin_wks,ProSTS_Sales_wks,ProSTS_Mach_ops_dvrs,ProSTS_Labourers,ProSTS_IDNS,ProSTS_Tot,AdSup_Mng,AdSup_Pro,AdSup_Tech_trds_wks,AdSup_Com_persl_svce_wks,AdSup_Cler_admin_wks,AdSup_Sales_wks,AdSup_Mach_ops_dvrs,AdSup_Labourers,AdSup_IDNS,AdSup_Tot,PubAS_Mng,PubAS_Pro,PubAS_Tech_trds_wks,PubAS_Com_persl_svce_wks,PubAS_Cler_admin_wks,PubAS_Sales_wks,PubAS_Mach_ops_dvrs,PubAS_Labourers,PubAS_IDNS,PubAS_Tot,EdTrn_Mng,EdTrn_Pro,EdTrn_Tech_trds_wks,EdTrn_Com_persl_svce_wks,EdTrn_Cler_admin_wks,EdTrn_Sales_wks,EdTrn_Mach_ops_dvrs,EdTrn_Labourers,EdTrn_IDNS,EdTrn_Tot,HltHC_SA_Mng,HltHC_SA_Pro,HltHC_SA_Tech_trds_wks,HltHC_SA_Com_persl_svce_wks,HltHC_SA_Cler_admin_wks,HltHC_SA_Sales_wks,HltHC_SA_Mach_ops_dvrs,HltHC_SA_Labourers,HltHC_SA_IDNS,HltHC_SA_Tot,ArtsR_Mng,ArtsR_Pro,ArtsR_Tech_trds_wks,ArtsR_Com_persl_svce_wks,ArtsR_Cler_admin_wks,ArtsR_Sales_wks,ArtsR_Mach_ops_dvrs,ArtsR_Labourers,ArtsR_IDNS,ArtsR_Tot,OthSvs_Mng,OthSvs_Pro,OthSvs_Tech_trds_wks,OthSvs_Com_persl_svce_wks,OthSvs_Cler_admin_wks,OthSvs_Sales_wks,OthSvs_Mach_ops_dvrs,OthSvs_Labourers,OthSvs_IDNS,OthSvs_Tot,IDNS_Mng,IDNS_Pro,IDNS_Tech_trds_wks,IDNS_Com_persl_svce_wks,IDNS_Cler_admin_wks,IDNS_Sales_wks,IDNS_Mach_ops_dvrs,IDNS_Labourers,IDNS_IDNS,IDNS_Tot
1,40575,1944,4702,215,3163,1069,3642,17018,798,73129,2701,3387,8084,109,1809,161,12803,1020,368,30441,32293,20861,46424,1866,20934,11653,26549,33964,2370,196905,4248,5681,8013,121,5018,722,5032,2417,449,31693,37643,13141,131370,512,27199,3904,19967,44067,2767,280555,23873,18614,7380,299,18549,16623,12665,4888,1071,103953,51944,17849,19199,3114,20405,173827,12831,24103,1966,325233,40256,3878,34238,71138,10032,28503,4350,44674,1683,238758,16496,10636,6520,4913,33072,6974,69820,7929,1928,158296,13099,32279,9339,410,9164,5864,711,1293,882,73040,29665,61589,2533,796,61034,6152,1084,1281,3060,167187,8161,7483,1995,608,11592,25118,1387,2061,898,59306,35888,153451,21207,904,48757,5734,1054,2649,2556,272197,12888,14509,8343,10461,17056,3048,3983,45407,1129,116819,22584,44298,15305,43574,49404,1132,7731,8865,3713,196610,21994,170564,6864,41150,30781,1021,1219,5231,1469,280283,21564,170275,14348,129397,57667,2761,3232,17878,2859,419982,7893,12452,4913,13528,5496,2420,683,3490,643,51518,10187,11956,53745,18700,13483,2725,2050,10015,982,123844,19220,18341,21474,6727,18565,10968,14795,18046,30291,158428
2,34015,1807,3709,201,2639,961,3038,13371,599,60336,1246,1649,1472,49,713,64,2106,385,117,7809,35884,22457,47312,2200,21008,12486,28954,40457,2183,212948,4897,6462,5145,90,6102,1313,4332,1900,460,30712,28054,8682,117206,435,20329,3362,14104,33181,2057,227399,19708,13385,6318,289,15739,15396,11658,5131,696,88311,45326,15710,15548,2432,18243,150562,11033,19435,1387,279679,30382,2035,26386,50949,5762,24394,2175,37001,976,180061,14465,9805,5227,3450,27390,6137,55502,6280,1381,129639,9441,21018,7280,392,7313,4831,439,891,498,52106,16867,38023,1220,484,43254,4315,329,352,1670,106519,5971,5215,1508,724,8717,17854,868,1597,584,43030,27499,122518,18351,821,38771,4169,922,2040,1917,217013,9749,11269,8916,8012,14873,2299,3385,33954,896,93360,16965,32545,7858,40861,33677,694,2230,6062,3178,144059,17782,145813,6550,36939,22794,844,588,3713,1209,236222,17336,141651,11648,104688,46019,2052,2335,13949,1783,341462,8706,11576,4603,15451,4887,2600,446,3541,667,52469,8412,8961,43089,14944,10316,2033,1552,8271,669,98239,16819,14209,17584,5516,14211,8978,12620,15200,23838,128962
3,28525,1933,2846,268,2972,774,4256,18331,550,60459,4518,6817,13284,247,3393,180,17424,1900,552,48308,17960,8807,35751,1274,12954,7242,17550,25870,1264,128666,2878,3962,6613,82,3966,406,3886,1687,328,23806,22029,6668,89571,332,20063,2780,16227,30348,1755,189766,10613,5969,5632,287,9472,10742,8719,4134,488,56050,32216,8151,13139,1948,12633,115942,8107,18372,1002,211506,26298,2279,19815,43247,7031,21076,3146,33090,961,156938,10762,8698,6622,3952,21093,4429,44558,6299,1264,107676,3647,7806,4733,248,4190,3245,340,751,359,25317,7417,16537,775,193,24696,3106,299,289,924,54230,5315,3447,1821,568,7966,19435,1346,2070,579,42545,14295,68232,14849,522,28286,2407,837,2187,1065,132686,6706,7211,6296,7133,12054,2012,2310,30894,674,75300,14491,30288,11075,31209,37231,881,4408,7277,2302,139160,14172,106836,6010,35935,19381,865,663,7897,929,192699,13451,107953,9448,88844,40531,1892,1840,11695,1744,277396,4884,6687,3773,9026,3597,1927,683,2799,401,33784,6601,6705,37143,12730,9064,1743,1357,7432,601,83385,10696,8070,14264,3986,10592,6499,8576,11752,16755,91188
4,15922,782,1692,58,1475,346,1581,7905,263,30022,900,1552,2284,73,606,28,2774,377,120,8702,8780,5032,14157,750,5456,3608,7643,13420,681,59528,1207,1431,2027,21,1771,338,1334,772,185,9081,6476,1823,27330,382,5418,964,4535,8593,577,56095,4003,2519,2202,53,3149,4011,2975,1955,198,21056,11723,2966,4680,751,4577,43601,3188,7767,353,79614,8508,423,6460,14186,1494,6014,706,11474,276,49555,3033,1517,1501,846,6903,1212,13985,1515,295,30806,1224,2978,1779,55,1757,1234,103,352,117,9597,2616,5591,290,140,10266,904,50,78,293,20236,1226,871,411,225,2099,4176,227,549,158,9953,4140,21689,4589,162,8488,686,262,753,337,41104,1981,2342,2581,2838,3029,457,910,12199,268,26614,5708,13076,3833,12120,13936,326,989,1568,1121,52676,4681,38241,2101,10811,6972,178,291,857,282,64429,5003,40893,3701,37727,15083,752,728,5748,651,110283,1592,1960,1095,2971,1085,482,99,722,123,10126,2201,2537,13179,4074,3193,609,523,2525,219,29061,2726,2155,3466,1129,2595,1658,2237,3374,4941,24294
5,15241,1007,1929,83,1410,380,1612,6765,297,28733,7417,14383,21713,584,5842,206,21004,4078,1187,76417,9375,5659,20063,901,6779,3867,8536,8768,818,64757,1928,2560,3291,48,2422,223,1842,1019,279,13602,12029,5519,56271,266,12122,1644,9439,16912,1277,115482,5447,3242,3252,98,4995,5032,4849,2259,291,29457,16136,4474,6304,914,6547,60133,4356,10902,558,110316,12297,840,10626,20436,2818,9407,1453,16412,481,74770,5293,4013,3338,1703,10847,1883,23333,2862,613,53882,1573,3425,2304,82,1620,1547,144,565,154,11409,3814,8943,512,109,11812,1195,260,152,428,27222,2692,1807,1110,274,4436,8199,548,823,256,20151,8304,38825,9524,275,13866,1052,696,1434,600,74572,3333,3605,4024,3152,5241,783,1450,16123,393,38101,8132,16422,5612,17113,18022,368,1768,3324,1396,72161,7527,56240,4144,19426,8823,314,222,3758,536,100988,6211,53579,5557,42405,19721,827,1113,5770,840,136028,2807,3532,1793,5659,1968,870,159,1489,196,18475,3676,4044,20057,7082,4919,871,930,4008,362,45936,6368,5867,9680,2239,6333,3394,4964,6525,8386,53762
6,4795,513,794,36,564,140,850,3560,132,11390,127,185,514,9,88,9,811,104,30,1881,1834,925,3988,320,1026,936,2057,3500,209,14804,438,722,758,14,683,78,533,202,74,3493,2569,316,8164,26,1338,182,1501,2058,178,16330,830,344,512,23,678,1149,810,396,49,4797,3361,782,1460,169,1523,13302,793,2058,116,23564,2686,140,2251,4657,640,1992,197,3824,105,16488,813,399,418,319,1831,453,4200,560,86,9080,339,828,608,27,639,320,25,80,40,2909,547,1155,41,23,2527,134,5,20,76,4520,298,230,102,29,512,1234,69,167,32,2668,810,5130,1385,41,2295,119,63,191,103,10142,555,564,741,619,807,117,162,2727,97,6384,1784,4417,960,3022,5090,88,329,726,441,16851,1317,11306,872,3362,2064,51,60,873,129,20016,1361,10535,1002,11449,3861,174,207,1826,214,30633,564,841,503,1047,414,211,41,353,51,4021,599,688,3744,1072,856,136,119,807,66,8085,706,523,1203,388,667,534,709,1051,1523,7309
7,680,225,218,30,165,25,102,820,40,2304,274,503,1325,52,245,5,1073,270,57,3802,352,159,1097,19,254,184,249,233,28,2563,265,281,515,12,310,41,170,98,25,1716,1387,684,5575,71,1036,114,1257,2134,160,12418,321,142,237,3,289,337,319,111,21,1782,1266,247,515,92,454,3944,289,715,65,7587,1296,117,1028,1678,482,778,115,1656,76,7231,526,541,354,270,782,201,1765,226,55,4717,121,375,236,3,130,118,9,19,20,1024,146,303,32,14,560,69,5,9,13,1161,227,110,117,38,309,564,32,94,24,1526,530,2368,1904,62,1161,49,120,300,85,6584,325,340,315,393,406,88,101,1259,38,3262,2646,4066,1835,4823,4146,75,467,510,394,18967,823,5189,312,1903,1029,31,21,317,99,9728,744,4902,351,3565,1375,85,125,489,111,11746,374,447,253,522,345,100,25,159,26,2263,369,555,1567,549,482,86,107,460,106,4281,431,424,1014,324,487,254,355,582,1218,5084
8,141,78,85,10,60,17,31,110,9,526,16,14,8,0,8,0,28,3,3,79,538,449,1115,106,292,400,219,296,32,3457,228,337,306,3,329,37,198,123,30,1592,1878,436,6721,20,1061,134,666,1771,140,12828,417,463,248,20,294,469,263,101,27,2299,2499,525,906,196,811,9492,414,1180,86,16109,2086,148,1960,4890,569,1580,297,2567,60,14157,527,599,241,168,1259,269,2001,122,74,5261,628,1751,542,37,660,297,52,61,60,4097,510,1246,45,8,1507,82,4,6,84,3496,487,366,76,50,643,1158,19,91,47,2941,3068,12347,1625,153,3683,227,32,109,367,21603,539,855,549,454,747,71,72,2387,69,5738,17775,24066,2052,4633,19851,184,293,298,2808,71961,1833,12609,766,2961,2596,56,37,312,170,21343,1436,9578,687,7414,3314,126,144,480,160,23352,664,928,256,1228,470,176,17,137,43,3922,795,902,2395,1062,912,118,53,447,55,6732,620,917,729,382,775,330,287,501,1432,5966
9,21,0,3,0,0,0,0,7,0,41,22,16,61,0,7,0,66,20,4,202,8,0,23,0,4,5,0,3,0,51,3,3,17,0,4,0,6,3,3,45,27,4,85,8,8,0,15,25,0,184,14,7,0,0,8,3,3,3,0,32,48,5,8,6,14,92,11,13,0,198,68,3,52,61,17,9,0,60,0,276,17,27,11,15,22,4,19,24,3,131,3,9,4,0,0,0,0,0,0,27,8,0,0,0,18,0,0,0,3,26,6,0,3,0,7,9,5,4,0,26,10,30,9,9,15,0,0,3,0,79,17,11,17,33,11,3,3,60,3,152,159,96,59,172,105,7,30,51,19,686,15,104,4,50,8,0,0,5,0,190,5,62,4,32,17,0,0,8,3,136,14,24,14,10,8,0,0,8,3,85,10,3,48,6,0,0,0,4,0,73,16,14,32,8,19,10,9,22,33,157
